species,surface.area(mm2),dry.mass(mg),specific.leaf.area(mm2.mg-1)
Eucalyptus kitsoniana,1377.621,255.3,5.3960869565
Eucalyptus kitsoniana,2796.91,516,5.4203682171
Eucalyptus kitsoniana,1601.306,289.3,5.5351054269
Eucalyptus kitsoniana,1254.056,225.7,5.5562959681
Eucalyptus kitsoniana,2352.344,417.3,5.6370572729
Eucalyptus kitsoniana,2083.86,365,5.7092054795
Eucalyptus kitsoniana,702.015,122.6,5.7260603589
Eucalyptus kitsoniana,1819.928,310.2,5.8669503546
Eucalyptus kitsoniana,2283.072,383.3,5.9563579442
Eucalyptus kitsoniana,1380.404,230.6,5.986140503
Eucalyptus kitsoniana,1783.525,292.8,6.0912739071
Eucalyptus kitsoniana,2975.349,484.7,6.1385372395
Eucalyptus kitsoniana,2335.293,379.5,6.1536047431
Eucalyptus kitsoniana,1431.75,229.6,6.2358449477
Eucalyptus kitsoniana,2290.723,363.8,6.2966547554
Eucalyptus kitsoniana,2220.705,351.9,6.3106138107
Eucalyptus kitsoniana,3139.743,495.5,6.3365146317
Eucalyptus kitsoniana,2371.073,370.8,6.3944795038
Eucalyptus kitsoniana,1204.351,173.8,6.9295224396
Eucalyptus kitsoniana,1004.673,134.2,7.4863859911
Eucalyptus kochii,645.986,269,2.4014349442
Eucalyptus kochii,607.883,241.7,2.5150310302
Eucalyptus kochii,474.566,186.1,2.550059108
Eucalyptus kochii,760.503,292.2,2.6026796715
Eucalyptus kochii,686.735,261.1,2.6301608579
Eucalyptus kochii,446.372,168.2,2.6538168847
Eucalyptus kochii,661.323,248.5,2.6612595573
Eucalyptus kochii,700.28,237.4,2.949789385
Eucalyptus kochii,714.269,234.8,3.0420315162
Eucalyptus kochii,454.611,147.8,3.0758525034
Eucalyptus kochii,952.681,308.2,3.0911129137
Eucalyptus kochii,670.774,213.6,3.1403277154
Eucalyptus kochii,589.972,184.6,3.1959479957
Eucalyptus kochii,999.941,311.6,3.2090532734
Eucalyptus kochii,519.961,158,3.2908924051
Eucalyptus kochii,543.229,161.7,3.3594867038
Eucalyptus kochii,1028.5,303.9,3.3843369529
Eucalyptus kochii,979.935,289.1,3.3896056728
Eucalyptus kochii,1182.073,348.4,3.3928616533
Eucalyptus kochii,956.08,279,3.4268100358
Eucalyptus kochii,713.903,207.4,3.4421552555
Eucalyptus kochii,851.924,246.4,3.4574837662
Eucalyptus kochii,551.331,157.3,3.504965035
Eucalyptus kochii,772.986,211.9,3.647881076
Eucalyptus kochii,784.903,212.6,3.6919238006
Eucalyptus lehmannii,499.024,214.4,2.3275373134
Eucalyptus lehmannii,887.998,373.2,2.3794158628
Eucalyptus lehmannii,506.596,210.1,2.4112137078
Eucalyptus lehmannii,600.526,249,2.411751004
Eucalyptus lehmannii,457.658,180.8,2.5312942478
Eucalyptus lehmannii,318.963,125.9,2.5334630659
Eucalyptus lehmannii,484.074,189,2.5612380952
Eucalyptus lehmannii,428.966,161.8,2.6512113721
Eucalyptus lehmannii,362.53,135,2.6854074074
Eucalyptus lehmannii,379.753,141,2.6932836879
Eucalyptus lehmannii,362.645,133.8,2.7103512706
Eucalyptus lehmannii,566.037,208.5,2.7148057554
Eucalyptus lehmannii,516.362,189.2,2.7291860465
Eucalyptus lehmannii,615.548,215,2.8630139535
Eucalyptus lehmannii,517.882,179,2.8931955307
Eucalyptus lehmannii,515.645,177.9,2.8985103991
Eucalyptus lehmannii,394.545,135.9,2.903200883
Eucalyptus lehmannii,463.638,156,2.9720384615
Eucalyptus lehmannii,357.31,118.8,3.0076599327
Eucalyptus lehmannii,546.376,180.4,3.028691796
Eucalyptus lehmannii,287.35,94.4,3.0439618644
Eucalyptus lehmannii,421.929,136.6,3.0887920937
Eucalyptus lehmannii,521.625,168.8,3.0901954976
Eucalyptus lehmannii,504.796,162.9,3.0988090853
Eucalyptus lehmannii,467.295,145.6,3.2094436813
Eucalyptus longicornis,670.423,250.8,2.6731379585
Eucalyptus longicornis,675.499,250.4,2.6976797125
Eucalyptus longicornis,633.603,234.8,2.6984795571
Eucalyptus longicornis,730.13,270.2,2.7021835677
Eucalyptus longicornis,591.305,217.7,2.7161460726
Eucalyptus longicornis,785.879,285,2.7574701754
Eucalyptus longicornis,708.877,246,2.8816138211
Eucalyptus longicornis,959.529,331.6,2.8936338963
Eucalyptus longicornis,636.163,214,2.9727242991
Eucalyptus longicornis,557.211,184.3,3.02339121
Eucalyptus longicornis,529.777,173.7,3.0499539436
Eucalyptus longicornis,559.075,182.3,3.0667855184
Eucalyptus longicornis,885.252,287.1,3.0834273772
Eucalyptus longicornis,947.332,300,3.1577733333
Eucalyptus longicornis,391.426,121.6,3.2189638158
Eucalyptus longicornis,356.93,110.8,3.2213898917
Eucalyptus longicornis,1214.275,365.1,3.3258696248
Eucalyptus longicornis,325.911,97.8,3.3324233129
Eucalyptus longicornis,405.817,117,3.4685213675
Eucalyptus longicornis,476.366,135.4,3.5182127031
Eucalyptus longicornis,212.528,59.8,3.5539799331
Eucalyptus longicornis,670.035,187.8,3.5678115016
Eucalyptus longicornis,757.054,209.4,3.6153486151
Eucalyptus longicornis,248.429,67.9,3.6587481591
Eucalyptus longicornis,270.542,68.3,3.9610834553
Eucalyptus loxophleba,1015.579,406.9,2.4958933399
Eucalyptus loxophleba,970.435,368.1,2.636335235
Eucalyptus loxophleba,1033.734,389.6,2.6533213552
Eucalyptus loxophleba,1180.46,419.2,2.8159828244
Eucalyptus loxophleba,871.592,306.5,2.8436933116
Eucalyptus loxophleba,1037.826,355.4,2.9201631964
Eucalyptus loxophleba,895.885,306,2.9277287582
Eucalyptus loxophleba,851.738,289.5,2.9421001727
Eucalyptus loxophleba,767.745,260.5,2.9471976967
Eucalyptus loxophleba,718.722,243.5,2.9516303901
Eucalyptus loxophleba,681.866,230.9,2.9530792551
Eucalyptus loxophleba,679.199,229.2,2.9633464223
Eucalyptus loxophleba,961.106,322.5,2.9801736434
Eucalyptus loxophleba,933.823,306.1,3.0507121856
Eucalyptus loxophleba,1134.864,367.1,3.091430128
Eucalyptus loxophleba,1182.826,381.7,3.0988367828
Eucalyptus loxophleba,1050.161,336.4,3.1217627824
Eucalyptus loxophleba,929.091,297.2,3.1261473755
Eucalyptus loxophleba,750.049,238.1,3.1501427971
Eucalyptus loxophleba,1016.16,318.4,3.1914572864
Eucalyptus loxophleba,1147.247,351.5,3.2638605974
Eucalyptus loxophleba,744.069,227.6,3.2691959578
Eucalyptus loxophleba,1252.909,377.7,3.3172067779
Eucalyptus loxophleba,1243.021,367.5,3.382370068
Eucalyptus loxophleba,634.012,184.8,3.4308008658
Eucalyptus macrorhyncha,1715.436,543.5,3.156275989
Eucalyptus macrorhyncha,3123.215,930.9,3.3550488774
Eucalyptus macrorhyncha,2276.411,642.7,3.5419495877
Eucalyptus macrorhyncha,2435.226,664.2,3.6664046974
Eucalyptus macrorhyncha,2538.492,687.8,3.6907414946
Eucalyptus macrorhyncha,4870.121,1317.4,3.696767117
Eucalyptus macrorhyncha,3675.127,947.3,3.8795809142
Eucalyptus macrorhyncha,2430.228,622.8,3.9021001927
Eucalyptus macrorhyncha,2057.344,527.2,3.9023975721
Eucalyptus macrorhyncha,2581.471,659.6,3.9136916313
Eucalyptus macrorhyncha,1300.856,329.9,3.9431827827
Eucalyptus macrorhyncha,1630.726,412.4,3.9542337536
Eucalyptus macrorhyncha,1627.033,409,3.9780757946
Eucalyptus macrorhyncha,1763.541,434.6,4.0578485964
Eucalyptus macrorhyncha,3272.465,799.5,4.0931394622
Eucalyptus macrorhyncha,2209.304,532.1,4.1520466078
Eucalyptus macrorhyncha,1527.516,367,4.1621689373
Eucalyptus macrorhyncha,2657.913,629.4,4.2229313632
Eucalyptus macrorhyncha,1885.615,441.2,4.2738327289
Eucalyptus macrorhyncha,3099.36,718.9,4.3112533037
Eucalyptus macrorhyncha,2979.264,678.3,4.3922512163
Eucalyptus macrorhyncha,2791.704,631.1,4.4235525273
Eucalyptus macrorhyncha,3465.991,781.3,4.4361845642
Eucalyptus macrorhyncha,3629.976,745.6,4.8685300429
Eucalyptus macrorhyncha,3079.735,631.2,4.8791745881
Eucalyptus megacornuta,1595.634,472.9,3.3741467541
Eucalyptus megacornuta,1320.417,389.9,3.3865529623
Eucalyptus megacornuta,1136.649,321.7,3.5332576935
Eucalyptus megacornuta,1298.089,364.7,3.5593336989
Eucalyptus megacornuta,1195.604,335.7,3.5615251713
Eucalyptus megacornuta,1665.494,467.1,3.5656047955
Eucalyptus megacornuta,960.554,267.8,3.5868334578
Eucalyptus megacornuta,1281.418,356.4,3.5954489338
Eucalyptus megacornuta,1328.605,365,3.6400136986
Eucalyptus megacornuta,1522.906,417.7,3.6459324874
Eucalyptus megacornuta,1071.988,287.9,3.7234734283
Eucalyptus megacornuta,1647.712,435,3.7878436782
Eucalyptus megacornuta,1164.155,306,3.8044281046
Eucalyptus megacornuta,1227.418,321.6,3.8165982587
Eucalyptus megacornuta,1534.493,401.9,3.8180965414
Eucalyptus megacornuta,1186.49,306,3.8774183007
Eucalyptus megacornuta,1182.711,304.3,3.8866611896
Eucalyptus megacornuta,1464.382,375.2,3.9029371002
Eucalyptus megacornuta,1320.553,336,3.9302172619
Eucalyptus megacornuta,1597.162,405.3,3.9406908463
Eucalyptus megacornuta,1648.78,414.6,3.9767969127
Eucalyptus megacornuta,836.945,199,4.2057537688
Eucalyptus megacornuta,1440.175,339.6,4.2407979976
Eucalyptus megacornuta,1485.929,345.7,4.298319352
Eucalyptus megacornuta,1165.029,266.3,4.374874202
Eucalyptus nitida,975.275,325.8,2.9934775936
Eucalyptus nitida,893.928,281.8,3.1722072392
Eucalyptus nitida,1178.624,369.2,3.1923726977
Eucalyptus nitida,1121.864,349.4,3.2108299943
Eucalyptus nitida,1039.635,317.9,3.2703208556
Eucalyptus nitida,985.163,299.6,3.2882610147
Eucalyptus nitida,916.837,267.5,3.4274280374
Eucalyptus nitida,1545.22,429.1,3.6010720112
Eucalyptus nitida,1140.278,316.1,3.6073331224
Eucalyptus nitida,1608.691,440,3.6561159091
Eucalyptus nitida,1574.009,412.8,3.8130062984
Eucalyptus nitida,1798.044,471.2,3.8158828523
Eucalyptus nitida,1545.994,402.7,3.8390712689
Eucalyptus nitida,945.554,243.3,3.8863707357
Eucalyptus nitida,1417.115,352.2,4.023608745
Eucalyptus nitida,1222.528,302.4,4.0427513228
Eucalyptus nitida,851.107,210.2,4.0490342531
Eucalyptus nitida,1071.407,260.8,4.1081556748
Eucalyptus nitida,1188.613,287.1,4.140066179
Eucalyptus nitida,1050.269,252.3,4.1627784384
Eucalyptus nitida,1281.984,306.6,4.1812915851
Eucalyptus nitida,1238.245,289.5,4.2771848014
Eucalyptus nitida,1178.094,275.1,4.2824209378
Eucalyptus nitida,932.992,216.5,4.3094318707
Eucalyptus nitida,1407.514,319,4.4122695925
Eucalyptus occidentalis,2468.926,1188.1,2.0780456191
Eucalyptus occidentalis,1570.997,749.9,2.0949419923
Eucalyptus occidentalis,2249.687,1062.2,2.1179504801
Eucalyptus occidentalis,1984.028,899,2.2069276974
Eucalyptus occidentalis,1412.763,591.8,2.3872304833
Eucalyptus occidentalis,1880.116,755.6,2.4882424563
Eucalyptus occidentalis,1701.64,682.1,2.4947075209
Eucalyptus occidentalis,2697.795,1059.2,2.5470118958
Eucalyptus occidentalis,1808.241,699.2,2.5861570366
Eucalyptus occidentalis,2197.738,848.4,2.5904502593
Eucalyptus occidentalis,1796.74,685.1,2.6225952416
Eucalyptus occidentalis,3279.979,1211.9,2.706476607
Eucalyptus occidentalis,1520.54,557.6,2.7269368723
Eucalyptus occidentalis,3274.214,1120.4,2.9223616566
Eucalyptus occidentalis,2667.22,909.1,2.9339126609
Eucalyptus occidentalis,3508.776,1185.6,2.9594939271
Eucalyptus occidentalis,2643.594,878.4,3.0095560109
Eucalyptus occidentalis,1568.853,488,3.2148627049
Eucalyptus occidentalis,2224.34,645.6,3.4453841388
Eucalyptus occidentalis,2020.567,572.8,3.5275261872
Eucalyptus occidentalis,2042.709,575.9,3.5469855878
Eucalyptus occidentalis,1153.371,324.4,3.5553976572
Eucalyptus occidentalis,1099.55,297.3,3.6984527413
Eucalyptus occidentalis,2113.014,563.5,3.7498030169
Eucalyptus occidentalis,1050.592,272.1,3.8610510842
Eucalyptus odorata,763.636,243.5,3.1360821355
Eucalyptus odorata,1138.757,360,3.1632138889
Eucalyptus odorata,987.12,311.7,3.1668912416
Eucalyptus odorata,1063.749,332.4,3.2002075812
Eucalyptus odorata,784.28,231.5,3.3878185745
Eucalyptus odorata,756.1,216,3.500462963
Eucalyptus odorata,872.761,248.8,3.5078818328
Eucalyptus odorata,1131.623,321.8,3.51654133
Eucalyptus odorata,1216.727,344.8,3.5287906032
Eucalyptus odorata,876.834,246.5,3.5571359026
Eucalyptus odorata,718.191,200.5,3.582
Eucalyptus odorata,730.882,202.7,3.6057326098
Eucalyptus odorata,791.027,213.1,3.7119990615
Eucalyptus odorata,1418.65,378.6,3.7470945589
Eucalyptus odorata,574.807,152.9,3.7593655984
Eucalyptus odorata,675.786,179.7,3.7606343907
Eucalyptus odorata,765.458,203,3.770729064
Eucalyptus odorata,606.334,159.8,3.794330413
Eucalyptus odorata,1031.44,262,3.9367938931
Eucalyptus odorata,571.15,139,4.1089928058
Eucalyptus odorata,701.14,160,4.382125
Eucalyptus odorata,570.375,129.9,4.3908775982
Eucalyptus odorata,1047.286,236,4.4376525424
Eucalyptus odorata,604.112,131.3,4.6010053313
Eucalyptus odorata,869.907,181.5,4.7928760331
Eucalyptus oleosa,935.422,410.3,2.2798488911
Eucalyptus oleosa,1019.566,390.6,2.6102560164
Eucalyptus oleosa,1194.256,432.2,2.7632022212
Eucalyptus oleosa,940.083,338.1,2.7804880213
Eucalyptus oleosa,1231.842,438,2.8124246575
Eucalyptus oleosa,1489.213,514.7,2.8933611813
Eucalyptus oleosa,1015.285,347.8,2.9191633122
Eucalyptus oleosa,1444.535,481.2,3.001943059
Eucalyptus oleosa,914.922,303,3.0195445545
Eucalyptus oleosa,875.335,289.4,3.0246544575
Eucalyptus oleosa,892.515,290.8,3.0691712517
Eucalyptus oleosa,1180.481,374.3,3.1538364948
Eucalyptus oleosa,1008.43,318.8,3.1632057716
Eucalyptus oleosa,805.353,248.2,3.2447743755
Eucalyptus oleosa,1034.716,314.5,3.2900349762
Eucalyptus oleosa,892.845,269.3,3.3154288897
Eucalyptus oleosa,1316.896,396.6,3.3204639435
Eucalyptus oleosa,951.032,284.9,3.3381256581
Eucalyptus oleosa,1051.595,313.7,3.3522314313
Eucalyptus oleosa,764.748,227.4,3.3630079156
Eucalyptus oleosa,1024.757,296.5,3.4561787521
Eucalyptus oleosa,755.806,212.1,3.5634417727
Eucalyptus oleosa,732.051,205.4,3.5640262902
Eucalyptus oleosa,940.234,262.4,3.5832088415
Eucalyptus oleosa,846.425,235.8,3.5895886344
Eucalyptus ovata,1316.839,468,2.813758547
Eucalyptus ovata,2138.347,666.4,3.2088040216
Eucalyptus ovata,2171.602,645.7,3.363174849
Eucalyptus ovata,1554.018,447.3,3.4742186452
Eucalyptus ovata,1726.585,490.3,3.5214868448
Eucalyptus ovata,844.947,238.7,3.5397863427
Eucalyptus ovata,1481.684,413.3,3.5850084684
Eucalyptus ovata,3070.908,854.9,3.5921253948
Eucalyptus ovata,2189.88,601.7,3.639488117
Eucalyptus ovata,1381.472,378.8,3.646969377
Eucalyptus ovata,1220.384,326.5,3.7377764165
Eucalyptus ovata,2623.948,698.6,3.7560091612
Eucalyptus ovata,1782.27,471,3.7840127389
Eucalyptus ovata,1917.638,500.6,3.830679185
Eucalyptus ovata,1296.705,337.8,3.8386767318
Eucalyptus ovata,2747.32,711.8,3.8596796853
Eucalyptus ovata,2591.065,648.9,3.9930112498
Eucalyptus ovata,3689.059,918.3,4.0172699554
Eucalyptus ovata,1161.05,285,4.0738596491
Eucalyptus ovata,1520.984,367.7,4.1364808268
Eucalyptus ovata,3219.72,773.6,4.1619958635
Eucalyptus ovata,1294.84,308.9,4.1917772742
Eucalyptus ovata,1809.711,428.1,4.2273090399
Eucalyptus ovata,3694.179,873.1,4.2311064025
Eucalyptus ovata,2040.852,473.3,4.3119628143
Eucalyptus ovata,3431.093,787.7,4.3558372477
Eucalyptus ovata,3787.873,866.7,4.3704545979
Eucalyptus ovata,2554.977,580.3,4.4028554196
Eucalyptus ovata,2578.416,584.3,4.4128290262
Eucalyptus ovata,1794.639,395.2,4.541090587
Eucalyptus ovata,3579.196,782.4,4.5746370143
Eucalyptus ovata,2002.075,436,4.5919151376
Eucalyptus ovata,4146.194,899.9,4.6073941549
Eucalyptus ovata,2355.37,510.6,4.6129455542
Eucalyptus ovata,2039.253,440.3,4.6315080627
Eucalyptus ovata,1022.785,219.9,4.6511368804
Eucalyptus ovata,3392.754,716.8,4.7331947545
Eucalyptus ovata,3458.369,727.2,4.7557329483
Eucalyptus ovata,1166.994,244.1,4.7808029496
Eucalyptus ovata,2112.871,416.6,5.0717018723
Eucalyptus perriniana,2225.143,475.8,4.6766351408
Eucalyptus perriniana,2461.046,518.8,4.7437278335
Eucalyptus perriniana,1922.205,398.7,4.8211813394
Eucalyptus perriniana,3112.926,637.9,4.8799592413
Eucalyptus perriniana,2394.82,481.2,4.9767664173
Eucalyptus perriniana,2058.24,409.4,5.0274548119
Eucalyptus perriniana,2436.072,478.8,5.0878696742
Eucalyptus perriniana,3034.024,585,5.186365812
Eucalyptus perriniana,2474.017,476.6,5.1909714645
Eucalyptus perriniana,2631.269,505.2,5.2083709422
Eucalyptus perriniana,1703.848,324.5,5.2506872111
Eucalyptus perriniana,2509.336,465.9,5.3859969951
Eucalyptus perriniana,2028.505,375.8,5.3978312932
Eucalyptus perriniana,2187.449,401.6,5.4468351594
Eucalyptus perriniana,2093.095,358.6,5.8368516453
Eucalyptus perriniana,2777.363,461.9,6.0129097207
Eucalyptus perriniana,1917.917,309.2,6.2028363519
Eucalyptus perriniana,3084.374,480.1,6.4244407415
Eucalyptus perriniana,2969.699,454.1,6.5397467518
Eucalyptus perriniana,1490.869,214.2,6.9601727358
Eucalyptus perriniana,2295.154,299.6,7.6607276368
Eucalyptus perriniana,2962.572,379.5,7.806513834
Eucalyptus perriniana,3695.978,471.1,7.8454213543
Eucalyptus perriniana,1728.686,208.8,8.2791475096
Eucalyptus perriniana,3917.074,472.2,8.2953706057
Eucalyptus phaenophylla,660.37,318.2,2.0753299811
Eucalyptus phaenophylla,1114.529,523.5,2.1289952245
Eucalyptus phaenophylla,1247.531,583.2,2.1391135117
Eucalyptus phaenophylla,1124.245,523.3,2.1483756927
Eucalyptus phaenophylla,1081.539,500.6,2.1604854175
Eucalyptus phaenophylla,728.495,335.4,2.1720184854
Eucalyptus phaenophylla,1032.53,442.8,2.3318202349
Eucalyptus phaenophylla,575.022,241.7,2.3790732313
Eucalyptus phaenophylla,1156.461,469.1,2.4652760605
Eucalyptus phaenophylla,751.103,303.4,2.475619644
Eucalyptus phaenophylla,1126.489,450.1,2.5027527216
Eucalyptus phaenophylla,1291.958,506.4,2.5512598736
Eucalyptus phaenophylla,652.791,244,2.6753729508
Eucalyptus phaenophylla,614.042,222.6,2.7584995508
Eucalyptus phaenophylla,1518.948,548.9,2.7672581527
Eucalyptus phaenophylla,642.967,231,2.7834069264
Eucalyptus phaenophylla,837.44,298.8,2.8026773762
Eucalyptus phaenophylla,1275.753,451.7,2.8243369493
Eucalyptus phaenophylla,934.031,323.9,2.8837017598
Eucalyptus phaenophylla,652.246,226,2.8860442478
Eucalyptus phaenophylla,1024.434,349.4,2.9319805381
Eucalyptus phaenophylla,847.737,282.4,3.0019015581
Eucalyptus phaenophylla,1247.05,412.1,3.0260859015
Eucalyptus phaenophylla,1117.376,365.6,3.0562800875
Eucalyptus phaenophylla,1467.236,442,3.3195384615
Eucalyptus phenax,1408.095,794.8,1.7716343734
Eucalyptus phenax,1383.881,777,1.7810566281
Eucalyptus phenax,1161.2,650,1.7864615385
Eucalyptus phenax,961.501,526.3,1.8269067072
Eucalyptus phenax,879.541,477.2,1.8431286672
Eucalyptus phenax,815.521,436.1,1.8700321027
Eucalyptus phenax,1625.757,821.1,1.9799744246
Eucalyptus phenax,682.297,343.3,1.9874657734
Eucalyptus phenax,748.916,376.6,1.9886245353
Eucalyptus phenax,1243.006,622.7,1.9961554521
Eucalyptus phenax,842.251,421.4,1.9986971998
Eucalyptus phenax,1158.383,577,2.0075961872
Eucalyptus phenax,1058.034,525,2.0153028571
Eucalyptus phenax,474.659,229.6,2.0673301394
Eucalyptus phenax,941.56,452.5,2.0807955801
Eucalyptus phenax,758.925,363.3,2.0889760528
Eucalyptus phenax,1092.452,521.7,2.0940233851
Eucalyptus phenax,817.6,389.1,2.1012593164
Eucalyptus phenax,1378.31,652.9,2.111058355
Eucalyptus phenax,869.283,411.1,2.1145293116
Eucalyptus pileata,1542.402,776.9,1.9853288712
Eucalyptus pileata,954.294,470.3,2.0291175845
Eucalyptus pileata,1155.844,547,2.1130603291
Eucalyptus pileata,777.281,358.5,2.1681478382
Eucalyptus pileata,1240.088,570.4,2.1740673212
Eucalyptus pileata,645.513,296.1,2.1800506586
Eucalyptus pileata,744.814,340.7,2.1861285588
Eucalyptus pileata,673.864,305.7,2.2043310435
Eucalyptus pileata,551.424,245,2.2507102041
Eucalyptus pileata,959.027,424.2,2.2607897218
Eucalyptus pileata,726.114,321.1,2.2613329181
Eucalyptus pileata,770.147,338.8,2.273161157
Eucalyptus pileata,843.829,368.5,2.2899023066
Eucalyptus pileata,1455.082,629.4,2.3118557356
Eucalyptus pileata,707.801,304.1,2.3275271292
Eucalyptus pileata,761.299,321.6,2.3672232587
Eucalyptus pileata,808.286,339.3,2.3822163277
Eucalyptus pileata,475.075,195.9,2.4250893313
Eucalyptus pileata,1090.2,446.9,2.4394719177
Eucalyptus pileata,871.929,349.5,2.4947896996
Eucalyptus pileata,798.491,316.8,2.5204892677
Eucalyptus pileata,744.226,287.8,2.585913829
Eucalyptus pileata,756.71,288.7,2.6210945618
Eucalyptus pileata,802.894,305.9,2.6246943446
Eucalyptus platypus,883.165,440.8,2.003550363
Eucalyptus platypus,964.985,472.8,2.041000423
Eucalyptus platypus,756.086,339.6,2.226401649
Eucalyptus platypus,1005.619,444.1,2.2643976582
Eucalyptus platypus,1171.146,517,2.2652727273
Eucalyptus platypus,1175.398,513.8,2.2876566757
Eucalyptus platypus,933.429,407.8,2.288938205
Eucalyptus platypus,946.285,411.9,2.2973658655
Eucalyptus platypus,908.67,393.5,2.3091994917
Eucalyptus platypus,905.658,392.1,2.3097628156
Eucalyptus platypus,1233.377,527,2.340373814
Eucalyptus platypus,813.52,341.9,2.379409184
Eucalyptus platypus,1060.709,443.1,2.3938366057
Eucalyptus platypus,1274.592,514.1,2.4792686248
Eucalyptus platypus,1191.323,479.3,2.4855476737
Eucalyptus platypus,1370.838,549.4,2.4951547142
Eucalyptus platypus,603.158,241.1,2.5016922439
Eucalyptus platypus,1189.48,470.8,2.5265080714
Eucalyptus platypus,1454.781,571.9,2.5437681413
Eucalyptus platypus,1575.328,616.4,2.5556911097
Eucalyptus platypus,1449.217,545.3,2.6576508344
Eucalyptus platypus,910.627,333,2.7346156156
Eucalyptus platypus,1191.502,431.9,2.7587450799
Eucalyptus platypus,798.018,282.1,2.8288479263
Eucalyptus platypus,996.499,332.2,2.9996959663
Eucalyptus pleurocarpa,3347.595,1434.7,2.3333066146
Eucalyptus pleurocarpa,3149.552,1342.9,2.3453362127
Eucalyptus pleurocarpa,2747.614,1148.7,2.39193349
Eucalyptus pleurocarpa,2333.637,973.1,2.3981471586
Eucalyptus pleurocarpa,3953.241,1647.4,2.3996849581
Eucalyptus pleurocarpa,4619.735,1911.9,2.4163057691
Eucalyptus pleurocarpa,3412.501,1388,2.4585742075
Eucalyptus pleurocarpa,3436.335,1380.8,2.4886551275
Eucalyptus pleurocarpa,2572.028,1008.1,2.5513619681
Eucalyptus pleurocarpa,3070.22,1163.1,2.6396870432
Eucalyptus pleurocarpa,4917.567,1790.5,2.7464769617
Eucalyptus pleurocarpa,6856.895,2481,2.7637625957
Eucalyptus pleurocarpa,5113.696,1829,2.7958972116
Eucalyptus pleurocarpa,4605.043,1633.4,2.8192990082
Eucalyptus pleurocarpa,4563.792,1590.4,2.8695875252
Eucalyptus pleurocarpa,6671.959,2305.8,2.8935549484
Eucalyptus pleurocarpa,3509.371,1212.8,2.893610653
Eucalyptus pleurocarpa,7050.134,2390,2.9498468619
Eucalyptus pleurocarpa,5756.613,1898,3.0329889357
Eucalyptus pleurocarpa,5901.898,1918.6,3.0761482331
Eucalyptus pleurocarpa,4888.004,1557.1,3.1391715368
Eucalyptus pleurocarpa,3516.09,1080.1,3.2553374688
Eucalyptus pleurocarpa,3933.81,1193.6,3.2957523458
Eucalyptus pleurocarpa,3900.848,1176.2,3.3164835912
Eucalyptus pleurocarpa,5188.826,1535.7,3.3788018493
Eucalyptus porosa,829.732,241,3.4428713693
Eucalyptus porosa,564.216,160.1,3.5241474079
Eucalyptus porosa,589.499,166.1,3.5490608067
Eucalyptus porosa,684.892,190.6,3.5933473242
Eucalyptus porosa,748.873,204.2,3.6673506366
Eucalyptus porosa,1158.383,308.2,3.7585431538
Eucalyptus porosa,681.027,180.2,3.7792841287
Eucalyptus porosa,1183.937,311.3,3.8032026984
Eucalyptus porosa,445.533,116.3,3.830894239
Eucalyptus porosa,919.612,239.2,3.8445317726
Eucalyptus porosa,999.539,259.9,3.8458599461
Eucalyptus porosa,1114.823,283.9,3.9268157802
Eucalyptus porosa,1210.023,303.8,3.9829591837
Eucalyptus porosa,1153.65,286.6,4.0252965806
Eucalyptus porosa,1277.718,312.5,4.0886976
Eucalyptus porosa,1162.276,275.2,4.2233866279
Eucalyptus porosa,279.749,64.9,4.3104622496
Eucalyptus porosa,673.628,155.8,4.3236713736
Eucalyptus porosa,956.603,217.7,4.3941341295
Eucalyptus porosa,871.779,197.2,4.4207860041
Eucalyptus porosa,1099.981,247.8,4.4389870864
Eucalyptus porosa,1052.377,227.9,4.6177139096
Eucalyptus porosa,857.804,184.6,4.6468255688
Eucalyptus porosa,984.223,208.5,4.7204940048
Eucalyptus porosa,644.545,131.8,4.8903262519
Eucalyptus pulchella,487.429,141.3,3.4496036801
Eucalyptus pulchella,503.312,142.8,3.5245938375
Eucalyptus pulchella,837.333,233.7,3.5829396662
Eucalyptus pulchella,564.166,156,3.6164487179
Eucalyptus pulchella,854.477,232.5,3.6751698925
Eucalyptus pulchella,548.377,144,3.8081736111
Eucalyptus pulchella,541.579,141.6,3.824710452
Eucalyptus pulchella,442.285,115.5,3.8293073593
Eucalyptus pulchella,891.375,230.5,3.8671366594
Eucalyptus pulchella,784.201,198.4,3.9526260081
Eucalyptus pulchella,646.847,160.7,4.0251835719
Eucalyptus pulchella,337.771,83.3,4.0548739496
Eucalyptus pulchella,396.847,97.7,4.0618935517
Eucalyptus pulchella,379.796,92.6,4.1014686825
Eucalyptus pulchella,440.593,105.8,4.1643950851
Eucalyptus pulchella,460.978,110.2,4.1831034483
Eucalyptus pulchella,690.887,164.7,4.1948208865
Eucalyptus pulchella,392.115,93.4,4.1982334047
Eucalyptus pulchella,322.133,76.2,4.2274671916
Eucalyptus pulchella,393.699,93,4.2333225806
Eucalyptus pulchella,307.104,72,4.2653333333
Eucalyptus pulchella,323.266,74.7,4.327523427
Eucalyptus pulchella,450.782,103.4,4.3595938104
Eucalyptus pulchella,385.382,84,4.5878809524
Eucalyptus pulchella,565.98,122,4.6391803279
Eucalyptus radiata,1541.126,327.4,4.7071655467
Eucalyptus radiata,1492.647,311.9,4.785658865
Eucalyptus radiata,1518.037,283.8,5.3489675828
