taxon_name,family,native_status,source_details,name_resolution_and_type,references,reference_category,plant_growth_form_to_use,woodiness_to_use
Poikilogyne cordifolia var. cordifolia,Melastomataceae,native,APC_accepted,variety,"species - Field 2012, Austrobaileya 8(4): 613-615",taxon revision; taxonomic species description,shrub,woody
Pternandra coerulescens,Melastomataceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Tibouchina heteromalla,Melastomataceae,naturalised,APC_accepted,binomial,species - Wikipedia,website - well referenced material,shrub,woody
Tibouchina urvilleana,Melastomataceae,naturalised,APC_accepted,binomial,species,scraped from online flora,shrub tree,woody
Tristemma mauritianum,Melastomataceae,naturalised,APC_accepted,binomial,species,scraped from online flora,shrub,woody
Tristemma mauritianum var. mauritianum,Melastomataceae,naturalised,APC_accepted,variety,species,scraped from online flora,shrub,woody
Aglaia argentea,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Aglaia australiensis,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Aglaia brassii,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Aglaia brownii,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Aglaia cooperae,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,shrub tree,woody
Aglaia elaeagnoidea,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Aglaia euryanthera,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Aglaia ferruginea,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Aglaia meridionalis,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Aglaia sapindina,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Aglaia silvestris,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Aglaia spectabilis,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Anthocarapa nitidula,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Azadirachta indica,Meliaceae,naturalised,APC_accepted,binomial,species,scraped from online flora,tree,woody
Chisocheton longistipitatus,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Chukrasia tabularis,Meliaceae,naturalised,APC_accepted,binomial,species,scraped from online flora,tree,woody
Dysoxylum acutangulum,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,shrub,woody
Dysoxylum acutangulum subsp. foveolatum,Meliaceae,native,APC_accepted,subspecies,species,scraped from online flora,tree,woody
Dysoxylum alliaceum,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Dysoxylum arborescens,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Dysoxylum bijugum,Meliaceae,native,APC_accepted,binomial,species - FoA print,FoA print editions,tree,woody
Dysoxylum fraserianum,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Dysoxylum gaudichaudianum,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Dysoxylum klanderi,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Dysoxylum latifolium,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Dysoxylum mollissimum,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Dysoxylum mollissimum subsp. molle,Meliaceae,native,APC_accepted,subspecies,species,scraped from online flora,tree,woody
Dysoxylum oppositifolium,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Dysoxylum pachyphyllum,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Dysoxylum papuanum,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Dysoxylum parasiticum,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Dysoxylum pettigrewianum,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Dysoxylum pumilum,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Dysoxylum rufum,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Dysoxylum setosum,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Khaya senegalensis,Meliaceae,naturalised,APC_accepted,binomial,species,scraped from online flora,tree,woody
Melia azedarach,Meliaceae,native + naturalised,APC_accepted,binomial,species,scraped from online flora,tree,woody
Melia azedarach 'Telopea Valley Mini-Cedar',Meliaceae,,APNI_unplaced,horticultural,species,scraped from online flora,tree,woody
Owenia acidula,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,shrub tree,woody
Owenia cepiodora,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Owenia reticulata,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Owenia sp. Top End,Meliaceae,,taxon_in_flora_not_in_APC,phrase_name,species,scraped from online flora,tree,woody
Owenia venosa,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Owenia vernicosa,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Owenia x reliqua,Meliaceae,native,APC_accepted,hybrid,species,scraped from online flora,tree,woody
Sandoricum koetjape,Meliaceae,naturalised,APC_accepted,binomial,species - Wikipedia,website - well referenced material,tree,woody
Synoum glandulosum,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Synoum glandulosum subsp. glandulosum,Meliaceae,native,APC_accepted,subspecies,species,scraped from online flora,shrub tree,woody
Synoum glandulosum subsp. paniculosum,Meliaceae,native,APC_accepted,subspecies,species,scraped from online flora,tree,woody
Toona ciliata,Meliaceae,native + naturalised,APC_accepted,binomial,species,scraped from online flora,tree,woody
Turraea pubescens,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,shrub tree,woody
Vavaea amicorum,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Xylocarpus granatum,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Xylocarpus moluccensis,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Xylocarpus rumphii,Meliaceae,native,APC_accepted,binomial,species,scraped from online flora,tree,woody
Cipadessa baccifera,Meliaceae.,,taxon_in_flora_not_in_APC,binomial,species,scraped from online flora,shrub tree,woody
Melianthus comosus,Melianthaceae,naturalised,APC_accepted,binomial,species,scraped from online flora,shrub,woody
Melianthus major,Melianthaceae,naturalised,APC_accepted,binomial,species,scraped from online flora,shrub,woody
Carronia multisepalea,Menispermaceae,native,APC_accepted,binomial,species,scraped from online flora,climber_woody,woody
Carronia pedicellata,Menispermaceae,native,APC_accepted,binomial,species,scraped from online flora,climber_woody,woody
Carronia protensa,Menispermaceae,native,APC_accepted,binomial,species,scraped from online flora,climber_woody,woody
Cissampelos pareira,Menispermaceae,native,APC_accepted,binomial,species,scraped from online flora,climber_woody,woody
Cissampelos pareira var. hirsuta,Menispermaceae,native,APC_accepted,variety,species,scraped from online flora,climber_woody,woody
Echinostephia aculeata,Menispermaceae,native,APC_accepted,binomial,"species - FoA, PlantNet",scraped from online flora,climber_herbaceous,herbaceous
Hypserpa decumbens,Menispermaceae,native,APC_accepted,binomial,"species - FoA, PlantNet",scraped from online flora,climber_woody shrub,woody
Hypserpa laurina,Menispermaceae,native,APC_accepted,binomial,genus,scraped from online flora,climber_woody,woody
Hypserpa polyandra,Menispermaceae,native,APC_accepted,binomial,genus,scraped from online flora,climber_woody,woody
Hypserpa polyandra var. polyandra,Menispermaceae,native,APC_accepted,variety,genus,scraped from online flora,climber_woody,woody
Hypserpa smilacifolia,Menispermaceae,native,APC_accepted,binomial,genus,scraped from online flora,climber_woody,woody
Legnephora moorei,Menispermaceae,native,APC_accepted,binomial,species,scraped from online flora,climber_woody,woody
Pachygone ovata,Menispermaceae,native,APC_accepted,binomial,species - WA,scraped from online flora,climber_woody,woody
Parapachygone longifolia,Menispermaceae,native,APC_accepted,binomial,genus,scraped from online flora,climber_woody,woody
Pleogyne australis,Menispermaceae,native,APC_accepted,binomial,genus,scraped from online flora,climber_woody,woody
Pycnarrhena novoguineensis,Menispermaceae,native,APC_accepted,binomial,genus,scraped from online flora,climber_woody,woody
Pycnarrhena ozantha,Menispermaceae,native,APC_accepted,binomial,genus,scraped from online flora,climber_woody,woody
Sarcopetalum harveyanum,Menispermaceae,native,APC_accepted,binomial,species - PlantNet,scraped from online flora,climber_woody,woody
Stephania bancroftii,Menispermaceae,native,APC_accepted,binomial,genus,scraped from online flora,climber_woody,woody
Stephania japonica,Menispermaceae,native,APC_accepted,binomial,genus,scraped from online flora,climber_woody,woody
Stephania japonica var. discolor,Menispermaceae,native,APC_accepted,variety,genus,scraped from online flora,climber_woody,woody
Stephania japonica var. japonica,Menispermaceae,native,APC_accepted,variety,genus,scraped from online flora,climber_woody,woody
Stephania japonica var. timoriensis,Menispermaceae,native,APC_accepted,variety,genus,scraped from online flora,climber_woody,woody
Stephania renifolia,Menispermaceae,native,APC_accepted,binomial,genus,scraped from online flora - applied genus value to individual species,climber_woody,woody
Stephania tuberosa,Menispermaceae,native,APC_accepted,binomial,genus,scraped from online flora,climber_woody,woody
Tiliacora australiana,Menispermaceae,native,APC_accepted,binomial,genus,scraped from online flora,climber_woody,woody
Tinospora baenzigeri,Menispermaceae,naturalised,APC_accepted,binomial,genus,scraped from online flora - applied genus value to individual species,climber_woody,woody
Tinospora crispa,Menispermaceae,naturalised,APC_accepted,binomial,genus,scraped from online flora - applied genus value to individual species,climber_woody,woody
Tinospora esiangkara,Menispermaceae,native,APC_accepted,binomial,species,scraped from online flora,climber_woody,woody
Tinospora smilacina,Menispermaceae,native,APC_accepted,binomial,species,scraped from online flora,climber_woody,woody
Tinospora tinosporoides,Menispermaceae,native,APC_accepted,binomial,species,scraped from online flora,climber_woody,woody
Liparophyllum capitatum,Menyanthaceae,native,APC_accepted,binomial,genus,scraped from online flora - applied genus value to individual species,herb,herbaceous
Liparophyllum congestiflorum,Menyanthaceae,native,APC_accepted,binomial,genus,scraped from online flora - applied genus value to individual species,herb,herbaceous
Liparophyllum exaltatum,Menyanthaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Liparophyllum exiguum,Menyanthaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Liparophyllum gunnii,Menyanthaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Liparophyllum lasiospermum,Menyanthaceae,native,APC_accepted,binomial,genus,scraped from online flora - applied genus value to individual species,herb,herbaceous
Liparophyllum latifolium,Menyanthaceae,native,APC_accepted,binomial,genus,scraped from online flora - applied genus value to individual species,herb,herbaceous
Liparophyllum violifolium,Menyanthaceae,native,APC_accepted,binomial,genus,scraped from online flora - applied genus value to individual species,herb,herbaceous
Nymphoides astoniae,Menyanthaceae,native,APC_accepted,binomial,"family - PlantNet, VicFlora",scraped from online flora - applied family value to individual species,herb,herbaceous
Nymphoides aurantiaca,Menyanthaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Nymphoides beaglensis,Menyanthaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Nymphoides crenata,Menyanthaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Nymphoides disperma,Menyanthaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Nymphoides elliptica,Menyanthaceae,native,APC_accepted,binomial,genus,scraped from online flora - applied genus value to individual species,herb,herbaceous
Nymphoides exiliflora,Menyanthaceae,native,APC_accepted,binomial,genus,scraped from online flora,herb,herbaceous
Nymphoides furculifolia,Menyanthaceae,native,APC_accepted,binomial,genus,scraped from online flora,herb,herbaceous
Nymphoides geminata,Menyanthaceae,native,APC_accepted,binomial,genus,scraped from online flora - applied genus value to individual species,herb,herbaceous
Nymphoides indica,Menyanthaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Nymphoides minima,Menyanthaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Nymphoides montana,Menyanthaceae,native,APC_accepted,binomial,genus,scraped from online flora - applied genus value to individual species,herb,herbaceous
Nymphoides parvifolia,Menyanthaceae,native,APC_accepted,binomial,genus,scraped from online flora,herb,herbaceous
Nymphoides planosperma,Menyanthaceae,native,APC_accepted,binomial,genus,scraped from online flora,herb,herbaceous
Nymphoides quadriloba,Menyanthaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Nymphoides simulans,Menyanthaceae,native,APC_accepted,binomial,genus,scraped from online flora - applied genus value to individual species,herb,herbaceous
Nymphoides sp. Hann River (J.R.Clarkson 3109),Menyanthaceae,native,APC_accepted,phrase_name,genus,scraped from online flora - applied genus value to individual species,herb,herbaceous
Nymphoides spinulosperma,Menyanthaceae,native,APC_accepted,binomial,genus,scraped from online flora - applied genus value to individual species,herb,herbaceous
Nymphoides spongiosa,Menyanthaceae,native,APC_accepted,binomial,genus,scraped from online flora,herb,herbaceous
Nymphoides subacuta,Menyanthaceae,native,APC_accepted,binomial,species,scraped from online flora,herb,herbaceous
Nymphoides triangularis,Menyanthaceae,native,APC_accepted,binomial,genus,scraped from online flora - applied genus value to individual species,herb,herbaceous
