Site,Species,Family,N,Ca,K,Mg,P,S,Al,B,Co,Cr,Cu,Fe,Mn,Na,Ni,Zn,Se,cellulose,alkaloids,water content (% fresh wt),Total Phenolics_FW,Total Phenolics_DW,Condensed_Tannins_FW,Condensed_Tannins_DW,Condensed_Tannins/Total Phenolics,thickness,leafarea,SLA,Toughness,Tough_adj,Toughness_N_per_m,Tough_adj_N_per_m2,site name,latitude,longitude
15,Sloanea macbrydei,Elaeocarpaceae,1.413,1.1870046,0.8476775,0.2448824,0.0547443,0.2028132,116.3,37.8,0.1,0.3,4.253,63.6,1646.7,201.1,5,6.6,1,23.6,0,53.8,74.6,16.1,0.3,0.7,0.4,0.23,29.2,85.4,1.4,6,873.4430655,16275336.62,TF Rd rhyolite,-17.78676,145.55958
1,Stenocarpus sinuatus,Proteaceae,1.229,0.2526529,0.8315809,0.1030822,0.0643277,0.1327569,146.2,16,0.1,0.363,2.736,44,490,999.7,5,13.4,1,30.5,0,58,75.3,17.9,3.6,8.5,4.7,0.37,44.4,74.7,2.3,6.3,1434.942179,10622956.2,Longlands Gap (basalt),-17.46028,145.47473
11,Stenocarpus sinuatus,Proteaceae,1.53,0.1517943,1.4346632,0.09873875,0.13270015,0.1364901,37.2,20,0.1,0.425,6.502,26.9,376.7,80.9,5,13.7,1,33.1,0,62.3,33,8.8,1.8,4.7,5.3,0.31,77.8,88.2,1.7,5.5,1060.609437,11068978.94,"Tully Falls Rd, near TF",-17.75847,145.54569
5,Symplocos conchinchinensis var gittinsii,Symplocaceae,1.555,1.0635843,0.765613,0.2606575,0.0651828,0.1790047,9720.8,18.6,0.1,0.3,4.288,52.4,125.9,46.6,5,11.9,1,23.6,0,63.4,30.4,8.3,1.6,4.5,5.4,0.38,54.6,66.7,1.7,4.4,1060.609437,7223965.203,Longlands Gap (rhyolite),-17.45501,145.47862
5,Symplocos conchinchinensis var glaberrima,Symplocaceae,1.068,1.417201,0.2554426,0.1723173,0.0344118,0.3459572,13364,14,0.1,0.3,3.469,50.1,427.8,436.7,5,7.2,1,28.5,0,59.5,34.9,8.6,2.1,5.2,6.1,0.39,34.6,55.3,2.4,6,1497.330969,9598275.445,Longlands Gap (rhyolite),-17.45501,145.47862
11,Symplocus conchinchinesis... var pilosiuscula,Syplocaceae,1.516,1.4655909,0.6608729,0.2234296,0.0835628,0.2074716,6819.3,28,0.1,3.473,5.058,42.8,163.6,87,5,10.7,1,20.6,0,61.1,45.5,11.7,2.2,5.6,4.8,0.26,32,90.9,1.4,5.3,873.4430655,12717714.96,"Tully Falls Rd, near TF",-17.75847,145.54569
3,Synima cordierorum,Sapindaceae,1.968,0.3685955,0.7295896,0.2155815,0.1237593,0.3919897,129.7,18.5,0.1,0.344,10.33,132.2,232.7,586.8,5,20.7,1,19.1,0,52.1,76.6,16,11,23,14.4,0.29,36.2,62.8,1.4,5,873.4430655,10756688,Tully Falls Rd: Smiths,-17.68174,145.52989
4,Synima cordierorum,Sapindaceae,1.979,0.1821097,1.1475692,0.2621523,0.2343353,0.2674577,36,13.4,0.1,0.346,11.762,29.6,80.6,2246.8,5,24,1,28.1,0,61.4,49.2,12.7,7.1,18.4,14.4,0.28,28.6,75.3,1.2,4.4,748.6654847,9803952.776,Malaan SF,-17.58672,145.582
1,Syzgium papyraceum,Myrtaceae,1.299,0.266328,0.615911,0.19941,0.1194813,0.1054593,21.8,17.9,0.1,0.3,5.133,33,68.9,95.3,5,6.6,1,19.5,0,67.7,33.8,10.5,0.9,2.7,2.6,0.37,23,82.7,0.9,2.4,561.4991135,4046840.458,Longlands Gap (basalt),-17.46028,145.47473
15,Syzygium canicortex,Myrtaceae,1.278,0.4188598,0.3912365,0.3305292,0.0437762,0.2628473,203.4,75.4,0.1,0.314,1.305,57.9,853.7,1842,5,3.7,1,22.4,0,51.5,100,20.6,0.2,0.5,0.2,0.27,5.4,84.4,1.1,4.2,686.2766943,9704922.949,TF Rd rhyolite,-17.78676,145.55958
10,Syzygium cormiflorum,Myrtaceae,1.308,0.9292105,0.52559,0.27029965,0.08506165,0.19290185,245.5,39.1,0.1,0.6495,5.2555,70.7,85.6,708.9,5,5.8,1,22.9,0,54,74.6,16.2,1.2,2.5,1.6,0.25,41.4,72.6,1.7,6.8,1060.609437,16969750.99,Wallace Rd (Glen Allyn),-17.42063,145.67164
9,Syzygium gustavioides,Myrtaceae,1.496,0.1643502,0.65628005,0.15653005,0.12590125,0.0954952,26,13.8,0.1,0.3475,14.213,19,61.9,292.7,6.4135,8,1,23.3,0,63.7,68.3,18.8,0.3,0.7,0.4,0.3,66.8,103.1,1,3.4,623.8879039,7070729.577,Lamins Hill (Cairns track),-17.36528,145.71537
10,Syzygium gustavioides,Myrtaceae,1.521,0.1767999,0.5236122,0.1349438,0.1539259,0.09777405,27.5,10.5,0.1,0.416,10.4285,8.7,73.2,874.3,5.597,8.1,1,19.3,0,59.2,61.5,15.1,0.2,0.4,0.3,0.27,39.6,91.7,1,3.8,623.8879039,8780644.573,Wallace Rd (Glen Allyn),-17.42063,145.67164
12,Syzygium gustavioides,Myrtaceae,1.326,0.1180972,0.5603784,0.1269882,0.1685802,0.0870692,20.4,10.8,0.1,0.303,9.745,7.9,66.9,909.8,5,8.6,1,18,0,58.4,90.8,21.8,0.3,0.7,0.3,0.27,50.2,74.7,1,3.6,623.8879039,8318505.385,Palmerston: Malaan Rd turnoff,-17.59143,145.70355
12,Syzygium gustavioides,Myrtaceae,1.246,0.154061,0.5758633,0.1363125,0.14623,0.0884449,22.3,8.9,0.1,0.904,7.719,20.7,61.8,639.5,5,7.3,1,19.8,0,61.2,61.3,15.8,0.5,1.4,0.9,0.31,48.2,82.5,1,3.3,623.8879039,6641387.364,Palmerston: Malaan Rd turnoff,-17.59143,145.70355
15,Syzygium johnsonii,Myrtaceae,0.934,0.5970263,0.2980337,0.5359687,0.0358225,0.0896458,93,40.7,0.1,0.3,2.201,34.6,32.1,6051.9,5,4,1,23.3,0,61.5,88.6,23,3.6,9.4,4.1,0.37,24.6,70.3,1.9,5.1,1185.387017,8599535.973,TF Rd rhyolite,-17.78676,145.55958
5,Syzygium kuranda,Myrtaceae,0.889,0.307891,0.2838851,0.2388871,0.0455222,0.1589772,62,26.1,0.1,0.3,3.606,60.4,18,3798.5,5,5.3,1,23,0,52.1,90.9,19,13,27.2,14.3,0.31,19,56.9,1.6,4.9,998.2206462,9861453.965,Longlands Gap (rhyolite),-17.45501,145.47862
7,Syzygium kuranda,Myrtaceae,0.758,0.1834068,0.314562,0.2591111,0.0401941,0.1101776,22.5,25.7,0.1,0.3,2.058,26.8,16.4,2168.1,5,4.5,1,21.1,0,50.5,115.9,23.4,17.3,34.9,14.9,0.36,25.4,46.2,1.9,5.3,1185.387017,9185016.363,Arthur Baillie Rd,-17.68914,145.50649
13,Syzygium kuranda,Myrtaceae,0.808,0.2793501,0.3134052,0.2956651,0.0397173,0.1622415,101.8,33.2,0.1,0.309,6.758,82.1,16.5,3769.2,5,5.4,1,24,0,54.2,99.9,21.8,12.4,27.1,12.4,0.3,31,67.7,1.6,5.3,998.2206462,11022019.64,Cairns Track,-17.35164,145.72726
15,Syzygium kuranda,Myrtaceae,0.811,0.20520755,0.2017973,0.2616814,0.03706355,0.1311154,36.8,28.2,0.1,0.3,2.557,40.4,22.6,1157.5,5,5.5,1,21.8,0,47.8,139.4,26.7,17.9,34.2,12.8,0.38,17.8,41.2,1.9,4.9,1185.387017,8044870.34,TF Rd rhyolite,-17.78676,145.55958
3,Syzygium trachyphloium,Myrtaceae,1.403,1.1054837,0.7657316,0.5326314,0.106995,0.1694357,1697.1,21.4,0.1,0.617,14.444,76.1,67.6,2752.8,5,11.5,1,32.8,0,69.9,36.5,12.1,0.5,1.6,1.3,0.3,16,112.7,1.3,4.2,811.0542751,8734430.655,Tully Falls Rd: Smiths,-17.68174,145.52989
11,Syzygium trachyphloium,Myrtaceae,1.575,1.0629211,1.3277804,0.556682,0.1314504,0.2199287,1334.4,29,0.1,1.564,17.24,36.2,48.7,2422,5,11.1,1,33.3,0,73.4,27,10.2,0.4,1.5,1.5,0.24,14,155.6,1.2,4.8,748.6654847,12477758.08,"Tully Falls Rd, near TF",-17.75847,145.54569
14,Toechima erythrocarpum,Sapindaceae,2.893,0.1827013,1.8580559,0.5714925,0.1509582,0.1987389,96.4,18,0.1,0.3,8.063,58.7,234.2,266,5,20.2,1,20.2,0,70.6,10.2,3.5,1,3.4,9.9,0.24,83.8,130.1,1,4,623.8879039,10398131.73,Robson Ck,-17.11917,145.62952
10,Toechima monticola,Sapindaceae,2.145,0.3482175,0.65473475,0.31008435,0.1548153,0.25627585,69.4,20.6,0.1,0.5165,26.875,42.2,344.1,911.3,5,19.7,1,19.6,0,56.6,71.3,16.4,10,23.1,14.1,0.33,20.8,69.8,1.5,4.6,935.8318558,8696619.266,Wallace Rd (Glen Allyn),-17.42063,145.67164
11,Toona ciliata,Meliaceae,2.378,1.1972806,1.7066244,0.2803178,0.1948285,0.1533817,19.9,30.5,0.1,0.3,8.324,53.4,42.2,82,5,36.5,1,18.7,0,67.3,57.8,17.7,4.6,13.9,7.9,0.18,38.2,185.4,0.6,3.5,374.3327423,12131153.69,"Tully Falls Rd, near TF",-17.75847,145.54569
17,Turbina (vine),Convulvulaceae,3.493,1.1169209,3.3705956,0.3737001,0.2291828,0.2496542,68.6,60.4,0.1,0.435,25.991,71.2,51.8,372.7,5,17.8,1,18.1,0,72.5,10.4,3.8,0.8,2.8,7.4,0.21,22,131.8,0.4,1.9,249.5551616,5644700.083,Thomas Rd (recent basalt),-17.26548,145.56578
11,Viticipremna queenslandica,Verbenaceae,2.664,2.9291302,1.1544367,0.8372898,0.1647391,0.2176716,329.1,64.9,0.1,0.963,19.281,46.6,333.3,1423,8.19,40.5,1,18.4,0,58.9,10,2.4,0.4,0.9,3.6,0.19,24.8,127.8,0.5,2.4,311.9439519,7880689.312,"Tully Falls Rd, near TF",-17.75847,145.54569
7,Waterhousia unipunctata,Myrtaceae,1.274,0.2357285,0.923164,0.1092689,0.0736155,0.1188438,16.2,16.8,0.1,0.361,8.765,30.3,164.2,406.9,5,6.7,1,25.1,0,61,73.6,18.9,0.5,1.3,0.7,0.27,21.4,91.5,1.5,5.5,935.8318558,12708827.67,Arthur Baillie Rd,-17.68914,145.50649
15,Waterhousia unipunctata,Myrtaceae,1.094,0.2786416,0.8054969,0.0972186,0.0401851,0.1267509,37.8,32.8,0.1,0.3,4.615,39.1,437.5,898,5,4.5,1,24.7,0,52.4,81.9,17.2,0.2,0.4,0.2,0.24,21.8,74.1,1.4,5.9,873.4430655,15337244.3,TF Rd rhyolite,-17.78676,145.55958
2,Xanthophyllum octandrum,Xanthophyllaceae,2.741,0.3079295,1.1079045,0.1486448,0.3823203,0.3079884,130.9,47,0.1,6.129,5.67,42.1,526.3,2039.2,14.981,9.4,1.613545817,29.6,0,65,10.7,3.1,0.1,0.3,0.8,0.36,35,94.6,1,2.9,623.8879039,5025763.67,Mt Fisher: Kjellberg Rd,-17.54112,145.56136
6,Xanthophyllum octandrum,Xanthophyllaceae,2.132,0.2184258,1.3967685,0.1075973,0.0762381,0.2214795,182.4,76.2,0.1,0.3,5.436,59.6,268,1723.5,5,8.9,1,26.2,0,65.5,67.6,19.6,0.5,1.4,0.7,0.34,20.8,96.3,1.1,3.1,686.2766943,5688389.712,Mt Haig,-17.10111,145.57346
8,Xanthophyllum octandrum,Xanthophyllaceae,2.206,0.25256425,1.0189437,0.1314654,0.0710754,0.2537033,190,36.9,0.1,0.3,3.277,75.7,124.4,2807.7,5,6.9,1.569959581,24.5,0,63.9,23.2,6.4,0.3,0.7,1.1,0.39,30,78.5,1,2.7,623.8879039,4319223.95,Massey Creek,-17.60993,145.56264
10,Xanthophyllum octandrum,Xanthophyllaceae,2.251,0.59594605,1.6305961,0.1716808,0.12182425,0.33031,157.8,70.3,0.1,23.6935,5.378,56.7,796.1,1226.7,12.912,11.2,2.001333801,28.4,0,67.2,15.8,4.8,0.5,1.7,3.4,0.3,28.6,106.7,0.9,3.2,561.4991135,6654804.308,Wallace Rd (Glen Allyn),-17.42063,145.67164
14,Xanthophyllum octandrum,Xanthophyllaceae,2.417,0.2657838,1.9833559,0.1121631,0.1022391,0.2161695,46.9,36,0.1,0.3,6.427,44,252.2,687.1,5,13.5,1.435692921,31.5,0,69,10,3.2,0.3,1.1,3.5,0.26,34.2,140.2,0.9,3.4,561.4991135,8158534.128,Robson Ck,-17.11917,145.62952
16,Xanthophyllum octandrum,Xanthophyllaceae,2.035,0.3046427,1.3119543,0.0648188,0.0790476,0.1603091,138.2,54.4,0.1,0.324,4.755,45.8,351,1640.4,6.289,7.5,1,27.4,0,64.1,22,6.1,0.5,1.3,2.2,0.37,24.2,79.1,1.2,3.4,748.6654847,5733023.982,Sutties Gap Rd,-17.64678,145.63772
14,Xanthostemon whitei,Myrtaceae,1.246,0.9296423,0.9990567,0.1371728,0.0805169,0.1228523,583.3,17.2,0.1,0.3,6.257,27.5,11.1,237.1,5,9.2,1,22.9,0,65.4,80,23.1,1.1,3,1.3,0.27,91.4,91.8,1.9,6.8,1185.387017,15712732.39,Robson Ck,-17.11917,145.62952
