family,SID taxa,spauth,infraspecauth,pdadesc,pdasubgroupdesc,method,animalgp,animalspecies,dispnotes,refshort,refdesc
MYRTACEAE,Eucalyptus obliqua,L'Hér.,,Wind,Diaspore is blown by wind,Method not stated,,,,"(Cremer, 1977)","Cremer, K.W. 1977. Distance of seed dispersal in eucalypts estimated from seed weights. Australian Forest Research, 7:225-228."
MYRTACEAE,Eucalyptus obliqua,L'Hér.,,Wind,Diaspore is blown by wind,Method not stated,,,"Diaspore=seed. On the basis of seed morphology it is also likely that unassisted dispersal plays a key role, with seeds dropping to the ground close to the parent plant.","(Young & Young, 1992)","Young, J.A. and Young, C.G. 1992. Seeds of Woody Plants in North America. Dioscorides Press, Oregon, Portland."
MYRTACEAE,Eucalyptus oxymitra,Blakely,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
MYRTACEAE,Eucalyptus pachyphylla,F.Muell.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
MYRTACEAE,Eucalyptus patens,Benth.,,Wind,Diaspore is blown by wind,Method not stated,,,"Diaspore=seed. On the basis of seed morphology it is also likely that unassisted dispersal plays a key role, with seeds dropping to the ground close to the parent plant.","(Young & Young, 1992)","Young, J.A. and Young, C.G. 1992. Seeds of Woody Plants in North America. Dioscorides Press, Oregon, Portland."
MYRTACEAE,Eucalyptus pellita,F.Muell.,,Wind,Diaspore is blown by wind,Method not stated,,,,"(Cremer, 1977)","Cremer, K.W. 1977. Distance of seed dispersal in eucalypts estimated from seed weights. Australian Forest Research, 7:225-228."
MYRTACEAE,Eucalyptus pilularis,Sm.,,Wind,Diaspore is blown by wind,Method not stated,,,,"(Cremer, 1977)","Cremer, K.W. 1977. Distance of seed dispersal in eucalypts estimated from seed weights. Australian Forest Research, 7:225-228."
MYRTACEAE,Eucalyptus pilularis,Sm.,,Wind,Diaspore is blown by wind,Method not stated,,,"Diaspore=seed. On the basis of seed morphology it is also likely that unassisted dispersal plays a key role, with seeds dropping to the ground close to the parent plant.","(Young & Young, 1992)","Young, J.A. and Young, C.G. 1992. Seeds of Woody Plants in North America. Dioscorides Press, Oregon, Portland."
MYRTACEAE,Eucalyptus pimpiniana,Maiden,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
MYRTACEAE,Eucalyptus regnans,F.Muell.,,Wind,Diaspore is blown by wind,Method not stated,,,,"(Cremer, 1977)","Cremer, K.W. 1977. Distance of seed dispersal in eucalypts estimated from seed weights. Australian Forest Research, 7:225-228."
MYRTACEAE,Eucalyptus regnans,F.Muell.,,Wind,Diaspore is blown by wind,Method not stated,,,"Diaspore=seed. On the basis of seed morphology it is also likely that unassisted dispersal plays a key role, with seeds dropping to the ground close to the parent plant.","(Young & Young, 1992)","Young, J.A. and Young, C.G. 1992. Seeds of Woody Plants in North America. Dioscorides Press, Oregon, Portland."
MYRTACEAE,Eucalyptus robusta,Sm.,,Wind,Diaspore is blown by wind,Method not stated,,,"Diaspore=seed. On the basis of seed morphology it is also likely that unassisted dispersal plays a key role, with seeds dropping to the ground close to the parent plant.","(Young & Young, 1992)","Young, J.A. and Young, C.G. 1992. Seeds of Woody Plants in North America. Dioscorides Press, Oregon, Portland."
MYRTACEAE,Eucalyptus rudis,Endl.,,Wind,Diaspore is blown by wind,Method not stated,,,"Diaspore=seed. On the basis of seed morphology it is also likely that unassisted dispersal plays a key role, with seeds dropping to the ground close to the parent plant.","(Young & Young, 1992)","Young, J.A. and Young, C.G. 1992. Seeds of Woody Plants in North America. Dioscorides Press, Oregon, Portland."
MYRTACEAE,Eucalyptus saligna,Sm.,,Wind,Diaspore is blown by wind,Method not stated,,,,"(Cremer, 1977)","Cremer, K.W. 1977. Distance of seed dispersal in eucalypts estimated from seed weights. Australian Forest Research, 7:225-228."
MYRTACEAE,Eucalyptus saligna,Sm.,,Wind,Diaspore is blown by wind,Method not stated,,,"Diaspore=seed. On the basis of seed morphology it is also likely that unassisted dispersal plays a key role, with seeds dropping to the ground close to the parent plant.","(Young & Young, 1992)","Young, J.A. and Young, C.G. 1992. Seeds of Woody Plants in North America. Dioscorides Press, Oregon, Portland."
MYRTACEAE,Eucalyptus sessilis,(Maiden) Blakely,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
MYRTACEAE,Eucalyptus sideroxylon,A.Cunn. ex Woolls,,Wind,Diaspore is blown by wind,Method not stated,,,"Diaspore=seed. On the basis of seed morphology it is also likely that unassisted dispersal plays a key role, with seeds dropping to the ground close to the parent plant.","(Young & Young, 1992)","Young, J.A. and Young, C.G. 1992. Seeds of Woody Plants in North America. Dioscorides Press, Oregon, Portland."
MYRTACEAE,Eucalyptus sieberi,L.A.S.Johnson,,Wind,Diaspore is blown by wind,Method not stated,,,,"(Cremer, 1977)","Cremer, K.W. 1977. Distance of seed dispersal in eucalypts estimated from seed weights. Australian Forest Research, 7:225-228."
MYRTACEAE,Eucalyptus socialis,F.Muell. ex Miq.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
MYRTACEAE,Eucalyptus viminalis,Labill.,,Wind,Diaspore is blown by wind,Method not stated,,,,"(Cremer, 1977)","Cremer, K.W. 1977. Distance of seed dispersal in eucalypts estimated from seed weights. Australian Forest Research, 7:225-228."
MYRTACEAE,Eucalyptus viminalis,Labill.,,Wind,Diaspore is blown by wind,Method not stated,,,"Diaspore=seed. On the basis of seed morphology it is also likely that unassisted dispersal plays a key role, with seeds dropping to the ground close to the parent plant.","(Young & Young, 1992)","Young, J.A. and Young, C.G. 1992. Seeds of Woody Plants in North America. Dioscorides Press, Oregon, Portland."
MYRTACEAE,Osbornia octodonta,F.Muell.,,Water,Floating in saltwater currents,Method not stated,,,Diaspore=capsule. The diaspore is buoyant.,"(Murray, 1986)","Murray, D.R. 1986. Seed dispersal by water. In: Seed Dispersal (Ed. by D.R. Murray), pp 49-85. Academic Press, Sydney, Australia."
NYCTAGINACEAE,Boerhavia coccinea,Mill.,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,Mammals (non-bat).,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
NYCTAGINACEAE,Boerhavia diffusa,L.,,Animal,Diaspore is carried accidentally,Method not stated,,,Diaspore=fruit. The diaspore has a sticky surface or is covered in adhesive mucus.,"(Sen, 1982)","Sen, D.N. 1982. Environment and Plant Life in Indian Desert. Geobios International, Jodhpur, India."
NYCTAGINACEAE,Pisonia grandis,R.Br.,,Animal,Diaspore is carried accidentally,Method not stated,Birds.,,Diaspore=fruit. The diaspore has a sticky surface or is covered in adhesive mucus. It is thought that the sticky fruits adhere to birds.,"(Turner, 2001)","Turner, I.M. 2001. The Ecology of Trees in the Tropical Rain Forest. Cambridge Tropical Biology Series. Cambridge University Press, Cambridge."
OLACACEAE,Ximenia americana,L.,,Water,,Method not stated,,,Diaspore=fruit. The diaspore is buoyant.,"(Ridley, 1930)","Ridley, H.N. 1930. The Dispersal of Plants Throughout the World. William Clowes and Sons Ltd., London."
ONAGRACEAE,Epilobium billardiereanum,DC.,,Wind,Diaspore is blown by wind,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
ONAGRACEAE,Epilobium hirtigerum,A.Cunn.,,Wind,Diaspore is blown by wind,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
PANDANACEAE,Pandanus tectorius,Parkinson ex Du Roi,,Animal,Diaspore is eaten intentionally,Direct or experimental observation,Birds.,cassowary,Diaspore=fruit.,"(van der Pijl, 1982)","van der Pijl, L. 1982. Principles of Dispersal in Higher Plants. 3rd Edn. Springer-Verlag, New York."
PHYLLANTHACEAE,Bischofia javanica,Bl.,,Animal,Diaspore is eaten intentionally,Direct or experimental observation,Birds.,,Diaspore=fruit. Fruit is fleshy.,"(Corlett, 1996)","Corlett, R.T. 1996. Characteristics of vertebrate-dispersed fruits in Hong Kong. Journal of Tropical Ecology, 12:819-833."
PHYLLANTHACEAE,Bischofia javanica,Bl.,,Animal,Diaspore is eaten intentionally,Method not stated,,,Diaspore=drupe. The fruit is fleshy/juicy.,"(Forest Restoration Research Unit, 2000)","Forest Restoration Research Unit. 2000. Tree Seed and Seedlings for Restoring Forests in Northern Thailand. Biology Department, Science Faculty, Chiang Mai University, Thailand."
PHYLLANTHACEAE,Bridelia tomentosa,Bl.,,Animal,Diaspore is eaten intentionally,Direct or experimental observation,Birds.,,Diaspore=fruit. Fruit is fleshy.,"(Corlett, 1996)","Corlett, R.T. 1996. Characteristics of vertebrate-dispersed fruits in Hong Kong. Journal of Tropical Ecology, 12:819-833."
PHYLLANTHACEAE,Flueggea virosa,(Roxb. ex Willd.) Royle,,Animal,Diaspore is eaten intentionally,Assumption based upon diaspore morphology,Birds.,,Diaspore=fruit. Fruit is fleshy.,"(Corlett, 1996)","Corlett, R.T. 1996. Characteristics of vertebrate-dispersed fruits in Hong Kong. Journal of Tropical Ecology, 12:819-833."
PHYLLANTHACEAE,Flueggea virosa,(Roxb. ex Willd.) Royle,,Animal,Diaspore is eaten intentionally,Direct or experimental observation,Mammals (non-bat).,Papio anubis (Ghanan olive baboon,Diaspore=berry. The fruit is fleshy/juicy.,"(Howe, 1986)","Howe, H.H. 1986. Seed dispersal in fruit eating birds and mammals. In: Seed Dispersal (Ed. by D.R. Murray), pp. 123-189. Academic Press, Australia."
PHYLLANTHACEAE,Phyllanthus australis,Hook.f.,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
PHYLLANTHACEAE,Phyllanthus lacunellus,Airy Shaw,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
PHYLLANTHACEAE,Phyllanthus maderaspatensis var. angustifolius,,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
PICRODENDRACEAE,Petalostigma pubescens,Domin,,,,,,,diaspore=seed.,"(RBG Kew, Wakehurst Place)","RBG Kew, Wakehurst Place."
PITTOSPORACEAE,Billardiera scandens,Sm.,,Animal,Diaspore is eaten intentionally,Assumption based upon diaspore morphology,,,Diaspore=fruit. Fruits are fleshy,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
PITTOSPORACEAE,Pittosporum undulatum,Vent.,,Animal,Diaspore is eaten intentionally,Method not stated,Birds.,,,"(Whelan, 1986)","Whelan, R.J. 1986. Seed dispersal in relation to fire. In: Seed Dispersal (Ed. by D.R. Murray), pp. 237-271. Academic Press, Australia."
POACEAE,Aristida anthoxanthoides,(Domin) Henrard,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,Mammals (non-bat).,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Aristida biglandulosa,J.M.Black,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,Mammals (non-bat).,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Aristida capillifolia,Henrard,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,Mammals (non-bat).,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Aristida contorta,F.Muell.,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,Mammals (non-bat).,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Aristida inaequiglumis,Domin,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,Mammals (non-bat).,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Aristida jerichoensis,(Domin) Henrard,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
POACEAE,Aristida latifolia,Domin,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,Mammals (non-bat).,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Aristida nitidula,(Henrard) S.T.Blake,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,Mammals (non-bat).,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Aristida obscura,Henrard,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,Mammals (non-bat).,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Aristida ramosa,R.Br.,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
POACEAE,Aristida strigosa,(Henrard) S.T.Blake,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,Mammals (non-bat).,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Aristida vagans,Cav.,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
POACEAE,Astrebla elymoides,F.Muell. ex F.M.Bailey,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Astrebla lappacea,(Lindl.) Domin,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Astrebla pectinata,(Lindl.) F.Muell. ex Benth.,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Bothriochloa ewartiana,(Domin) C.E.Hubb.,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Bothriochloa macra,(Steud.) S.T.Blake,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
POACEAE,Centotheca lappacea,(L.) Desv.,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,Mammals (non-bat).,,"Diaspore=spikelet. The diaspore has spiny, spiky, hooked or barbed projections or awns.","(van der Pijl, 1982)","van der Pijl, L. 1982. Principles of Dispersal in Higher Plants. 3rd Edn. Springer-Verlag, New York."
POACEAE,Chloris pectinata,Benth.,,Wind,,Assumption based upon the ecology/distribution of the species,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Chloris truncata,R.Br.,,Combination: wind+animal,,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
POACEAE,Chrysopogon aciculatus,(Retz.) Trin.,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,Mammals (non-bat).,,"The diaspore has spiny, spiky, hooked or barbed projections or awns.","(van der Pijl, 1982)","van der Pijl, L. 1982. Principles of Dispersal in Higher Plants. 3rd Edn. Springer-Verlag, New York."
POACEAE,Cymbopogon obtectus,S.T.Blake,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Cymbopogon refractus,(R.Br.) A.Camus,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
POACEAE,Cynodon dactylon,(L.) Pers.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Cynodon dactylon,(L.) Pers.,,Wind,Diaspore is blown by wind,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
POACEAE,Dichanthium sericeum,(R.Br.) A.Camus,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Dichelachne micrantha,(Cav.) Domin,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
POACEAE,Dichelachne rara,(R.Br.) Vickery,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
POACEAE,Digitaria brownii,(Roem. & Schult.) Hughes,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Digitaria diffusa,Vickery,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
POACEAE,Echinopogon caespitosus,C.E.Hubb.,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
POACEAE,Echinopogon cheelii,C.E.Hubb.,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
POACEAE,Echinopogon intermedius,C.E.Hubb.,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
POACEAE,Echinopogon mckiei,C.E.Hubb.,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
POACEAE,Echinopogon ovatus,(G.Forst.) P.Beauv.,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
POACEAE,Enneapogon avenaceus,(Lindl.) C.E.Hubb.,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Enneapogon cylindricus,N.T.Burb.,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Enneapogon pallidus,(R.Br.) P.Beauv.,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Enneapogon polyphyllus,(Domin) N.T.Burb.,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Enteropogon acicularis,(Lindl.) Lazarides,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Enteropogon ramosus,B.K.Simon,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Eragrostis australasica,(Steud.) C.E.Hubb.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Eragrostis dielsii,Pilg. ex Diels & Pritz.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Eragrostis eriopoda,Benth.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Eragrostis leptocarpa,Benth.,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Eragrostis setifolia,Nees,,Unassisted,Seeds drop to the ground close to or beneath the parent plant,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Eriachne helmsii,(Domin) W.Hartley,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Eriachne mucronata,R.Br.,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Eriachne pulchella,Domin,,Wind,,Assumption based upon diaspore morphology,,,,"(Jurado et al., 1991)","Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830."
POACEAE,Eulalia aurea,(Bory) Kunth,,Animal,Diaspore is carried accidentally,Assumption based upon diaspore morphology,,,,"(McIntyre et al., 1995)","McIntyre, S., Lavorel, S. and Tremont, R.M. 1995. Plant life-history attributes: their relationship to disturbance response in herbaceous vegetation. Journal of Ecology, 83:31-44."
