Species,geology & topography,habitat,ecodistrict,plant_growth_form,Fire response,Post-fire recovery and flowering,Conservation Code,Primary Juvenile Period (months),Primary Juvenile Period -value 1,juvenile period value type 1,Primary Juvenile Period -value 2,juvenile period value type 2
Adenanthos x cunninghamii,,,,,OSS,,P4,,,,,
Agonis undulata,,,,,,,P3,,,,,
Agrostocrinum scabrum ssp. littorale,,,,,,,P2,,,,,
Allocasuarina hystricosa,,,,,RS,,P3,,,,,
Amanita carneiphylla,,,,,,,P2,,,,,
Amperea protensa,,,,,RS,,P3,,,,,
Andersonia carinata,,,,,OSS,,P3,,,,,
Andersonia depressa,,,,,OSS,,P3,,,,,
Andersonia grandiflora,,,,,OSS,,P3,,,,,
Andersonia setifolia,,,,,OSS,,P3,,,,,
Angasomyrtus salina,,,,,,,P2,,,,,
Anthocercis sylvicola,,,,,RS,,P2,,,,,
Aotus franklandii,,,,,?,,P2,,,,,
Aotus lanea,,,,,,,P1,,,,,
Aotus prosacris,,,,,,,P1,,,,,
Apodasmia ceramophila,,,,,RS,,P2,,,,,
Asplenium aethiopicum,,,,,FERN,,P4,,,,,
Asplenium obtusatum ssp. northlandicum,,,,,FERN,,R,,,,,
Astartea sp. Esperance (A. Fairall 2431),,,,,,,P1,,,,,
Astartea sp. Fitzgerald (K.R. Newbey 10844),,,,,,,P2,,,,,
Astartea sp. Hopetoun area (A.S. George 10594),,,,,OSS,,P3,,,,,
Astartea sp. Jerdacuttup (A. Strid 21898),,,,,,,P1,,,,,
Astartea sp. Jyndabinbin Rocks (K.R. Newbey 7689),,,,,,,P2,,,,,
Astartea sp.Fitzgerald(K.R.Newbey 10844),,,,,,,P2,,,,,
Asteridea archeri,,,,,OSS,,P2,,,,,
Asteridea gracilis,,,,,,,P3,,,,,
Asterolasia sp. Kalgan River (S. Barrett 1522),,,,,OSS,,P1,,,,,
Astroloma microphyllum,,,,,,,P3,,,,,
Astroloma recurvum,,,,,,,P3,,,,,
Astroloma sp. Grass Patch (A.J.G. Wilson 110),,,,,,,P2,,,,,
Astroloma sp.Nannup(R.D.Royce 3978),,,,,,,P4,,,,,
Astus duomilius,,,,,,,P1,,,,,
Astus wittweri,,,,,,,P2,,,,,
Atriplex muelleri,,,,,,,P1,,,,,
Austrofestuca littoralis,,,,,RS?,,P1,,,,,
Baeckea crispiflora ssp. Ongerup (A. Scougall & C. Garawanta E35),,,,,,,P1,,,,,
Baeckea sp. Exclamation Lake (M.E. Trudgen 1524),,,,,,,P1,,,,,
Baeckea sp. Gibson (K.R. Newbey 11084),,,,,,,P1,,,,,
Baeckea sp. Hatter Hill (K.R. Newbey 3284),,,,,,,P3,,,,,
Baeckea sp. Merredin (K.R. Newbey 2506),,,,,,,P3,,,,,
Baeckea sp. Mt Gibbs (G.F. Craig 7031),,,,,,,P2,,,,,
Baeckea sp. Mt Glasse (P.G. Wilson 5717),,,,,,,P2,,,,,
Baeckea sp. Youndegin Hill (A.S. George 15772),,,,,,,P1,,,,,
Banksia acuminata,,,,,RS,,P4,,,,,
Banksia calophylla,,,,,RS,,P3,,,,,
Banksia goodii,,,,,RS,,R,,,,,
Banksia hirta,,,,,OSC,,P3,,,,,
Banksia laevigata ssp. laevigata,,,,,OSC,,P4,,,,,
Banksia lepidorhiza,,,,,RS,,P1,,,,,
Banksia lullfitzii,,,,,RS,,P3,,,,,
Banksia meganotia,,,,,RS,,P3,,,,,
Banksia mucronulata ssp. retrorsa,,,,,OSC,,R,,,,,
Banksia prolata ssp. archeos,,,,,OSC,,P2,,,,,
Banksia prolata ssp. calcicola,,,,,OSC,,P1,,,,,
Banksia prolata ssp. prolata,,,,,OSC,,P3,,,,,
Banksia rufa ssp. chelomacarpa,,,,,RS,,P3,,,,,
Banksia rufa ssp. flavescens,,,,,RS,,P3,,,,,
Banksia sessilis var. cordata,,,,,OSC,,P4,,,,,
Banksia sphaerocarpa var. dolichostyla,,,,,RS,,R,,,,,
Banksia sphaerocarpa var.. latifolia,,,,,RS,,P2,,,,,
Banksia subpinnatifida var.. imberbis,,,,,OSC,,P2,,,,,
Banksia viscida,,,,,OSC,,P3,,,,,
Banksia xylothemelia,,,,,RS,,P3,,,,,
Bentleya diminuta,,,,,RS?,,P2,,,,,
Bentleya spinescens,,,,,,,P4,,,,,
Beyeria villosa,,,,,OSS,,P4,,,,,
Beyeria cockertonii,,,,,OSS,,R,,,,,
Billardiera drummondii,,,,,OSS,,P4,,,,,
Boronia acanthoclada,,,,,,,P2,,,,,
Boronia anceps,,,,,,,P3,,,,,
Boronia baeckeacea ssp. patula,,,,,,,P1,,,,,
Boronia clavata,,,,,OSS,,R,,,,,
Boronia coriacea,,,,,,,P2,,,,,
Boronia corynophylla,,,,,,,P2,,,,,
Boronia crassipes,,,,,OSS?,,P3,,,,,
Boronia crenulata var.. angustifolia,,,,,,,P4,,,,,
Boronia oxyantha var.. brevicalyx,,,,,OSS,,P3,,,,,
Boronia penicillata,,,,,,,P3,,,,,
Boronia revoluta,,,,,OSS?,,R,,,,,
Boronia scabra ssp. attenuata,,,,,,,P3,,,,,
Borya longiscapa,,,,,RS,,P2,,,,,
Bossiaea atrata,,,,,,,P3,,,,,
Bossiaea concinna,,,,,,,P3,,,,,
Bossiaea disticha,,,,,,,P3,,,,,
Bossiaea divaricata,,,,,,,P4,,,,,
Bossiaea flexuosa,,,,,,,P3,,,,,
Bossiaea oxyclada,,,,,,,P2,,,,,
Bossiaea simulata,,,,,,,P1,,,,,
Bossiaea sp. Frankland (E.M. Sandiford EMS 896),,,,,,,P1,,,,,
Bossiaea spinosa,,,,,,,P3,,,,,
Brachyloma mogin,,,,,,,P3,,,,,
Brachyloma nguba,,,,,,,P1,,,,,
Caesia viscida,,,,,GEO,,P2,,,,,
Caladenia abbreviata,,,,,GEO,,P2,,,,,
Caladenia arrecta,,,,,GEO,,P4,,,,,
Caladenia bryceana ssp. bryceana,,,,,GEO,,R,,,,,
Caladenia christineae,,,,,GEO,,R,,,,,
Caladenia cristata,,,,,GEO,,P4,,,,,
Caladenia dorrienii,,,,,GEO,,R,,,,,
Caladenia erythrochila,,,,,GEO,,P2,,,,,
Caladenia evanescens,,,,,GEO,,P1,,,,,
Caladenia exstans,,,,,GEO,,P4,,,,,
Caladenia harringtoniae,,,,,GEO,,R,,,,,
Caladenia integra,,,,,GEO,,P4,,,,,
Caladenia interjacens,,,,,GEO,,P4,,,,,
Caladenia longifimbriata,,,,,GEO,,P1,,,,,
Caladenia luteola,,,,,GEO,,P2,,,,,
Caladenia plicata,,,,,GEO,,P4,,,,,
Caladenia startiorum,,,,,GEO,,P2,,,,,
Caladenia voigtii,,,,,GEO,,P4,,,,,
Caladenia x triangularis,,,,,GEO,,P4,,,,,
Calectasia keigheryi,,,,,RS,,P2,,,,,
Calectasia obtusa,,,,,RS,,P3,,,,,
Calochilus sp. Hopetoun (H. Taylor s.n.),,,,,GEO,,P2,,,,,
Calothamnus crassus,,,,,RS/OSC,,P4,,,,,
Calothamnus macrocarpus,,,,,RS,,P2,,,,,
Calothamnus robustus,,,,,?OSC,,P3,,,,,
Calycopeplus marginatus,,,,,?OSS,,P3,,,,,
Calytrix nematoclada,,,,,,,P3,,,,,
Calytrix pulchella,,,,,,,P3,,,,,
Carex tereticaulis,,,,,,,P1,,,,,
Carpobrotus pulcher,,,,,,,P2,,,,,
Caustis sp. Boyanup (G.S. McCutcheon 1706),,,,,RS,,P1,,,,,
Centrolepis caespitosa,,,,,OSS,,P4,,,,,
Centrolepis cephaloformis ssp. murrayi,,,,,OSS,,P3,,,,,
Chamaescilla gibsonii,,,,,GEO,,P3,,,,,
Chamelaucium floriferum ssp. diffusum,,,,,OSS,,P2,,,,,
Chamelaucium forrestii ssp. forrestii,,,,,OSS,,P2,,,,,
Chamelaucium forrestii ssp. orarium,,,,,,,P2,,,,,
Chamelaucium juniperinum,,,,,OSS,,P2,,,,,
Chordifex abortivus,,,,,OSS,,R,,,,,
Chordifex gracilior,,,,,OSS,,P3,,,,,
Chordifex isomorphus,,,,,RS,,P4,,,,,
Chordifex leucoblepharus,,,,,RS,,P2,,,,,
Chordifex ornatus,,,,,OSS,,P2,,,,,
Chorizema carinatum,,,,,,,P3,,,,,
Chorizema circinale,,,,,OSS,,P1,,,,,
Chorizema ulotropis,,,,,,,P4,,,,,
Chthonocephalus multiceps,,,,,,,P2,,,,,
Coleanthera coelophylla,,,,,,,P1,,,,,
Comesperma calcicola,,,,,,,P3,,,,,
Comesperma lanceolatum,,,,,,,P2,,,,,
Commersonia sp. Mt Groper (R. Cranfield & D. Kabay 9157),,,,,OSS,,R,,,,,
Conospermum coerulescens ssp. coerulescens,,,,,,,P1,,,,,
Conospermum quadripetalum,,,,,OSS?,,P2,,,,,
Conospermum sigmoideum,,,,,,,P2,,,,,
Conostephium marchantiorum,,,,,,,P3,,,,,
Conostephium uncinatum,,,,,,,P1,,,,,
Conostylis lepidospermoides,,,,,,,R,,,,,
Conostylis misera,,,,,RS,,R,,,,,
Conostylis seorsiflora ssp. Nyabing(A.Coates s.n.),,,,,,,P2,,,,,
Coopernookia georgei,,,,,OSS,,R,,,,,
Corybas limpidus,,,,,GEO,,P4,,,,,
Cryptandra arbutiflora var.. pygmaea,,,,,,,P1,,,,,
Cryptandra exserta,,,,,,,P1,,,,,
Cryptandra inconspicua,,,,,,,P2,,,,,
Cryptandra polyclada ssp. polyclada,,,,,,,P3,,,,,
Cyathochaeta stipoides,,,,,,,P3,,,,,
Cyathochaeta teretifolia,,,,,,,P3,,,,,
Cyathostemon sp. Dowak (J.M. Fox 86/271),,,,,,,P1,,,,,
Cyathostemon sp. Lake King (M.E. & M.E. Trudgen 1462),,,,,,,P2,,,,,
Cyathostemon sp. Salmon Gums (B. Archer 769),,,,,,,P3,,,,,
Cymbonotus preissianus,,,,,,,P3,,,,,
Dampiera decurrens,,,,,,,P2,,,,,
Dampiera fitzgeraldensis,,,,,,,P2,,,,,
Dampiera orchardii,,,,,,,P2,,,,,
Dampiera sericantha,,,,,OSS,,P3,,,,,
Darwinia calothamnoides,,,,,,,R,,,,,
Darwinia carnea,,,,,,,R,,,,,
Darwinia luehmannii,,,,,,,P2,,,,,
Darwinia polycephala,,,,,,,P4,,,,,
Darwinia sp. Gibson (R.D. Royce 3569),,,,,,,P1,,,,,
Darwinia sp. Mt Baring (K.R. Newbey 9775),,,,,,,P1,,,,,
Darwinia sp. Mt Burdett (N.G. Marchant 80/42),,,,,,,P4,,,,,
Darwinia sp. Mt Ney (M.A. Burgman & S. McNee 1274),,,,,,,P1,,,,,
Darwinia sp. Peak Charles (A.S. George 10627),,,,,,,P2,,,,,
Darwinia sp.Thumb Peak(K.R.Newbey 4847),,,,,OSS?,,P2,,,,,
Daviesia campephylla,,,,,,,P2,,,,,
Daviesia newbeyi,,,,,,,P2,,,,,
Daviesia obovata,,,,,RS/ OSS,,R,,,,,
Daviesia ovata,,,,,RS/ OSS,,R,,,,,
Daviesia pauciflora,,,,,,,P2,,,,,
Degelia flabellata,,,,,Lichen,,P2,,,,,
Desmocladus biformis,,,,,,,P3,,,,,
Deyeuxia inaequalis,,,,,,,P1,,,,,
Dicrastylis archeri,,,,,,,P1,,,,,
Dicrastylis capitellata,,,,,,,P1,,,,,
Dicrastylis corymbosa,,,,,,,P3,,,,,
Dicrastylis obovata,,,,,,,P2,,,,,
Dillwynia acerosa,,,,,,,P1,,,,,
Diuris drummondii,,,,,GEO,,R,,,,,
Diuris heberlei,,,,,GEO,,P2,,,,,
Dodonaea hexandra,,,,,,,P1,,,,,
Drakaea micrantha,,,,,GEO,,R,,,,,
Drepanocladus aduncus,,,,,Moss,,P2,,,,,
Drosera gibsonii,,,,,GEO?,,P2,,,,,
Drosera salina,,,,,GEO?,,P2,,,,,
Eremophila biserrata,,,,,OSS,,P4,,,,,
Eremophila chamaephila,,,,,OSS,,P2,,,,,
Eremophila ciliata,,,,,OSS,,R,,,,,
Eremophila compressa,,,,,OSS,,P3,,,,,
Eremophila denticulata ssp. denticulata,,,,,OSS,,R,,,,,
Eremophila glabra ssp. Scaddan (C. Turley s.n. 10/11/2005),,,,,RS/OSS,,P1,,,,,
Eremophila oblonga,,,,,RS/OSS,,P1,,,,,
Eremophila racemosa,,,,,OSS,,P4,,,,,
Eremophila serpens,,,,,OSS,,P4,,,,,
Eremophila subteretifolia,,,,,OSS,,R,,,,,
Eremophila succinea,,,,,OSS,,P3,,,,,
Eremophila veneta,,,,,RS/OSS,,P4,,,,,
Eryngium ferox,,,,,,,P3,,,,,
Eucalyptus acies,,,,,RS,,P4,,,,,
Eucalyptus aquilina,,,,,RS,,P4,,,,,
Eucalyptus arborella,,,,,OSC,,P3,,,,,
Eucalyptus balanopelex,,,,,RS,,P1,,,,,
Eucalyptus brandiana ms,,,,,OSC,,P?,,,,,
Eucalyptus brevistylis,,,,,RS/OSC,,P4,,,,,
Eucalyptus brockwayi,,,,,OSC,,P3,,,,,
Eucalyptus buprestium x Eucalyptus erectifolia,,,,,RS,,P4,,,,,
Eucalyptus buprestium x Eucalyptus ligulata,,,,,RS,,P4,,,,,
Eucalyptus buprestium x Eucalyptus marginata,,,,,RS,,P4,,,,,
Eucalyptus buprestium x Eucalyptus staeri,,,,,RS,,P4,,,,,
Eucalyptus burdettiana,,,,,RS,,R,,,,,
Eucalyptus calcicola ssp. calcicola,,,,,RS,,P4,,,,,
Eucalyptus calcicola ssp. unita,,,,,RS,,P4,,,,,
Eucalyptus calyerup,,,,,OSC,,P1,,,,,
Eucalyptus coronata,,,,,RS,,R,,,,,
Eucalyptus creta,,,,,OSC,,P3,,,,,
Eucalyptus deflexa,,,,,RS,,P4,,,,,
Eucalyptus desmondensis,,,,,RS,,P4,,,,,
Eucalyptus dielsii x Eucalyptus platypus,,,,,OSC,,P1,,,,,
Eucalyptus dolichorhyncha,,,,,OSC,,P4,,,,,
Eucalyptus erectifolia,,,,,RS,,P4,,,,,
Eucalyptus famelica,,,,,RS,,P3,,,,,
Eucalyptus foliosa,,,,,,,P3,,,,,
Eucalyptus fraseri ssp. melanobasis,,,,,OSC,,P2,,,,,
Eucalyptus georgei ssp. fulgida,,,,,OSC,,P4,,,,,
Eucalyptus georgei ssp. georgei,,,,,OSC,,P4,,,,,
Eucalyptus goniantha ssp. goniantha,,,,,RS,,P4,,,,,
Eucalyptus histophylla,,,,,RS,,P3,,,,,
Eucalyptus insularis,,,,,RS,,R,,,,,
Eucalyptus latens,,,,,RS,,P4,,,,,
Eucalyptus ligulata ssp. ligulata,,,,,RS,,P4,,,,,
Eucalyptus ligulata ssp. stirlingica,,,,,RS,,P4,,,,,
Eucalyptus litorea,,,,,RS,,P2,,,,,
Eucalyptus marginata x Eucalyptus pachyloma,,,,,RS,,P4,,,,,
Eucalyptus mcquoidii,,,,,OSC,,P2,,,,,
Eucalyptus melanophitra,,,,,OSC,,P4,,,,,
Eucalyptus merrickiae,,,,,RS,,R,,,,,
Eucalyptus microschema,,,,,RS,,P3,,,,,
Eucalyptus misella,,,,,,,P1,,,,,
Eucalyptus newbeyi,,,,,OSC,,P3,,,,,
Eucalyptus nutans,,,,,OSC,,R,,,,,
Eucalyptus praetermissa,,,,,OSC,,P4,,,,,
Eucalyptus preissiana ssp. lobata,,,,,RS,,P4,,,,,
Eucalyptus preissiana x Eucalyptus staeri,,,,,RS,,P4,,,,,
Eucalyptus proxima,,,,,RS,,P4,,,,,
Eucalyptus purpurata,,,,,OSC,,R,,,,,
Eucalyptus quaerenda,,,,,RS,,P3,,,,,
Eucalyptus retusa,,,,,RS,,P?,,,,,
Eucalyptus rhomboidea,,,,,OSC,,P4,,,,,
Eucalyptus rugulata,,,,,OSC,,P4,,,,,
Eucalyptus semiglobosa,,,,,RS,,P3,,,,,
Eucalyptus sinuosa,,,,,RS,,P2,,,,,
Eucalyptus sp. Esperance (M.E. French 1579),,,,,,,P1,,,,,
Eucalyptus sp. Fitzgerald River (M.I.H. Brooker 10923),,,,,,,P2,,,,,
Eucalyptus steedmanii,,,,,OSC,,R,,,,,
Eucalyptus stoatei,,,,,OSC,,P4,,,,,
Eucalyptus sweedmaniana ms,,,,,RS,,P1,,,,,
Eucalyptus varia ssp. salsuginosa,,,,,RS,,P4,,,,,
Eucalyptus vesiculosa,,,,,OSC,,P2,,,,,
Eucalyptus virginea,,,,,RS/OSC,,P4,,,,,
Eucalyptus x bennettiae,,,,,RS,,P4,,,,,
Eucalyptus x chrysantha,,,,,RS,,P2,,,,,
Eucalyptus x erythrandra,,,,,RS,,P4,,,,,
Eucalyptus x kalganensis,,,,,RS,,P4,,,,,
Eucalyptus x missilis,,,,,RS,,P4,,,,,
Eucalyptus x stoataptera,,,,,RS/OSC,,P2,,,,,
Euryomyrtus leptospermoides,,,,,,,P3,,,,,
Eutaxia acanthoclada,,,,,,,P3,,,,,
Eutaxia actinophylla,,,,,,,P1,,,,,
Eutaxia andocada,,,,,,,P1,,,,,
Eutaxia nanophylla,,,,,,,P3,,,,,
Fabronia hampeana,,,,,,,P2,,,,,
Frankenia brachyphylla,,,,,,,P2,,,,,
Frankenia drummondii,,,,,,,P3,,,,,
Gahnia sclerioides,,,,,RS,,P3,,,,,
Galium migrans,,,,,OSS,,P3,,,,,
Gastrolobium acrocaroli,,,,,?OSS,,P2,,,,,
Gastrolobium crenulatum,,,,,OSS,,P2,,,,,
Gastrolobium cruciatum,,,,,,,P3,,,,,
Gastrolobium elegans,,,,,OSS,,P2,,,,,
Gastrolobium ferrugineum,,,,,OSS,,P2,,,,,
Gastrolobium formosum,,,,,,,P3,,,,,
Gastrolobium humile,,,,,,,P1,,,,,
Gastrolobium involutum,,,,,,,P1,,,,,
Gastrolobium lehmannii,,,,,,,R,,,,,
Gastrolobium ovalifolium,,,,,,,P4,,,,,
Gastrolobium pycnostachyum,,,,,,,P2,,,,,
Gastrolobium stenophyllum,,,,,OSS,,P3,,,,,
Gastrolobium aff bilobum Corackerup,,,,,OSS,,,,,,,
Gastrolobium subcordatum,,,,,,,P4,,,,,
Gastrolobium tergiversum,,,,,,,P2,,,,,
Gnephosis intonsa,,,,,,,P1,,,,,
Gonocarpus pycnostachyus,,,,,OSS,,P3,,,,,
Goodenia filiformis,,,,,OSS?,,P3,,,,,
Goodenia laevis ssp. laevis,,,,,,,P3,,,,,
Goodenia phillipsiae,,,,,OSS,,P4,,,,,
Goodenia quadrilocularis,,,,,,,P2,,,,,
Goodenia scapigera ssp. graniticola,,,,,,,P2,,,,,
Goodenia trichophylla,,,,,,,P3,,,,,
Goodenia turleyae,,,,,,,P1,,,,,
Grammosolen sp. Mt Ridley (W.R. Archer 1210911),,,,,,,P1,,,,,
Gratiola pedunculata,,,,,,,P2,,,,,
Grevillea acropogon,,,,,,,R,,,,,
Grevillea aneura,,,,,,,P4,,,,,
Grevillea baxteri,,,,,,,P4,,,,,
Grevillea coccinea ssp. lanata,,,,,,,P3,,,,,
Grevillea fastigiata,,,,,OSS,,P3,,,,,
Grevillea fistulosa,,,,,OSS,,P4,,,,,
Grevillea fulgens,,,,,OSS,,P3,,,,,
Grevillea insignis ssp. elliotii,,,,,,,P3,,,,,
Grevillea newbeyi,,,,,,,P3,,,,,
Grevillea prostrata,,,,,,,P4,,,,,
Grevillea ripicola,,,,,,,P4,,,,,
Grevillea sp. Stirling Range (D.J. McGillivray 3488 & A.S. George),,,,,0SS,,P2,,,,,
Grevillea sulcata,,,,,,,P1,,,,,
Guichenotia asteriskos,,,,,,,P2,,,,,
Gyrostemon ditrigynus,,,,,,,P4,,,,,
Gyrostemon sp. Ravensthorpe (G. Cockerton & N. Evelegh 9467),,,,,OSS,,P1,,,,,
Gyrostemon thesioides,,,,,OSS,,P2,,,,,
Haegiela tatei,,,,,OSS,,P2,,,,,
Hakea acuminata,,,,,OSC,,P2,,,,,
Hakea brachyptera,,,,,,,P3,,,,,
Hakea hookeriana,,,,,OSC,,P4,,,,,
Hakea lasiocarpha,,,,,OSC,,P3,,,,,
Hakea oldfieldii,,,,,,,P3,,,,,
Hakea tuberculata,,,,,OSC,,P3,,,,,
Halgania sp. Peak Eleanora (M.A. Burgman 3547 B),,,,,,,P2,,,,,
Hemiandra australis,,,,,OSS,,P2,,,,,
Hemigenia microphylla,,,,,,,P3,,,,,
Hemigenia platyphylla,,,,,,,P4,,,,,
Hemigenia rigida,,,,,,,P1,,,,,
Hibbertia acrotrichion,,,,,,,P2,,,,,
Hibbertia argentea,,,,,OSS,,P3,,,,,
Hibbertia carinata,,,,,,,P1,,,,,
Hibbertia charlesii,,,,,,,P2,,,,,
Hibbertia fitzgeraldensis,,,,,OSS,,P3,,,,,
Hibbertia hamata,,,,,,,P3,,,,,
Hibbertia pachyphylla,,,,,,,P3,,,,,
Hibbertia papillata,,,,,,,P2,,,,,
Hibbertia porongurupensis,,,,,OSS,,P4,,,,,
Hibbertia sp. Bandalup Hill (G.F. Craig 3479),,,,,,,P1,,,,,
Hibbertia turleyana,,,,,,,P1,,,,,
Hopkinsia adscendens,,,,,RS,,P3,,,,,
Hybanthus volubilis,,,,,,,P2,,,,,
Hydrocotyle coraginaensis,,,,,,,P2,,,,,
Hydrocotyle decipiens,,,,,OSS,,P2,,,,,
Hydrocotyle muriculata,,,,,OSS,,P1,,,,,
Hydrocotyle sp. Truslove (M.A. Burgman 4419),,,,,OSS,,P1,,,,,
Hydrocotyle vigintimilia,,,,,OSS,,P1,,,,,
Hypocalymma melaleucoides,,,,,OSS,,P2,,,,,
Hypocalymma cordifolium subsp minus,,,,,,,P4,,,,,
Hypocalymma phillipsii,,,,,RS,,P3,,,,,
Hypocalymma sp. Cascade (R. Bruhn 20896),,,,,,,P2,,,,,
Isolepis australiensis,,,,,OSS,,P2,,,,,
Isopogon alcicornis,,,,,RS,,P3,,,,,
Jacksonia calycina,,,,,OSS,,P4,,,,,
Jacksonia compressa,,,,,OSS,,P4,,,,,
Jacksonia intricata,,,,,OSS,,P2,,,,,
Juncus meianthus,,,,,,,P2,,,,,
Kennedia beckxiana,,,,,OSS,,P4,,,,,
Keraudrenia adenogyna,,,,,,,P2,,,,,
Kunzea acicularis,,,,,OSS,,P1,,,,,
Kunzea ericifolia ssp. subulata,,,,,,,P2,,,,,
Kunzea micrantha ssp. hirtiflora,,,,,,,P2,,,,,
Kunzea pauciflora,,,,,OSS,,P4,,,,,
Kunzea similis ssp. mediterranea,,,,,OSS,,R,,,,,
Kunzea similis ssp. similis,,,,,OSS,,R,,,,,
Lambertia echinata ssp. echinata,,,,,OSC,,R,,,,,
Lambertia rariflora ssp. lutea,,,,,OSS,,P3,,,,,
Lasiopetalum dielsii,,,,,,,P2,,,,,
Lasiopetalum fitzgibbonii,,,,,,,P3,,,,,
Lasiopetalum maxwellii,,,,,,,P2,,,,,
Lasiopetalum monticola,,,,,,,P3,,,,,
Latrobea pinnacula,,,,,OSS,,P2,,,,,
Latrobea recurva,,,,,,,P3,,,,,
Lechenaultia acutiloba,,,,,,,P3,,,,,
Lepidium aschersonii,,,,,OSS,,R,,,,,
Lepidium desvauxii,,,,,OSS,,P2,,,,,
Lepidium fasciculatum,,,,,,,P1,,,,,
Lepidium pseudotasmanicum,,,,,,,P4,,,,,
Lepidobolus spiralis,,,,,RS,,P2,,,,,
Lepidosperma gahnioides,,,,,,,P2,,,,,
Leptinella drummondii,,,,,,,P2,,,,,
Leptospermum confertum,,,,,OSC,,P2,,,,,
Lepyrodia fortunata,,,,,OSS,,P2,,,,,
Leucopogon acicularis,,,,,OSS,,P2,,,,,
Leucopogon alternifolius,,,,,OSS,,P3,,,,,
Leucopogon altissimus,,,,,OSS,,P3,,,,,
Leucopogon apiculatus,,,,,OSS,,P3,,,,,
Leucopogon blepharolepis,,,,,,,P3,,,,,
Leucopogon bossiaea,,,,,,,P2,,,,,
Leucopogon bracteolaris,,,,,,,P2,,,,,
Leucopogon cymbiformis,,,,,,,P2,,,,,
Leucopogon denticulatus,,,,,OSS,,P4,,,,,
Leucopogon florulentus,,,,,,,P3,,,,,
Leucopogon interruptus,,,,,OSS,,P2,,,,,
Leucopogon multiflorus,,,,,OSS,,P2,,,,,
Leucopogon pogonocalyx,,,,,OSS,,P4,,,,,
Leucopogon rotundifolius,,,,,,,P3,,,,,
Leucopogon sp. Barren Range (A.S. George 10092),,,,,OSS?,,P2,,,,,
Leucopogon sp. Bonnie Hill (K.R. Newbey 9831),,,,,,,P1,,,,,
Leucopogon sp. Ironcaps (N. Gibson & K. Brown 3070),,,,,,,P3,,,,,
Leucopogon sp. Ongerup (A.S. George 16682),,,,,,,P1,,,,,
Leucopogon sp. Roberts Swamp (K.R. Newbey 8173),,,,,,,P1,,,,,
Leucopogon sp. South Coast (K.R. Newbey 8213),,,,,,,P1,,,,,
Leucopogon tamariscinus,,,,,OSS,,P4,,,,,
Levenhookia octomaculata,,,,,,,P3,,,,,
Levenhookia pulcherrima,,,,,OSS,,P2,,,,,
Lissanthe pleurandroides,,,,,,,P3,,,,,
Lissanthe synandra,,,,,,,P1,,,,,
Lomandra ordii,,,,,RS/OSS,,P3,,,,,
Lysinema lasianthum,,,,,OSS,,P4,,,,,
Marianthus granulatus,,,,,OSS,,P4,,,,,
Meeboldina crassipes,,,,,RS,,P3,,,,,
Meeboldina thysanantha,,,,,,,P3,,,,,
Melaleuca agathosmoides,,,,,,,P1,,,,,
Melaleuca araucarioides,,,,,,,P4,,,,,
Melaleuca dempta,,,,,OSC,,P3,,,,,
Melaleuca diosmifolia,,,,,,,P3,,,,,
Melaleuca eximia,,,,,,,P2,,,,,
Melaleuca fissurata,,,,,,,P4,,,,,
Melaleuca incana ssp. tenella,,,,,OSC,,P3,,,,,
Melaleuca macronychia ssp. trygonoides,,,,,,,P3,,,,,
Melaleuca micromera,,,,,,,P3,,,,,
Melaleuca ordinifolia,,,,,,,P2,,,,,
Melaleuca papillosa,,,,,,,P4,,,,,
Melaleuca penicula,,,,,,,P2,,,,,
Melaleuca polycephala,,,,,,,P3,,,,,
Melaleuca pritzelii,,,,,,,P2,,,,,
Melaleuca sculponeata,,,,,,,P3,,,,,
Melaleuca similis,,,,,RS,,P1,,,,,
Melaleuca sp. Kundip (G.F. Craig 6020),,,,,OSC,,P1,,,,,
Melaleuca stramentosa,,,,,OSC,,P3,,,,,
Melaleuca viminea ssp. appressa,,,,,,,P2,,,,,
Meziella trifida,,,,,OSS,,R,,,,,
Microcorys longiflora,,,,,OSS,,P3,,,,,
Microcorys pimeleoides,,,,,OSS?,,P3,,,,,
Microcorys sp. Boxwood (K.R. Newbey 4200),,,,,OSS,,P1,,,,,
Microcorys sp. Stirling Range (S. Barrett 1392),,,,,OSS?,,P2,,,,,
Microcybe pauciflora ssp. grandis,,,,,,,P3,,,,,
Micromyrtus elobata ssp. scopula,,,,,,,P3,,,,,
Micromyrtus navicularis,,,,,OSS,,P3,,,,,
Microseris scapigera,,,,,,,P3,,,,,
Microtis globula,,,,,GEO,,R,,,,,
Microtis media ssp. quadrata,,,,,,,P4,,,,,
Microtis pulchella,,,,,GEO,,P4,,,,,
Mirbelia densiflora,,,,,,,P1,,,,,
Mitreola minima,,,,,OSS,,P3,,,,,
Monotoca aristata,,,,,OSS,,P2,,,,,
Monotoca leucantha,,,,,OSS,,P3,,,,,
Myoporum velutinum,,,,,OSS,,P1,,,,,
Myriocephalus appendiculatus,,,,,,,P3,,,,,
Myriocephalus biflorus,,,,,,,P2,,,,,
Myriophyllum balladoniense,,,,,,,P4,,,,,
Myriophyllum petraeum,,,,,,,P4,,,,,
Olax scalariformis,,,,,,,P3,,,,,
Olearia laciniifolia,,,,,,,P2,,,,,
Opercularia hirsuta,,,,,,,P2,,,,,
Opercularia rubioides,,,,,,,P2,,,,,
Orthrosanthus muelleri,,,,,GEO,,R,,,,,
