text,category,taxon
P.G. Kodela,Editor,Impatiens sodenii
R.L. Barrett,Author,Impatiens walleriana
P.G. Kodela,Editor,Impatiens walleriana
NA,Contributor,Impatiens walleriana
NA,Acknowledgements,Impatiens walleriana
Peter G. Wilson,Author,Indigastrum parviflorum
Phillip G. Kodela,Editor,Indigastrum parviflorum
Peter G. Wilson,Author,Indigofera arrecta
P.G. Kodela,Editor,Indigofera arrecta
Peter G. Wilson,Author,Indigofera hirsuta
P.G. Kodela,Editor,Indigofera hirsuta
Peter G. Wilson,Author,Indigofera suffruticosa
P.G. Kodela,Editor,Indigofera suffruticosa
Peter G. Wilson,Author,Indigofera tinctoria
P.G. Kodela,Editor,Indigofera tinctoria
D.J. Du Puy,Author,Inocarpus fagifer
P.G. Kodela,Editor,Inocarpus fagifer
J.H. Ross,Author,Intsia bijuga
H.J. Hewson,Author,Ipheion uniflorum
P.G. Kodela (ed. 7 August 2019),Contributor,Ipheion uniflorum
T.D.Macfarlane,Author,Iphigenia indica
H.J.Hewson,Author,Irenepharsus magicus
H.J.Hewson,Author,Irenepharsus phasmatodes
H.J.Hewson,Author,Irenepharsus trypherus
D.A.Cooke,Author,Iris foetidissima
D.A.Cooke,Author,Iris germanica
D.A.Cooke,Author,Iris unguicularis
G.P.Guymer,Author,Irvingbaileya australis
"D.J. Du Puy, I.R.H. Telford, P.G. Kodela",Author,Ischaemum muticum
P.G. Kodela,Editor,Ischaemum muticum
"John R. Busby (editorial assistance, June 2021)",Contributor,Ischaemum muticum
D.J. Du Puy,Author,Ischaemum nativitatis
P.G. Kodela,Editor,Ischaemum nativitatis
"John R. Busby (editorial assistance, June 2021)",Contributor,Ischaemum nativitatis
R.J. Chinnock,Author,Isoetes attenuata
A.M. Wheeler (editorial assistance June 2022),Contributor,Isoetes attenuata
R.J. Chinnock,Author,Isoetes australis
A.M. Wheeler (editorial assistance June 2022),Contributor,Isoetes australis
R.J. Chinnock,Author,Isoetes brevicula
A.M. Wheeler (editorial assistance June 2022),Contributor,Isoetes brevicula
R.J. Chinnock,Author,Isoetes caroli
A.M. Wheeler (editorial assistance June 2022),Contributor,Isoetes caroli
R.J. Chinnock,Author,Isoetes coromandelina subsp. macrotuberculata
A.M. Wheeler (editorial assistance June 2022),Contributor,Isoetes coromandelina subsp. macrotuberculata
R.J. Chinnock,Author,Isoetes cristata
A.M. Wheeler (editorial assistance June 2022),Contributor,Isoetes cristata
R.J. Chinnock,Author,Isoetes drummondii subsp. anomala
A.M. Wheeler (editorial assistance June 2022),Contributor,Isoetes drummondii subsp. anomala
R.J. Chinnock,Author,Isoetes drummondii subsp. drummondii
A.M. Wheeler (editorial assistance June 2022),Contributor,Isoetes drummondii subsp. drummondii
R.J. Chinnock,Author,Isoetes drummondii
A.M. Wheeler (editorial assistance June 2022),Contributor,Isoetes drummondii
R.J. Chinnock,Author,Isoetes elatior
A.M. Wheeler (editorial assistance June 2022),Contributor,Isoetes elatior
R.J. Chinnock,Author,Isoetes gunnii
A.M. Wheeler (editorial assistance June 2022),Contributor,Isoetes gunnii
R.J. Chinnock,Author,Isoetes humilior
A.M. Wheeler (editorial assistance June 2022),Contributor,Isoetes humilior
R.J. Chinnock,Author,Isoetes inflata
A.M. Wheeler (editorial assistance June 2022),Contributor,Isoetes inflata
R.J. Chinnock,Author,Isoetes mongerensis
A.M. Wheeler (editorial assistance June 2022),Contributor,Isoetes mongerensis
R.J. Chinnock,Author,Isoetes muelleri
A.M. Wheeler (editorial assistance June 2022),Contributor,Isoetes muelleri
R.J. Chinnock,Author,Isoetes pusilla
A.M. Wheeler (editorial assistance June 2022),Contributor,Isoetes pusilla
R.J. Chinnock,Author,Isoetes tripus
A.M. Wheeler (editorial assistance June 2022),Contributor,Isoetes tripus
D.A.Cooke,Author,Isophysis tasmanica
D.B.Foreman,Author,Isopogon adenanthoides
D.B.Foreman,Author,Isopogon alcicornis
D.B.Foreman,Author,Isopogon anemonifolius
D.B.Foreman,Author,Isopogon anethifolius
D.B.Foreman,Author,Isopogon asper
D.B.Foreman,Author,Isopogon attenuatus
D.B.Foreman,Author,Isopogon axillaris
D.B.Foreman,Author,Isopogon baxteri
D.B.Foreman,Author,Isopogon buxifolius var. buxifolius
D.B.Foreman,Author,Isopogon buxifolius var. linearis
D.B.Foreman,Author,Isopogon buxifolius var. obovatus
D.B.Foreman,Author,Isopogon buxifolius var. spathulatus
D.B.Foreman,Author,Isopogon buxifolius
D.B.Foreman,Author,Isopogon ceratophyllus
D.B.Foreman,Author,Isopogon crithmifolius
D.B.Foreman,Author,Isopogon cuneatus
D.B.Foreman,Author,Isopogon dawsonii
D.B.Foreman,Author,Isopogon divergens
D.B. Foreman,Author,Isopogon drummondii
P.G. Kodela,Editor,Isopogon drummondii
D.B.Foreman,Author,Isopogon dubius
D.B.Foreman,Author,Isopogon fletcheri
D.B.Foreman,Author,Isopogon formosus subsp. dasylepis
D.B.Foreman,Author,Isopogon formosus subsp. formosus
D.B.Foreman,Author,Isopogon formosus
D.B.Foreman,Author,Isopogon gardneri
D.B.Foreman,Author,Isopogon heterophyllus
D.B.Foreman,Author,Isopogon inconspicuus
D.B.Foreman,Author,Isopogon latifolius
D.B.Foreman,Author,Isopogon linearis
D.B.Foreman,Author,Isopogon longifolius
D.B.Foreman,Author,Isopogon mnoraifolius
D.B.Foreman,Author,Isopogon petiolaris
D.B.Foreman,Author,Isopogon polycephalus
D.B.Foreman,Author,Isopogon prostratus
D.B.Foreman,Author,Isopogon scabriusculus subsp. pubifloris
D.B.Foreman,Author,Isopogon scabriusculus subsp. scabriusculus
D.B.Foreman,Author,Isopogon scabriusculus subsp. stenophyllus
D.B.Foreman,Author,Isopogon scabriusculus
D.B.Foreman,Author,Isopogon sphaerocephalus
D.B.Foreman,Author,Isopogon teretifolius subsp. petrophiloides
D.B.Foreman,Author,Isopogon teretifolius subsp. teretifolius
D.B.Foreman,Author,Isopogon teretifolius
D.B.Foreman,Author,Isopogon tridens
D.B.Foreman,Author,Isopogon trilobus
D.B.Foreman,Author,Isopogon uncinatus
D.B.Foreman,Author,Isopogon villosus
A.E. Orchard,Author,Iva axillaris subsp. robustior
"P.G. Kodela (edits and updates August 2020, October 2020)",Contributor,Iva axillaris subsp. robustior
D.A.Cooke,Author,Ixia flexuosa
D.A.Cooke,Author,Ixia maculata
D.A.Cooke,Author,Ixia paniculata
D.A.Cooke,Author,Ixia polystachya
S.T. Reynolds,Author,Jagera javanica
John R. Busby (ed. March 2020); P.G. Kodela (ed. August 2020),Contributor,Jagera javanica
S.T. Reynolds,Author,Jagera pseudorhus var. integerrima
John R. Busby (ed. March 2020); P.G. Kodela (ed. August 2020),Contributor,Jagera pseudorhus var. integerrima
S.T. Reynolds,Author,Jagera pseudorhus var. pseudorhus
John R. Busby (ed. March 2020); P.G. Kodela (ed. August 2020),Contributor,Jagera pseudorhus var. pseudorhus
S.T. Reynolds,Author,Jagera pseudorhus
John R. Busby (ed. March 2020); P.G. Kodela (ed. August 2020),Contributor,Jagera pseudorhus
"J.Everett, S.W.L.Jacobs, L.Nairn",Author,Jarava plumosa
B.L. Rye,Author,Jedda multicaulis
John R. Busby (ed. April 2020),Contributor,Jedda multicaulis
G.J.Keighery,Author,Johnsonia acaulis
G.J.Keighery,Author,Johnsonia inconspicua
G.J.Keighery,Author,Johnsonia lupulina
G.J.Keighery,Author,Johnsonia pubescens
G.J.Keighery,Author,Johnsonia teretifolia
H.P.Linder,Author,Joycea clelandii
H.P.Linder,Author,Joycea lepidopoda
H.P.Linder,Author,Joycea pallida
R.M. Smith,Author,Kaempferia sp. Murray Island (M.Lawrie 5)
"P.G. Kodela (updated to phrase name, 10 December 2019).",Contributor,Kaempferia sp. Murray Island (M.Lawrie 5)
M.J. Heads,Author,Kelleria dieffenbachii
John R. Busby (ed. April 2020),Contributor,Kelleria dieffenbachii
M.J. Heads,Author,Kelleria laxa
John R. Busby (ed. April 2020),Contributor,Kelleria laxa
A.S.George,Author,Kingia australis
"D.J. Du Puy, P.G. Kodela",Author,Kleinhovia hospita
P.G. Kodela,Editor,Kleinhovia hospita
"C.M.Weiller, S.W.L.Jacobs, I.R.Thompson",Author,Koeleria macrantha
P.I. Forster,Author,Kopsia arborea
"R.J. Cranfield, P.G. Kodela",Author,Korthalsella arthroclada
P.G. Kodela,Editor,Korthalsella arthroclada
B.A. Barlow,Author,Korthalsella breviarticulata
P.G. Kodela,Editor,Korthalsella breviarticulata
"John R. Busby (editorial assistance, May 2021)",Contributor,Korthalsella breviarticulata
"P.S. Green, P.G. Kodela",Author,Korthalsella disticha
P.G. Kodela,Editor,Korthalsella disticha
"John R. Busby (editorial assistance, May 2021)",Contributor,Korthalsella disticha
P.S. Green,Author,Korthalsella emersa
P.G. Kodela,Editor,Korthalsella emersa
"John R. Busby (editorial assistance, May 2021)",Contributor,Korthalsella emersa
"B.A. Barlow, P.G. Kodela",Author,Korthalsella grayi
P.G. Kodela,Editor,Korthalsella grayi
"John R. Busby (editorial assistance, May 2021)",Contributor,Korthalsella grayi
"B.A. Barlow, P.G. Kodela",Author,Korthalsella japonica subsp. brassiana
P.G. Kodela,Editor,Korthalsella japonica subsp. brassiana
"John R. Busby (editorial assistance, May 2021)",Contributor,Korthalsella japonica subsp. brassiana
"B.A. Barlow, P.G. Kodela",Author,Korthalsella leucothrix
P.G. Kodela,Editor,Korthalsella leucothrix
"John R. Busby (editorial assistance, May 2021)",Contributor,Korthalsella leucothrix
"B.A. Barlow, P.G. Kodela",Author,Korthalsella papuana
P.G. Kodela,Editor,Korthalsella papuana
"John R. Busby (editorial assistance, May 2021)",Contributor,Korthalsella papuana
"B.A. Barlow, P.G. Kodela",Author,Korthalsella rubra subsp. geijericola
P.G. Kodela,Editor,Korthalsella rubra subsp. geijericola
"John R. Busby (editorial assistance, May 2021)",Contributor,Korthalsella rubra subsp. geijericola
"B.A. Barlow, P.G. Kodela",Author,Korthalsella rubra subsp. rubra
P.G. Kodela,Editor,Korthalsella rubra subsp. rubra
"John R. Busby (editorial assistance, May 2021)",Contributor,Korthalsella rubra subsp. rubra
"B.A. Barlow, P.G. Kodela",Author,Korthalsella rubra
P.G. Kodela,Editor,Korthalsella rubra
"John R. Busby (editorial assistance, May 2021)",Contributor,Korthalsella rubra
"H.T.Clifford, J.G.Conran",Author,Kuntheria pedunculata
J.H.Ross,Author,Labichea brassii
J.H.Ross,Author,Labichea buettneriana
J.H.Ross,Author,Labichea cassioides
J.H.Ross,Author,Labichea deserticola
J.H.Ross,Author,Labichea digitata
J.H.Ross,Author,Labichea eremaea
J.H.Ross,Author,Labichea lanceolata subsp. brevifolia
J.H.Ross,Author,Labichea lanceolata subsp. lanceolata
J.H.Ross,Author,Labichea lanceolata
J.H. Ross,Author,Labichea nitida
J.H.Ross,Author,Labichea obtrullata
J.H.Ross,Author,Labichea punctata
J.H.Ross,Author,Labichea rupestris
J.H.Ross,Author,Labichea saxicola
J.H.Ross,Author,Labichea stellata
J.H.Ross,Author,Labichea teretifolia subsp. grandistipulata
J.H.Ross,Author,Labichea teretifolia subsp. teretifolia
J.H.Ross,Author,Labichea teretifolia
"J.L.Dowe, D.L.Jones",Author,Laccospadix australasicus
H.J.Hewson,Author,Lachenalia aloides
H.J.Hewson,Author,Lachenalia reflexa
"S.W.L. Jacobs, A.J. Brown",Author,Lachnagrostis adamsonii
"S.W.L.Jacobs, A.J.Brown",Author,Lachnagrostis aemula
"S.W.L. Jacobs, A.J. Brown",Author,Lachnagrostis batesii
"S.W.L. Jacobs, A.J. Brown",Author,Lachnagrostis billardierei subsp. billardierei
"S.W.L. Jacobs, A.J. Brown",Author,Lachnagrostis billardierei subsp. tenuiseta
"S.W.L. Jacobs, A.J. Brown",Author,Lachnagrostis billardierei
"S.W.L.Jacobs, A.J.Brown",Author,Lachnagrostis collicola
"S.W.L.Jacobs, A.J.Brown",Author,Lachnagrostis deflexa
"S.W.L.Jacobs, A.J.Brown",Author,Lachnagrostis drummondiana
"S.W.L. Jacobs, A.J. Brown",Author,Lachnagrostis filiformis
P.G. Kodela,Editor,Lachnagrostis filiformis
"P.G. Kodela (tentative updates, 14 July 2022)",Contributor,Lachnagrostis filiformis
"S.W.L. Jacobs, A.J. Brown",Author,Lachnagrostis lacunarum
"S.W.L.Jacobs, A.J.Brown",Author,Lachnagrostis leviseta
"S.W.L.Jacobs, A.J.Brown",Author,Lachnagrostis limitanea
"S.W.L.Jacobs, A.J.Brown",Author,Lachnagrostis meionectes
"S.W.L.Jacobs, A.J.Brown",Author,Lachnagrostis morrisii
"S.W.L.Jacobs, A.J.Brown",Author,Lachnagrostis nesomytica subsp. nesomytica
"S.W.L.Jacobs, A.J.Brown",Author,Lachnagrostis nesomytica subsp. paralia
"S.W.L.Jacobs, A.J.Brown",Author,Lachnagrostis nesomytica subsp. pseudofiliformis
"S.W.L.Jacobs, A.J.Brown",Author,Lachnagrostis nesomytica
"S.W.L.Jacobs, A.J.Brown",Author,Lachnagrostis palustris
"S.W.L.Jacobs, A.J.Brown",Author,Lachnagrostis perennis
"S.W.L.Jacobs, A.J.Brown",Author,Lachnagrostis plebeia
"S.W.L.Jacobs, A.J.Brown",Author,Lachnagrostis preissii
"S.W.L.Jacobs, A.J.Brown",Author,Lachnagrostis punicea subsp. filifolia
"S.W.L.Jacobs, A.J.Brown",Author,Lachnagrostis punicea subsp. punicea
"S.W.L.Jacobs, A.J.Brown",Author,Lachnagrostis punicea
"S.W.L.Jacobs, A.J.Brown",Author,Lachnagrostis robusta
"S.W.L.Jacobs, A.J.Brown",Author,Lachnagrostis scabra subsp. curviseta
"S.W.L.Jacobs, A.J.Brown",Author,Lachnagrostis scabra subsp. scabra
"S.W.L.Jacobs, A.J.Brown",Author,Lachnagrostis scabra
I.R. Thompson,Author,Lactuca saligna
John R. Busby (ed. August 2020),Contributor,Lactuca saligna
I.R. Thompson,Author,Lactuca serriola f. integrifolia
John R. Busby (ed. August 2020),Contributor,Lactuca serriola f. integrifolia
I.R. Thompson,Author,Lactuca serriola f. serriola
John R. Busby (ed. August 2020),Contributor,Lactuca serriola f. serriola
I.R. Thompson,Author,Lactuca serriola
John R. Busby (ed. August 2020); P.G. Kodela (ed. August 2020),Contributor,Lactuca serriola
"S.W.L. Jacobs, K.A. McColl",Author,Lagarosiphon major
K.D. Hill,Author,Lagarostrobos franklinii
A.M. Wheeler (editorial assistance July 2023),Contributor,Lagarostrobos franklinii
I.R.H. Telford,Author,Lagenaria siceraria
H.J.Hewson,Author,Lagerstroemia archeriana subsp. archeriana
H.J.Hewson,Author,Lagerstroemia archeriana subsp. divaricatiflora
H.J.Hewson,Author,Lagerstroemia archeriana
"C.M.Weiller, P.G.Kodela, I.R.Thompson",Author,Lagurus ovatus
C.M.Weiller,Author,Lamarckia aurea
R.J.Hnatiuk,Author,Lambertia echinata subsp. citrina
R.J.Hnatiuk,Author,Lambertia echinata subsp. echinata
R.J.Hnatiuk,Author,Lambertia echinata
R.J.Hnatiuk,Author,Lambertia ericifolia
R.J.Hnatiuk,Author,Lambertia fairallii
R.J.Hnatiuk,Author,Lambertia formosa
R.J.Hnatiuk,Author,Lambertia ilicifolia
R.J.Hnatiuk,Author,Lambertia inermis var. drummondii
R.J.Hnatiuk,Author,Lambertia inermis var. inermis
R.J.Hnatiuk,Author,Lambertia inermis
R.J.Hnatiuk,Author,Lambertia multiflora var. darlingensis
R.J.Hnatiuk,Author,Lambertia multiflora var. multiflora
R.J.Hnatiuk,Author,Lambertia multiflora
R.J.Hnatiuk,Author,Lambertia orbifolia
R.J.Hnatiuk,Author,Lambertia rariflora subsp. lutea
R.J.Hnatiuk,Author,Lambertia rariflora subsp. rariflora
R.J.Hnatiuk,Author,Lambertia rariflora
R.J.Hnatiuk,Author,Lambertia uniflora
J.Venning,Author,Lampranthus glaucus
J.Venning,Author,Lampranthus multiradiatus
J. Venning,Author,Lampranthus tegens
"Ahmad Abid Munir, Phillip G. Kodela",Author,Lantana camara
"P.G. Kodela, B.J. Conn",Editor,Lantana camara
Ahmad Abid Munir,Author,Lantana montevidensis
"P.G. Kodela, B.J. Conn",Editor,Lantana montevidensis
"P.G. Kodela, W.-L. Chew",Author,Laportea interrupta
P.G. Kodela,Editor,Laportea interrupta
"D.J. Du Puy, P.G. Kodela",Author,Laportea ruderalis
P.G. Kodela,Editor,Laportea ruderalis
I.R. Thompson,Author,Lapsana communis subsp. communis
John R. Busby (ed. August 2020),Contributor,Lapsana communis subsp. communis
I.R. Thompson,Author,Lasiospermum bipinnatum
John R. Busby (ed. August 2020),Contributor,Lasiospermum bipinnatum
D.L. Jones,Author,Lastreopsis acuminata
P.G. Kodela,Editor,Lastreopsis acuminata
"A.M. Wheeler (editorial assistance, April 2023)",Contributor,Lastreopsis acuminata
"P.S. Green, P.G. Kodela",Author,Lastreopsis calantha
P.G. Kodela,Editor,Lastreopsis calantha
D.L. Jones,Author,Lastreopsis decomposita
P.G. Kodela,Editor,Lastreopsis decomposita
"A.M. Wheeler (editorial assistance, April 2023)",Contributor,Lastreopsis decomposita
D.L. Jones,Author,Lastreopsis grayi
P.G. Kodela,Editor,Lastreopsis grayi
"A.M. Wheeler (editorial assistance, April 2023)",Contributor,Lastreopsis grayi
D.L. Jones,Author,Lastreopsis hispida
P.G. Kodea,Editor,Lastreopsis hispida
"A.M. Wheeler (editorial assistance, April 2023)",Contributor,Lastreopsis hispida
D.L. Jones,Author,Lastreopsis marginans
P.G. Kodela,Editor,Lastreopsis marginans
"A.M. Wheeler (editorial assistance, April 2023)",Contributor,Lastreopsis marginans
D.L. Jones,Author,Lastreopsis microsora subsp. microsora
P.G. Kodela,Editor,Lastreopsis microsora subsp. microsora
"A.M. Wheeler (editorial assistance, April 2023)",Contributor,Lastreopsis microsora subsp. microsora
D.L. Jones,Author,Lastreopsis munita
P.G. Kodela,Editor,Lastreopsis munita
"A.M. Wheeler (editorial assistance, April 2023)",Contributor,Lastreopsis munita
D.L. Jones,Author,Lastreopsis rufescens
P.G. Kodela,Editor,Lastreopsis rufescens
"A.M. Wheeler (editorial assistance, April 2023)",Contributor,Lastreopsis rufescens
D.L. Jones,Author,Lastreopsis silvestris
P.G. Kodela,Editor,Lastreopsis silvestris
"A.M. Wheeler (editorial assistance, April 2023)",Contributor,Lastreopsis silvestris
D.L. Jones,Author,Lastreopsis smithiana
P.G. Kodela,Editor,Lastreopsis smithiana
"A.M. Wheeler (editorial assistance, April 2023)",Contributor,Lastreopsis smithiana
D.L. Jones,Author,Lastreopsis tenera
P.G. Kodela,Editor,Lastreopsis tenera
"A.M. Wheeler (editorial assistance, April 2023)",Contributor,Lastreopsis tenera
D.L. Jones,Author,Lastreopsis tinarooensis
P.G. Kodela,Editor,Lastreopsis tinarooensis
"A.M. Wheeler (editorial assistance, April 2023)",Contributor,Lastreopsis tinarooensis
D.L. Jones,Author,Lastreopsis walleri
P.G. Kodela,Editor,Lastreopsis walleri
"A.M. Wheeler (editorial assistance, April 2023)",Contributor,Lastreopsis walleri
D.L. Jones,Author,Lastreopsis windsorensis
P.G. Kodela,Editor,Lastreopsis windsorensis
"A.M. Wheeler (editorial assistance, April 2023)",Contributor,Lastreopsis windsorensis
D.L. Jones,Author,Lastreopsis wurunuran
P.G. Kodela,Editor,Lastreopsis wurunuran
"A.M. Wheeler (editorial assistance, April 2023)",Contributor,Lastreopsis wurunuran
I.R. Thompson,Author,Launaea sarmentosa
John R. Busby (ed. August 2020); P.G. Kodela (ed. August 2020),Contributor,Launaea sarmentosa
P.G. Kodela,Author,Laurus nobilis
P.G. Kodela,Editor,Laurus nobilis
G.J.Keighery,Author,Laxmannia arida
G.J.Keighery,Author,Laxmannia brachyphylla
G.J.Keighery,Author,Laxmannia compacta
G.J.Keighery,Author,Laxmannia gracilis
G.J.Keighery,Author,Laxmannia grandiflora subsp. grandiflora
G.J.Keighery,Author,Laxmannia grandiflora subsp. stirlingensis
G.J.Keighery,Author,Laxmannia grandiflora
G.J.Keighery,Author,Laxmannia jamesii
G.J.Keighery,Author,Laxmannia minor
G.J.Keighery,Author,Laxmannia omnifertilis
G.J.Keighery,Author,Laxmannia orientalis
G.J.Keighery,Author,Laxmannia paleacea
G.J.Keighery,Author,Laxmannia ramosa subsp. deflexa
G.J.Keighery,Author,Laxmannia ramosa subsp. ramosa
G.J.Keighery,Author,Laxmannia ramosa
G.J.Keighery,Author,Laxmannia sessiliflora subsp. australis
G.J.Keighery,Author,Laxmannia sessiliflora subsp. drummondii
G.J.Keighery,Author,Laxmannia sessiliflora subsp. sessiliflora
G.J.Keighery,Author,Laxmannia sessiliflora
G.J.Keighery,Author,Laxmannia squarrosa
"Peter D. Bostock, Tracey M. Spokes",Author,Lecanopteris sinuosa
A.M. Wheeler (editorial assistance June 2023),Contributor,Lecanopteris sinuosa
D.A. Morrison,Author,Lechenaultia acutiloba
"P.G. Kodela (tentative updates, 20 September 2021)",Contributor,Lechenaultia acutiloba
D.A. Morrison,Author,Lechenaultia aphylla
"P.G. Kodela (tentative updates, 20 September 2021)",Contributor,Lechenaultia aphylla
D.A. Morrison,Author,Lechenaultia biloba
"P.G. Kodela (tentative updates, 20 September 2021)",Contributor,Lechenaultia biloba
D.A. Morrison,Author,Lechenaultia brevifolia
"P.G. Kodela (tentative updates, 20 September 2021)",Contributor,Lechenaultia brevifolia
D.A. Morrison,Author,Lechenaultia chlorantha
"P.G. Kodela (tentative updates, 20 September 2021)",Contributor,Lechenaultia chlorantha
D.A. Morrison,Author,Lechenaultia divaricata
"P.G. Kodela (tentative updates, 20 September 2021)",Contributor,Lechenaultia divaricata
D.A. Morrison,Author,Lechenaultia expansa
"P.G. Kodela (tentative updates, 20 September 2021)",Contributor,Lechenaultia expansa
D.A. Morrison,Author,Lechenaultia filiformis
"P.G. Kodela (tentative updates, 20 September 2021)",Contributor,Lechenaultia filiformis
D.A. Morrison,Author,Lechenaultia floribunda
"P.G. Kodela (tentative updates, 20 September 2021)",Contributor,Lechenaultia floribunda
D.A. Morrison,Author,Lechenaultia formosa
"P.G. Kodela (tentative updates, 20 September 2021)",Contributor,Lechenaultia formosa
Leigh W. Sage,Author,Lechenaultia galactites
"R.L. Barrett, P.G. Kodela",Editor,Lechenaultia galactites
D.A. Morrison,Author,Lechenaultia heteromera
"P.G. Kodela (tentative updates, 20 September 2021)",Contributor,Lechenaultia heteromera
D.A. Morrison,Author,Lechenaultia hirsuta
"P.G. Kodela (tentative updates, 20 September 2021)",Contributor,Lechenaultia hirsuta
Leigh W. Sage,Author,Lechenaultia hortii
"R.L. Barrett, P.G. Kodela",Editor,Lechenaultia hortii
D.A. Morrison,Author,Lechenaultia juncea
"P.G. Kodela (tentative updates, 20 September 2021)",Contributor,Lechenaultia juncea
D.A. Morrison,Author,Lechenaultia laricina
