speciesName,genus,speciesEpithet,family,speciesNameComments,photosyntheticPathway_confirmed,photosyntheticPathway_inferred,photosyntheticPathway_combined,source,justification,notes,d13C_perMil,d13CReplicate_perMil,ternVegetationBarcode,ternPrimaryGeneticBarcode,plantMaterialType ,ternPlot,latitude,longitude,dateSurveyed,d13CAdditionalSample_perMil,ternPlotAdditionalSample  ,ternPrimaryGeneticBarcodeAdditionalSample  ,plantMaterialTypeAdditionalSample  ,latitudeAdditionalSample  ,longitudeOfAdditionalSample  ,dateSurveyedAdditionalSample  ,facilityYear
Acacia_lineata,Acacia,lineata,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_lineolata,Acacia,lineolata,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_linifolia,Acacia,linifolia,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_loderi,Acacia,loderi,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_longifolia,Acacia,longifolia,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_longispinea,Acacia,longispinea,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_lycopodiifolia,Acacia,lycopodiifolia,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_lysiphloia,Acacia,lysiphloia,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_macraneura,Acacia,macraneura,Fabaceae,,C3,,C3,"TERN SIA;Sage, 2016; Watson & Dallwitz, 1992 onwards",,,-26.77,,,WAA010977,leaves,WAAPIL0026-58044,-22.76692778,119.6314389,2/8/2016,,,,,,,,CSIRO-2019
Acacia_maidenii,Acacia,maidenii,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_maitlandii,Acacia,maitlandii,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_mariae,Acacia,mariae,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_marramamba,Acacia,marramamba,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_matthewii,Acacia,matthewii,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_mearnsii,Acacia,mearnsii,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_megaladena,Acacia,megaladena,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_melanoxylon,Acacia,melanoxylon,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_melleodora,Acacia,melleodora,Fabaceae,,C3,,C3,"TERN SIA;Sage, 2016; Watson & Dallwitz, 1992 onwards",,,-26.34,,,NTA010449,leaves,NTABRT0005-53620,-22.29108056,133.612075,24/03/2012,,,,,,,,CSIRO-2019
Acacia_melvillei,Acacia,melvillei,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_merrallii,Acacia,merrallii,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_mimica,Acacia,mimica,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_mimula,Acacia,mimula,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_minyura,Acacia,minyura,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_mollifolia,Acacia,mollifolia,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_monticola,Acacia,monticola,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_muelleriana,Acacia,muelleriana,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_multispicata,Acacia,multispicata,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_murrayana,Acacia,murrayana,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_myrtifolia,Acacia,myrtifolia,Fabaceae,,C3,,C3,"Caddy-Retalic, 2017",,,,,,,,,,,,,,,,,,,
Acacia_neurocarpa,Acacia,neurocarpa,Fabaceae,,U,C3,C3,"Kattge et al., 2020",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_neurophylla,Acacia,neurophylla,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_notabilis,Acacia,notabilis,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_nyssophylla,Acacia,nyssophylla,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_obtusifolia,Acacia,obtusifolia,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_oldfieldii,Acacia,oldfieldii,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_oncinocarpa,Acacia,oncinocarpa,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_orthotricha,Acacia,orthotricha,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_oswaldii,Acacia,oswaldii,Fabaceae,,C3,,C3,"Caddy-Retalic, 2017",,,,,,,,,,,,,,,,,,,
Acacia_pachyacra,Acacia,pachyacra,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_palustris,Acacia,palustris,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_papyrocarpa,Acacia,papyrocarpa,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_paradoxa,Acacia,paradoxa,Fabaceae,,C3,,C3,"Caddy-Retalic, 2017",,,,,,,,,,,,,,,,,,,
Acacia_paraneura,Acacia,paraneura,Fabaceae,,C3,,C3,"TERN SIA;Sage, 2016; Watson & Dallwitz, 1992 onwards",,,-26.47,,,NTA009203,leaves,NTAFIN0022-53642,-24.63118889,133.4521833,9/12/2011,,,,,,,,CSIRO-2019
Acacia_penninervis,Acacia,penninervis,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_perryi,Acacia,perryi,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_phlebocarpa,Acacia,phlebocarpa,Fabaceae,,C3,,C3,"TERN SIA;Sage, 2016; Watson & Dallwitz, 1992 onwards",,,-30.43,-30.35,,NTA010912,leaves,NTAGFU0011-53658,-17.89570556,137.0723639,10/5/2012,,,,,,,,CSIRO-2019
Acacia_platycarpa,Acacia,platycarpa,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_plautella,Acacia,plautella,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_plectocarpa,Acacia,plectocarpa,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_polystachya,Acacia,polystachya,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_prainii,Acacia,prainii,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_pravifolia,Acacia,pravifolia,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_pruinocarpa,Acacia,pruinocarpa,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_pteraneura,Acacia,pteraneura,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_pulchella,Acacia,pulchella,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_pustula,Acacia,pustula,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_pycnantha,Acacia,pycnantha,Fabaceae,,C3,,C3,"Caddy-Retalic, 2017",,,,,,,,,,,,,,,,,,,
Acacia_pyrifolia,Acacia,pyrifolia,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_quornensis,Acacia,quornensis,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_racospermoides,Acacia,racospermoides,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_ramulosa,Acacia,ramulosa,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_resinimarginea,Acacia,resinimarginea,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_retivenea,Acacia,retivenea,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_rhodophloia,Acacia,rhodophloia,Fabaceae,,U,C3,C3,"Kattge et al., 2020",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_rigens,Acacia,rigens,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_rivalis,Acacia,rivalis,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_rothii,Acacia,rothii,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_ruppii,Acacia,ruppii,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_salicina,Acacia,salicina,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_saligna,Acacia,saligna,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_sclerosperma,Acacia,sclerosperma,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_sericophylla,Acacia,sericophylla,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_sessilis,Acacia,sessilis,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_shirleyi,Acacia,shirleyi,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_sibina,Acacia,sibina,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_sibirica,Acacia,sibirica,Fabaceae,,C3,,C3,"TERN SIA;Sage, 2016; Watson & Dallwitz, 1992 onwards",,,-26.08,-26.19,,NTA010664,leaves,NTAFIN0031-53749,-25.89989167,133.8965944,25/10/2012,,,,,,,,CSIRO-2019
Acacia_signata,Acacia,signata,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_simsii,Acacia,simsii,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_solenota,Acacia,solenota,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_stellaticeps,Acacia,stellaticeps,Fabaceae,,U,C3,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_stenophylla,Acacia,stenophylla,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_stenoptera,Acacia,stenoptera,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_stereophylla,Acacia,stereophylla,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_stipuligera,Acacia,stipuligera,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_stowardii,Acacia,stowardii,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_suaveolens,Acacia,suaveolens,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_subcontorta,Acacia,subcontorta,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_subternata,Acacia,subternata,Fabaceae,,C3,,C3,"TERN SIA;Sage, 2016; Watson & Dallwitz, 1992 onwards",,,-28.9,,,NTA  007144,leaves,NTAGFU0024-53671,-16.82600278,135.8932111,10/6/2012,,,,,,,,CSIRO-2019
Acacia_synchronicia,Acacia,synchronicia,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_tarculensis,Acacia,tarculensis,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_tenuissima,Acacia,tenuissima,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_tephrina,Acacia,tephrina,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_terminalis,Acacia,terminalis,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_tetragonophylla,Acacia,tetragonophylla,Fabaceae,,C3,,C3,"Caddy-Retalic, 2017",,,,,,,,,,,,,,,,,,,
Acacia_thomsonii,Acacia,thomsonii,Fabaceae,,C3,,C3,"TERN SIA;Sage, 2016; Watson & Dallwitz, 1992 onwards",,,-30.68,-30.35,,NTA010007,leaves,NTAGFU0001-53648,-18.90550556,137.0692639,12/4/2012,,,,,,,,CSIRO-2019
Acacia_tolmerensis,Acacia,tolmerensis,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_torulosa,Acacia,torulosa,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_trachycarpa,Acacia,trachycarpa,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_translucens,Acacia,translucens,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_triquetra,Acacia,triquetra,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_tumida,Acacia,tumida,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_ulicifolia,Acacia,ulicifolia,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_umbellata,Acacia,umbellata,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_umbraculiformis,Acacia,umbraculiformis,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_uncifolia,Acacia,uncifolia,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_uncinella,Acacia,uncinella,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_verniciflua,Acacia,verniciflua,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_verticillata,Acacia,verticillata,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_victoriae,Acacia,victoriae,Fabaceae,,C3,,C3,"Caddy-Retalic, 2017",,,,,,,,,,,,,,,,,,,
Acacia_wanyu,Acacia,wanyu,Fabaceae,,C3,,C3,"TERN SIA;Sage, 2016; Watson & Dallwitz, 1992 onwards",,,-26.96,,,WAA  005338,leaves,WAALSD0001-53569,-25.09664444,120.7239639,15/05/2014,,,,,,,,CSIRO-2019
Acacia_wattsiana,Acacia,wattsiana,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_wickhamii,Acacia,wickhamii,Fabaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acacia_wilhelmiana,Acacia,wilhelmiana,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_xiphophylla,Acacia,xiphophylla,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acacia_yorkrakinensis,Acacia,yorkrakinensis,Fabaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acaena_echinata,Acaena,echinata,Rosaceae,,C3,,C3,"Caddy-Retalic, 2017",,,,,,,,,,,,,,,,,,,
Acaena_novae_zelandiae,Acaena,novae,Rosaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Acaena_ovina,Acaena,ovina,Rosaceae,,U,C3,C3,"Sage, 2016",,,,,,,,,,,,,,,,,,,
Acalypha_eremorum,Acalypha,eremorum,Euphorbiaceae,,C3,,C3,TERN SIA,,,-31.32,,,QDA012692,leaves & stem ,QDACYP0012,-13.32028,142.5913,15/06/2018,,,,,,,,University of Adelaide-2023
Acanthocarpus_preissii,Acanthocarpus,preissii,Asparagaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Acanthocarpus_robustus,Acanthocarpus,robustus,Asparagaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Acanthospermum_hispidum,Acanthospermum,hispidum,Asteraceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acetosa_vesicaria,Acetosa,vesicaria,Polygonaceae,,C3,,C3,TERN SIA,,,-26.97,,,WAA009473,leaves,WAAPIL0016-57615,-22.72358889,118.268075,7/9/2015,,,,,,,,CSIRO-2019
Acetosella_vulgaris,Acetosella,vulgaris,Polygonaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",Non C4 anatomy recorded in Rumex sp,,,,,,,,,,,,,,,,,,
Achyranthes_aspera,Achyranthes,aspera,Amaranthaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Acianthus_caudatus,Acianthus,caudatus,Orchidaceae,,U,U,U,,,,,,,,,,,,,,,,,,,,
Acianthus_exsertus,Acianthus,exsertus,Orchidaceae,,U,U,U,,,,,,,,,,,,,,,,,,,,
Aciphylla_glacialis,Aciphylla,glacialis,Apiaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage,,,,,,,,,,,,,,,,,,
Acmella_grandiflora,Acmella,grandiflora,Asteraceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage,,,,,,,,,,,,,,,,,,
Acrothamnus_hookeri,Acrothamnus,hookeri,Eriaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,,,,,,,,,,,,,,,,,,
Acrotriche_affinis,Acrotriche,affinis,Ericaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are  C3,,,,,,,,,,,,,,,,,,
Acrotriche_cordata,Acrotriche,cordata,Ericaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acrotriche_depressa,Acrotriche,depressa,Ericaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acrotriche_fasciculiflora,Acrotriche,fasciculiflora,Ericaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acrotriche_halmaturina,Acrotriche,halmaturina,Ericaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acrotriche_patula,Acrotriche,patula,Ericaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acrotriche_rigida,Acrotriche,rigida,Ericaceae,,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,,,,,,,,,,,,,,,,,,
Acrotriche_serrulata,Acrotriche,serrulata,Ericaceae,,C3,,C3,"Kattge et al., 2020",,,,,,,,,,,,,,,,,,,
Actinobole_condensatum,Actinobole,condensatum,Asteraceae,,C3,,C3,TERN SIA,,,-30.38,,,WAA012569,leaves,WAAGES0003-58025,-27.60539444,114.6921583,31/08/2016,,,,,,,,CSIRO-2019
Actinobole_oldfieldiana,Actinobole,oldfieldiana,Asteraceae,,U,C3,C3,Photosynthetic Pathway of other speices (TERN SIA),No evidence of a C4 species in this lineage,,,,,,,,,,,,,,,,,,
