Spp No,VBA TAXON_ID,Species,Common Name,"PERSEED D, S, G, C, Z (F=inadequate data)","PERVEG V, U, W, N, X (F=inadequate data)","T, I, R, M, K (F=inadequate data)","JUVEN 1, 2, 5, 10, 20, 40 (F=inadequate data)","SPP LIFE 3, 10, 20, 50, 100 (F=inadequate data)","INDIV LIFE A, ASP, B, SP, MP, LP (F = inadequate data)","GEOPHYTE Y, N",MINTFI: Y,VIC ADV,"KFRS: 1, 2, 3, N",REFERENCES  ,
1009,501009,Deyeuxia affinis,Allied Bent-grass,,,,,,,,,Endangered,,,
1011,501011,Deyeuxia brachyathera,Short Bent-grass,G,W,T,1,,SP,N,,,N,10,
1012,501012,Deyeuxia carinata,Keeled Bent-grass,G,W,T,1,100,SP,N,,Rare,N,"10, 26, 28",
1013,501013,Deyeuxia contracta,Compact Bent-grass,,,,,,,,,,,,
1014,501014,Deyeuxia crassiuscula,Thick Bent-grass,G,W,T,1,100,SP,N,,Rare,N,"[4], 10",PERSEED = S [4]
1015,501015,Deyeuxia decipiens,Devious Bent-grass,,,,,,,,,Vulnerable,,,
1016,501016,Deyeuxia densa,Heath Bent-grass,,F,T,1,100,SP,N,,,N,,
1017,501017,Deyeuxia frigida,Forest Bent-grass,,,,2,,,,,,,43,
1018,501018,Deyeuxia gunniana,,,,,,,,,,,,,
1010,501010,Deyeuxia imbricata,Bent-grass,,,,,,,,,Vulnerable,,,
3697,503697,Deyeuxia innominata,Short Bent-grass,G,W,T,1,100,,N,,,N,"[4], 10",PERSEED = S [4]
1020,501020,Deyeuxia minor,Small Bent-grass,,F,T,1,100,ASP,N,,,N,,
1021,501021,Deyeuxia monticola,Mountain Bent-grass,G,W,T,1,100,SP,N,,,N,"[4], 10, 43",PERSEED = S [4]
4611,504611,Deyeuxia nudiflora,,,,,,,,,,,,,
4422,,Deyeuxia parviseta,,,,,,,,,,,,,
1026,501026,Deyeuxia pungens,Narrow-leaf Bent-grass,C,N,I,F,,,N,,Vulnerable,N,8,
1023,501023,Deyeuxia quadriseta,Reed Bent-grass,,F,T,1,,,N,,,N,"[4], 43",
5484,505484,Deyeuxia quadriseta (slender flaccid variant),Slender Reed Bent-grass,,,,,,,,,Rare,,,
1024,501024,Deyeuxia rodwayi,Tasman Bent-grass,,,,,,,,,,,,
1025,501025,Deyeuxia scaberula,Rough Bent-grass,,,,,,,,,,,,
3785,503785,Deyeuxia talariata,Skirted Bent-grass,,,,,,,,,Vulnerable,,,
5555,505555,Dianella admixta,Black-anther Flax-lily,,,,,,,,,,,,
5084,505084,Dianella amoena,Matted Flax-lily,,,,,,,,,Endangered,,,
4412,504412,Dianella brevicaulis,Small-flower Flax-lily,,,,,,,,,,,,
1027,,Dianella caerulea,,F,N,,,,,Y,,,N,70,
5086,505086,Dianella callicarpa,Swamp Flax-lily,,,,,,,,,Rare,,,
5559,505559,Dianella laevis,Smooth Flax-lily,,,,,,,,,,,,
4419,504419,Dianella longifolia var. grandis s.l.,Glaucous Flax-lily,,,,,,,,,,,,
4420,504420,Dianella longifolia var. longifolia s.l.,Pale Flax-lily,,V,T,5,100,,,,,N,,
4266,504266,Dianella porracea,Riverine Flax-lily,,,,,,,,,Vulnerable,,,
1029,501029,Dianella revoluta s.l.,Black-anther Flax-lily,Z,V,T,5,100,MP,Y,,,N,"1, [5], 12, 19, 43","JUVEN = 2 [5], 3 [43]"
4413,504413,Dianella revoluta var. revoluta s.l.,Black-anther Flax-lily,,V,I,5,100,,,,,N,,
5560,505560,Dianella sp. aff. longifolia (Benambra),Arching Flax-lily,,,,,,,,,Vulnerable,,,
7396,507396,Dianella sp. aff. longifolia (Montrose),Flax Lily,,,,,,,,,Poorly known,,,
7399,507399,Dianella sp. aff. longifolia (Riverina),Pale Flax-lily,,,,,,,,,Vulnerable,,,
5557,505557,Dianella sp. aff. revoluta (Coastal),Coast Flax-lily,,,,,,,,,,,,
7416,507416,Dianella sp. aff. revoluta (Cobberas),Snow-gum Flax-lily,,,,,,,,,Poorly known,,,
5552,505552,Dianella sp. aff. revoluta (Crib Point),Slender Flax-lily,,,,,,,,,Endangered,,,
5562,505562,Dianella sp. aff. revoluta (Genoa),Eastern Flax-lily,,,,,,,,,Rare,,,
5553,505553,Dianella sp. aff. revoluta (Mallee),Mallee Flax-lily,,,,,,,,,,,,
5556,505556,Dianella sp. aff. revoluta (Montane),Mountain Flax-lily,,,,,,,,,,,,
5554,505554,Dianella sp. aff. revoluta (North-west Victoria),Stiff Flax-lily,,,,,,,,,,,,
5551,505551,Dianella sp. aff. tasmanica (Snowfields),Snow Flax-lily,,,,,,,,,,,,
5550,505550,Dianella sp. aff. tasmanica (Snowy River),Rock Flax-lily,,,,,,,,,Rare,,,
5085,505085,Dianella tarda,Late-flower Flax-lily,,,,,,,,,Vulnerable,,,
1030,501030,Dianella tasmanica s.l.,Tasman Flax-lily,S,V,I,5,100,LP,Y,,,N,[4],"JUVEN = 1 [4], JUVEN = 3 [43]"
1031,501031,Dianthus armeria,Deptford Pink,,,,,,,,,,,,
5821,505821,Dianthus barbatus,Sweet William,,,,,,,,,,,,
1032,515539,Dichanthium sericeum,,F,U,I,1,50,MP,N,,,,"62, 75",
1033,501033,Dichelachne crinita,Long-hair Plume-grass,F,N,T,1,50,SP,,,,N,"[4], 12, 43",PERVEG = W [4]
4528,504528,Dichelachne hirtella,Hairy Plume-grass,,,,,,,,,,,,
3760,503760,Dichelachne inaequiglumis,Loose Plume-grass,G,W,T,1,50,SP,N,,,N,"[4], 10",PERVEG = V [4]
5797,505797,Dichelachne micrantha,Small-seed Plume-grass,,,,2,,,,,,,43,
3792,503792,Dichelachne rara,Common Plume-grass,F,X,I,2,50,SP,N,,,N,"43, 75",
1034,501034,Dichelachne sciurea spp. agg.,Short-hair Plume-grass,,F,T,1,50,SP,N,,,N,,
3791,503791,Dichelachne sieberiana,Rough Plume-grass,,,,2,,,,,,,43,
5730,505730,Dichondra micrantha,False Pennywort,,,,,,,,,,,,
1036,501036,Dichondra repens,Kidney-weed,C,N,T,1,100,LP,Y,,,N,"[3], [4], [5], [9], [10]","PERVEG = V [3, 5, 9]; PERSEED = S [4]; PERVEG = V [10]"
5786,505786,Dichondra sp. 1,Silky Kidney-weed,,,,,,,,,Rare,,,
1039,501039,Dicksonia antarctica,Soft Tree-fern,,,,,,,,,,,,
5995,505995,Dierama pulcherrimum,Hair Bells,,,,,,,,,,,,
1040,501040,Digitalis purpurea,Foxglove,,,,,,,,,,,,
1041,501041,Digitaria ammophila,Silky Umbrella-grass,,,,,,,,,Vulnerable,,,
1042,501042,Digitaria brownii,Cotton Panic-grass,D,U,I,1,50,SP,N,,Poorly known,,75,
1044,501044,Digitaria diffusa,Open Summer-grass,,,,,,,,,Endangered,,,
1045,501045,Digitaria divaricatissima,,,,,,,,,,,,,
1047,501047,Digitaria ischaemum,Smooth Summer-grass,,,,,,,,,,,,
1048,501048,Digitaria sanguinalis,Summer Grass,F,,T,1,100,SP,,,,N,,
5931,515549,Dillwynia cinerascens,,S,X,I,5,50,MP,N,,,2,,
1051,501051,Dillwynia glaberrima,Smooth Parrot-pea,S,N,T,5,50,MP,N,,,2,55,
1052,501052,Dillwynia hispida,Red Parrot-pea,G,X,I,5,50,MP,N,,,2,1,
1053,501053,Dillwynia juniperina,Prickly Parrot-pea,,,,,,,,,,,,
1054,501054,Dillwynia oreodoxa,Grampians Parrot-pea,S,,I,10,,MP,N,,Rare,3,5,
1057,501057,Dillwynia phylicoides,Small-leaf Parrot-pea,S,N,I,5,50,MP,N,,,3,"38, 54",
1055,501055,Dillwynia prostrata,Matted Parrot-pea,S,,,,,,,,Vulnerable,N,,
1056,501056,Dillwynia ramosissima,Bushy Parrot-pea,,,,,,,,,,,,
1058,501058,Dillwynia sericea,Showy Parrot-pea,S,X,I,5,50,MP,N,,,2,"55, 68",
5934,505934,Dillwynia sericea subsp. 1 (Southern Victoria),Rough Parrot-pea,,,,,,,,,,,,
5933,505933,Dillwynia sericea subsp. 2 (North-west),Showy Parrot-pea,,,,,,,,,,,,
4605,504605,Dillwynia sieberi,Sieber's Parrot-pea,,,,,,,,,Rare,,,
5932,505932,Dillwynia sp. aff. cinerascens (Pine Mountain),Lesser Grey Parrot-pea,,,,,,,,,Poorly known,,,
1059,501059,Dillwynia uncinata,Silky Parrot-pea,,,,,,,,,Rare,,,
1063,501063,Diplarrena moraea,White Iris,,U,,1,,MP,,,,N,23,
1064,501064,Diplaspis nivis,Snow Pennywort,Z,V,T,2,100,MP,Y,,Rare,N,"[4], 26, 28","PERVEG = W, JUVEN = 1 [4]"
312,500312,Diplazium australe,Austral Lady-fern,,,,,,,,,,,,
1065,501065,Diplotaxis muralis,Wall Rocket,,,,,,,,,,,,
1066,501066,Diplotaxis tenuifolia,Sand Rocket,,,,,,,,,,,,
4500,504500,Dipodium campanulatum,Bell-flower Hyacinth-orchid,D,U,T,F,100,LP,Y,,Endangered,N,"27, 49",
1067,501067,Dipodium hamiltonianum,Yellow Hyacinth-orchid,,U,T,5,100,LP,Y,,Endangered,N,27,
324,500324,Dipodium pardalinum,Spotted Hyacinth-orchid,,,,,,,Y,,Rare,N,27,
1150,515568,Dipodium punctatum,,,U,T,5,100,LP,Y,,,N,27,
4889,515569,Dipodium roseum,,,U,T,5,100,LP,Y,,,,"27, 43",JUVEN = 2 [43]
3688,503688,Dipodium variegatum,Blotched Hyacinth-orchid,,,,,,,Y,,Rare,,,
1069,501069,Dipogon lignosus,Common Dipogon,,,,,,,,,,,,
1070,,Dipsacus fullonum,,,,,,,,,,,,,
5483,505483,Disa bracteata,South African Orchid,,,,,,,,,,,,
1071,501071,Discaria nitida,Shining Anchor Plant,S,V,T,F,,,N,,Endangered,,8,
1072,501072,Discaria pubescens,Australian Anchor Plant,,X,T,5,20,LP,N,,Rare,N,"26, 28, 68",
1073,,Disphyma crassifolium,,,,,,,,,,,,,
1074,,Dissocarpus biflorus,,,,,,,,,,,,,
1075,501075,Dissocarpus paradoxus,Hard-head Saltbush,,,,,,,,,,,,
1076,501076,Distichlis distichophylla,Australian Salt-grass,F,U,T,1,100,LP,,,,N,75,
1077,501077,Dittrichia graveolens,Stinkwort,D,,T,1,100,A,,,,N,,
1468,501468,Diuris aff. pardina (Western Goldfields),Short-tail Leopard-orchid,,,,,,,Y,,Poorly known,N,27,
1473,,Diuris basaltica,,D,U,T,1,100,MP,Y,,,N,"27, 59",spring burn likely to have a negative impact
1061,501061,Diuris behrii,Golden Cowslips,,,,,,,Y,,Vulnerable,N,27,
5423,505423,Diuris chryseopsis,Golden Moths,,U,T,5,100,LP,Y,,,N,27,
4416,504416,Diuris dendrobioides,Wedge Diuris,,,,,,,Y,,Endangered,N,27,
4414,504414,Diuris fragrantissima,Sunshine Diuris,,,,,,,Y,,Endangered,N,27,
1083,501083,Diuris lanceolata s.l.,Golden Moths,,,,,,,Y,,,N,27,
5424,505424,Diuris monticola,Mountain Golden Moths,,,,,,,Y,,,N,27,
1512,501512,Diuris ochroma,Pale Golden Moths,Z,U,T,1,50,MP,Y,,Endangered,N,"26, 28",
1079,501079,Diuris orientis,Wallflower Orchid,,U,T,5,100,LP,Y,,,N,27,
1082,501082,Diuris palustris,Swamp Diuris,,,,,,,Y,,Vulnerable,N,27,
1080,501080,Diuris pardina,Leopard Orchid,,U,T,5,100,LP,Y,,,N,27,
7234,507234,Diuris pedunculata s.s.,,,,,,,,Y,,,N,27,
1084,515593,Diuris punctata,,,,,,,,Y,,,N,27,
5682,505682,Diuris sp. aff. dendrobioides (Bairnsdale),Blotched Diuris,,,,,,,Y,,Endangered,N,27,
1085,501085,Diuris sulphurea,Tiger Orchid,,U,T,5,100,LP,Y,,,N,27,
5275,505275,Diuris tricolor,Painted Diuris,,,,,,,Y,,Endangered,N,27,
1078,501078,Diuris X fastidiosa,Proud Diuris,,,,,,,Y,,Endangered,N,27,
1081,501081,Diuris X palachila,Broad-lip Diuris,,,,,,,Y,,Rare,N,27,
1003,,Dockrillia striolata,,,,,,,,N,,,3,,
1087,501087,Dodonaea boroniifolia,Hairy Hop-bush,G,N,I,5,100,MP,N,,Rare,N,"18, 68",
1088,501088,Dodonaea bursariifolia,Small Hop-bush,G,N,I,5,100,MP,N,,,3,"[5], 19",PERVEG = Y[5]
3685,503685,Dodonaea heteromorpha,Maple-fruited Hop-bush,,,,,,,,,Presumed extinct,,,
3686,503686,Dodonaea hexandra,Horned Hop-bush,,,,,,,,,Vulnerable,,,
1090,501090,Dodonaea procumbens,Trailing Hop-bush,G,X,I,5,50,LP,N,,Vulnerable,,60,WEAK RE-SPROUTER
1091,501091,Dodonaea rhombifolia,Broad-leaf Hop-bush,G,X,I,,,,N,,Rare,3,21,
1092,501092,Dodonaea stenozyga,Desert Hop-bush,,,,,,,,,,,,
1093,501093,Dodonaea triquetra,Large-leaf Hop-bush,,PERVEG,,,,,,,,,68,
1094,501094,Dodonaea truncatiales,Angular Hop-bush,,,,,,,,,Vulnerable,,,
1095,501095,Dodonaea viscosa,Sticky Hop-bush,,PERVEG,,,,,,,,,68,
5413,505413,Dodonaea viscosa 'Purpurea',Purple Hop-bush,,,,,,,,,,,,
4427,504427,Dodonaea viscosa subsp. angustifolia,Giant Hop-bush,,,,,,,,,Rare,,,
4428,504428,Dodonaea viscosa subsp. angustissima,Slender Hop-bush,F,N,T,10,100,MP,N,Y,,N,"19, 61",
1089,501089,Dodonaea viscosa subsp. cuneata,Wedge-leaf Hop-bush,G,W,T,10,100,LP,N,Y,,3,[2] 5,PERSEED = S [2]
4421,504421,Dodonaea viscosa subsp. spatulata,Sticky Hop-bush,G,X,T,10,100,LP,N,Y,,3,"[5], 18",PERVEG  = W [5]
1096,501096,Doodia aspera,Prickly Rasp-fern,,,,,,,,,,,,
1098,501098,Doodia australis,Common Rasp-fern,,,,,,,,,,,,
1097,501097,Doodia caudata,Small Rasp-fern,,,,,,,,,,,,
1099,501099,Drabastrum alpestre,Mountain Cress,S,U,T,2,100,SP,,,Vulnerable,N,"26, 28",
3696,503696,Drosanthemum candens,Rodondo Creeper,,,,,,,,,,,,
1101,501101,Drosera arcturi,Alpine Sundew,,,,,,,,,Rare,,,
1102,501102,Drosera auriculata,,,U,T,1,100,MP,Y,,,N,,
1103,501103,Drosera binata,Forked Sundew,,,,,,,,,,,,
1104,501104,Drosera glanduligera,Scarlet Sundew,F,,T,1,100,A,,,,N,,
1105,501105,Drosera indica,,,,,,,,,,,,,
1106,501106,Drosera macrantha,,C,,T,1,100,MP,Y,,,N,,
3689,503689,Drosera peltata,,C,V,T,1,50,MP,Y,,,N,"4, 12, 55",
1107,501107,Drosera peltata s.l.,,,,T,1,50,MP,Y,,,N,,
1108,501108,Drosera pygmaea,Tiny Sundew,F,,T,1,100,A,,,,N,,
1109,501109,Drosera spatulata,Rosy Sundew,,,,,,,,,,,,
1110,501110,Drosera whittakeri subsp. aberrans,,F,V,T,1,100,MP,Y,,,3,"5, 12",
1111,501111,Drymophila cyanocarpa,Turquoise Berry,,,,2,,,,,,,43,
1112,501112,Dryopoa dives,Giant Mountain-grass,S,X,T,1,100,SP,N,,,,"62, 75",
5997,505997,Dryopteris atrata,,,,,,,,,,,,,
1114,515613,Dysphania glomulifera,,,,,,,,,,,,,
1115,501115,Dysphania simulans,Spiked Pigweed,,,,,,,,,Endangered,,,
1116,501116,Ecballium elaterium,Squirting Cucumber,,,,,,,,,,,,
1117,501117,Echinochloa colona,Awnless Barnyard-grass,,,,,,,,,,,,
1118,501118,Echinochloa crus-galli,Barnyard Grass,,,,,,,,,,,,
1119,501119,Echinochloa esculenta,Japanese Millet,,,,,,,,,,,,
3719,503719,Echinochloa frumentacea,Siberian Millet,,,,,,,,,,,,
1525,,Echinochloa muricata,,,,,,,,,,,,,
1120,515616,Echinopogon caespitosus,,,,,,,,,,,,,
1121,501121,Echinopogon cheelii,Long-flower Hedgehog-grass,,,,1,,,,,,,43,
1122,501122,Echinopogon ovatus,Common Hedgehog-grass,F,U,T,1,50,SP,N,,,N,"9, 43, 75",JUVEN = 2 [43]
5731,505731,Echium candicans,Pride of Madeira,,,,,,,,,,,,
1123,501123,Echium plantagineum,Paterson's Curse,C,,T,1,20,A,,,,N,,
1124,501124,Echium vulgare,Viper's Bugloss,,,,,,,,,,,,
1125,501125,Eclipta platyglossa,,,,,,,,,,,,,
1126,501126,Egeria densa,Dense Waterweed,,,,,,,,,,,,
1127,501127,Ehrharta calycina,Perennial Veldt-grass,,,,,,,,,,,,
1128,515618,Ehrharta erecta,,,,,,,,,,,,,
1129,501129,Ehrharta longiflora,Annual Veldt-grass,,,T,1,100,A,,,,N,,
1130,,Ehrharta villosa,,,,,,,,,,,,,
1131,501131,Eichhornia crassipes,Water Hyacinth,,,,,,,,,,,,
1132,501132,Einadia hastata,Saloop,C,X,T,2,100,SP,N,,,N,"9, 21",PERSEED = D (9)
1133,501133,Einadia nutans,Nodding Saltbush,C,X,T,2,100,SP,N,,,N,19,
1134,501134,Einadia trigonos,Lax Goosefoot,F,X,T,2,100,SP,N,,,3,9,
3702,503702,Elachanthus glaber,Smooth Elachanth,,,,,,,,,Rare,,,
1135,501135,Elachanthus pusillus,Small Elachanth,,,,,,,,,Rare,,,
1136,501136,Elaeocarpus holopetalus,Black Oliveberry,,,,,,,,,,,,
1137,501137,Elaeocarpus reticulatus,Blue Oliveberry,D,,,,,,,,,2,,
1138,501138,Elatine gratioloides,Waterwort,D,,T,1,100,A,,,,N,,
1139,501139,Eleocharis acuta,Common Spike-sedge,,N,T,1,100,MP,Y,,,N,,
1140,501140,Eleocharis atricha,Tuber Spike-sedge,,,,,,,,,,,,
1141,501141,Eleocharis gracilis,Slender Spike-sedge,,V,T,1,100,SP,,,,N,10,
4674,504674,Eleocharis macbarronii,Grey Spike-sedge,,,,,,,,,Poorly known,,,
1142,501142,Eleocharis minuta,Variable Spike-sedge,,,,,,,,,,,,
5619,505619,Eleocharis obicis,Striate Spike-sedge,,,,,,,,,Vulnerable,,,
1143,501143,Eleocharis pallens,Pale Spike-sedge,,,,,,,,,Poorly known,,,
1144,501144,Eleocharis plana,Flat Spike-sedge,,,,,,,,,Vulnerable,,,
1145,501145,Eleocharis pusilla,Small Spike-sedge,,,,,,,,,,,,
1146,501146,Eleocharis sphacelata,Tall Spike-sedge,,N,T,1,100,MP,Y,,,N,,
1147,501147,Eleusine indica,Goose-grass,,,,,,,,,,,,
1148,501148,Eleusine tristachya,American Crows-foot Grass,,,,,,,,,,,,
1149,501149,Elodea canadensis,Canadian Pondweed,,,,,,,,,,,,
1583,501583,Elymus multiflorus,,,,,,,,,,,,,
144,500144,Elytrigia pungens,Sea Couch-grass,,,,,,,,,,,,
145,500145,Elytrigia repens,English Couch,,,,,,,,,,,,
1152,501152,Elytrophorus spicatus,Spike Grass,,,,,,,,,Poorly known,,,
1153,501153,Emex australis,Spiny Emex,,,,,,,,,,,,
1154,501154,Emex spinosa,Lesser Jack,,,,,,,,,,,,
1155,501155,Empodisma minus,Spreading Rope-rush,,V,T,2,100,LP,Y,,,3,"[4, 10]",JUVEN = 1 [4] [10]
1156,515632,Enchylaena tomentosa,,D,,T,5,100,MP,,,,N,,
1157,501157,Enneapogon avenaceus,Common Bottle-washers,,,,,,,,,,,,
1158,501158,Enneapogon gracilis,Slender Bottle-washers,,,,,,,,,Vulnerable,,,
1159,501159,Enneapogon nigricans,Dark Bottle-washers,S,W,T,2,50,MP,N,,,,"9, 75",
1160,501160,Enteropogon acicularis,Spider Grass,S,U,T,1,50,MP,N,,,,75,
1161,501161,Entolasia marginata,Bordered Panic,,,,,,,,,,,,
3790,503790,Entolasia stricta,Upright Panic,,,,,,,,,Poorly known,,,
1162,501162,Epacris breviflora,Drumstick Heath,G,V,T,5,100,LP,N,,,3,"4, 10, 38, 43, 68",JUVEN = 2 [43]
4633,504633,Epacris celata,Cryptic Heath,,V,T,5,100,,N,,Rare,3,4,
1164,501164,Epacris glacialis,Reddish Bog-heath,,V,T,5,100,LP,N,,Rare,3,4,
1681,501681,Epacris gunnii,Ace of Spades,G,X,T,5,50,LP,N,,,3,"4, 38",
1165,501165,Epacris impressa,Common Heath,S,N,I,5,50,MP,N,,,3,"[4, 5], 43, 55, 70","TIRMK = T, PERSEED = G (Stringybark EVC), JUVEN = 5 [5], JUVEN = 3 [43]"
4477,504477,Epacris impressa var. grandiflora,Grampians Heath,,PERVEG,,,,,N,,Rare,,64,
4478,504478,Epacris impressa var. impressa,Common Heath,,,,,,,N,,,,,
1166,501166,Epacris lanuginosa,Woolly-style Heath,S,N,T,5,,MP,N,,,3,[5],
5251,,Epacris microphylla,,,PERVEG,,,,,N,,,,68,
5250,505250,Epacris microphylla var. microphylla,Coast Coral Heath,,,,,,,N,,Vulnerable,,,
1163,501163,Epacris microphylla var. rhombifolia,Mountain Coral Heath,,,,,,,N,,Rare,,,
1168,501168,Epacris obtusifolia,Blunt-leaf Heath,PERSEED,,T,5,50,MP,N,,,3,68,
1169,501169,Epacris paludosa,Swamp Heath,Z,V,T,5,50,LP,N,,,3,"4, 38",
1170,501170,Epacris petrophila,Snow Heath,,,,,,,,,Rare,,,
1172,501172,Epaltes cunninghamii,Tall Nut-heads,,,,,,,,,Vulnerable,,,
1174,501174,Epilobium billardierianum,Variable Willow-herb,,,,,,,,,,,,
4444,504444,Epilobium billardierianum subsp. billardierianum,Smooth Willow-herb,S,,,,100,,,,,N,,
4445,504445,Epilobium billardierianum subsp. cinereum,Grey Willow-herb,S,,,,100,,,,,N,,
4446,504446,Epilobium billardierianum subsp. hydrophilum,Robust Willow-herb,,,,,,,,,,,,
4447,504447,Epilobium billardierianum subsp. intermedium,Variable Willow-herb,,,,,,,,,,,,
1175,,Epilobium brunnescens,,,,,,,,,,,,,
1176,501176,Epilobium ciliatum,Glandular Willow-herb,,,,,,,,,,,,
1177,501177,Epilobium curtisiae,Bald-seeded Willow-herb,,,,,,,,,Rare,,,
1178,501178,Epilobium gunnianum,Gunn's Willow-herb,D,X,T,1,100,SP,,,,N,4,
4798,504798,Epilobium hirsutum,Great Willow-herb,,,,,,,,,,,,
1179,501179,Epilobium hirtigerum,Hairy Willow-herb,F,,T,1,100,SP,,,,N,,
1180,501180,Epilobium pallidiflorum,Showy Willow-herb,,,,,,,,,,,,
1181,501181,Epilobium sarmentaceum,Mountain Willow-herb,S,F,T,1,50,ASP,N,,Rare,N,"26, 28, 43",
1182,501182,Epilobium tasmanicum,Snow Willow-herb,,,,,,,,,Vulnerable,,,
1183,501183,Epilobium willisii,Carpet Willow-herb,,,,,,,,,Presumed extinct,,,
1192,501192,Eragrostis alveiformis,Granite Love-grass,,,,,,,,,Poorly known,,,
1184,501184,Eragrostis australasica,Cane Grass,,,,,,,,,Vulnerable,,,
1185,501185,Eragrostis brownii,Common Love-grass,S,U,T,1,50,SP,N,,,N,"18, 75",
1186,501186,Eragrostis cilianensis,Stink Grass,,,,,,,,,,,,
1187,501187,Eragrostis curvula,African Love-grass,,,,,,,,,,,,
1189,501189,Eragrostis diandra,,,F,T,1,100,SP,,,,N,,
1188,501188,Eragrostis dielsii,Mallee Love-grass,,,,,,,,,,,,
5252,505252,Eragrostis exigua,Slender Love-grass,,,,,,,,,Endangered,,,
3705,503705,Eragrostis falcata,Sickle Love-grass,,,,,,,,,Poorly known,,,
3708,503708,Eragrostis infecunda,Southern Cane-grass,,,,,,,,,,,,
1190,501190,Eragrostis lacunaria,Purple Love-grass,,,,,,,,,Vulnerable,,,
5253,505253,Eragrostis leptocarpa,Drooping Love-grass,,,,,,,,,Poorly known,,,
3717,503717,Eragrostis leptostachya,Paddock Love-grass,,,,,,,,,Poorly known,,,
1191,501191,Eragrostis mexicana,Mexican Love-grass,,,,,,,,,,,,
4450,504450,Eragrostis mexicana subsp. mexicana,Mexican Love-grass,,,,,,,,,,,,
4451,504451,Eragrostis mexicana subsp. virescens,Mexican Love-grass,,,,,,,,,,,,
1696,501696,Eragrostis minor,Smaller Stink-grass,,,,,,,,,,,,
1193,501193,Eragrostis parviflora,Weeping Love-grass,,F,T,1,100,SP,,,,N,,
5254,505254,Eragrostis pergracilis,Small Love-grass,,,,,,,,,Poorly known,,,
1194,501194,Eragrostis pilosa,Soft Love-grass,,,,,,,,,,,,
1195,501195,Eragrostis setifolia,Bristly Love-grass,,,,,,,,,Vulnerable,,,
5255,505255,Eragrostis superba,Heartseed Grass,,,,,,,,,,,,
5256,505256,Eragrostis tef,Teff,,,,,,,,,,,,
1197,501197,Eragrostis trachycarpa,Rough-grain Love-grass,,,,,,,,,Rare,,,
1198,501198,Eremophila bignoniiflora,Bignonia Emu-bush,,,,,,,,,Vulnerable,,,
1199,501199,Eremophila crassifolia,Thick-leaf Emu-bush,G,X,I,5,100,MP,N,,Rare,2,19,
7464,507464,Eremophila debilis,Winter Apple,,,,,,,,,Endangered,,,
2237,502237,Eremophila deserti,Turkey Bush,,,,,,,,,,,,
1200,515650,Eremophila divaricata,,,,,,,,,,,,,
1201,501201,Eremophila gibbifolia,Coccid Emu-bush,,,,,,,,,Rare,,,
1202,501202,Eremophila glabra,Common Emu-bush,G,N,,5,100,LP,N,,,N,19,2 distinct forms behave differently ecologically post-fire (19)
4481,,Eremophila glabra subsp. 1,,,,,,,,,,,,,
4482,,Eremophila glabra subsp. 2,,,,,,,,,,,,,
1203,501203,Eremophila longifolia,Berrigan,,,,,,,,,,,,
1204,,Eremophila maculata,,,,,,,,,,,,,
1205,,Eremophila oppositifolia,,,,,,,,,,,,,
1206,501206,Eremophila polyclada,Twiggy Emu-bush,,,,,,,,,Vulnerable,,,
1207,501207,Eremophila scoparia,Silvery Emu-bush,,,,,,,,,Rare,,,
1208,501208,Eremophila sturtii,Narrow-leaf Emu-bush,,,,,,,,,Endangered,,,
3709,503709,Erica arborea,Tree Heath,,,,,,,,,,,,
1209,501209,Erica baccans,Berry-flower Heath,F,,,5,,MP,N,,,,58,
1210,501210,Erica lusitanica,Spanish Heath,F,,T,5,,MP,N,,,,58,
1706,501706,Erica quadrangularis,Angled Heath,,,,,,,,,,,,
1216,501216,Erigeron bellidioides,Violet Fleabane,D,W,T,1,100,SP,,,,N,4,
1211,501211,Erigeron conyzoides,Daisy Fleabane,,,,,,,,,Vulnerable,,,
1212,501212,Erigeron karvinskianus,Seaside Daisy,,,,,,,,,,,,
1215,501215,Erigeron nitidus,Sticky Fleabane,Z,U,T,2,100,SP,n,,Rare,N,"26, 28, [40]",PERSEED = mostly reseeding [40]
1214,501214,Erigeron paludicola,Bog Fleabane,,,,,,,,,,,,
4483,504483,Erigeron tasmanicus,Tasmanian Fleabane,,,,,,,,,Vulnerable,,,
5295,505295,Eriobotrya japonica,Loquat,,,,,,,,,,,,
1217,501217,Eriocaulon australasicum,Southern Pipewort,,,,,,,,,Endangered,,,
1218,501218,Eriocaulon scariosum,Common Pipewort,,,,,,,,,Rare,,,
1219,501219,Eriochilus cucullatus,,,W,T,5,100,LP,Y,,,N,"[4, 10], 43","JUVEN = 2 [4, 43]; JUVEN = 1 [10]"
2112,502112,Eriochiton sclerolaenoides,Woolly-fruit Bluebush,,,,,,,,,,,,
5666,515659,Eriochlamys behrii,,,,,,,,,,,,,
5661,,Eriochlamys sp. 1,,,,,,,,,,,,,
3706,503706,Eriochloa crebra,Tall Cup-grass,,,,,,,,,Poorly known,,,
1221,501221,Eriochloa pseudoacrotricha,Early Spring-grass,,,,,,,,,,,,
1230,501230,Erodium botrys,Big Heron's-bill,F,,T,1,100,A,,,,N,,
1231,501231,Erodium brachycarpum,Hairy-pit Heron's-bill,,,,,,,,,,,,
1232,501232,Erodium cicutarium,Common Heron's-bill,,,,,,,,,,,,
1233,501233,Erodium crinitum,Blue Heron's-bill,F,X,T,1,100,A,N,,,N,"12, 19",
