Ecosystem,species records,R+,S+,resp.type,Conserved R+,Conserved S+,Genus number,Genus,Family,Family number
Eucalypt Forest,Leptospermum_sp.,yes,no,Basal,Conserved,Conserved,316,Leptospermum,Myrt,78
Eucalypt Forest,Leptospermum_sphaerocarpum,X,X,X,Conserved,Conserved,316,Leptospermum,Myrt,78
Heath,Leptospermum_spinescens,yes,yes,X,Conserved,Conserved,316,Leptospermum,Myrt,78
Eucalypt Forest,Leptospermum_spp_aff_grandifolium,X,X,X,Conserved,Conserved,316,Leptospermum,Myrt,78
Eucalypt Forest,Leptospermum_spp.,X,X,X,Conserved,Conserved,316,Leptospermum,Myrt,78
Eucalypt Forest,Leptospermum_squarrosum,no,X,Killed,Conserved,Conserved,316,Leptospermum,Myrt,78
Eucalypt Forest,Leptospermum_trinervium,yes,yes,Epicormic,Conserved,Conserved,316,Leptospermum,Myrt,78
Eucalypt Forest,Leptsopermum_microcarpum,yes,yes,Basal,Conserved,Conserved,316,Leptospermum,Myrt,78
Savanna,Lespedeza_juncea_,yes,yes,Basal,Unknown,Conserved,317,Lespedeza,Fabo,52
Eucalypt Forest,Lespedeza_juncea_ssp_sericea,X,X,X,Unknown,Conserved,317,Lespedeza,Fabo,52
Eucalypt Forest,Leucopogon,X,X,X,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Forest,Leucopogon,X,X,X,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Forest,Leucopogon_amplexicaulis,no,X,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Forest,Leucopogon_appressus,no,X,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Forest,Leucopogon_attenuatus,yes,yes,Basal,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_australis,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Forest,Leucopogon_biflorus,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_capitellatus,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_compressicarpus,X,yes,X,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_concinnus,X,yes,X,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Forest,Leucopogon_confertus,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_conostephioides,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Shrubland,Leucopogon_costatus,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_cuneifolius,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_cuspidatus,yes,no,Basal,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_dielsianus,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_ericoides,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Forest,Leucopogon_esquamatus,no,X,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Forest,Leucopogon_exolasius,no,X,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Shrubland,Leucopogon_fimbriatus,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Forest,Leucopogon_fletcheri_subsp._brevisepalus,yes,X,X,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Forest,Leucopogon_fletcheri_subsp._fletcheri,yes,X,X,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Forest,Leucopogon_fraseri,yes,no,Basal,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Forest,Leucopogon_gelidus,X,X,X,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_glabellus,yes,yes,X,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_glacialis,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_gracillimus,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Forest,Leucopogon_hookeri,yes,no,Basal,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_juniperinus,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Forest,Leucopogon_lanceolatus,yes,yes,Basal,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Forest,Leucopogon_lanceolatus_var._lanceolatus,yes,yes,Basal,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Forest,Leucopogon_margarodes,yes,X,X,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Forest,Leucopogon_melaleucoides,yes,yes,Basal,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Forest,Leucopogon_microphyllus,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Forest,Leucopogon_microphyllus_var_microphyllus,X,X,X,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Forest,Leucopogon_microphyllus_var._microphyllus,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_microphyllus_var._pilibundus,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_montanus,yes,no,Basal,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Forest,Leucopogon_muticus,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_neo-anglicus,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_obtectus,yes,yes,X,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_parviflorus,yes,yes,Basal,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_pendulus,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_propinquus,yes,yes,X,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_racemulosus,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_rodwayi,yes,yes,Basal,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_rufus,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Forest,Leucopogon_setiger,no,X,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_sp.,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_sp._'Hairy',X,yes,X,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_sp._aff._appressus,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_sp._Bifid_Eneabba,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_sp._Coujinup_(M.A._Burgman_1085),no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_sp._Lake_King_(A.J.G._Wilson_65),no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_sp._lesueur,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_sp._Wheatbelt_(S._Murray_257),no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Forest,Leucopogon_spp.,X,X,X,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Forest,Leucopogon_spp.,X,X,X,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_tamminensis_var._australis,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_verticillatus,yes,yes,X,Conserved,Conserved,318,Leucopogon,Eric,47
Heath,Leucopogon_virgatus,yes,yes,Basal,Conserved,Conserved,318,Leucopogon,Eric,47
Eucalypt Shrubland,Leucopogon_woodsii,no,yes,Killed,Conserved,Conserved,318,Leucopogon,Eric,47
Rainforest,Linospadix_monostachya_,yes,no,Basal,Unknown,Unknown,319,Linospadix,Arec,11
Eucalypt Shrubland,Lissanthe_rubicunda,X,yes,X,Unknown,Strongly Conserved,320,Lissanthe,Eric,47
Eucalypt Forest,Lissanthe_sapida,X,X,X,Unknown,Strongly Conserved,320,Lissanthe,Eric,47
Eucalypt Forest,Lissanthe_spp.,X,X,X,Unknown,Strongly Conserved,320,Lissanthe,Eric,47
Eucalypt Forest,Lissanthe_strigosa,yes,yes,Basal,Unknown,Strongly Conserved,320,Lissanthe,Eric,47
Eucalypt Forest,Lissanthe_strigosa_ssp_subuluta,X,X,X,Unknown,Strongly Conserved,320,Lissanthe,Eric,47
Savanna,Litsea_glutinosa,yes,no,Epicormic,Conserved,Unknown,321,Litsea,Laur,64
Rainforest,Litsea_reticulata,no,no,Killed,Conserved,Unknown,321,Litsea,Laur,64
Eucalypt Forest,Livistona_australis,yes,no,Epicormic,Strongly Conserved,Conserved,322,Livistona,Arec,11
Savanna,Livistona_eastonii,yes,yes,Apical,Strongly Conserved,Conserved,322,Livistona,Arec,11
Savanna,Livistona_humilis,yes,yes,Apical,Strongly Conserved,Conserved,322,Livistona,Arec,11
Savanna,Livistona_humilis_X_inermis,yes,yes,Apical,Strongly Conserved,Conserved,322,Livistona,Arec,11
Heath,Livistona_inermis,yes,yes,Apical,Strongly Conserved,Conserved,322,Livistona,Arec,11
Eucalypt Forest,Logania_albiflora,yes,no,Basal,Conserved,Conserved,323,Logania,Loga,66
Eucalypt Shrubland,Logania_buxifolia,no,yes,Killed,Conserved,Conserved,323,Logania,Loga,66
Eucalypt Shrubland,Logania_linifolia,no,yes,Killed,Conserved,Conserved,323,Logania,Loga,66
Eucalypt Shrubland,Logania_micrantha,X,yes,X,Conserved,Conserved,323,Logania,Loga,66
Eucalypt Forest,Logania_pusilla,yes,no,Basal,Conserved,Conserved,323,Logania,Loga,66
Heath,Logania_tortuosa,X,yes,X,Conserved,Conserved,323,Logania,Loga,66
Eucalypt Forest,Lomatia_fraseri,yes,X,X,Strongly Conserved,Conserved,324,Lomatia,Prot,104
Eucalypt Forest,Lomatia_ilicifolia,yes,X,X,Strongly Conserved,Conserved,324,Lomatia,Prot,104
Eucalypt Forest,Lomatia_ilicifolia_x_silaifolia,X,X,X,Strongly Conserved,Conserved,324,Lomatia,Prot,104
Eucalypt Forest,Lomatia_myricoides,yes,no,Basal,Strongly Conserved,Conserved,324,Lomatia,Prot,104
Eucalypt Forest,Lomatia_silaifolia,yes,yes,Basal,Strongly Conserved,Conserved,324,Lomatia,Prot,104
Eucalypt Forest,Lophostemon_confertus,yes,yes,Basal,Strongly Conserved,Conserved,325,Lophostemon,Myrt,78
Heath,Lophostemon_lactifluus,yes,no,Epicormic,Strongly Conserved,Conserved,325,Lophostemon,Myrt,78
Savanna,Lophostemon_suaveolans,yes,yes,Epicormic,Strongly Conserved,Conserved,325,Lophostemon,Myrt,78
Eucalypt Forest,Lotus_uliginosus,X,X,X,Unknown,Unknown,326,Lotus,Fabo,52
Eucalypt Forest,Ludwigia_peploides_subsp._montevidensis,X,X,X,Unknown,Unknown,327,Ludwigia,Onag,84
Eucalypt Shrubland,Lycium_australe,X,X,X,Unknown,Unknown,328,Lycium,Sola,122
Eucalypt Forest,Lycium_ferocissimum,yes,X,X,Unknown,Unknown,328,Lycium,Sola,122
Grassland,Lysiana,no,no,Killed,Unknown,Unknown,329,Lysiana,Lora,67
Eucalypt Shrubland,Lysiana_casuarinae,no,no,X,Unknown,Unknown,329,Lysiana,Lora,67
Acacia Shrublands,Lysiana_exocarpi_subsp__exocarpi,no,no,Killed,Unknown,Unknown,329,Lysiana,Lora,67
Acacia Shrublands,Lysiana_murrayi,no,no,Killed,Unknown,Unknown,329,Lysiana,Lora,67
Acacia Shrublands,Lysiana_spathulata,no,no,Killed,Unknown,Unknown,329,Lysiana,Lora,67
Eucalypt Shrubland,Lysinema_ciliatum,no,yes,Killed,Unknown,Unknown,330,Lysinema,Eric,47
Acacia Shrublands,Lysiphyllum,X,X,X,Unknown,Unknown,331,Lysiphyllum,Caes,23
Grassland,Lysiphyllum_carronii,X,X,X,Unknown,Unknown,331,Lysiphyllum,Caes,23
Acacia Shrublands,Lysiphyllum_hookeri,X,X,X,Unknown,Unknown,331,Lysiphyllum,Caes,23
Eucalypt Forest,Macaranga_involucrata_var._mallotoides,yes,yes,Basal,Unknown,Unknown,332,Macaranga,Euph,50
Rainforest,Maclura_cochinchinensis_,yes,no,Basal,Unknown,Unknown,333,Maclura,Mora,76
Savanna,Macrozamia__pauli-guilielmi_subsp._plurinervia,yes,no,X,Strongly Conserved,Unknown,334,Macrozamia,Zami,133
Eucalypt Forest,Macrozamia_communis,yes,X,X,Strongly Conserved,Unknown,334,Macrozamia,Zami,133
Spinifex Grassland,Macrozamia_macdonnellii,yes,no,Epicormic,Strongly Conserved,Unknown,334,Macrozamia,Zami,133
Rainforest,Macrozamia_montana,yes,no,X,Strongly Conserved,Unknown,334,Macrozamia,Zami,133
Eucalypt Forest,Macrozamia_plurinervia,yes,no,Epicormic,Strongly Conserved,Unknown,334,Macrozamia,Zami,133
Heath,Macrozamia_riedlei,yes,no,X,Strongly Conserved,Unknown,334,Macrozamia,Zami,133
Eucalypt Forest,Macrozamia_spiralis,yes,no,Epicormic,Strongly Conserved,Unknown,334,Macrozamia,Zami,133
Grassland,Maireana,X,X,X,Unknown,Conserved,335,Maireana,Chen,29
Grassland,Maireana_aphylla_,no,no,Killed,Unknown,Conserved,335,Maireana,Chen,29
Eucalypt Shrubland,Maireana_appressa,X,X,X,Unknown,Conserved,335,Maireana,Chen,29
Acacia Shrublands,Maireana_brevifolia,no,no,Killed,Unknown,Conserved,335,Maireana,Chen,29
Eucalypt Shrubland,Maireana_brevifolia,no,yes,Killed,Unknown,Conserved,335,Maireana,Chen,29
Eucalypt Shrubland,Maireana_carnosa,no,X,Killed,Unknown,Conserved,335,Maireana,Chen,29
Acacia Shrublands,Maireana_coronata,no,no,Killed,Unknown,Conserved,335,Maireana,Chen,29
Grassland,Maireana_decalvens,no,no,Killed,Unknown,Conserved,335,Maireana,Chen,29
Grassland,Maireana_dichoptera,no,no,Killed,Unknown,Conserved,335,Maireana,Chen,29
Grassland,Maireana_enchylaenoides,no,no,Killed,Unknown,Conserved,335,Maireana,Chen,29
Eucalypt Shrubland,Maireana_georgei,no,no,X,Unknown,Conserved,335,Maireana,Chen,29
Acacia Shrublands,Maireana_microcarpa,no,no,Killed,Unknown,Conserved,335,Maireana,Chen,29
Acacia Shrublands,Maireana_microphylla,no,no,Killed,Unknown,Conserved,335,Maireana,Chen,29
Eucalypt Shrubland,Maireana_trichoptera,no,X,Killed,Unknown,Conserved,335,Maireana,Chen,29
Acacia Shrublands,Maireana_triptera,no,no,Killed,Unknown,Conserved,335,Maireana,Chen,29
Eucalypt Shrubland,Maireana_triptera,no,yes,Killed,Unknown,Conserved,335,Maireana,Chen,29
Rainforest,Mallotus_nesophilus,yes,yes,X,Strongly Conserved,Strongly Conserved,336,Mallotus,Euph,50
Eucalypt Forest,Mallotus_philippensis,yes,yes,Basal,Strongly Conserved,Strongly Conserved,336,Mallotus,Euph,50
Eucalypt Forest,Malus_X_domestica,X,X,X,Unknown,Unknown,337,Malus,Rosa,110
Grassland,Malvastrum_americanum,no,no,Killed,Unknown,Unknown,338,Malvastrum,Malv,70
Grassland,Malvastrum_americanum_var._americanum,no,no,Killed,Unknown,Unknown,338,Malvastrum,Malv,70
Acacia Shrublands,Malvastrum_coromandelianum,X,X,X,Unknown,Unknown,338,Malvastrum,Malv,70
Acacia Shrublands,Marsdenia_australis,yes,no,Basal,Strongly Conserved,Unknown,339,Marsdenia,Apoc,9
Savanna,Marsdenia_coronata,yes,no,X,Strongly Conserved,Unknown,339,Marsdenia,Apoc,9
Rainforest,Marsdenia_flavescens,yes,no,Basal,Strongly Conserved,Unknown,339,Marsdenia,Apoc,9
Rainforest,Marsdenia_liisae_,yes,no,Basal,Strongly Conserved,Unknown,339,Marsdenia,Apoc,9
Rainforest,Marsdenia_lloydii,yes,no,X,Strongly Conserved,Unknown,339,Marsdenia,Apoc,9
Rainforest,Marsdenia_rostrata,yes,no,Basal,Strongly Conserved,Unknown,339,Marsdenia,Apoc,9
Eucalypt Forest,Marsdenia_suaveolens,yes,no,Basal,Strongly Conserved,Unknown,339,Marsdenia,Apoc,9
Acacia Shrublands,Marsdenia_viridiflora,yes,no,Basal,Strongly Conserved,Unknown,339,Marsdenia,Apoc,9
Acacia Shrublands,Marsdenia_viridiflora_subsp._viridiflora,yes,no,Basal,Strongly Conserved,Unknown,339,Marsdenia,Apoc,9
Savanna,Maytenus_bilocularis,yes,no,X,Strongly Conserved,Conserved,340,Maytenus,Cela,28
Savanna,Maytenus_cunninghamii,yes,yes,Basal,Strongly Conserved,Conserved,340,Maytenus,Cela,28
Savanna,Maytenus_ferdinandi,yes,no,Basal,Strongly Conserved,Conserved,340,Maytenus,Cela,28
Eucalypt Forest,Maytenus_silvestris,yes,no,Basal,Strongly Conserved,Conserved,340,Maytenus,Cela,28
Eucalypt Shrubland,Melaleuca_acuminata,no,yes,Killed,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Shrubland,Melaleuca_adnata,X,yes,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Forest,Melaleuca_armillaris_ssp_armillaris,X,X,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Acacia Shrublands,Melaleuca_bracteata,yes,yes,Basal,Conserved,Conserved,341,Melaleuca,Myrt,78
Savanna,Melaleuca_bracteata,yes,yes,Epicormic,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Shrubland,Melaleuca_brevifolia,yes,yes,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Shrubland,Melaleuca_bromelioides,X,yes,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Forest,Melaleuca_capitata,yes,X,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Heath,Melaleuca_carrii,no,yes,Killed,Conserved,Conserved,341,Melaleuca,Myrt,78
Savanna,Melaleuca_cornucopiae,yes,no,Epicormic,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Shrubland,Melaleuca_coronicarpa,no,yes,Killed,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Forest,Melaleuca_deanei,yes,X,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Shrubland,Melaleuca_depauperata,X,yes,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Shrubland,Melaleuca_eleuterostachya,yes,yes,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Forest,Melaleuca_ericifolia,yes,no,Basal,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Forest,Melaleuca_erubescens,X,X,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Savanna,Melaleuca_fluviatilis,yes,yes,Epicormic,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Shrubland,Melaleuca_glaberrima,no,yes,Killed,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Forest,Melaleuca_groveana,yes,X,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Heath,Melaleuca_hamata,yes,yes,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Heath,Melaleuca_huegelii,yes,yes,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Forest,Melaleuca_hypericifolia,no,X,Killed,Conserved,Conserved,341,Melaleuca,Myrt,78
Heath,Melaleuca_johnsonii,X,yes,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Forest,Melaleuca_lanceolata,yes,X,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Spinifex Grassland,Melaleuca_lasiandra,yes,no,Epicormic,Conserved,Conserved,341,Melaleuca,Myrt,78
Heath,Melaleuca_lateralis,X,yes,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Shrubland,Melaleuca_lateriflora,yes,yes,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Shrubland,Melaleuca_lateriflora_subsp._lateriflora,yes,yes,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Shrubland,Melaleuca_laxiflora,yes,yes,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Heath,Melaleuca_leuropoma,yes,yes,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Acacia Shrublands,Melaleuca_linariifolia,yes,yes,Basal,Conserved,Conserved,341,Melaleuca,Myrt,78
Savanna,Melaleuca_nervosa,yes,yes,Epicormic,Conserved,Conserved,341,Melaleuca,Myrt,78
Heath,Melaleuca_nodosa,yes,yes,Basal,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Forest,Melaleuca_pallida,yes,no,Basal,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Forest,Melaleuca_pallida_pink_flower_form,yes,no,Basal,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Forest,Melaleuca_parvistaminea,X,X,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Shrubland,Melaleuca_pauperiflora_subsp._fastigiata,no,yes,Killed,Conserved,Conserved,341,Melaleuca,Myrt,78
Heath,Melaleuca_pityoides,yes,no,Basal,Conserved,Conserved,341,Melaleuca,Myrt,78
Heath,Melaleuca_preissiana,yes,yes,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Heath,Melaleuca_pungens,no,yes,Killed,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Shrubland,Melaleuca_rigidifolia,no,yes,Killed,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Shrubland,Melaleuca_sapientes,no,yes,Killed,Conserved,Conserved,341,Melaleuca,Myrt,78
Heath,Melaleuca_scabrum,yes,yes,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Shrubland,Melaleuca_sculponeata,no,yes,Killed,Conserved,Conserved,341,Melaleuca,Myrt,78
Heath,Melaleuca_sieberi,yes,yes,Basal,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Shrubland,Melaleuca_societatis,no,yes,Killed,Conserved,Conserved,341,Melaleuca,Myrt,78
Heath,Melaleuca_sp.,yes,yes,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Savanna,Melaleuca_sp.,yes,no,Epicormic,Conserved,Conserved,341,Melaleuca,Myrt,78
Heath,Melaleuca_sp._'pungent_TH02',yes,yes,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Forest,Melaleuca_sp._aff._comboynensis_,yes,no,Basal,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Shrubland,Melaleuca_spicigera,X,yes,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Forest,Melaleuca_spp.,X,X,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Rainforest,Melaleuca_squarrosa_,yes,yes,Basal,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Forest,Melaleuca_styphelioides,yes,no,Epicormic,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Shrubland,Melaleuca_subfalcata,no,yes,Killed,Conserved,Conserved,341,Melaleuca,Myrt,78
Heath,Melaleuca_subtrigona,yes,yes,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Heath,Melaleuca_systena,yes,yes,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Acacia Shrublands,Melaleuca_tamariscina,yes,yes,Basal,Conserved,Conserved,341,Melaleuca,Myrt,78
Heath,Melaleuca_thymifolia,yes,yes,Basal,Conserved,Conserved,341,Melaleuca,Myrt,78
Heath,Melaleuca_thymoides,yes,yes,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Shrubland,Melaleuca_tuberculata_var._macrophylla,no,yes,Killed,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Shrubland,Melaleuca_uncinata,yes,yes,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Heath,Melaleuca_villosisepala,yes,yes,X,Conserved,Conserved,341,Melaleuca,Myrt,78
Savanna,Melaleuca_viridiflora,yes,no,Epicormic,Conserved,Conserved,341,Melaleuca,Myrt,78
Eucalypt Shrubland,Melaleuca_wilsonii,no,yes,Killed,Conserved,Conserved,341,Melaleuca,Myrt,78
Savanna,Melaleuca_viridiflora,yes,yes,Epicormic,Conserved,Conserved,341,Melaleuca,Myrt,78
Heath,Melastoma_affine,yes,yes,Basal,Unknown,Unknown,342,Melastoma,Mela,71
Grassland,Melhania_oblongifolia,no,yes,Killed,Unknown,Unknown,343,Melhania,Malv,70
Eucalypt Forest,Melia_azedarach,yes,yes,Basal,Unknown,Unknown,344,Melia,Meli,72
Eucalypt Forest,Melichrus_erubescens,no,yes,Killed,Conserved,Unknown,345,Melichrus,Eric,47
Eucalypt Forest,Melichrus_procumbens,yes,yes,Basal,Conserved,Unknown,345,Melichrus,Eric,47
Eucalypt Forest,Melichrus_urceolatus,yes,yes,Basal,Conserved,Unknown,345,Melichrus,Eric,47
Rainforest,Melicope_hayesii,yes,no,Basal,Strongly Conserved,Unknown,346,Melicope,Ruta,113
Rainforest,Melicope_micrococca,yes,no,Basal,Strongly Conserved,Unknown,346,Melicope,Ruta,113
Eucalypt Forest,Melicytus_dentata,yes,X,X,Unknown,Unknown,347,Melicytus,Viol,129
Acacia Shrublands,Melochia_pyramidata,no,yes,Killed,Unknown,Unknown,348,Melochia,Malv,70
Rainforest,Melodinus_australis,X,X,X,Unknown,Unknown,349,Melodinus,Apoc,9
Eucalypt Forest,Melodorum_leichhardtii,yes,no,Basal,Strongly Conserved,Unknown,350,Melodorum,Anno,6
Heath,Melodorum_rupestre,yes,no,Basal,Strongly Conserved,Unknown,350,Melodorum,Anno,6
Eucalypt Forest,Micrantheum_ericoides,no,yes,Killed,Unknown,Unknown,351,Micrantheum,Malp,69
Heath,Microcorys_ericifolia,no,yes,Killed,Unknown,Strongly Conserved,352,Microcorys,Lami,63
Heath,Microcorys_exserta,no,yes,Killed,Unknown,Strongly Conserved,352,Microcorys,Lami,63
Eucalypt Shrubland,Microcorys_glabra,no,yes,Killed,Unknown,Strongly Conserved,352,Microcorys,Lami,63
Heath,Microcorys_sp._stellate_(A._Strid_21885),no,yes,Killed,Unknown,Strongly Conserved,352,Microcorys,Lami,63
Eucalypt Shrubland,Microcybe_pauciflora_subsp._pauciflora,X,yes,X,Unknown,Unknown,353,Microcybe,Ruta,113
Rainforest,Micromelum_minutum,yes,no,X,Unknown,Unknown,354,Micromelum,Ruta,113
Eucalypt Forest,Micromyrtus_blakelyi,no,X,Killed,Conserved,Conserved,355,Micromyrtus,Myrt,78
Eucalypt Forest,Micromyrtus_ciliata,no,yes,Killed,Conserved,Conserved,355,Micromyrtus,Myrt,78
Eucalypt Shrubland,Micromyrtus_erichsenii,no,yes,Killed,Conserved,Conserved,355,Micromyrtus,Myrt,78
Spinifex Grassland,Micromyrtus_flaviflora,yes,no,Basal,Conserved,Conserved,355,Micromyrtus,Myrt,78
