family,species,Location,SDH confirm,Granite yes=y,Conservtion status,flowering_time,fruiting_time,Geographic_range_relative_to_TPBNR,taxon_name,species2,fire_response,plant_growth_substrate,life_history,woodiness,plant_growth_form
MYRTACEAE,Eucalyptus staeri (Maiden) Kessel & C.Gardner,"3,10,12",•,,,YNNNNNNNNNNN,YNNNNNNNNNNN,west_of,Eucalyptus staeri,,,,,,
MYRTACEAE,Eucalyptus x missilis Brooker & Hopper,12,• new PERTH,,,,,east_of,Eucalyptus x missilis,,,,,,
MYRTACEAE,Homalospermum firmum Schauer,"1,3,10,12",•,,,YNNNNNNNNNNN,YNNNNNNNNNNN,west_of,Homalospermum firmum,,,,,,
MYRTACEAE,Hypocalymma angustifolium Endl.,1,• new PERTH,y,,NNNNNNNNNYYN,NNNNNNNNNYYN,west_of,Hypocalymma angustifolium,Hypocalymma angustifolium Endl.,seeder,terrestrial,perennial,woody,
MYRTACEAE,Hypocalymma cordifolium Schauer,"3,4,8",•,,,YNNNYNYYYYNN,YNNNYNYYYYNN,west_of,Hypocalymma cordifolium,,,,,,
MYRTACEAE,Hypocalymma scariosum Schauer,,• new PERTH,,,,,west_of,Hypocalymma scariosum,,,,,,
MYRTACEAE,Hypocalymma strictum Schauer,"1,3,8,12",•,,,NYYNYNNNNNNN,NYYNYNNNNNNN,west_of,Hypocalymma strictum,,,,,,
MYRTACEAE,Kunzea ericifolia (Sm.) Heynh. subsp. ericifolia,"1,3,10,13",• stat. change,,,NNNNNNNNNYYN,NNNNNNNNNYYN,west_of,Kunzea ericifolia subsp. ericifolia,,,,,,
MYRTACEAE,Kunzea recurva Schauer,1,•,,,NNNNNNNNNNYN,NNNNNNNNNNYN,centered_on,Kunzea recurva,,,,,,
MYRTACEAE,Gaudium laevigatum (Gaertn.) Peter G.Wilson,&,• name change,,,,,west_of,Gaudium laevigatum,,,,,,
MYRTACEAE,Melaleuca croxfordiae Craven,"10,12,13",• new PERTH,y,,NNNNNNNNNNYN,NNNNNNNNNNYN,west_of,Melaleuca croxfordiae,Melaleuca croxfordiae Craven,seeder,terrestrial,perennial,woody,
MYRTACEAE,Melaleuca cuticularis Labill.,"10,11,13",•,,,NNNNNNNNYNNN,NNNNNNNNYNNN,centered_on,Melaleuca cuticularis,,,,,,
MYRTACEAE,Melaleuca densa R.Br.,,•,,,,,west_of,Melaleuca densa,,,,,,
MYRTACEAE,Melaleuca diosmifolia Andrews,"8,12",•,y,,NNNNNNNNYNNN,NNNNNNNNYNNN,centered_on,Melaleuca diosmifolia,Melaleuca diosmifolia Andrews,seeder,terrestrial,perennial,woody,
MYRTACEAE,Melaleuca microphylla Sm.,,• new PERTH,,,,,west_of,Melaleuca microphylla,,,,,,
MYRTACEAE,Melaleuca nesophila F. Muell.,#,• part alien,,,,,east_of,Melaleuca nesophila,,,,,,
MYRTACEAE,Melaleuca pentagona Labill. var. pentagona,"1,2,6",•,,,YNNNNNNNNNNN,YNNNNNNNNNNN,east_of,Melaleuca pentagona var. pentagona,,,,,,
MYRTACEAE,Melaleuca preissiana Schauer,"10,11",•,,,YNNNNNNNNNNN,YNNNNNNNNNNN,west_of,Melaleuca preissiana,,,,,,
MYRTACEAE,Melaleuca rhaphiophylla Schauer,"10,11",•,,,NNNNNNNNNNYN,NNNNNNNNNNYN,west_of,Melaleuca rhaphiophylla,,,,,,
MYRTACEAE,Melaleuca striata Labill.,"1,2,3,4,5,8,10",•,,,YNYYYYYNNYYY,YNYYYYYNNYYY,east_of,Melaleuca striata,,,,,,
MYRTACEAE,Melaleuca thymoides Labill.,"1,2,3,6,8,11,12,13",•,,,YNYYYYYYYYYY,YNYYYYYYYYYY,centered_on,Melaleuca thymoides,,,,,,
MYRTACEAE,Melaleuca sp. 2 (I. Abbott),8,• sp. Indet.,,,,,,Melaleuca sp. 2 (Mt. Ney - Lake King),,,,,,
MYRTACEAE,Pericalymma ellipticum (Endl.) Schauer,3,•,,,NNNNNNNNNYNN,NNNNNNNNNYNN,west_of,Pericalymma ellipticum,,,,,,
MYRTACEAE,Pericalymma spongiocaule Cranfield,,• new PERTH,,,,,west_of,Pericalymma spongiocaule,,,,,,
MYRTACEAE,Rinzia schollerifolia (Lehm.) Trudgen,"3,10",• name change,,,NNNNNNYNNYYN,NNNNNNYNNYYN,west_of,Rinzia schollerifolia,,,,,,
MYRTACEAE,Taxandria angustifolia (Schauer) J.R.Wheeler & N.G.Marchant,,• new PERTH,y,,,,west_of,Taxandria angustifolia,Taxandria angustifolia (Schauer) J.R.Wheeler & N.G.Marchant,seeder,terrestrial,perennial,woody,
MYRTACEAE,Taxandria juniperina (Schauer) J.R.Wheeler & N.G.Marchant,"1,2,3,5,13",• name change,,,YYYYYYYYYYYY,YYYYYYYYYYYY,west_of,Taxandria juniperina,,,,,,
MYRTACEAE,Taxandria linearifolia (DC.) J.R.Wheeler & N.G.Marchant,"3,8,13",• name change,,,YNYNYNNNNNNN,YNYNYNNNNNNN,west_of,Taxandria linearifolia,,,,,,
MYRTACEAE,Taxandria marginata (Labill.) J.R.Wheeler & N.G.Marchant,"5,8,9,12",• name change,y,,NNYYYYYNNYNN,NNYYYYYNNYNN,centered_on,Taxandria marginata,Taxandria marginata (Labill.) J.R.Wheeler & N.G.Marchant,resprout,terrestrial,perennial,woody,
MYRTACEAE,Taxandria parviceps (Schauer) J.R.Wheeler & N.G.Marchant,"1,2,3,5,12",• name change,,,YYYNYNYYYYYN,YYYNYNYYYYYN,west_of,Taxandria parviceps,,,,,,
MYRTACEAE,Taxandria spathulata (Schauer) J.R.Wheeler & N.G.Marchant,,• new PERTH,,,,,east_of,Taxandria spathulata,,,,,,
MYRTACEAE,Thryptomene saxicola (Hook.) Schauer,5,•,y,,NNNNNYYYYNNN,NNNNNYYYYNNN,centered_on,Thryptomene saxicola,Thryptomene saxicola (Hook.) Schauer,seeder,terrestrial,perennial,woody,
MYRTACEAE,Verticordia endlicheriana Schauer,,• new PERTH,,,,,east_of,Verticordia endlicheriana,,,,,,
MYRTACEAE,Verticordia plumosa (Desf.) Druce var. plumosa,"5,8",• stat. change,y,,NNNNNNYYYNYN,NNNNNNYYYNYN,west_of,Verticordia plumosa var. plumosa,Verticordia plumosa (Desf.) Druce var. plumosa,seeder,terrestrial,perennial,woody,
MYOPORACEAE,Myoporum caprarioides Benth.,2,• sp. Indet.,,,NNNNNNNNNYNN,NNNNNNNNNYNN,,Myoporum caprarioides,,,,,,
MYOPORACEAE,Myoporum oppositifolium R.Br.,2,•,,,NYNNYYNYNNNN,NYNNYYNYNNNN,west_of,Myoporum oppositifolium,,,,,,
MYOPORACEAE,Myoporum tetrandrum (Labill.) Domin,,• new PERTH,,,,,centered_on,Myoporum tetrandrum,,,,,,
OLACACEAE,Olax benthamiana Miq.,,• new PERTH,,,,,centered_on,Olax benthamiana,,,,,,
OLACACEAE,Olax phyllanthi (Labill.) R.Br.,"1,2,3,6,8",•,y,,NYYYYYYYYYNN,NYYYYYYYYYNN,centered_on,Olax phyllanthi,Olax phyllanthi (Labill.) R.Br.,seeder,terrestrial,perennial,woody,
ONAGRACEAE,Epilobium billardiereanum Ser.,2,•,,,NYNNNNNNNNNN,NYNNNNNNNNNN,west_of,Epilobium billardiereanum,,,,,,
OROBANCHACEAE,Orobanche minor Sm.,,,Y,,,,west_of,Orobanche minor,Orobanche minor Sm.,seeder,terrestrial,perennial,herbaceous,geophyte
PHYTOLACCACEAE,Phytolacca octandra L.,3,•,y,,NYNNNNNNNNNN,NYNNNNNNNNNN,west_of,Phytolacca octandra,Phytolacca octandra L.,seeder,terrestrial,perennial,herbaceous,
PITTOSPORACEAE,Billardiera drummondii (C.Morren) L.Cayzer & Crisp,,• new Dilly,y,,,,west_of,Billardiera drummondii,,,,,,
PITTOSPORACEAE,"Billardiera fraseri (Hook.) L.Cayzer, Crisp & I.Telford",3,• name change,,,YNYNNNNNNNNN,YNYNNNNNNNNN,west_of,Billardiera fraseri,,,,,,
PITTOSPORACEAE,Billardiera fusiformis Labill.,,•,y,,,,centered_on,Billardiera fusiformis,Billardiera fusiformis Labill.,seeder,terrestrial,perennial,woody,climber
PITTOSPORACEAE,Billardiera heterophylla (Lindl.) L.Cayzer & Crisp,"1,2,3,4,9,10,13",•,y,,YYYYNNYNNYYN,YYYYNNYNNYYN,centered_on,Billardiera heterophylla,Billardiera heterophylla (Lindl.) L.Cayzer & Crisp,seeder,terrestrial,perennial,woody,climber
PITTOSPORACEAE,Billardiera laxiflora (Benth.) E. M. Bennett,"1,3,4,5",•,y,,NYYYYNNNNNYN,NYYYYNNNNNYN,west_of,Billardiera laxiflora,Billardiera laxiflora (Benth.) E. M. Bennett,seeder,terrestrial,perennial,woody,climber
PITTOSPORACEAE,Billardiera variifolia DC.,"1,2,3",•,,,YYYYYNNNNNNN,YYYYYNNNNNNN,west_of,Billardiera variifolia,,,,,,
PITTOSPORACEAE,Billardiera venusta (Putt.) L.Cayzer & Crisp,,• new PERTH,,,,,east_of,Billardiera venusta,,,,,,
POLYGALACEAE,Comesperma calymega Labill.,"1,2,3,6",•,,,YYYNNNNNNYYY,YYYNNNNNNYYY,centered_on,Comesperma calymega,,,,,,
POLYGALACEAE,Comesperma confertum Labill.,"1,2,3,6,10",•,,,YYNNNNNNNYYY,YYNNNNNNNYYY,centered_on,Comesperma confertum,,,,,,
POLYGALACEAE,Comesperma flavum DC.,3,•,,,YNNNNNNNNNNN,YNNNNNNNNNNN,centered_on,Comesperma flavum,,,,,,
POLYGALACEAE,Comesperma nudiusculum DC.,"1,2",•,,,NNNNYNNNNNNN,NNNNYNNNNNNN,west_of,Comesperma nudiusculum,,,,,,
POLYGALACEAE,Comesperma virgatum Labill.,"2,3,5,6,11",•,y,,NYNNNNNNYYYN,NYNNNNNNYYYN,centered_on,Comesperma virgatum,Comesperma virgatum Labill.,seeder,terrestrial,perennial,woody,
POLYGONACEAE,Muehlenbeckia adpressa (Labill.) Meisn.,"8,9",•,y,,,,centered_on,Muehlenbeckia adpressa,Muehlenbeckia adpressa (Labill.) Meisn.,resprout,terrestrial,perennial,herbaceous,climber
PORTULACACEAE,Calandrinia brevipedata F.Muell.,"1,2",•,,,NNNNNNNNYYNN,NNNNNNNNYYNN,centered_on,Calandrinia brevipedata,,,,,,
PORTULACACEAE,Calandrinia calyptrata Hook.f.,"7,8",•,y,,,,centered_on,Calandrinia calyptrata,Calandrinia calyptrata Hook.f.,seeder,terrestrial,annual,herbaceous,
PORTULACACEAE,Calandrinia polypetala Fenzl,2,• sp. Indet.,,,NNNNNNNNNYNN,NNNNNNNNNYNN,,Calandrinia polypetala,,,,,,
PORTULACACEAE,Calandrinia sp. southern granites (G.J. Keighery 11266),,,y,,,,west_of,Calandrinia sp. southern granites (G.J.Keighery 11266),Calandrinia sp. southern granites (G.J. Keighery 11266),seeder,terrestrial,annual,herbaceous,
PORTULACACEAE,Calandrinia tholiformis Obbens,2,• name change,,,NNNNNNNNNYNN,NNNNNNNNNYNN,centered_on,Calandrinia tholiformis,,,,,,
PRIMULACEAE,Lysimachia arvensis (L.) U.Manns & Anderb.,"1,5",• name change,y,,NNNNNNYNNNNY,NNNNNNYNNNNY,centered_on,Lysimachia arvensis,Lysimachia arvensis (L.) U.Manns & Anderb.,seeder,terrestrial,annual,,
PRIMULACEAE,Samolus repens (J.R.Forst. & G.Forst.) Pers.,8,•,,,,,centered_on,Samolus repens,,,,,,
PROTEACEAE,Adenanthos cuneatus Labill.,"1,2,3,6,8,11",•,,,YYYYYYYYYYYY,YYYYYYYYYYYY,centered_on,Adenanthos cuneatus,,,,,,
PROTEACEAE,Adenanthos obovatus Labill.,"1,3,4",•,,,YYYYYYYYYYNY,YYYYYYYYYYNY,west_of,Adenanthos obovatus,,,,,,
PROTEACEAE,Adenanthos sericeus Labill. subsp. sericeus,"1,2,4,8,12",• stat. change,,,YYYYYYYYYYNN,YYYYYYYYYYNN,centered_on,Adenanthos sericeus subsp. sericeus,,,,,,
PROTEACEAE,Adenanthos x cunninghamii Meisn.,"10,11",• name change,,,NNNNNNNNYYNN,NNNNNNNNYYNN,west_of,Adenanthos x cunninghamii,,,,,,
PROTEACEAE,Banksia armata R.Br.,5,•,,,NNNNYNYYNNYN,NNNNYNYYNNYN,centered_on,Banksia armata,,,,,,
PROTEACEAE,Banksia attenuata R.Br.,"3,8,10,11,12",•,,,YNNNNNNNYYNN,YNNNNNNNYYNN,west_of,Banksia attenuata,,,,,,
PROTEACEAE,Banksia coccinea R.Br.,"1,10,12",•,,,NNNNNYYYYYNN,NNNNNYYYYYNN,centered_on,Banksia coccinea,,,,,,
PROTEACEAE,Banksia dryandroides Sweet,12,•,,,,,east_of,Banksia dryandroides,,,,,,
PROTEACEAE,Banksia formosa R.Br.,"3,5,8,12",•,y,,YNYNYYYYYYNN,YNYNYYYYYYNN,west_of,Banksia formosa,Banksia formosa R.Br.,seeder,terrestrial,perennial,woody,
PROTEACEAE,Banksia gardneri  A.S.George var. gardneri,"3,11",•,,,YNNNNNNNNNYY,YNNNNNNNNNYY,centered_on,Banksia gardneri,,,,,,
PROTEACEAE,Banksia grandis Willd.,"3,10,11,12",•,y,,YYNNNNNNNNYN,YYNNNNNNNNYN,west_of,Banksia grandis,Banksia grandis Willd.,resprout,terrestrial,perennial,woody,
PROTEACEAE,Banksia ilicifolia R.Br.,"3,10",•,,,YNNNNNNNNNNN,YNNNNNNNNNNN,west_of,Banksia ilicifolia,,,,,,
PROTEACEAE,Banksia littoralis R.Br.,"1,3,10,11,12",•,,,NNNNYNNNNNNN,NNNNYNNNNNNN,west_of,Banksia littoralis,,,,,,
PROTEACEAE,Banksia nivea (Labill.) R.Br.,"2,5,6,8,11",•,,,NNNNYNNYYYNN,NNNNYNNYYYNN,centered_on,Banksia nivea,,,,,,
PROTEACEAE,Banksia nutans A. S. George var. cernuella,10,•,,,NNYNNNNNNNNN,NNYNNNNNNNNN,east_of,Banksia nutans,,,,,,
PROTEACEAE,Banksia occidentalis R.Br.,"1,10",•,,,NNYYYYNNNYNN,NNYYYYNNNYNN,centered_on,Banksia occidentalis,,,,,,
PROTEACEAE,Banksia pellaeifolia A.R.Mast & K.R.Thiele,,• new PERTH,,,,,east_of,Banksia pellaeifolia,,,,,,
PROTEACEAE,Banksia praemorsa Andrews,"1,8,10,11,12",•,,,NNNNYNYNNYNN,NNNNYNYNNYNN,centered_on,Banksia praemorsa,Banksia praemorsa Andrews,seeder,terrestrial,perennial,woody,
PROTEACEAE,Banksia pteridifolia R.Br.,"4,5,8,11",• sp. Indet.,,,NNNNNNYYNNNN,NNNNNNYYNNNN,east_of,Banksia pteridifolia,,,,,,
PROTEACEAE,Banksia quercifolia R.Br.,"1,10",•,,,NYYYYNYNNYNN,NYYYYNYNNYNN,west_of,Banksia quercifolia,,,,,,
PROTEACEAE,Banksia seminuda (A.S.George) Rye subsp. seminuda,"1,10",•,,,NNNNYNNNNNNN,NNNNYNNNNNNN,west_of,Banksia seminuda subsp. seminuda,,,,,,
PROTEACEAE,Banksia serra (R.Br.) A.R.Mast & K.R.Thiele,10,•,,,NNNNNNNNNNYN,NNNNNNNNNNYN,west_of,Banksia serra,,,,,,
PROTEACEAE,Banksia sessilis (Knight) Domin,"1,2,6,8,11,12",•,,,NYYNYYYYYYNN,NYYNYYYYYYNN,west_of,Banksia sessilis,,,,,,
PROTEACEAE,Banksia verticillata R.Br.,"1,12",•,y,,YYNYYYYNNNNN,YYNYYYYNNNNN,west_of,Banksia verticillata,Banksia verticillata R.Br.,seeder,terrestrial,perennial,woody,
PROTEACEAE,Conospermum caeruleum R.Br. subsp. caeruleum,"3,8,12",• stat. change,,,NNNNYNYYYYYY,NNNNYNYYYYYY,centered_on,Conospermum caeruleum subsp. caeruleum,,,,,,
PROTEACEAE,Conospermum caeruleum subsp. oblanceolatum E.M.Benn.,,• new PERTH,,,,,east_of,Conospermum caeruleum subsp. oblanceolatum,,,,,,
PROTEACEAE,Conospermum capitatum R.Br.,,•,y,,,,west_of,Conospermum capitatum,Conospermum capitatum R.Br.,seeder,terrestrial,perennial,woody,
PROTEACEAE,Conospermum petiolare R.Br.,"1,3",•,,,YNNNNNNNNNNN,YNNNNNNNNNNN,east_of,Conospermum petiolare,,,,,,
PROTEACEAE,Conospermum teretifolium R.Br.,"4,5",•,,,YNNNNNNNNNNY,YNNNNNNNNNNY,centered_on,Conospermum teretifolium,,,,,,
PROTEACEAE,Franklandia fucifolia R.Br.,"5,12",•,,,YNNYNNNNNNNN,YNNYNNNNNNNN,centered_on,Franklandia fucifolia,,,,,,
PROTEACEAE,Grevillea depauperata R.Br.,&,• name change,,,,,west_of,Grevillea depauperata,,,,,,
PROTEACEAE,Grevillea fasciculata R.Br.,&,•,,,,,east_of,Grevillea fasciculata,,,,,,
PROTEACEAE,Grevillea pulchella (R.Br.) Meisn. subsp. pulchella,"2,3,12",• stat. change,,,YYNNNNYNYYNN,YYNNNNYNYYNN,west_of,Grevillea pulchella subsp. pulchella,,,,,,
PROTEACEAE,Grevillea trifida (R.Br.) Meisn.,"1,3,10",•,,,NNNNYNNNNNNN,NNNNYNNNNNNN,west_of,Grevillea trifida,,,,,,
PROTEACEAE,Hakea amplexicaulis R.Br.,&,•,,,,,west_of,Hakea amplexicaulis,,,,,,
PROTEACEAE,Hakea ceratophylla (Sm.) R.Br.,"3,8,12",•,,,YNNNYNYNYNNN,YNNNYNYNYNNN,west_of,Hakea ceratophylla,,,,,,
PROTEACEAE,Hakea corymbosa R.Br.,8,•,,,NNNNNNYYNNNN,NNNNNNYYNNNN,centered_on,Hakea corymbosa,,,,,,
PROTEACEAE,Hakea cucullata R.Br.,12,•,,,NNNNNNYNNNNN,NNNNNNYNNNNN,east_of,Hakea cucullata,,,,,,
PROTEACEAE,Hakea drupacea (C.F.Gaertn.) Roem. & Schult.,"8,9,#",• name change,y,,,,east_of,Hakea drupacea,Hakea drupacea (C.F.Gaertn.) Roem. & Schult.,seeder,terrestrial,perennial,woody,
PROTEACEAE,Hakea elliptica (Sm.) R.Br.,"1,4,8,12",•,y,,,,centered_on,Hakea elliptica,Hakea elliptica (Sm.) R.Br.,seeder,terrestrial,perennial,woody,
PROTEACEAE,Hakea florida R.Br.,,• new PERTH,,,,,west_of,Hakea florida,,,,,,
PROTEACEAE,Hakea lasiantha R.Br.,,• new PERTH,,,,,west_of,Hakea lasiantha,,,,,,
PROTEACEAE,Hakea lasiocarpha R.Br.,"1,3",• name change,,,NNNYYNYNYNNN,NNNYYNYNYNNN,east_of,Hakea lasiocarpha,,,,,,
PROTEACEAE,Hakea linearis R.Br.,"1,5",•,,,,,west_of,Hakea linearis,,,,,,
PROTEACEAE,Hakea oldfieldii Benth.,,• new PERTH,,,,,,Hakea oldfieldii,,,,,,
PROTEACEAE,Hakea oleifolia (Sm.) R.Br.,"1,3,6",•,,,NNNNYNYYYYNN,NNNNYNYYYYNN,west_of,Hakea oleifolia,,,,,,
PROTEACEAE,Hakea prostrata R.Br.,"1,2,6,11",•,,,NYNNNYYYYYYN,NYNNNYYYYYYN,centered_on,Hakea prostrata,,,,,,
PROTEACEAE,Hakea ruscifolia Labill.,"2,3,6,11",•,,,NYYYYYYYNYNN,NYYYYYYYNYNN,centered_on,Hakea ruscifolia,,,,,,
PROTEACEAE,Hakea sulcata R.Br.,,• new PERTH,,,,,centered_on,Hakea sulcata,,,,,,
PROTEACEAE,Hakea trifurcata (Sm.) R.Br.,"1,4,8",•,y,,NNYNYYYYNNYN,NNYNYYYYNNYN,centered_on,Hakea trifurcata,Hakea trifurcata (Sm.) R.Br.,seeder,terrestrial,perennial,woody,
PROTEACEAE,Hakea tuberculata R.Br.,,• new PERTH,,,,,centered_on,Hakea tuberculata,,,,,,
PROTEACEAE,Hakea varia R.Br.,"1,2,5",•,,,YYYNYNYNYNNY,YYYNYNYNYNNY,centered_on,Hakea varia,,,,,,
PROTEACEAE,Isopogon attenuatus R.Br.,5,•,,,,,west_of,Isopogon attenuatus,,,,,,
PROTEACEAE,Isopogon cuneatus R.Br.,&,•,,,,,centered_on,Isopogon cuneatus,,,,,,
PROTEACEAE,Isopogon formosus R.Br. subsp. formosus,"1,3,4,5",• stat. change,y,,NNNNYNYYYYNN,NNNNYNYYYYNN,centered_on,Isopogon formosus subsp. formosus,Isopogon formosus R.Br. subsp. formosus,seeder,terrestrial,perennial,woody,
PROTEACEAE,Isopogon longifolius R.Br.,"3,4",•,,,YNNNNNNNNNNN,YNNNNNNNNNNN,centered_on,Isopogon longifolius,,,,,,
PROTEACEAE,Isopogon uniflora R.Br.,5,• sp. Indet.,,,YNYNYYYYNNYN,YNYNYYYYNNYN,,Isopogon uniflora R.Br.,,,,,,
PROTEACEAE,Lambertia echinata R.Br. subsp. citrina Hnatiuk,,•,,,,,centered_on,Lambertia echinata,,,,,,
PROTEACEAE,Petrophile diversifolia R.Br.,"1,3,10",•,,,YNNNNNNNYYNN,YNNNNNNNYYNN,west_of,Petrophile diversifolia,,,,,,
PROTEACEAE,Petrophile longifolia R.Br.,1,•,,,NNNNYNNNYYNN,NNNNYNNNYYNN,centered_on,Petrophile longifolia,,,,,,
PROTEACEAE,Petrophile rigida R.Br.,"5,8",•,,,NNNNNNNNNYYN,NNNNNNNNNYYN,west_of,Petrophile rigida,,,,,,
PROTEACEAE,Petrophile squamata R.Br. subsp. squamata,"1,4,5,12",• stat. change,,,NNNNYYYYYYNN,NNNNYYYYYYNN,west_of,Petrophile squamata,,,,,,
PROTEACEAE,Stirlingia latifolia (R.Br.) Steud.,3,•,,,NNNNYNYNYNNN,NNNNYNYNYNNN,west_of,Stirlingia latifolia,,,,,,
PROTEACEAE,Stirlingia tenuifolia R.Br.) Steud.,"2,12",•,,,NNNNNNNNYYNN,NNNNNNNNYYNN,centered_on,Stirlingia tenuifolia,,,,,,
PROTEACEAE,Synaphea favosa R.Br.,,•,,,,,centered_on,Synaphea favosa,,,,,,
PROTEACEAE,Synaphea media A.S.George,,• new PERTH,,,,,east_of,Synaphea media,,,,,,
PROTEACEAE,Synaphea petiolaris R.Br.,&,•,,,,,centered_on,Synaphea petiolaris,,,,,,
PROTEACEAE,Synaphea polymorpha R.Br.,5,•,y,,NNNNYNYYYYYN,NNNNYNYYYYYN,centered_on,Synaphea polymorpha,Synaphea polymorpha R.Br.,seeder,terrestrial,perennial,woody,
RANUNCULACEAE,Clematis linearifolia Steud.,#,• name change,,,,,west_of,Clematis linearifolia,,,,,,
RANUNCULACEAE,Clematis pubescens Endl.,"1,2,9,11",•,y,,NNYYYYYNYNNN,NNYYYYYNYNNN,centered_on,Clematis pubescens,Clematis pubescens Endl.,resprout,terrestrial,perennial,woody,climber
RHAMNACEAE,Spyridium globulosum (Labill.) Benth.,"1,2",•,y,,YNNNYYYNYYNN,YNNNYYYNYYNN,centered_on,Spyridium globulosum,Spyridium globulosum (Labill.) Benth.,seeder,terrestrial,perennial,woody,
RHAMNACEAE,Spyridium majoranifolium (Fenzl) Rye,"1,2,6,8",• name change,y,,YYYYYNYNYNNN,YYYYYNYNYNNN,east_of,Spyridium majoranifolium,Spyridium majoranifolium (Fenzl) Rye,seeder,terrestrial,perennial,woody,
RHAMNACEAE,Trymalium ledifolium Fenzl,"1,2,11",•,,,YYNNYNNNYNNN,YYNNYNNNYNNN,west_of,Trymalium ledifolium,,,,,,
RHAMNACEAE,"Trymalium odoratissimum subsp. trifidum (Rye) Kellermann, Rye & K.R.Thiele","4,8,12",• name change,,,NNNNNNYYNYNN,NNNNNNYYNYNN,west_of,Trymalium odoratissimum subsp. trifidum,,,,,,
RUBIACEAE,Opercularia hispidula Endl.,"2,3,10",•,y,,YNNNNNNNYYNN,YNNNNNNNYYNN,centered_on,Opercularia hispidula,Opercularia hispidula Endl.,seeder,terrestrial,perennial,herbaceous,
RUBIACEAE,Opercularia vaginata Labill.,2.6,•,,,NYNNNNNNYYYN,NYNNNNNNYYYN,centered_on,Opercularia vaginata,,,,,,
RUTACEAE,Boronia alata Sm.,12,•,,,,,west_of,Boronia alata,,,,,,
RUTACEAE,Boronia albiflora R.Br. ex Benth.,"8,12",•,y,,NNNNNNYNNNNN,NNNNNNYNNNNN,east_of,Boronia albiflora,Boronia albiflora R.Br. ex Benth.,seeder,terrestrial,perennial,woody,
RUTACEAE,Boronia crenulata Sm.,"1,4,5,12",•,Y,,NNYNYNYYYYYN,NNYNYNYYYYYN,centered_on,Boronia crenulata,Boronia crenulata Sm.,seeder,terrestrial,perennial,woody,
RUTACEAE,Boronia denticulata Sm. subsp. denticulata,"1,2,3",• stat. change,,,YNNNNNNNNNNN,YNNNNNNNNNNN,centered_on,Boronia denticulata,,,,,,
RUTACEAE,Boronia gracilipes F. Muell.,"12,13",•,,,NNNNNYYYYNNN,NNNNNYYYYNNN,west_of,Boronia gracilipes,,,,,,
RUTACEAE,Boronia spathulata Lindl.,"1,2,3,4,12",•,y,,YYYYYNYNYYYY,YYYYYNYNYYYY,centered_on,Boronia spathulata,Boronia spathulata Lindl.,seeder,terrestrial,perennial,woody,
RUTACEAE,Boronia sp. aff. denticulata Sm. (CSIRO 335A,"1,2",• sp. Indet.,,,NYNNYNNNNNNN,NYNNYNNNNNNN,,Boronia sp. aff. denticulata Sm. (CSIRO 335A,,,,,,
RUTACEAE,Boronia stricta Bartl.,,• new PERTH,,,,,west_of,Boronia stricta,,,,,,
RUTACEAE,Boronia tetrandra Labill.,12,•,,,NNNNNNYYNYNN,NNNNNNYYNYNN,east_of,Boronia tetrandra,,,,,,
RUTACEAE,Chorilaena quercifolia Endl.,"1,4,8,9,12",•,,,NNNNNNYYYYNN,NNNNNNYYYYNN,west_of,Chorilaena quercifolia,,,,,,
RUTACEAE,Chorilaena anceps (DC.) Duretto & Heslewood,"1,2,4,11",• name change,,,YYYNYYYYYYYY,YYYNYYYYYYYY,west_of,Chorilaena anceps,,,,,,
RUTACEAE,Chorilaena rudis (Bartl.) Duretto & Heslewood,8,• name change,,,NYNNNNNNNNNN,NYNNNNNNNNNN,east_of,Chorilaena rudis,,,,,,
RUTACEAE,Cyanothamnus subsessilis (Benth.) Duretto & Heslewood,,• new Dilly,y,,,,centered_on,Cyanothamnus subsessilis,,,,,,
RUTACEAE,Crowea angustifolia Sm. var. dentata,"3,4,12",•,,,NYNNYNNNYNNN,NYNNYNNNYNNN,west_of,Crowea angustifolia,,,,,,
SANTALACEAE,Exocarpos sparteus R.Br.,1,•,,,NNNNYNNNNNNN,NNNNYNNNNNNN,centered_on,Exocarpos sparteus,,,,,,
SANTALACEAE,Leptomeria ellytes Lepschi,3,• name change,,,NNNNYNNNYNNN,NNNNYNNNYNNN,west_of,Leptomeria ellytes,,,,,,
SANTALACEAE,Leptomeria lehmannii Miq.,,• new PERTH,,,,,east_of,Leptomeria lehmannii,,,,,,
SANTALACEAE,Leptomeria squarrulosa R.Br.,2,•,,,NNNNNNYNNYNN,NNNNNNYNNYNN,west_of,Leptomeria squarrulosa,,,,,,
SAPINDACEAE,Dodonaea ceratocarpa Endl.,"8,9,12",•,y,,,,centered_on,Dodonaea ceratocarpa,Dodonaea ceratocarpa Endl.,seeder,terrestrial,perennial,woody,geophyte
SCROPHULARIACEAE,Bellardia trixago (L.) All.,11,•,,,,,west_of,Bellardia trixago,,,,,,
SCROPHULARIACEAE,Dischisma arenarium E.Meyer,2,•,,,NNNNNNNNYNNN,NNNNNNNNYNNN,west_of,Dischisma arenarium,,,,,,
SCROPHULARIACEAE,Euphrasia collina R.Br.,2,•,,,,,centered_on,Euphrasia collina,,,,,,
SCROPHULARIACEAE,Gratiola pubescens R.Br.,"2,13",• name change,,,NYNNNNNNNNNN,NYNNNNNNNNNN,west_of,Gratiola pubescens,,,,,,
