Individual,Species,Batch,Nutrient Treatment,Grass Treatment,Continent,Climate,Leaf Habit,Mass_g,RMF_g_per_g,SER_mm_per_day,SLA_mm2_per_mg,N_mg_per_g,P_mg_per_g,K_mg_per_g,A_nmol_CO2_per_g_s,gs_mmol_H2O_per_m2_s,PWUE_umol_CO2_per_mmol_H2O
1236,Grevillea pteridifolia,2,Nh,G1,Australia,Humid,Evergreen,5.16,0.081,NA,5.43,35.28,7.9,17.62,22.17,254,1.02
1237,Grevillea pteridifolia,2,Nh,G1,Australia,Humid,Evergreen,3.96,0.029,NA,4.3,36.79,9.47,26.42,8.74,296,1.01
1239,Grevillea pteridifolia,2,Nh,G1,Australia,Humid,Evergreen,18.34,0.119,NA,5.42,27.79,8.88,19.94,35.13,283,1.02
1240,Grevillea pteridifolia,2,Nh,G1,Australia,Humid,Evergreen,4.75,0.128,NA,25.78,32.36,8.62,20.19,75.75,110,1.03
1242,Julbernardia globiflora,1,Nh,G0,Africa,Humid,Deciduous,2.11,0.763,0.03,14.4,24.06,3.54,10.24,155.03,86,1.13
1243,Julbernardia globiflora,1,Nh,G0,Africa,Humid,Deciduous,1.69,0.832,0.02,13.27,27.64,3.68,13.43,229.01,85.54,1.2
1244,Julbernardia globiflora,1,Nh,G0,Africa,Humid,Deciduous,2.24,0.766,0.03,14.3,24.8,2.46,9.88,116.02,65.75,1.12
1245,Julbernardia globiflora,1,Nh,G0,Africa,Humid,Deciduous,2.38,0.724,0.04,14.4,23.04,3.12,11.07,172.61,64.27,1.19
1246,Julbernardia globiflora,1,Nl,G0,Africa,Humid,Deciduous,1.53,0.669,0.03,15.35,20.15,1.12,8.7,NA,NA,NA
1247,Julbernardia globiflora,1,Nl,G0,Africa,Humid,Deciduous,2.91,0.77,0.04,12.94,22.19,1.37,9.76,157.59,87,1.14
1248,Julbernardia globiflora,1,Nl,G0,Africa,Humid,Deciduous,1.69,0.685,0.04,15.02,20.32,1.43,9.38,232.48,118.86,1.13
1249,Julbernardia globiflora,1,Nl,G0,Africa,Humid,Deciduous,2.37,0.787,0.03,14.29,21.82,1.34,9.03,NA,NA,NA
1250,Julbernardia globiflora,1,Nl,G0,Africa,Humid,Deciduous,1.7,0.744,0.03,14.59,21,1.22,10.01,259.41,147.03,1.12
1251,Julbernardia globiflora,2,Nh,G0,Africa,Humid,Deciduous,7.59,0.518,0.15,17.17,26.21,2.38,11.74,116.06,88,1.08
1252,Julbernardia globiflora,2,Nh,G0,Africa,Humid,Deciduous,7.87,0.419,0.16,14.18,20.94,1.87,9.2,77.59,62,1.09
1253,Julbernardia globiflora,2,Nh,G0,Africa,Humid,Deciduous,8.74,0.424,0.2,16.57,25.84,2.22,10.55,115.36,101,1.07
1254,Julbernardia globiflora,2,Nh,G0,Africa,Humid,Deciduous,6.21,0.523,0.14,16.79,26.17,1.83,9.27,105.11,131,1.05
1255,Julbernardia globiflora,2,Nh,G0,Africa,Humid,Deciduous,4.75,0.542,0.12,17.03,24.98,2.97,9.43,96.37,80,1.07
1256,Julbernardia globiflora,2,Nl,G0,Africa,Humid,Deciduous,2.52,0.656,0.05,13.24,21.45,0.99,10.06,98.96,109,1.07
1257,Julbernardia globiflora,2,Nl,G0,Africa,Humid,Deciduous,2.07,0.63,0.04,15.75,22.5,1.35,10.38,34.07,90,1.02
1258,Julbernardia globiflora,2,Nl,G0,Africa,Humid,Deciduous,3.66,0.714,0.05,12.51,27.44,1.58,10.18,9.76,128,1.01
1260,Julbernardia globiflora,1,Nh,G1,Africa,Humid,Deciduous,0.85,0.547,NA,17.51,32,2.89,10.28,83.29,35,1.14
1261,Julbernardia globiflora,1,Nh,G1,Africa,Humid,Deciduous,1.2,0.65,NA,16.97,27.23,2.84,11.95,26.06,20.69,1.08
1262,Julbernardia globiflora,1,Nh,G1,Africa,Humid,Deciduous,0.82,0.608,NA,16.44,32.09,2.75,13.03,NA,NA,NA
1263,Julbernardia globiflora,1,Nh,G1,Africa,Humid,Deciduous,0.86,0.6,NA,17.17,29.32,2.41,12.35,165.67,117.47,1.08
1264,Julbernardia globiflora,1,Nl,G1,Africa,Humid,Deciduous,0.89,0.5,NA,16.18,28.89,2.48,11.19,34.15,17.77,1.12
1265,Julbernardia globiflora,1,Nl,G1,Africa,Humid,Deciduous,0.97,0.734,NA,16.24,23.38,0.91,7.65,81.85,35.06,1.15
1266,Julbernardia globiflora,1,Nl,G1,Africa,Humid,Deciduous,0.82,0.649,NA,15.8,27.5,1.84,11.35,9.94,37.78,1.02
1267,Julbernardia globiflora,1,Nl,G1,Africa,Humid,Deciduous,0.96,0.708,NA,15.17,20.43,0.96,5.96,NA,NA,NA
1268,Julbernardia globiflora,1,Nl,G1,Africa,Humid,Deciduous,0.88,0.576,NA,15.09,24.01,1.47,9.26,150.71,103.05,1.1
1269,Julbernardia globiflora,2,Nh,G1,Africa,Humid,Deciduous,1.51,0.465,NA,17.07,22.38,2.5,12.36,7.83,9,1.05
1270,Julbernardia globiflora,2,Nh,G1,Africa,Humid,Deciduous,2.32,0.61,NA,15.71,16.56,1.55,6.95,103.13,88,1.08
1271,Julbernardia globiflora,2,Nh,G1,Africa,Humid,Deciduous,2.59,0.508,NA,17.59,18.82,1.73,6.31,120.59,96,1.07
1272,Julbernardia globiflora,2,Nh,G1,Africa,Humid,Deciduous,1.87,0.461,NA,17.13,24.94,2.01,12.14,55.83,75,1.04
1273,Julbernardia globiflora,2,Nh,G1,Africa,Humid,Deciduous,1.6,0.617,NA,17.6,24.11,2.73,11.63,15.08,101,1.01
1274,Julbernardia globiflora,2,Nl,G1,Africa,Humid,Deciduous,2.06,0.577,NA,15.45,19.09,1.07,7.3,NA,NA,NA
1275,Julbernardia globiflora,2,Nl,G1,Africa,Humid,Deciduous,1.58,0.72,NA,12.45,15.72,0.99,4.85,53.28,50,1.09
1277,Julbernardia globiflora,2,Nl,G1,Africa,Humid,Deciduous,2.3,0.673,NA,14.61,16.15,1.23,5.78,75.5,70,1.07
1278,Julbernardia globiflora,2,Nl,G1,Africa,Humid,Deciduous,1.99,0.571,NA,17.39,22.54,1.35,10.18,136.65,122,1.06
1279,Julbernardia globiflora,2,Nl,G0,Africa,Humid,Deciduous,1.9,0.549,0.04,14.28,23.08,1.17,10.84,95.25,180,1.04
1280,Julbernardia globiflora,2,Nl,G0,Africa,Humid,Deciduous,5.07,0.667,0.09,13.2,22.32,1.33,9.62,36.64,128,1.02
1282,Kielmeyera coriacea,1,Nh,G1,South America,Humid,Deciduous,1.07,0.702,NA,17.38,14.78,0.77,3.92,14.9,8,1.11
1283,Kielmeyera coriacea,1,Nh,G1,South America,Humid,Deciduous,0.87,0.481,NA,32.6,22.79,0.72,20.97,4.26,3,1.05
1284,Kielmeyera coriacea,1,Nl,G1,South America,Humid,Deciduous,1.1,0.469,NA,27.23,18.8,0.94,5.77,85.41,13,1.26
1285,Kielmeyera coriacea,1,Nl,G1,South America,Humid,Deciduous,0.99,0.677,NA,21.72,8.9,0.68,2.57,50.97,13,1.19
1286,Kielmeyera coriacea,1,Nh,G1,South America,Humid,Deciduous,0.78,0.684,NA,29.56,17.18,1.38,10.75,NA,12,NA
1287,Kielmeyera coriacea,1,Nh,G1,South America,Humid,Deciduous,0.65,0.574,NA,NA,NA,NA,NA,NA,4.35,NA
1288,Kielmeyera coriacea,1,Nh,G0,South America,Humid,Deciduous,1.57,0.496,0.02,15.97,11.76,0.77,7.12,34.53,10,1.23
1289,Kielmeyera coriacea,1,Nh,G0,South America,Humid,Deciduous,1.98,0.739,0.01,20.88,12.2,0.63,9.02,115.85,51,1.11
1290,Kielmeyera coriacea,1,Nh,G0,South America,Humid,Deciduous,3.19,0.802,0.01,19.29,8.55,0.7,7.74,28.01,22,1.07
1291,Kielmeyera coriacea,1,Nh,G0,South America,Humid,Deciduous,2.3,0.721,0.01,24.59,12.77,1.14,11.43,30.51,23,1.06
1292,Kielmeyera coriacea,1,Nh,G0,South America,Humid,Deciduous,1.93,0.825,0.01,15.01,14.23,0.74,6.84,32.52,10,1.23
1293,Kielmeyera coriacea,1,Nl,G0,South America,Humid,Deciduous,3.47,0.805,0.01,18.5,9.27,0.47,5.12,15.8,7,1.13
1294,Kielmeyera coriacea,1,Nl,G0,South America,Humid,Deciduous,2.22,0.752,0.01,16.98,9.49,0.4,5.01,45.14,21,1.13
1295,Kielmeyera coriacea,1,Nl,G0,South America,Humid,Deciduous,1.55,0.828,0.01,17.63,15.95,0.68,7.93,79.85,93.67,1.05
1296,Kielmeyera coriacea,1,Nl,G0,South America,Humid,Deciduous,1.95,0.853,0.01,16.75,10.04,0.52,8.44,47.89,30,1.1
1297,Kielmeyera coriacea,1,Nl,G0,South America,Humid,Deciduous,1.43,0.847,0.01,NA,17.51,0.62,5.8,NA,61.49,1.08
1298,Kielmeyera coriacea,2,Nh,G0,South America,Humid,Deciduous,5.4,0.514,0.01,16.25,10.8,0.64,8.42,25.38,165,1.01
1299,Kielmeyera coriacea,2,Nh,G0,South America,Humid,Deciduous,3.57,0.619,0.02,14.43,16.94,0.87,10.84,103.49,133,1.05
1300,Kielmeyera coriacea,2,Nh,G0,South America,Humid,Deciduous,4.42,0.739,0.01,11.94,8.74,0.52,5.69,33.23,61,1.05
1301,Kielmeyera coriacea,2,Nh,G0,South America,Humid,Deciduous,3.52,0.539,0.02,14.79,12.56,0.78,11.1,95.63,135,1.05
1302,Kielmeyera coriacea,2,Nh,G0,South America,Humid,Deciduous,4.47,0.502,0.01,13.18,10.2,0.99,9.76,73.48,55,1.1
1303,Kielmeyera coriacea,2,Nl,G0,South America,Humid,Deciduous,2.6,0.639,0.01,18.2,13.08,0.53,5.74,122.95,118,1.06
1304,Kielmeyera coriacea,2,Nl,G0,South America,Humid,Deciduous,2.58,0.794,0.01,19.79,13.63,0.58,7.24,129.62,164,1.04
1305,Kielmeyera coriacea,2,Nl,G0,South America,Humid,Deciduous,2.08,0.726,0.01,16.98,10.17,0.47,3.52,153.82,183,1.05
1306,Kielmeyera coriacea,2,Nl,G0,South America,Humid,Deciduous,1.4,0.752,0.01,27.23,8.51,0.43,4.56,28.23,84,1.01
1307,Kielmeyera coriacea,2,Nl,G0,South America,Humid,Deciduous,3.54,0.787,0.01,16.93,11.27,0.57,3.78,19.63,93,1.01
1308,Kielmeyera coriacea,2,Nl,G1,South America,Humid,Deciduous,0.75,0.297,NA,27.02,18.02,1.42,6.42,11.81,12,1.04
1309,Kielmeyera coriacea,2,Nl,G1,South America,Humid,Deciduous,0.82,0.396,NA,27.71,12.21,0.95,4.51,NA,NA,NA
1310,Kielmeyera coriacea,2,Nl,G1,South America,Humid,Deciduous,0.72,0.336,NA,35.81,17.67,1.44,6.57,51.14,26,1.06
1311,Kielmeyera coriacea,2,Nl,G1,South America,Humid,Deciduous,1.16,0.648,NA,18.71,11.99,0.76,3.1,40.29,238,1.01
1312,Kielmeyera coriacea,2,Nl,G1,South America,Humid,Deciduous,0.82,0.136,NA,33.76,19.8,2.37,9.01,82.04,73,1.03
1313,Kielmeyera coriacea,1,Nl,G1,South America,Humid,Deciduous,1.02,0.659,NA,23.95,11.21,0.53,3.27,33.24,11.47,1.13
1314,Kielmeyera coriacea,1,Nl,G1,South America,Humid,Deciduous,0.63,0.067,NA,34.97,NA,NA,NA,NA,6,NA
1315,Kielmeyera coriacea,1,Nl,G1,South America,Humid,Deciduous,0.64,0.423,NA,24.87,NA,NA,NA,NA,NA,NA
1316,Kielmeyera coriacea,2,Nh,G1,South America,Humid,Deciduous,0.7,0.151,NA,30.01,23.29,2.48,13.07,70.03,136,1.02
1317,Kielmeyera coriacea,2,Nh,G1,South America,Humid,Deciduous,1.26,0.317,NA,30.56,16.9,1.22,10.01,101.86,151,1.02
1318,Kielmeyera coriacea,2,Nh,G1,South America,Humid,Deciduous,1.08,0.205,NA,34.3,20.64,1.52,9.75,35.3,64,1.02
1319,Kielmeyera coriacea,2,Nh,G1,South America,Humid,Deciduous,1.59,0.484,NA,30.58,18.91,1.29,12.28,71.34,87,1.03
1320,Kielmeyera coriacea,2,Nh,G1,South America,Humid,Deciduous,0.87,0.264,NA,36.01,18.6,1.59,16.74,55.02,39,1.04
1321,Melaleuca viridiflora,1,Nh,G0,Australia,Humid,Evergreen,5.98,0.182,0.24,11.97,19.87,1.34,20.13,96.79,70,1.12
1322,Melaleuca viridiflora,1,Nh,G0,Australia,Humid,Evergreen,5.56,0.248,0.14,12.98,22.13,2.38,23.2,204.77,143.24,1.11
1323,Melaleuca viridiflora,1,Nh,G0,Australia,Humid,Evergreen,10.71,0.295,0.26,10.1,15.11,1.2,16.67,104.64,101,1.1
1324,Melaleuca viridiflora,1,Nh,G0,Australia,Humid,Evergreen,11,0.174,0.27,11.13,15.77,0.88,18.22,66.7,56,1.11
1325,Melaleuca viridiflora,1,Nh,G0,Australia,Humid,Evergreen,9.92,0.367,0.16,12.97,18.85,2.92,15.39,88.59,59.48,1.12
1326,Melaleuca viridiflora,1,Nl,G0,Australia,Humid,Evergreen,8.94,0.228,0.28,11.13,15.08,0.9,14.32,114.82,122.42,1.08
1327,Melaleuca viridiflora,1,Nl,G0,Australia,Humid,Evergreen,8.73,0.267,0.14,9.12,13.69,1.12,8.37,51.57,85.95,1.07
1328,Melaleuca viridiflora,1,Nl,G0,Australia,Humid,Evergreen,5.72,0.235,0.17,12.26,17.43,1.49,16.47,111.64,232.12,1.04
1329,Melaleuca viridiflora,1,Nl,G0,Australia,Humid,Evergreen,6.1,0.219,0.16,15.34,16.1,1.19,15.78,182.45,187.1,1.06
1330,Melaleuca viridiflora,1,Nl,G0,Australia,Humid,Evergreen,9.68,0.328,0.2,10.98,16.11,1.02,13.58,88.5,102.19,1.08
1331,Melaleuca viridiflora,3,Nh,G0,Australia,Humid,Evergreen,7.46,0.327,0.23,9.63,13.36,0.74,17.44,NA,NA,NA
1332,Melaleuca viridiflora,3,Nh,G0,Australia,Humid,Evergreen,7.9,0.236,0.26,9.93,18,4.45,13.3,NA,NA,NA
1333,Melaleuca viridiflora,3,Nh,G0,Australia,Humid,Evergreen,12.35,0.295,0.23,8.15,14.28,0.83,12.94,NA,NA,NA
1334,Melaleuca viridiflora,3,Nh,G0,Australia,Humid,Evergreen,12.43,0.23,0.26,7.03,NA,NA,NA,NA,NA,NA
1335,Melaleuca viridiflora,3,Nh,G0,Australia,Humid,Evergreen,6.99,0.241,0.24,7.55,16.06,2.43,12.96,NA,NA,NA
1336,Melaleuca viridiflora,3,Nl,G0,Australia,Humid,Evergreen,5.98,0.2,0.25,7.67,15.08,1.16,8.57,NA,NA,NA
1337,Melaleuca viridiflora,3,Nl,G0,Australia,Humid,Evergreen,2.67,0.352,0.14,10.29,12.85,2.27,7.97,NA,NA,NA
1338,Melaleuca viridiflora,3,Nl,G0,Australia,Humid,Evergreen,3.93,0.245,0.15,7.88,15.66,1.37,12.43,NA,NA,NA
1339,Melaleuca viridiflora,1,Nh,G1,Australia,Humid,Evergreen,0.74,0.253,NA,28.69,26.61,3.19,20.82,142.82,53.19,1.1
1340,Melaleuca viridiflora,1,Nh,G1,Australia,Humid,Evergreen,0.66,0.242,NA,20.32,NA,NA,NA,156.24,59.43,1.13
1343,Melaleuca viridiflora,1,Nh,G1,Australia,Humid,Evergreen,0.52,0.227,NA,31.63,NA,NA,NA,NA,NA,NA
1344,Melaleuca viridiflora,1,Nl,G1,Australia,Humid,Evergreen,0.56,0.131,NA,34.26,NA,NA,NA,NA,NA,NA
1345,Melaleuca viridiflora,1,Nl,G1,Australia,Humid,Evergreen,0.56,0.292,NA,22.32,NA,NA,NA,NA,NA,NA
1346,Melaleuca viridiflora,1,Nl,G1,Australia,Humid,Evergreen,0.52,0.176,NA,48.51,23.6,1.15,13.36,NA,33.79,NA
1347,Melaleuca viridiflora,1,Nl,G1,Australia,Humid,Evergreen,0.56,0.213,NA,NA,NA,NA,NA,NA,150.62,1.06
1348,Melaleuca viridiflora,1,Nl,G1,Australia,Humid,Evergreen,0.52,0.3,NA,27.29,NA,NA,NA,NA,NA,NA
1350,Melaleuca viridiflora,3,Nh,G1,Australia,Humid,Evergreen,0.52,0.045,NA,NA,22.73,2.56,8.77,NA,NA,NA
1351,Melaleuca viridiflora,3,Nh,G1,Australia,Humid,Evergreen,0.71,0.71,NA,NA,22.07,1.06,11.84,NA,NA,NA
1352,Melaleuca viridiflora,3,Nh,G1,Australia,Humid,Evergreen,0.67,0.148,NA,NA,20.28,1.43,15.06,NA,NA,NA
1353,Melaleuca viridiflora,3,Nh,G1,Australia,Humid,Evergreen,0.6,0.178,NA,NA,20.92,1.67,8.39,NA,NA,NA
1354,Melaleuca viridiflora,3,Nl,G1,Australia,Humid,Evergreen,0.64,0.54,NA,NA,12.38,0.84,2.49,NA,NA,NA
1356,Melaleuca viridiflora,3,Nl,G1,Australia,Humid,Evergreen,0.52,0.28,NA,NA,64.35,2.32,6.73,NA,NA,NA
1358,Melaleuca viridiflora,3,Nl,G1,Australia,Humid,Evergreen,0.68,0.278,NA,NA,16.37,0.68,4.29,NA,NA,NA
1359,Melaleuca viridiflora,3,Nl,G0,Australia,Humid,Evergreen,4.75,0.218,0.2,8.86,15.37,0.97,10.51,NA,NA,NA
1360,Melaleuca viridiflora,3,Nl,G0,Australia,Humid,Evergreen,5.86,0.335,0.15,11.05,17.53,1.29,11.84,NA,NA,NA
1362,Mimosa clausenii,3,Nh,G1,South America,Humid,Deciduous,0.98,0.017,NA,NA,NA,NA,NA,NA,NA,NA
1363,Mimosa clausenii,3,Nh,G1,South America,Humid,Deciduous,0.62,0.016,NA,NA,NA,NA,NA,NA,NA,NA
1364,Mimosa clausenii,3,Nh,G1,South America,Humid,Deciduous,0.57,0.478,NA,NA,NA,NA,NA,NA,NA,NA
1365,Mimosa clausenii,3,Nl,G1,South America,Humid,Deciduous,0.61,0.273,NA,NA,NA,NA,NA,NA,NA,NA
1367,Mimosa clausenii,3,Nh,G1,South America,Humid,Deciduous,0.52,0.273,NA,NA,NA,NA,NA,NA,NA,NA
1368,Mimosa clausenii,3,Nl,G1,South America,Humid,Deciduous,0.61,0.045,NA,NA,NA,NA,NA,NA,NA,NA
1369,Mimosa clausenii,2,Nh,G1,South America,Humid,Deciduous,1.15,0.054,NA,16.87,16.89,0.94,6.66,72.21,121.57,1.04
1370,Mimosa clausenii,2,Nh,G1,South America,Humid,Deciduous,2.79,0.031,NA,13.27,18.17,1.24,8.5,95.09,155.49,1.05
1371,Mimosa clausenii,2,Nh,G1,South America,Humid,Deciduous,1.64,0.074,NA,27.99,23.32,1.23,8.44,349.99,246.15,1.05
1372,Mimosa clausenii,2,Nh,G1,South America,Humid,Deciduous,1.61,0.063,NA,23.36,25.09,1.77,13.13,148.49,219.34,1.03
1373,Mimosa clausenii,2,Nh,G1,South America,Humid,Deciduous,0.62,0.161,NA,36.94,16.35,1.87,11.77,225.15,24.12,1.26
1374,Mimosa clausenii,2,Nl,G1,South America,Humid,Deciduous,0.71,0.224,NA,21.68,12.76,0.57,5.32,89.47,98.93,1.04
1375,Mimosa clausenii,2,Nl,G1,South America,Humid,Deciduous,0.76,0.301,NA,17.66,11.86,0.68,4.56,1,28.39,1
1376,Mimosa clausenii,2,Nl,G1,South America,Humid,Deciduous,0.64,0.142,NA,18.86,8.81,0.73,4.88,28.93,4.7,1.4
1377,Mimosa clausenii,2,Nl,G1,South America,Humid,Deciduous,1.55,0.14,NA,14.24,19.47,1.27,8.13,116.35,165,1.05
1378,Mimosa clausenii,2,Nl,G1,South America,Humid,Deciduous,0.62,0.123,NA,25.58,14.9,1.29,9.17,NA,NA,NA
1379,Mimosa clausenii,2,Nh,G0,South America,Humid,Deciduous,26.78,0.19,0.02,14.45,18.77,2.13,12.31,80.5,200,1.03
1380,Mimosa clausenii,2,Nh,G0,South America,Humid,Deciduous,52.66,0.206,0.03,11.39,12.59,0.85,5.67,93.01,80.53,1.1
1381,Mimosa clausenii,2,Nh,G0,South America,Humid,Deciduous,27.01,0.09,0.07,14.06,18.22,1.94,8.79,86.75,337,1.02
1382,Mimosa clausenii,2,Nh,G0,South America,Humid,Deciduous,34.99,0.106,0.04,6.56,19.58,2.8,15.94,67.78,220.96,1.05
1383,Mimosa clausenii,2,Nh,G0,South America,Humid,Deciduous,28.48,0.125,0.03,9.74,16.98,1.32,7.4,20.47,78,1.03
1384,Mimosa clausenii,2,Nl,G0,South America,Humid,Deciduous,13.68,0.289,0.02,9.18,11.47,0.76,5.16,75.04,120.17,1.07
1385,Mimosa clausenii,2,Nl,G0,South America,Humid,Deciduous,10.45,0.13,0.02,11.55,16.07,0.73,5.06,185.54,243.48,1.07
1386,Mimosa clausenii,2,Nl,G0,South America,Humid,Deciduous,5.97,0.103,0.03,14.19,16.24,1.11,6.07,84.73,114,1.05
1387,Mimosa clausenii,2,Nl,G0,South America,Humid,Deciduous,12.14,0.132,0.03,8.8,13.73,1,6.45,51.19,234,1.02
1388,Mimosa clausenii,2,Nl,G0,South America,Humid,Deciduous,4.2,0.113,0.02,12.85,18.53,0.87,8.81,51.34,50.85,1.08
1389,Mimosa clausenii,3,Nl,G0,South America,Humid,Deciduous,1.5,0.19,0.01,15.89,20.79,1.21,9.14,NA,NA,NA
1390,Mimosa clausenii,3,Nl,G0,South America,Humid,Deciduous,4.01,0.041,0.01,13.54,NA,NA,NA,NA,NA,NA
1391,Mimosa clausenii,3,Nl,G0,South America,Humid,Deciduous,3.95,0.067,0.02,13.97,17.66,1.16,8.56,NA,NA,NA
1392,Mimosa clausenii,3,Nl,G0,South America,Humid,Deciduous,4.85,0.107,0.03,13.14,21.72,1.23,9.23,NA,NA,NA
1393,Mimosa clausenii,3,Nh,G0,South America,Humid,Deciduous,13.21,0.133,0.04,NA,NA,NA,NA,NA,NA,NA
1394,Mimosa clausenii,3,Nl,G1,South America,Humid,Deciduous,0.6,0.212,NA,NA,NA,NA,NA,NA,NA,NA
1395,Mimosa clausenii,3,Nl,G1,South America,Humid,Deciduous,0.6,0.096,NA,NA,NA,NA,NA,NA,NA,NA
1396,Mimosa clausenii,3,Nh,G0,South America,Humid,Deciduous,11.61,0.113,0.02,NA,NA,NA,NA,NA,NA,NA
1397,Mimosa clausenii,3,Nl,G0,South America,Humid,Deciduous,5.11,0.061,0.01,16.32,22.07,1.42,8.07,NA,NA,NA
1398,Mimosa clausenii,3,Nh,G0,South America,Humid,Deciduous,18.85,0.023,0.04,15.89,20.1,1.19,8.23,NA,NA,NA
1399,Mimosa clausenii,3,Nh,G0,South America,Humid,Deciduous,26.44,0.371,0.02,NA,NA,NA,NA,NA,NA,NA
1400,Mimosa clausenii,3,Nh,G0,South America,Humid,Deciduous,12.78,0.123,0.02,NA,NA,NA,NA,NA,NA,NA
1401,Mimosa tenuifolia,2,Nh,G1,South America,Semi-arid,Deciduous,28.37,0.234,NA,18.5,24.76,1.09,10.77,101.91,62.21,1.09
1402,Mimosa tenuifolia,2,Nh,G1,South America,Semi-arid,Deciduous,1.04,0.164,NA,33.38,28.15,2.05,8.94,15.2,56.29,1.01
1403,Mimosa tenuifolia,2,Nh,G1,South America,Semi-arid,Deciduous,21.13,0.147,NA,22.22,36.87,1.8,11.52,NA,NA,NA
1405,Mimosa tenuifolia,2,Nh,G1,South America,Semi-arid,Deciduous,11.02,0.247,NA,22.07,25,0.81,7.03,244.88,113.54,1.1
1406,Mimosa tenuifolia,2,Nl,G0,South America,Semi-arid,Deciduous,5.61,0.327,0.24,15.75,33.12,2.69,8.23,134.74,91.42,1.09
1407,Mimosa tenuifolia,2,Nl,G1,South America,Semi-arid,Deciduous,0.77,0.184,NA,24.06,23.96,0.96,8.71,36.22,22.96,1.07
1408,Mimosa tenuifolia,2,Nl,G1,South America,Semi-arid,Deciduous,0.94,0.214,NA,17.57,10.2,0.93,4.2,78.44,107.72,1.04
1409,Mimosa tenuifolia,2,Nl,G1,South America,Semi-arid,Deciduous,1.27,0.163,NA,24.03,15.92,5.74,5.61,49.65,173.08,1.01
1411,Mimosa tenuifolia,2,Nl,G1,South America,Semi-arid,Deciduous,0.6,0.329,NA,71.4,17.41,1.18,7.31,85.21,92.4,1.01
1412,Mimosa tenuifolia,2,Nh,G0,South America,Semi-arid,Deciduous,115.14,0.339,1.04,12.43,16.34,0.8,3.58,66.25,54.79,1.1
1413,Mimosa tenuifolia,2,Nh,G0,South America,Semi-arid,Deciduous,111.06,0.344,0.83,12.05,21.36,1.09,6.71,80.55,54,1.13
1414,Mimosa tenuifolia,2,Nh,G0,South America,Semi-arid,Deciduous,98,0.308,1.04,12.95,15.38,0.96,4.91,25.15,23.38,1.08
1415,Mimosa tenuifolia,2,Nh,G0,South America,Semi-arid,Deciduous,122.79,0.334,1.03,15.82,12.48,0.87,4.95,73.77,57,1.08
1416,Mimosa tenuifolia,2,Nh,G0,South America,Semi-arid,Deciduous,91.59,0.272,1.02,14.97,20.13,1.22,7.36,121.37,91.23,1.09
1417,Mimosa tenuifolia,2,Nl,G0,South America,Semi-arid,Deciduous,42.42,0.372,0.58,8.68,8.09,0.67,3.78,36.72,125.92,1.03
1418,Mimosa tenuifolia,2,Nl,G0,South America,Semi-arid,Deciduous,30.68,0.255,0.49,6.53,10.86,0.93,5.05,51.27,171,1.05
1419,Mimosa tenuifolia,3,Nh,G1,South America,Semi-arid,Deciduous,0.99,0.35,NA,NA,28.1,1.12,7.65,NA,NA,NA
1420,Mimosa tenuifolia,3,Nh,G1,South America,Semi-arid,Deciduous,29.6,0.166,NA,NA,29.74,1.53,7.53,NA,NA,NA
1421,Mimosa tenuifolia,3,Nh,G1,South America,Semi-arid,Deciduous,1.63,0.121,NA,NA,NA,NA,NA,NA,NA,NA
1422,Mimosa tenuifolia,3,Nh,G1,South America,Semi-arid,Deciduous,11.13,0.209,NA,NA,NA,NA,NA,NA,NA,NA
1423,Mimosa tenuifolia,3,Nh,G1,South America,Semi-arid,Deciduous,1.19,0.247,NA,NA,29.18,1.52,15.4,NA,NA,NA
1424,Mimosa tenuifolia,3,Nl,G1,South America,Semi-arid,Deciduous,0.55,0.455,NA,NA,71.73,2.45,13.53,NA,NA,NA
1425,Mimosa tenuifolia,3,Nl,G1,South America,Semi-arid,Deciduous,0.65,0.279,NA,NA,26.85,1.85,14.85,NA,NA,NA
1426,Mimosa tenuifolia,3,Nl,G1,South America,Semi-arid,Deciduous,9.74,0.177,NA,NA,25.4,1.22,7.92,NA,NA,NA
1427,Mimosa tenuifolia,3,Nl,G1,South America,Semi-arid,Deciduous,0.56,0.619,NA,NA,28.28,2.04,13.89,NA,NA,NA
1428,Mimosa tenuifolia,3,Nl,G1,South America,Semi-arid,Deciduous,0.69,0.558,NA,NA,NA,NA,NA,NA,NA,NA
1429,Mimosa tenuifolia,3,Nh,G0,South America,Semi-arid,Deciduous,166,0.174,0.83,19.87,27.82,1.6,11.58,NA,NA,NA
1430,Mimosa tenuifolia,3,Nh,G0,South America,Semi-arid,Deciduous,240.79,0.236,0.8,16.89,28.23,1.18,10.32,NA,NA,NA
1431,Mimosa tenuifolia,3,Nh,G0,South America,Semi-arid,Deciduous,128.73,0.338,0.72,15.87,21.98,1.03,6.98,NA,NA,NA
1432,Mimosa tenuifolia,3,Nh,G0,South America,Semi-arid,Deciduous,127.87,0.235,0.82,18.18,23.46,1.54,11.34,NA,NA,NA
1433,Mimosa tenuifolia,3,Nh,G0,South America,Semi-arid,Deciduous,125.08,0.246,0.8,16.5,26.42,1.22,11.03,NA,NA,NA
1434,Mimosa tenuifolia,3,Nl,G0,South America,Semi-arid,Deciduous,100.77,0.192,0.79,12.91,27.42,1.33,7.44,NA,NA,NA
1435,Mimosa tenuifolia,3,Nl,G0,South America,Semi-arid,Deciduous,259.22,0.203,0.62,17.02,22.53,1.89,10.17,NA,NA,NA
