species_name,voucher_specimen,generalised_collection_location,arborteum_row,planting_year,genome_size_2C_picograms,cv_sample,cv_solanum_standard,context
Eucalyptus hebetifolia,DN 3562,"Stirling Range, WA",238,2001,1.261568436,3.81,2.55,"voucher DN 3562: collected at Stirling Range, WA and planted in arboretum row 238 in 2001"
Eucalyptus shirleyi,DN 1292,"White Mountains, QLD",89,1996,1.261568436,2.98,2.71,"voucher DN 1292: collected at White Mountains, QLD and planted in arboretum row 89 in 1996"
"Eucalyptus pimpiniana 
",DN 2738,"Mulga Rockhole, WA",184,2000,1.262183236,2.91,2.17,"voucher DN 2738: collected at Mulga Rockhole, WA and planted in arboretum row 184 in 2000"
Eucalyptus melanoleuca,DN 2111,"Yarraman, QLD",151,1998,1.262937827,6.22,2.97,"voucher DN 2111: collected at Yarraman, QLD and planted in arboretum row 151 in 1998"
Eucalyptus arachnaea subsp. arrecta,DN 2216,"Morawa, WA",174,1999,1.263414634,2.99,2.07,"voucher DN 2216: collected at Morawa, WA and planted in arboretum row 174 in 1999"
Eucalyptus misella,DN 147,"Lort River, WA",24,1993,1.264031235,5.54,2.36,"voucher DN 147: collected at Lort River, WA and planted in arboretum row 24 in 1993"
Eucalyptus dawsonii,DN 743,"Ginghi, NSW",47,1994,1.264648438,4.06,3.14,"voucher DN 743: collected at Ginghi, NSW and planted in arboretum row 47 in 1994"
Eucalyptus leucophylla,DN 1941,"Halls Creek, WA",133,1997,1.264648438,2.85,2.17,"voucher DN 1941: collected at Halls Creek, WA and planted in arboretum row 133 in 1997"
Eucalyptus leucoxylon subsp. pruinosa,DN 351,"Bordertown, SA",45,1994,1.264648438,3.12,2.6,"voucher DN 351: collected at Bordertown, SA and planted in arboretum row 45 in 1994"
Eucalyptus protensa,DN 3641,"Fraser Range, WA",222,2001,1.264648438,3.31,2.39,"voucher DN 3641: collected at Fraser Range, WA and planted in arboretum row 222 in 2001"
Eucalyptus celastroides subsp. celastroides,DN 132,"Mt Norcott, WA",44,1994,1.265266243,3.22,2.36,"voucher DN 132: collected at Mt Norcott, WA and planted in arboretum row 44 in 1994"
Eucalyptus horistes subsp. 'horistes',DN 2756,"Youanmi, WA",187,2000,1.265266243,2.4,1.94,"voucher DN 2756: collected at Youanmi, WA and planted in arboretum row 187 in 2000"
Eucalyptus oldfieldii,DN 2732,"Balpe Lakes, WA",184,2000,1.265266243,3.05,2.28,"voucher DN 2732: collected at Balpe Lakes, WA and planted in arboretum row 184 in 2000"
Eucalyptus melanoxylon,DN 143,"Lake Gilmore, WA",11,1993,1.265884653,3.93,2.85,"voucher DN 143: collected at Lake Gilmore, WA and planted in arboretum row 11 in 1993"
Eucalyptus oleosa subsp. cylindroidea,DN 2259,"Lort River, WA",189,2000,1.265884653,2.67,2.14,"voucher DN 2259: collected at Lort River, WA and planted in arboretum row 189 in 2000"
Eucalyptus terebra,DN 3607,"Mt Buraminya, WA",224,2001,1.265884653,2.49,2.23,"voucher DN 3607: collected at Mt Buraminya, WA and planted in arboretum row 224 in 2001"
Eucalyptus tereticornis subsp. tereticornis,DN 713,"Bororen, QLD",49,1994,1.266503667,3.12,2.43,"voucher DN 713: collected at Bororen, QLD and planted in arboretum row 49 in 1994"
Eucalyptus dura,DN 689,"Barakula forest, QLD",53,1994,1.267123288,4.2,2.86,"voucher DN 689: collected at Barakula forest, QLD and planted in arboretum row 53 in 1994"
Eucalyptus leucoxylon subsp. bellarinensis,DN 460,"Torquay, VIC",56,1994,1.267743514,3.08,2.6,"voucher DN 460: collected at Torquay, VIC and planted in arboretum row 56 in 1994"
Eucalyptus longicornis,DN 2283,"Lake Johnson, WA",187,2000,1.267743514,2.42,1.77,"voucher DN 2283: collected at Lake Johnson, WA and planted in arboretum row 187 in 2000"
Eucalyptus trivalvis ,DN 5200,"Mt Woodroffe, SA",301,2010,1.267743514,3.09,2.6,"voucher DN 5200: collected at Mt Woodroffe, SA and planted in arboretum row 301 in 2010"
Eucalyptus jensenii,DN 1916,"Mt Barnett, WA",138,1997,1.268364349,3.17,2.31,"voucher DN 1916: collected at Mt Barnett, WA and planted in arboretum row 138 in 1997"
Eucalyptus leucophylla,DN 1331,"Mt Isa, QLD",87,1996,1.268364349,2.6,2.18,"voucher DN 1331: collected at Mt Isa, QLD and planted in arboretum row 87 in 1996"
Eucalyptus populnea subsp. bimbil,DN 2954,"Nyngan, NSW",186,2000,1.268364349,2.41,2.19,"voucher DN 2954: collected at Nyngan, NSW and planted in arboretum row 186 in 2000"
Eucalyptus victrix,DN 1178,"Lake Macleod,  WA",63,1995,1.268364349,3.5,2.88,"voucher DN 1178: collected at Lake Macleod,  WA and planted in arboretum row 63 in 1995"
Eucalyptus caleyi subsp. ovendenii,DN 2930,"Gibraltar Rock, NSW",190,2000,1.268985791,2.67,2.15,"voucher DN 2930: collected at Gibraltar Rock, NSW and planted in arboretum row 190 in 2000"
Eucalyptus fusiformis,DN 645,"Tamban, NSW",61,1994,1.268985791,3.34,2.54,"voucher DN 645: collected at Tamban, NSW and planted in arboretum row 61 in 1994"
Eucalyptus prolixa,DN 2281,"Bremer Range, WA",203,2002,1.268985791,2.46,1.91,"voucher DN 2281: collected at Bremer Range, WA and planted in arboretum row 203 in 2002"
Eucalyptus sp. North Balladonia,DN 3620,"Zanthus, WA",225,2001,1.268985791,3.16,2.73,"voucher DN 3620: collected at Zanthus, WA and planted in arboretum row 225 in 2001"
Eucalyptus vesiculosa,DN 3565,"Corackerup, WA",234,2001,1.268985791,4.35,3.04,"voucher DN 3565: collected at Corackerup, WA and planted in arboretum row 234 in 2001"
Eucalyptus youngiana ,DN 4542,"Fraser Range, WA",209,2006,1.268985791,3.56,2.5,"voucher DN 4542: collected at Fraser Range, WA and planted in arboretum row 209 in 2006"
Eucalyptus calcareana,DN 2587,"Kimba, SA",186,2000,1.269607843,3.45,3.16,"voucher DN 2587: collected at Kimba, SA and planted in arboretum row 186 in 2000"
Eucalyptus melanophloia subsp. nana ,DN 4183,"Mt Isa, QLD",202,2002,1.269607843,4.63,3.35,"voucher DN 4183: collected at Mt Isa, QLD and planted in arboretum row 202 in 2002"
Eucalyptus panda,DN 683,"Tara, QLD",53,1994,1.269607843,2.72,2.78,"voucher DN 683: collected at Tara, QLD and planted in arboretum row 53 in 1994"
Eucalyptus suggrandis subsp. suggrandis,DN 3583,"Desmond, WA",233,2001,1.269607843,5.42,2.97,"voucher DN 3583: collected at Desmond, WA and planted in arboretum row 233 in 2001"
Eucalyptus castrensis,DN 5263,"Pokolbin, NSW",303,2010,1.270230505,3.05,2.56,"voucher DN 5263: collected at Pokolbin, NSW and planted in arboretum row 303 in 2010"
Eucalyptus goniantha subsp. kynoura,DN 3759,"Point Hillier, WA",238,2001,1.270230505,4.49,2.47,"voucher DN 3759: collected at Point Hillier, WA and planted in arboretum row 238 in 2001"
Eucalyptus incrassata,DN 1638,"Cape Le Grand, WA",136,1997,1.270853778,2.91,2.32,"voucher DN 1638: collected at Cape Le Grand, WA and planted in arboretum row 136 in 1997"
Eucalyptus luculenta,DN 3618,"Mt Buraminya, WA",203,2002,1.270853778,2.02,2.25,"voucher DN 3618: collected at Mt Buraminya, WA and planted in arboretum row 203 in 2002"
Eucalyptus sp. Dartmoor,DN 5585,"Dartmoor, WA",315,2011,1.270853778,7.66,2.87,"voucher DN 5585: collected at Dartmoor, WA and planted in arboretum row 315 in 2011"
Eucalyptus conglobata subsp. perata,DN 3439,"Pingaring, WA",227,2001,1.271477663,3.49,3.02,"voucher DN 3439: collected at Pingaring, WA and planted in arboretum row 227 in 2001"
Eucalyptus grandis subsp. 'grandis',DN 1237,"Johns River, NSW",93,1996,1.271477663,2.33,1.94,"voucher DN 1237: collected at Johns River, NSW and planted in arboretum row 93 in 1996"
Eucalyptus incrassata ,DN 2802,"Madura Beach, WA",182,2000,1.271477663,2.74,2.25,"voucher DN 2802: collected at Madura Beach, WA and planted in arboretum row 182 in 2000"
Eucalyptus lansdowneana,DN 57,"Gawler Ranges, SA",84,1998,1.271477663,2.9,2.13,"voucher DN 57: collected at Gawler Ranges, SA and planted in arboretum row 84 in 1998"
Eucalyptus occidentalis,DN 3556,"Stirling Range, WA",237,2001,1.271477663,3.19,2,"voucher DN 3556: collected at Stirling Range, WA and planted in arboretum row 237 in 2001"
Eucalyptus leucophylla,DN 4236,"Halls Creek, WA",204,2002,1.272102161,2.45,2.04,"voucher DN 4236: collected at Halls Creek, WA and planted in arboretum row 204 in 2002"
Eucalyptus granitica,DN 1305,"Herberton, QLD",94,1996,1.272727273,2.41,2.19,"voucher DN 1305: collected at Herberton, QLD and planted in arboretum row 94 in 1996"
Eucalyptus porosa,DN 482,"Mt Wudinna, SA",40,1994,1.272727273,3.3,2.87,"voucher DN 482: collected at Mt Wudinna, SA and planted in arboretum row 40 in 1994"
Eucalyptus rugosa,DN 3179,"Sleaford, SA",229,2001,1.272727273,3.34,2.65,"voucher DN 3179: collected at Sleaford, SA and planted in arboretum row 229 in 2001"
Eucalyptus salicola,DN 3457,"Baandie, WA",227,2001,1.272727273,3.62,2.93,"voucher DN 3457: collected at Baandie, WA and planted in arboretum row 227 in 2001"
Eucalyptus ammophila,DN 1284,"Barcaldine, QLD",87,1996,1.273352999,3.65,2.39,"voucher DN 1284: collected at Barcaldine, QLD and planted in arboretum row 87 in 1996"
Eucalyptus fruticosa,DN 3532,"Kalbarri, WA",224,2001,1.273352999,3.06,2.34,"voucher DN 3532: collected at Kalbarri, WA and planted in arboretum row 224 in 2001"
Eucalyptus intertexta,DN 2677,"Warburton, WA",182,2000,1.273352999,2.91,2.41,"voucher DN 2677: collected at Warburton, WA and planted in arboretum row 182 in 2000"
Eucalyptus kumarlensis,DN 141,"Lake Gilmore, WA",11,1993,1.273352999,3.45,2.6,"voucher DN 141: collected at Lake Gilmore, WA and planted in arboretum row 11 in 1993"
Eucalyptus phenax subsp. phenax,DN 929,"Lochiel, SA",72,1995,1.273352999,3.68,2.93,"voucher DN 929: collected at Lochiel, SA and planted in arboretum row 72 in 1995"
Eucalyptus pilbarensis,DN 1189,"Mt Nameless, WA",62,1995,1.273979341,3.96,2.81,"voucher DN 1189: collected at Mt Nameless, WA and planted in arboretum row 62 in 1995"
Eucalyptus sargentii subsp. sargentii,DN 2229,"Koorda, WA",176,1999,1.273979341,4.67,2.73,"voucher DN 2229: collected at Koorda, WA and planted in arboretum row 176 in 1999"
Eucalyptus sideroxylon,DN 674,"Wallangarra, QLD",52,1994,1.273979341,3.37,2.57,"voucher DN 674: collected at Wallangarra, QLD and planted in arboretum row 52 in 1994"
Eucalyptus zopherophloia,DN 267,"Cliff Head, WA",25,1993,1.273979341,4.23,2.91,"voucher DN 267: collected at Cliff Head, WA and planted in arboretum row 25 in 1993"
Eucalyptus cajuputea,DN 1691,"Iron Dutchess, SA",135,1997,1.274606299,2.76,2.19,"voucher DN 1691: collected at Iron Dutchess, SA and planted in arboretum row 135 in 1997"
Eucalyptus sargentii subsp. onesia,DN 3695,"Carani, WA",232,2001,1.274606299,5.11,2.53,"voucher DN 3695: collected at Carani, WA and planted in arboretum row 232 in 2001"
Eucalyptus siderophloia,DN 717,"Gympie, QLD",54,1994,1.274606299,3.45,3.05,"voucher DN 717: collected at Gympie, QLD and planted in arboretum row 54 in 1994"
Eucalyptus clivicola,DN 3779,"Tambellup, WA",230,2001,1.275233875,3.65,2.95,"voucher DN 3779: collected at Tambellup, WA and planted in arboretum row 230 in 2001"
Eucalyptus scias subsp. callimastha,DN 600,"Tomakin, NSW",52,1994,1.275233875,3.1,2.59,"voucher DN 600: collected at Tomakin, NSW and planted in arboretum row 52 in 1994"
Eucalyptus leptopoda subsp. leptopoda,DN 298,"Bonnie Rock, WA",14,1993,1.275862069,3.09,2.41,"voucher DN 298: collected at Bonnie Rock, WA and planted in arboretum row 14 in 1993"
Eucalyptus oleosa subsp. corvina,DN 2251,"Ravensthorpe, WA",191,2000,1.275862069,2.52,1.76,"voucher DN 2251: collected at Ravensthorpe, WA and planted in arboretum row 191 in 2000"
Eucalyptus pachyphylla,DN 6637,"Tanami Desert, NT",297,2015,1.275862069,3.27,2.93,"voucher DN 6637: collected at Tanami Desert, NT and planted in arboretum row 297 in 2015"
Eucalyptus tumida,DN 159,"Scaddan, WA",13,1993,1.275862069,5.82,2.39,"voucher DN 159: collected at Scaddan, WA and planted in arboretum row 13 in 1993"
Eucalyptus aenea,DN 2083,"Gungal, NSW",84,1998,1.276490882,6.16,3.29,"voucher DN 2083: collected at Gungal, NSW and planted in arboretum row 84 in 1998"
Eucalyptus salmonophloia,DN 2306,"Zanthus, WA",177,1999,1.276490882,2.91,2.31,"voucher DN 2306: collected at Zanthus, WA and planted in arboretum row 177 in 1999"
Eucalyptus cretata,DN 1689,"Darke Peak, SA",133,1997,1.277120316,2.87,2.15,"voucher DN 1689: collected at Darke Peak, SA and planted in arboretum row 133 in 1997"
Eucalyptus lucens,DN 1353,"Mt Hermannsburg, NT",86,1996,1.277120316,3.35,2.63,"voucher DN 1353: collected at Mt Hermannsburg, NT and planted in arboretum row 86 in 1996"
Eucalyptus rhombica,DN 2104,"Karara, QLD",150,1998,1.277120316,3.4,2.96,"voucher DN 2104: collected at Karara, QLD and planted in arboretum row 150 in 1998"
Eucalyptus tricarpa,DN 1727,"Aireys Inlet, VIC",138,1997,1.277120316,2.2,1.92,"voucher DN 1727: collected at Aireys Inlet, VIC and planted in arboretum row 138 in 1997"
Eucalyptus viridis,DN 729,"Hermidale, NSW",49,1994,1.277120316,3.06,3.07,"voucher DN 729: collected at Hermidale, NSW and planted in arboretum row 49 in 1994"
Eucalyptus cyanophylla,DN 983,"Berri, SA",64,1995,1.27775037,3.84,3.3,"voucher DN 983: collected at Berri, SA and planted in arboretum row 64 in 1995"
Eucalyptus elegans,DN 680,"Kogan, QLD",51,1994,1.27775037,3.78,4,"voucher DN 680: collected at Kogan, QLD and planted in arboretum row 51 in 1994"
Eucalyptus crebra,DN 6453,"Flora Range, QLD",243,2013,1.278381046,2.95,3.09,"voucher DN 6453: collected at Flora Range, QLD and planted in arboretum row 243 in 2013"
Eucalyptus leptopoda subsp. arctata,DN 276,"Mullewa, WA",22,1993,1.278381046,4.34,2.85,"voucher DN 276: collected at Mullewa, WA and planted in arboretum row 22 in 1993"
Eucalyptus sp. Mt Garnet,DN 2506,"Mt Garnet, QLD",166,1999,1.278381046,2.77,2.17,"voucher DN 2506: collected at Mt Garnet, QLD and planted in arboretum row 166 in 1999"
Eucalyptus leptophleba,DN 1313,"Laura, QLD",132,1997,1.279012346,2.74,2.16,"voucher DN 1313: collected at Laura, QLD and planted in arboretum row 132 in 1997"
Eucalyptus leptopoda subsp. subluta,DN 2776,"Menzies, WA",185,2000,1.279012346,2.3,2.66,"voucher DN 2776: collected at Menzies, WA and planted in arboretum row 185 in 2000"
Eucalyptus populnea subsp. populnea,DN 679,"Kogan, QLD",59,1994,1.279012346,3.41,3.01,"voucher DN 679: collected at Kogan, QLD and planted in arboretum row 59 in 1994"
Eucalyptus semota,DN 2193,"Doolgunna, WA",179,1999,1.279012346,3.06,2.22,"voucher DN 2193: collected at Doolgunna, WA and planted in arboretum row 179 in 1999"
Eucalyptus spathulata subsp. spathulata,DN 234,"Katanning, WA",71,1995,1.279012346,4.22,2.74,"voucher DN 234: collected at Katanning, WA and planted in arboretum row 71 in 1995"
Eucalyptus baileyana,DN 6455,"Blackdown Tableland, QLD",283,2013,1.279644269,2.61,2.33,"voucher DN 6455: collected at Blackdown Tableland, QLD and planted in arboretum row 283 in 2013"
Eucalyptus sicilifolia,DN 1276,"Mt Zamia, QLD",89,1996,1.279644269,4.05,3.98,"voucher DN 1276: collected at Mt Zamia, QLD and planted in arboretum row 89 in 1996"
Eucalyptus trachybasis,DN 4306,"Widgiemooltha, WA",203,2002,1.279644269,4.98,2.91,"voucher DN 4306: collected at Widgiemooltha, WA and planted in arboretum row 203 in 2002"
Eucalyptus baiophylla,DN 1181,"Cape Farquhar, WA",72,1995,1.280276817,3.24,2.36,"voucher DN 1181: collected at Cape Farquhar, WA and planted in arboretum row 72 in 1995"
Eucalyptus bakeri,DN 1269,"Mt Moffat, QLD",90,1996,1.280276817,3.05,2.67,"voucher DN 1269: collected at Mt Moffat, QLD and planted in arboretum row 90 in 1996"
Eucalyptus microtheca,DN 1338,"Newcastle Creek, NT",87,1996,1.280276817,3.05,2.65,"voucher DN 1338: collected at Newcastle Creek, NT and planted in arboretum row 87 in 1996"
Eucalyptus proxima,DN 3571,"Desmond, WA",236,2001,1.280276817,4.48,3.25,"voucher DN 3571: collected at Desmond, WA and planted in arboretum row 236 in 2001"
Eucalyptus burracoppinensis,DN 306,"Cramphorne, WA",178,1999,1.28090999,2.99,2.26,"voucher DN 306: collected at Cramphorne, WA and planted in arboretum row 178 in 1999"
Eucalyptus leucoxylon subsp. stephaniae,DN 2581,"Little Desert, VIC",189,2000,1.28090999,2.44,1.86,"voucher DN 2581: collected at Little Desert, VIC and planted in arboretum row 189 in 2000"
Eucalyptus macrocarpa subsp. elachantha,DN 250,"Cataby, WA",16,1993,1.28090999,3.54,2.54,"voucher DN 250: collected at Cataby, WA and planted in arboretum row 16 in 1993"
Eucalyptus oleosa subsp. ampliata ,DN 2561,"Bute, SA",188,2000,1.28090999,3.23,2.35,"voucher DN 2561: collected at Bute, SA and planted in arboretum row 188 in 2000"
Eucalyptus tephroclada,DN 314,"Hyden,  WA ",24,1993,1.28090999,4.58,2.83,"voucher DN 314: collected at Hyden,  WA  and planted in arboretum row 24 in 1993"
Eucalyptus gardneri subsp. ravensthorpensis,DN 1636,"Ravensthorpe, WA",133,1997,1.28154379,3.29,2.6,"voucher DN 1636: collected at Ravensthorpe, WA and planted in arboretum row 133 in 1997"
Eucalyptus aequioperta,DN 3448,"Hyden, WA",223,2001,1.282178218,2.72,2.59,"voucher DN 3448: collected at Hyden, WA and planted in arboretum row 223 in 2001"
Eucalyptus cyclostoma,DN 125,"Newman Rock, WA",12,1993,1.282178218,4.34,2.82,"voucher DN 125: collected at Newman Rock, WA and planted in arboretum row 12 in 1993"
Eucalyptus leucoxylon subsp. pruinosa,DN 2897,"Barham, NSW",187,2000,1.282178218,2.6,2.43,"voucher DN 2897: collected at Barham, NSW and planted in arboretum row 187 in 2000"
Eucalyptus odorata,DN 822,"Kangaroo Island, SA",66,1995,1.282178218,3.44,2.57,"voucher DN 822: collected at Kangaroo Island, SA and planted in arboretum row 66 in 1995"
Eucalyptus suggrandis subsp. promiscua,DN 3721,"Lake Grace, WA",229,2001,1.282178218,3.01,2.29,"voucher DN 3721: collected at Lake Grace, WA and planted in arboretum row 229 in 2001"
Eucalyptus hypostomatica,DN 2080,"Watagan State Forest, NSW",153,1998,1.282813274,2.62,2.03,"voucher DN 2080: collected at Watagan State Forest, NSW and planted in arboretum row 153 in 1998"
Eucalyptus petrensis,DN 248,"Seabird, WA",27,1993,1.282813274,3.32,2.64,"voucher DN 248: collected at Seabird, WA and planted in arboretum row 27 in 1993"
Eucalyptus creta,DN 3606,"Mt Ney, WA",224,2001,1.283448959,2.67,2.2,"voucher DN 3606: collected at Mt Ney, WA and planted in arboretum row 224 in 2001"
Eucalyptus fibrosa,DN 666,"Baryulgil, NSW",50,1994,1.283448959,3.39,3.45,"voucher DN 666: collected at Baryulgil, NSW and planted in arboretum row 50 in 1994"
Eucalyptus alatissima,DN 1530,"Ilkurlka, WA",132,1997,1.284085275,2.87,2.34,"voucher DN 1530: collected at Ilkurlka, WA and planted in arboretum row 132 in 1997"
Eucalyptus paedoglauca,DN 5121,"Mt Stuart, QLD",303,2010,1.284085275,2.71,2.17,"voucher DN 5121: collected at Mt Stuart, QLD and planted in arboretum row 303 in 2010"
Eucalyptus arachnaea subsp. arachnaea,DN 296,"Cadoux, WA",26,1993,1.284722222,3.98,2.98,"voucher DN 296: collected at Cadoux, WA and planted in arboretum row 26 in 1993"
Eucalyptus polyanthemos subsp. vestita,DN 6785,"Avon River, VIC",295,2015,1.284722222,3.05,2.54,"voucher DN 6785: collected at Avon River, VIC and planted in arboretum row 295 in 2015"
Eucalyptus goniantha subsp. goniantha,DN 3754,"Manypeaks, WA",239,2001,1.285359801,3.31,2.63,"voucher DN 3754: collected at Manypeaks, WA and planted in arboretum row 239 in 2001"
Eucalyptus leucophylla,DN 1937,"Turkey Creek, WA",136,1997,1.285359801,2.77,2.6,"voucher DN 1937: collected at Turkey Creek, WA and planted in arboretum row 136 in 1997"
Eucalyptus lucasii,DN 545,"Wiluna, WA",39,1994,1.285359801,4.2,3.3,"voucher DN 545: collected at Wiluna, WA and planted in arboretum row 39 in 1994"
Eucalyptus quaerenda,DN 237,"Chinocup Lake, WA",20,1993,1.285359801,4.14,2.21,"voucher DN 237: collected at Chinocup Lake, WA and planted in arboretum row 20 in 1993"
"Eucalyptus rameliana
",DN 4294,"Lake Kerrylyn, WA",200,2002,1.285359801,2.6,2.36,"voucher DN 4294: collected at Lake Kerrylyn, WA and planted in arboretum row 200 in 2002"
Eucalyptus fracta,DN 2081,"Broken Back Range, NSW",152,1998,1.28663686,4.83,2.79,"voucher DN 2081: collected at Broken Back Range, NSW and planted in arboretum row 152 in 1998"
Eucalyptus gardneri subsp. gardneri,DN 3434,"Kulin, WA",227,2001,1.28663686,3.57,2.54,"voucher DN 3434: collected at Kulin, WA and planted in arboretum row 227 in 2001"
Eucalyptus sparsa,DN 2684,"Blackstone Range, WA",182,2000,1.28663686,4.96,2.36,"voucher DN 2684: collected at Blackstone Range, WA and planted in arboretum row 182 in 2000"
Eucalyptus tenera,DN 3590,"Cascades, WA",235,2001,1.28663686,4.53,2.92,"voucher DN 3590: collected at Cascades, WA and planted in arboretum row 235 in 2001"
Eucalyptus websteriana subsp. websteriana,DN 331,"Red Hill, WA",22,1993,1.28663686,6.05,2.75,"voucher DN 331: collected at Red Hill, WA and planted in arboretum row 22 in 1993"
Eucalyptus leucoxylon subsp. leucoxylon ,DN 3788,"Glenisla, VIC",207,2002,1.287276342,2.07,1.77,"voucher DN 3788: collected at Glenisla, VIC and planted in arboretum row 207 in 2002"
Eucalyptus mannensis subsp. mannensis,,"Giles, WA",9,1993,1.287276342,3.38,2.73,"voucher : collected at Giles, WA and planted in arboretum row 9 in 1993"
Eucalyptus oxymitra,DN 1704,"Birksgate Range, SA",135,1997,1.287276342,2.72,2.42,"voucher DN 1704: collected at Birksgate Range, SA and planted in arboretum row 135 in 1997"
Eucalyptus steedmanii,DN 4668,"Mt Holland, WA",268,2004,1.287276342,2.84,2.28,"voucher DN 4668: collected at Mt Holland, WA and planted in arboretum row 268 in 2004"
Eucalyptus brownii,DN 1293,"Pentland, QLD",90,1996,1.288557214,2.69,2.87,"voucher DN 1293: collected at Pentland, QLD and planted in arboretum row 90 in 1996"
Eucalyptus calcareana ,DN 2800,"Madura Pass, WA",183,2000,1.288557214,3.19,2.18,"voucher DN 2800: collected at Madura Pass, WA and planted in arboretum row 183 in 2000"
Eucalyptus conglobata subsp. conglobata,DN 3588,"Quaggi Beach, WA",220,2001,1.288557214,3.39,2.84,"voucher DN 3588: collected at Quaggi Beach, WA and planted in arboretum row 220 in 2001"
Eucalyptus neutra ,DN 3441,"Hyden, WA",204,2002,1.288557214,2.13,1.95,"voucher DN 3441: collected at Hyden, WA and planted in arboretum row 204 in 2002"
Eucalyptus sheathiana,DN 5453,"Kununoppin, WA",314,2011,1.288557214,3.24,2.43,"voucher DN 5453: collected at Kununoppin, WA and planted in arboretum row 314 in 2011"
Eucalyptus blaxellii,DN 272,"Moresby Range, WA",25,1993,1.289198606,3.47,2.38,"voucher DN 272: collected at Moresby Range, WA and planted in arboretum row 25 in 1993"
Eucalyptus kingsmillii,DN 535,"Leinster, WA",40,1994,1.289840637,3.63,3.01,"voucher DN 535: collected at Leinster, WA and planted in arboretum row 40 in 1994"
Eucalyptus microcarpa ,DN 2895,"Boundary Bend, VIC",187,2000,1.289840637,3.55,2.78,"voucher DN 2895: collected at Boundary Bend, VIC and planted in arboretum row 187 in 2000"
Eucalyptus provecta,DN 6413,"Newcastle Range, QLD",272,2013,1.289840637,3.61,2,"voucher DN 6413: collected at Newcastle Range, QLD and planted in arboretum row 272 in 2013"
Eucalyptus jimberlanica,DN 3647,"Norseman, WA",222,2001,1.290483308,3,2.46,"voucher DN 3647: collected at Norseman, WA and planted in arboretum row 222 in 2001"
Eucalyptus nubilis,DN 685,"Tara, QLD",53,1994,1.290483308,4.24,2.9,"voucher DN 685: collected at Tara, QLD and planted in arboretum row 53 in 1994"
Eucalyptus rhodantha,DN 282,"Watheroo, WA",72,1995,1.290483308,4.14,3,"voucher DN 282: collected at Watheroo, WA and planted in arboretum row 72 in 1995"
Eucalyptus subangusta subsp. subangusta,DN 290,"Pithera, WA",22,1993,1.290483308,6.03,2.8,"voucher DN 290: collected at Pithera, WA and planted in arboretum row 22 in 1993"
Eucalyptus atrata,DN 1308,"Herberton, QLD",91,1996,1.29112662,2.9,2.59,"voucher DN 1308: collected at Herberton, QLD and planted in arboretum row 91 in 1996"
Eucalyptus macta,DN 1301,"Paluma, QLD",95,1996,1.29112662,2.58,2.23,"voucher DN 1301: collected at Paluma, QLD and planted in arboretum row 95 in 1996"
Eucalyptus exilipes,DN 1289,"White Mountains, QLD",90,1996,1.29241517,3.17,2.8,"voucher DN 1289: collected at White Mountains, QLD and planted in arboretum row 90 in 1996"
Eucalyptus kochii subsp. kochii,DN 2223,"Dalwallinu, WA",188,2000,1.293060409,2.89,2.28,"voucher DN 2223: collected at Dalwallinu, WA and planted in arboretum row 188 in 2000"
Eucalyptus whitei,DN 2536,"Torrens Creek, QLD",173,1999,1.293060409,4.6,3.56,"voucher DN 2536: collected at Torrens Creek, QLD and planted in arboretum row 173 in 1999"
Eucalyptus woollsiana,DN 681,"Kogan, QLD",49,1994,1.293060409,3.89,2.87,"voucher DN 681: collected at Kogan, QLD and planted in arboretum row 49 in 1994"
Eucalyptus quadrans,DN 1119,"Lake Chidnup, WA",63,1995,1.293706294,3.59,2.85,"voucher DN 1119: collected at Lake Chidnup, WA and planted in arboretum row 63 in 1995"
Eucalyptus sp. Adelaide,DN 1364,"Happy Valley, SA",87,1996,1.293706294,3.13,2.47,"voucher DN 1364: collected at Happy Valley, SA and planted in arboretum row 87 in 1996"
Eucalyptus depauperata,DN 5053,"Mt Madden, WA",302,2010,1.294352824,3.32,2.16,"voucher DN 5053: collected at Mt Madden, WA and planted in arboretum row 302 in 2010"
Eucalyptus eremicola subsp. eremicola,DN 2614,"Ooldea Range, SA",199,2002,1.294352824,2.87,2.51,"voucher DN 2614: collected at Ooldea Range, SA and planted in arboretum row 199 in 2002"
Eucalyptus erythronema subsp. inornata,DN 3685,"Quairading, WA",232,2001,1.294352824,3.46,2.72,"voucher DN 3685: collected at Quairading, WA and planted in arboretum row 232 in 2001"
Eucalyptus utilis,DN 3705,"Hopetoun, WA",229,2001,1.294352824,5,2.68,"voucher DN 3705: collected at Hopetoun, WA and planted in arboretum row 229 in 2001"
Eucalyptus brachycalyx,DN 2801,"Madura Beach, WA",189,2000,1.295,2.76,2.6,"voucher DN 2801: collected at Madura Beach, WA and planted in arboretum row 189 in 2000"
Eucalyptus laevis,DN 3650,"Norseman, WA",221,2001,1.295,2.79,2.2,"voucher DN 3650: collected at Norseman, WA and planted in arboretum row 221 in 2001"
Eucalyptus flavida,DN 343,"Bronco Plains, WA",11,1993,1.295647824,3.91,2.59,"voucher DN 343: collected at Bronco Plains, WA and planted in arboretum row 11 in 1993"
Eucalyptus ultima,DN 2202,"Cape Range, WA",199,2002,1.295647824,2.76,2.26,"voucher DN 2202: collected at Cape Range, WA and planted in arboretum row 199 in 2002"
