genus,species,form,height,stem diameter,fruits,dispersers,min fruit length,max fruit length,min fruit width,max fruti width,min seed length,max seed length,species_name,flowering_span,fruiting_span
Myrsine,ireneae ireneae,tree,7,NA,drupe,NA,2.5,4,3,4,NA,NA,Myrsine ireneae ireneae,100000011111,111111100011
Myrsine,ireneae curvata,tree,4,NA,drupe,NA,2.5,4,3,4.5,NA,NA,Myrsine ireneae curvata,100000011111,111111100011
Myrsine,serpenticola,tree,6,NA,drupe,NA,NA,3.5,NA,4.5,NA,NA,Myrsine serpenticola,000000100000,000000010000
Rapanea,(Atherton),shrub,5,NA,drupe,NA,4,6,4,6,4,4,Rapanea (Atherton),000011111110,000001111111
Rapanea,(Emerald),shrub,5,NA,drupe,NA,4,6,4,6,4,4,Rapanea (Emerald),000000000110,000001111111
Rapanea,(Mountain Rapanea),tree,20,NA,drupe,NA,4,4,4,5,NA,NA,Rapanea (Mountain Rapanea),NA,001000000000
Rapanea,(Mt Bartle Frere),tree,25,NA,drupe,NA,4,5,5,5,NA,NA,Rapanea (Mt Bartle Frere),000000011100,000000000010
Rapanea,(Mt Blackwood),shrub,1.5,NA,drupe,NA,4,4,4,4,NA,NA,Rapanea (Mt Blackwood),NA,001000000000
Rapanea,(Ravenshoe),shrub,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rapanea (Ravenshoe),000000000100,NA
Rapanea,(Roaring Meg Creek),shrub,5,NA,drupe,NA,5,5,5,5,4,4,Rapanea (Roaring Meg Creek),000000001100,110000000000
Rapanea,achradifolia,tree,20,NA,drupe,Golden Bowerbird,9,9,9,9,4,8,Rapanea achradifolia,000011111100,011111111100
Myrsine,arenaria,shrub,4,NA,drupe,NA,NA,NA,NA,NA,NA,NA,Myrsine arenaria,000000000110,NA
Rapanea,benthamiana,tree,18,NA,drupe,NA,6,6,6,6,5,5,Rapanea benthamiana,000011100000,000000011110
Rapanea,crassifolia,tree,6,NA,drupe,NA,4,5,4,5,NA,NA,Rapanea crassifolia,000011111110,110001111111
Rapanea,howittiana,tree,23,0.6,drupe,Rose-crowned Fruit-dove,5,7,5,7,4,6,Rapanea howittiana,100000000011,111111000001
Rapanea,porosa,tree,10,NA,drupe,"Figbird, Metallic Starling & Yellow Oriole",4,6,5,7,3,3,Rapanea porosa,000000111110,011000000000
Myrsine,richmondensis,tree,5,NA,drupe,NA,5,5,5,5,NA,NA,Myrsine richmondensis,000000000110,111000000001
Rapanea,subsessilis cryptostemon,tree,15,NA,drupe,NA,5,8,6,9,2,4,Rapanea subsessilis cryptostemon,110001111111,001111111100
Rapanea,subsessilis subsessilis,tree,15,NA,drupe,NA,5,8,6,9,2,4,Rapanea subsessilis subsessilis,110001111111,001111111100
Rapanea,ureceolata,tree,7,NA,drupe,NA,3,4,3,4,3,3,Rapanea ureceolata,000111111100,000000111000
Rapanea,variabilis,tree,10,0.5,drupe,Lewin's Honeyeater,4,7,4,7,4,4,Rapanea variabilis,000000111000,111000000001
Tapeinosperma,(Ceder Bay),shrub,5,NA,drupe,NA,7,7,8,8,NA,NA,Tapeinosperma (Ceder Bay),111000000111,000100000000
Tapeinosperma,pseudojambosa,tree,10,NA,drupe,NA,7,7,8,8,NA,NA,Tapeinosperma pseudojambosa,100000000111,111111100000
Acmena,divaricata,tree,30,NA,berry,Cassowary,50,60,50,60,30,40,Acmena divaricata,100000000011,111111111110
Acmena,graveolens,tree,35,NA,berry,Cassowary,50,60,50,60,30,40,Acmena graveolens,111111000000,000111111110
Acmena,hemilampra hemilampra,tree,35,1.2,berry,pigeons,11,22,11,22,7,17,Acmena hemilampra hemilampra,111111111111,111111111000
Acmena,hemilampra orophila,tree,35,NA,berry,Cassowary & pigeons,10,16,12,16,9,12,Acmena hemilampra orophila,100000000111,111111111111
Acmena,ingens,tree,40,0.9,berry,"Eastern Rosella, Green Catbird, Pied Currawong, Topknot Pigeon & Wompoo Fruit-dove",25,40,25,40,NA,NA,Acmena ingens,000000000011,000011111000
Acmena,mackinnoniana,tree,30,NA,berry,NA,25,45,40,42,20,30,Acmena mackinnoniana,000000001100,000111111100
Acmena,resa,tree,40,NA,berry,Cassowary & Spotted Catbird,12,16,12,16,9,13,Acmena resa,111111001111,011111111110
Acmena,smithii,tree,20,0.7,berry,"King Parrot, Crimson Rosella, Pied Currawong, Rose-crowned Fruit-dove, Satin Bowerbird, Superb Fruit-dove, Topknot Pigeon & Wonga Pigeion",8,20,8,20,NA,NA,Acmena smithii,111000000011,000111110000
Acmena,smithii,tree,20,0.7,berry,many bird species,8,20,8,20,5,12,Acmena smithii,111100000111,001111111111
Acmena,smithii rheophytic type,tree,6,0.2,berry,NA,6,15,6,15,NA,NA,Acmena smithii rheophytic type,000000000011,000111100000
Acmenosperma,claviflorum,tree,25,NA,berry,"Cassowary, Bush Rat, Giant White-tailed Rat, Fawn-footed Melomys",10,14,9,10,3,3,Acmenosperma claviflorum,001111111111,100000001111
Acmenosperma,pringlei,tree,10,NA,berry,NA,9,13,6,10,2,9,Acmenosperma pringlei,000000011100,000000000010
Archirhodomyrtus,beckleri,tree,10,0.25,berry,NA,5,12,5,12,NA,NA,Archirhodomyrtus beckleri,110000001111,111111100000
Asteromyrtus,angustifolia,tree,10,NA,capsule,NA,10,20,10,20,3,5,Asteromyrtus angustifolia,000001111000,000111111110
Asteromyrtus,brassii,tree,25,NA,capsule,NA,10,20,10,20,3,5,Asteromyrtus brassii,111111111111,000000001110
Backhousia,(Tully River),tree,12,NA,samara,NA,NA,NA,12,12,NA,NA,Backhousia (Tully River),100000000000,000100000000
Backhousia,angustifolia,tree,15,NA,samara,NA,NA,NA,8,8,NA,NA,Backhousia angustifolia,111111100011,110000000000
Backhousia,anisata,tree,45,1.7,capsule,NA,5,5,NA,NA,NA,NA,Backhousia anisata,000000000110,000011100000
Backhousia,bancroftii,tree,33,NA,samara,NA,NA,NA,18,18,3,4,Backhousia bancroftii,000111111110,100000001111
Backhousia,citriodora,tree,25,NA,samara,NA,NA,NA,8,8,NA,NA,Backhousia citriodora,111111000111,011110000000
Backhousia,hughesii,tree,35,NA,samara,NA,NA,NA,9,12,NA,NA,Backhousia hughesii,011111100000,010000000000
Backhousia,kingii,tree,20,NA,samara,NA,10,18,14,20,2,2,Backhousia kingii,111111111111,111111000000
Backhousia,myrtifolia,tree,30,0.3,capsule,NA,6,6,NA,NA,NA,NA,Backhousia myrtifolia,100000000011,111110000000
Backhousia,sciadophora,tree,30,0.8,capsule,NA,5,5,5,5,1,1,Backhousia sciadophora,000001100000,000011110000
Backhousia,oligantha,tree,12,NA,capsule,NA,NA,NA,NA,NA,NA,NA,Backhousia oligantha,NA,NA
Baeckia,virgata,tree,11,0.17,capsule,Crimson Rosella,3,3,3,3,NA,NA,Baeckia virgata,111000000000,001100000000
Barongia,lophandra,tree,36,NA,capsule,NA,9,9,12,12,7,7,Barongia lophandra,001000000000,000000001111
Callistemon,recurus,tree,7,NA,capsule,NA,4,5,3,5,1,1,Callistemon recurus,111111111111,111111111111
Callistemon,viminalis,tree,15,NA,capsule,NA,5,6,5,6,1,1,Callistemon viminalis,110001111111,011111111100
Choricarpia,leptopetala,tree,20,0.35,capsule,NA,2,2,2,2,NA,NA,Choricarpia leptopetala,000000111000,000000011110
Choricarpia,subargentea,tree,8 (but up to 30m in Qld),0.2,nut,NA,2,2,9,12,NA,NA,Choricarpia subargentea,100011111111,000000000100
Corymbia,intermedia,tree,30,NA,capsule,NA,10,20,8,16,7,9,Corymbia intermedia,111111100011,011111000000
Corymbia,tessellaris,tree,20,NA,capsule,NA,5,12,5,10,1,3,Corymbia tessellaris,110011111111,100000000000
Corymbia,torelliana,tree,30,NA,capsule,NA,9,14,9,14,2,3,Corymbia torelliana,000000011110,111000000011
Decaspermum,humile,tree,30,0.5,berry,Spectacled Flying-fox & many bird species,4,8,4,8,NA,NA,Decaspermum humile,111000000011,000111111100
Decaspermum,struckoilicum,tree,4,NA,berry,NA,NA,NA,NA,NA,NA,NA,Decaspermum struckoilicum,NA,NA
Ecualyptus,crebra,tree,35,NA,capsule,NA,3,7,3,6,NA,NA,Ecualyptus crebra,000011110000,111111111111
Ecualyptus,grandis,tree,70,NA,capsule,NA,5,8,4,7,NA,NA,Ecualyptus grandis,000111110000,111111111111
Ecualyptus,macta,tree,25,NA,capsule,NA,7,10,7,10,NA,NA,Ecualyptus macta,NA,111111111111
Ecualyptus,pellita,tree,30,NA,capsule,NA,12,20,10,15,NA,NA,Ecualyptus pellita,110000000001,111111111111
Ecualyptus,tereticornis,tree,50,NA,capsule,NA,4,6,4,8,NA,NA,Ecualyptus tereticornis,000111111100,000000001111
Eugenia,reinwardtiana,tree,6,NA,berry,Cassowary,15,23,13,23,7,12,Eugenia reinwardtiana,111001111111,111111111111
Gossia,acmenoides,tree,18,0.3,berry,NA,4,6,4,7,NA,NA,Gossia acmenoides,111100000111,111100000001
Gossia,bamagnsis,tree,30,NA,berry,Eclectus Parrot,8,12,8,14,6,6,Gossia bamagnsis,010000000000,011000000000
Gossia,bidwillii,tree,25,0.2,berry,Rose-crowned Fruit-dove,4,10,5,13,NA,NA,Gossia bidwillii,111000011111,111110000111
Gossia,dallachiana,tree,15,NA,berry,Musky Rat-kangaroo & Bush Rat,12,16,12,16,NA,NA,Gossia dallachiana,111110011111,111111111111
Gossia,floribunda,tree,15,NA,berry,NA,6,12,6,11,4,5,Gossia floribunda,100000000011,011111000000
Gossia,fragrantissima,tree,5,NA,berry,NA,4,6,4,6,NA,NA,Gossia fragrantissima,110000000111,110000000000
Gossia,grayi,tree,18,NA,berry,NA,7,18,7,16,NA,NA,Gossia grayi,001000000000,000001111111
Gossia,hillii,tree,20,0.3,berry,Satin Bowerbird,7,11,7,11,3,4,Gossia hillii,000000001111,111110000011
Gossia,inophloia,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gossia inophloia,NA,NA
Gossia,lewisensis,tree,30,NA,berry,NA,7,8,7,8,NA,NA,Gossia lewisensis,000000000111,010000000000
Gossia,lucida,tree,12,NA,berry,NA,7,10,6,10,NA,NA,Gossia lucida,000010000000,111000111111
Gossia,macilwraithensis,tree,15,NA,NA,NA,4,5,NA,NA,NA,NA,Gossia macilwraithensis,110000000111,NA
Gossia,myrsinocarpa,tree,15,NA,berry,NA,5,12,5,12,NA,NA,Gossia myrsinocarpa,111111100001,111110000000
Gossia,pubiflora,tree,6,NA,berry,NA,9,17,11,19,NA,NA,Gossia pubiflora,000001111111,111111111111
Gossia,retusa,tree,7,NA,berry,NA,4,7,3,8,4,5,Gossia retusa,000000000011,100000000001
Gossia,sankowskiorum,tree,10,NA,berry,NA,5,9,7,9,3,6,Gossia sankowskiorum,000000000111,111000000001
Gossia,shepherdii,tree,20,NA,berry,NA,5,10,5,10,NA,NA,Gossia shepherdii,111000001111,111111111111
Gossia,sp. aff. acmenoides,tree,22,0.4,berry,NA,9,9,9,9,NA,NA,Gossia sp. aff. acmenoides,NA,000001100000
Gossia,sp. aff. lasioclada,tree,9,0.23,berry,NA,6,6,6,6,NA,NA,Gossia sp. aff. lasioclada,100000000001,000000111110
Kunzea,ericoides,tree,15,0.83,capsule,NA,2,3,2,3,NA,NA,Kunzea ericoides,111000000001,001111110000
Lenwebbia,lasioclada,tree,10,NA,berry,NA,7,19,7,19,NA,NA,Lenwebbia lasioclada,000001111110,111000001111
Lepotspermum,wooroonooran,tree,15,NA,capsule,NA,5,5,6,6,2,2,Lepotspermum wooroonooran,110000001111,000001111000
Leptospermum,confertus,tree,40,2,capsule,Crimson Rosella,10,13,10,13,NA,NA,Leptospermum confertus,000000000111,100000000011
Leptospermum,grandifolium,shrub,sometimes up to 25m,0.65,capsule,Crimson Rosella,5,7,5,7,NA,NA,Leptospermum grandifolium,111000000000,000001111111
Lindsayomyrtus,racemoides,tree,30,NA,capsule,NA,23,33,23,35,15,25,Lindsayomyrtus racemoides,000000000111,110000000001
Lithomyrtus,obtusa,shrub,2.5,NA,berry,NA,5,10,3,5,NA,NA,Lithomyrtus obtusa,111111111000,111111111111
Lophostemon,confertus,tree,40,NA,capsule,NA,8,10,8,15,2,3,Lophostemon confertus,111110011111,111110001111
Lophostemon,grandiflorus,tree,11,NA,capsule,NA,4,5,5,7,1,2,Lophostemon grandiflorus,111111110111,011000000000
Lophostemon,suaveolens,tree,20,NA,capsule,NA,5,8,NA,NA,2,2,Lophostemon suaveolens,111111111111,000000000001
Melaleuca,argentea,tree,25,NA,capsule,NA,3,4,3,5,NA,NA,Melaleuca argentea,000011111110,010000000000
Melaleuca,bracteata,tree,15,NA,capsule,NA,2,3,2,3,NA,NA,Melaleuca bracteata,110011111111,000011110000
Melaleuca,cajuputi,tree,35,NA,capsule,NA,2,4,2,4,NA,NA,Melaleuca cajuputi,111111111111,000000111111
Melaleuca,dealbata,tree,25,NA,capsule,NA,2,4,2,5,NA,NA,Melaleuca dealbata,100000111111,000011111111
Melaleuca,leucadendra,tree,40,NA,capsule,NA,3,4,3,5,NA,NA,Melaleuca leucadendra,111111111111,111111111111
Melaleuca,viridiflora,tree,20,NA,capsule,NA,3,6,4,7,NA,NA,Melaleuca viridiflora,111111111111,111111111111
Mitrantia,bilocularis,tree,25,NA,capsule,NA,7,11,7,11,6,8,Mitrantia bilocularis,001000000000,000000001000
Neofabricia,myrtifolia,tree,6,NA,capsule,NA,9,12,8,10,6,6,Neofabricia myrtifolia,000011111000,000000011111
Osbornia,octodonta,tree,9,NA,berry,NA,7,10,5,5,7,7,Osbornia octodonta,111111111111,010000000000
Pilidiostigma,(Mt Lewis),shrub,4,NA,berry,NA,18,18,8,8,NA,NA,Pilidiostigma (Mt Lewis),110000000000,000000001000
Pilidiostigma,glabrum,tree,5,0.08,berry,NA,NA,13,NA,13,NA,NA,Pilidiostigma glabrum,111100000011,001111111000
Pilidiostigma,recurvum,shrub,4,NA,berry,NA,16,35,9,20,12,22,Pilidiostigma recurvum,111000000000,000011111000
Pilidiostigma,rhytispermum,tree,NA,NA,NA,NA,8,10,NA,NA,NA,NA,Pilidiostigma rhytispermum,NA,NA
Pilidiostigma,tetramerum,shrub,4,NA,berry,NA,10,17,13,20,7,10,Pilidiostigma tetramerum,111000000011,111111110000
Pilidiostigma,tropicum,tree,20,NA,berry,Spectacled Flying-fox & many bird species,12,22,8,14,5,8,Pilidiostigma tropicum,000000001111,111000000001
Psidium,cattleianum,shrub,5,NA,berry,Cassowary & Spectacled Flying-fox,20,25,20,20,3,3,Psidium cattleianum,000000000001,000111000000
Psidium,guajava,tree,8,NA,berry,"Cassowary, Crimson Rosella & Spectacled Flying-fox",40,85,45,85,3,3,Psidium guajava,100000011111,000111100000
Rhodamnia,(Cape York),tree,28,NA,berry,NA,6,7,6,7,3,3,Rhodamnia (Cape York),000000000010,001111000000
Rhodamnia,(McIlwraith Range),tree,25,NA,berry,NA,12,12,12,12,3,3,Rhodamnia (McIlwraith Range),000000000010,001000000000
Rhodamnia,(Upper Massy Creek),tree,8,NA,berry,NA,7,8,8,9,4,4,Rhodamnia (Upper Massy Creek),000000000010,000000000011
Rhodamnia,acuminata,tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhodamnia acuminata,NA,NA
Rhodamnia,angustifolia,NA,NA,NA,berry?,NA,NA,NA,NA,NA,NA,NA,Rhodamnia angustifolia,NA,NA
Rhodamnia,argentea,tree,30,0.85,berry,"Regent Bowerbird, Satin Bowerbird, Topknot Pigeon & Lewin's Honeyeater",6,10,6,10,NA,NA,Rhodamnia argentea,100000000011,111110000000
Rhodamnia,australis,tree,10,NA,berry,NA,7,8,7,9,3,4,Rhodamnia australis,110000000001,111111100011
Rhodamnia,blairiana,tree,25,NA,berry,Spotted Catbird,12,20,12,20,9,9,Rhodamnia blairiana,110000000001,011111111110
Rhodamnia,costata,tree,25,NA,berry,NA,5,9,6,11,3,4,Rhodamnia costata,100000000001,000111100000
Rhodamnia,glabrescens,shrub,5,NA,berry,NA,4,9,4,7,3,5,Rhodamnia glabrescens,111110000111,000000111111
Rhodamnia,longisepala,shrub,5,NA,berry,NA,9,15,6,7,3,5,Rhodamnia longisepala,000001111111,000000111000
Rhodamnia,maideniana,shrub,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhodamnia maideniana,NA,NA
Rhodamnia,pauciovulata,tree,6,NA,berry,NA,5,5,5,7,3,4,Rhodamnia pauciovulata,100000000111,111000000011
Rhodamnia,rubescens,tree,25,0.75,berry,"Brown Cuckoo-dove, Green Catbird & Figbird",6,6,6,6,NA,NA,Rhodamnia rubescens,000000011100,000000000111
Rhodamnia,sessiliflora,tree,10,NA,berry,"Cassowary, Spotted Catbird, Figbird & Lewin's Honeyeter",8,10,8,10,3,3,Rhodamnia sessiliflora,111111100111,111111000001
Rhodamnia,dumicola,tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhodamnia dumicola,NA,NA
Rhodamnia,spongiosa,tree,26,NA,berry,Satin Bowerbird & Lewin's Honeyeater,10,10,12,13,NA,NA,Rhodamnia spongiosa,110000001111,111111100001
Rhodamnia,whiteana,tree,20,0.35,berry,NA,11,13,11,13,NA,NA,Rhodamnia whiteana,100000000001,011110000000
Rhodomyrtus,canescens,shrub,4,NA,berry,NA,6,11,4,9,NA,NA,Rhodomyrtus canescens,110000001111,111110000001
Rhodomyrtus,effusa,shrub,6,NA,berry,NA,5,14,5,10,NA,NA,Rhodomyrtus effusa,110000000111,111111110000
Rhodomyrtus,macrocarpa,tree,8,NA,berry,Spotted Catbird,25,60,15,25,10,10,Rhodomyrtus macrocarpa,111111110001,000001111111
Rhodomyrtus,pervagata,tree,10,NA,berry,many bird species,12,18,9,13,2,2,Rhodomyrtus pervagata,111111111111,111111111000
Rhodomyrtus,psidioides,tree,12,0.25,berry,NA,30,30,NA,NA,NA,NA,Rhodomyrtus psidioides,000000000011,011110000000
Rhodomyrtus,sericea,tree,15,NA,berry,Golden Bowerbird,10,13,10,12,1,2,Rhodomyrtus sericea,111000011111,111111000001
Rhodomyrtus,trineura,tree,6,NA,berry,"Cassowary, Black-faced Cuckoo-shrike & Brown Cuckoo-dove",10,13,10,13,2,2,Rhodomyrtus trineura,111111111111,111111111111
Ristantia,gouldii,tree,30,NA,capsule,NA,10,15,10,15,8,8,Ristantia gouldii,000000111000,110000000011
Ristantia,pachysperma,tree,36,NA,capsule,NA,15,20,15,20,8,8,Ristantia pachysperma,000111111000,000000000111
Ristantia,waterhousei,tree,20,NA,capsule,NA,10,15,10,15,9,9,Ristantia waterhousei,000111110000,000001100000
Spherantia,chartacea,tree,10,NA,capsule,NA,12,16,12,16,6,6,Spherantia chartacea,000000000100,110000000011
Spherantia,discorlor,tree,25,NA,capsule,NA,10,14,10,14,5,5,Spherantia discorlor,000000001100,100000000011
Stockwellia,quadrifida,tree,40,NA,capsule,Sulphur-crested Cockatoo,15,20,15,20,8,11,Stockwellia quadrifida,000000000011,000011111111
Syncarpia,glomulifera,tree,25,NA,aggregated capsule,NA,10,12,12,22,2,2,Syncarpia glomulifera,110000011111,111111100011
Syncarpia,hillii,tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syncarpia hillii,NA,NA
Syncarpia,verecunda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Syncarpia verecunda,NA,NA
Syzygium,(Bora LA),tree,8,NA,berry,NA,18,18,14,14,8,8,Syzygium (Bora LA),000010000000,000000000110
Syzygium,(Noah Creek),tree,20,NA,berry,Musky Rat-kagaroo,40,65,32,45,23,40,Syzygium (Noah Creek),000010000000,000000000110
Syzygium,alatoramulum,tree,20,NA,berry,NA,12,15,12,15,5,5,Syzygium alatoramulum,100000001111,111000000000
Syzygium,alliiligneum,tree,35,NA,berry,Cassowary,30,40,30,43,15,20,Syzygium alliiligneum,011100000000,000011111100
Syzygium,angophoroides,tree,30,NA,berry,"Cassowary, Pied Currawong & Lewin's Honeyeater",7,9,11,13,7,9,Syzygium angophoroides,100000111111,110000001111
Syzygium,apodophyllum,tree,20,NA,berry,NA,12,13,8,9,8,9,Syzygium apodophyllum,111111111111,001111111000
Syzygium,aqueum,tree,20,NA,berry,NA,12,25,12,28,NA,NA,Syzygium aqueum,000000000100,100000000111
Syzygium,argyropedicum,tree,24,NA,berry,NA,15,20,20,28,12,22,Syzygium argyropedicum,000000000011,110000000001
Syzygium,australe,tree,24,0.6,berry,"King Parrot, Wompoo Fruit-dove, Figbird, Pied Currawong, Regent Bowerbird, Satin Bowerbird, Lewin's Honeyeater & Brush Turkey",14,23,8,17,7,12,Syzygium australe,111111111111,111111111111
Syzygium,bamagnse,tree,48,NA,berry,NA,35,60,36,46,20,40,Syzygium bamagnse,110000000111,110000000000
Syzygium,banksii,tree,26,NA,berry,NA,12,15,8,11,9,9,Syzygium banksii,000000111100,000000000011
Syzygium,boonjee,tree,7 (rarely to 25),NA,berry,NA,30,50,30,50,20,30,Syzygium boonjee,111111100001,110000011111
Syzygium,branderhorstii,tree,25,NA,berry,Brush Turkey,30,50,20,40,17,25,Syzygium branderhorstii,000000001111,111000000001
Syzygium,buettnerianum,tree,25,NA,berry,NA,15,20,15,20,10,15,Syzygium buettnerianum,000001111111,011000000000
Syzygium,bungadinnia,tree,30,NA,berry,NA,35,50,50,70,20,30,Syzygium bungadinnia,000000011000,000000000111
Syzygium,canicortex,tree,35,NA,berry,NA,6,12,6,12,5,10,Syzygium canicortex,111110000111,101111111111
Syzygium,cormiflorum,tree,30,NA,berry,Cassowary,30,70,30,70,25,32,Syzygium cormiflorum,111111111111,111111001111
Syzygium,corynanthum,tree,30,0.9,berry,many bird species,11,15,11,20,6,8,Syzygium corynanthum,100000000000,111110000000
Syzygium,crebrinerve,tree,40,0.9,berry,Topknot Pigeon,17,25,17,25,5,5,Syzygium crebrinerve,000000000011,111100000000
Syzygium,dansiei,tree,30,NA,berry,NA,25,30,25,30,15,20,Syzygium dansiei,000000000011,111100000000
Syzygium,endophloium,tree,40,NA,berry,NA,10,12,10,16,7,8,Syzygium endophloium,000000001111,110000001111
Syzygium,erythrocalyx,tree,25,NA,berry,King Parrot & Giant White-tailed Rat,40,80,35,70,16,27,Syzygium erythrocalyx,000001111100,000000111111
Syzygium,erythrodoxum,tree,12,NA,berry,NA,20,30,25,45,10,20,Syzygium erythrodoxum,111111111100,000000001110
Syzygium,fibrosum,tree,15,NA,berry,NA,10,16,18,21,10,10,Syzygium fibrosum,000111111111,110000111111
Syzygium,forte forte,tree,30,NA,berry,Cassowary & Spectacled Flying-fox,30,47,30,43,10,25,Syzygium forte forte,000000001111,111100000011
Syzygium,forte potamophilum,tree,20,NA,berry,NA,20,25,30,40,NA,NA,Syzygium forte potamophilum,100000001111,110000000111
Syzygium,francisii,tree,45,1.5,berry,NA,10,15,10,15,NA,NA,Syzygium francisii,000000001111,111111111000
Syzygium,fratris,tree,12,NA,berry,NA,8,8,9,9,6,6,Syzygium fratris,111110000011,000010000000
Syzygium,glenum,tree,30,NA,berry,NA,50,75,55,70,35,60,Syzygium glenum,001110000000,110001111111
Syzygium,gustavioides,tree,40,NA,berry,"Musky Rat-kangaroo, Bush Rat & Giant White-tailed Rat",60,90,60,90,50,80,Syzygium gustavioides,111111111111,111111111111
Syzygium,hodgkinsoniae,tree,11,0.15,berry,NA,NA,40,NA,40,NA,NA,Syzygium hodgkinsoniae,111110000000,000000011110
Syzygium,johnsonii,tree,25,NA,berry,"Cassowary, Spotted Catbird & pigeons",20,20,15,15,10,10,Syzygium johnsonii,000111100000,000000111110
Syzygium,kuranda,tree,35,NA,berry,"Cassowary, Sulphur-crested Cockatoo, Figbird, King Parrot & Musky Rat-kangaroo",35,40,40,45,20,25,Syzygium kuranda,100000000111,111001111111
Syzygium,luehmannii,tree,35,0.9,berry,Cassowary & Metallic Starling,7,11,7,11,2,5,Syzygium luehmannii,110000000111,111000000011
Syzygium,macilwraithianum,tree,30,NA,berry,NA,20,30,30,40,10,15,Syzygium macilwraithianum,000000111000,000000001111
Syzygium,malaccense,tree,25,NA,berry,NA,18,22,18,28,11,14,Syzygium malaccense,000000000111,111000000000
Syzygium,monimioides,tree,30,NA,berry,NA,14,20,15,22,12,16,Syzygium monimioides,000001111100,001111111000
Syzygium,monopsermum,tree,17,NA,berry,NA,38,70,36,70,25,40,Syzygium monopsermum,000001110000,000000000111
Syzygium,moorei,tree,40,0.6,berry,aborigines,60,60,60,60,20,30,Syzygium moorei,110000000011,001110000000
Syzygium,oleosum,tree,12,0.3,berry,White-headed Pigeon,9,20,10,18,5,9,Syzygium oleosum,111111110011,111111111111
Syzygium,paniculatum,tree,15,0.35,berry,NA,15,25,15,25,5,15,Syzygium paniculatum,111000000001,001111111000
Syzygium,papyraceum,tree,35,NA,berry,"Cassowary, Musky Rat-kagaroo, Bush Rat & Giant White-tailed Rat",25,33,25,31,15,15,Syzygium papyraceum,000000001110,110000000001
Syzygium,pseudofastigiatum,tree,35,NA,berry,NA,20,30,25,35,15,15,Syzygium pseudofastigiatum,000001111100,000000001111
Syzygium,puberulum,tree,12,NA,berry,NA,30,60,30,45,20,20,Syzygium puberulum,000111111100,111111100111
Syzygium,rubrimolle,tree,10,NA,berry,NA,40,52,50,60,18,32,Syzygium rubrimolle,001000000000,000000011110
Syzygium,sayeri,tree,35,NA,berry,Cassowary & Spectacled Flying-fox,30,40,30,40,12,20,Syzygium sayeri,000000011110,111100000011
