genus,subgenus,section,subsection,series,subseries,taxon,common_name,strategy_Nicolle,Resprouter,Epicormic,Lignotuber,distribution,observed_by_Nicolle,collected_by_Nicole,growing_at_CCA,alternate_names,Serotinous,regen_strategy
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Siderophloiae,NA,Eucalyptus virens,shiny-leaved ironbark,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Siderophloiae,NA,Eucalyptus scopulorum,Peregrine Point ironbark,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Siderophloiae,NA,Eucalyptus atrata,Herberton ironbark,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Siderophloiae,NA,?Eucalyptus paedoglauca,Mount Stuart ironbark,combination resprouter,yes,yes,yes,Qld,O,C,G(2),Dubious species (possibly = E. atrata),NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Siderophloiae,NA,Eucalyptus drepanophylla,Queensland grey ironbark,combination resprouter,yes,yes,yes,Qld,O,C,G(6)m,E. xanthoclada,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Siderophloiae,NA,Eucalyptus quadricostata,square-fruited ironbark,combination resprouter,yes,yes,yes,Qld,O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Siderophloiae,NA,?Eucalyptus farinosa,silver ironbark,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,Dubious species (possibly = E. caleyi subsp. ovendenii),NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Siderophloiae,NA,Eucalyptus caleyi subsp. ovendenii,Ovendens ironbark,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Siderophloiae,NA,Eucalyptus caleyi subsp. caleyi,"drooping ironbark, Caleys ironbark",combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Siderophloiae,NA,Eucalyptus exilipes,fine-leaved ironbark,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Siderophloiae,NA,Eucalyptus cullenii,Cullens ironbark,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Siderophloiae,NA,Eucalyptus staigeriana,lemon-scented ironbark,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Siderophloiae,NA,Eucalyptus jensenii,Wandi ironbark,combination resprouter,yes,yes,yes,"WA,NT",O,C,G(1),NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Siderophloiae,NA,Eucalyptus whitei,Whites ironbark,combination resprouter,yes,yes,yes,Qld,O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Siderophloiae,NA,Eucalyptus melanophloia subsp. melanophloia,silver-leaved ironbark,combination resprouter,yes,yes,yes,"Qld,NSW",O,C,G(3)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Siderophloiae,NA,Eucalyptus melanophloia subsp. nana,dwarf silver-leaved ironbark,combination resprouter,yes,yes,yes,"NT,Qld",O,C,G(4)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Siderophloiae,NA,Eucalyptus shirleyi,Shirleys silver-leaved ironbark,combination resprouter,yes,yes,yes,Qld,O,C,G(4)m,E. sp. Mt Hope Homestead (Thompson BUC175),NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Rhodoxyla,subser. Discolores,Eucalyptus dorsiventralis ms,Putty ironbark,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,E. fergusonii subsp. dorsiventralis,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Rhodoxyla,subser. Discolores,Eucalyptus paniculata,grey ironbark,combination resprouter,yes,yes,yes,NSW,O,C,G(3)m,"E. placita, E. paniculata subsp. matutina",NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Rhodoxyla,subser. Discolores,?Eucalyptus fergusonii,grey ironbark,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,Dubious species (possibly = E. paniculata),NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Rhodoxyla,subser. Discolores,?Eucalyptus ancophila,grey ironbark,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,Dubious species (possibly = E. paniculata),NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Rhodoxyla,subser. Discolores,Eucalyptus decolor,NA,combination resprouter,yes,yes,yes,Qld,O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Rhodoxyla,subser. Concolores,Eucalyptus tetrapleura,square-fruited ironbark,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Rhodoxyla,subser. Concolores,Eucalyptus fusiformis,Nambucca ironbark,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Rhodoxyla,subser. Concolores,Eucalyptus sicilifolia,Minerva Hills ironbark,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Rhodoxyla,subser. Concolores,Eucalyptus suffulgens,NA,combination resprouter,yes,yes,yes,Qld,O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Rhodoxyla,subser. Concolores,Eucalyptus dura,ironbark,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Rhodoxyla,subser. Concolores,Eucalyptus melanoleuca,Nanango ironbark,combination resprouter,yes,yes,yes,Qld,O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Rhodoxyla,subser. Concolores,Eucalyptus corynodes,NA,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Heterophloiae,NA,Eucalyptus lucens,shiny-leaved mallee,Lignotuber resprouter,yes,no,yes,"NT,WA?",O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Heterophloiae,NA,Eucalyptus fasciculosa,pink gum,combination resprouter,yes,yes,yes,"SA,Vic",O,C,G(3)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Heterophloiae,NA,Eucalyptus polyanthemos subsp. polyanthemos,red box,combination resprouter,yes,yes,yes,NSW,O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Heterophloiae,NA,Eucalyptus polyanthemos subsp. vestita,red box,combination resprouter,yes,yes,yes,"Vic,NSW",O,C,G(2)m,E. polyanthemos subsp. longior,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Heterophloiae,NA,Eucalyptus polyanthemos subsp. marginalis,red box,combination resprouter,yes,yes,yes,Vic,O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Heterophloiae,NA,Eucalyptus baueriana,blue box,combination resprouter,yes,yes,yes,"Vic,NSW",O,C,G(3)m,"E. baueriana subsp. thalassina, E. baueriana subsp. deddickensis",NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Heterophloiae,NA,Eucalyptus dalveenica,Dalveen blue box,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Heterophloiae,NA,Eucalyptus magnificata,Enmore blue box,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Heterophloiae,NA,Eucalyptus conica,fuzzy box,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Heterophloiae,NA,Eucalyptus rudderi,Rudders box,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Heterophloiae,NA,?Eucalyptus hypostomatica,Pokolbin box,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,Dubious species (possibly = E. rudderi),NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Melliodorae,NA,Eucalyptus porosa,mallee box,combination resprouter,yes,yes,yes,"SA,Vic,NSW",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Melliodorae,NA,Eucalyptus bosistoana,coast grey box,combination resprouter,yes,yes,yes,"Vic,NSW",O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Melliodorae,NA,Eucalyptus melliodora,"yellow box, honey box",combination resprouter,yes,yes,yes,"NSW,Vic,Qld",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Melliodorae,NA,Eucalyptus sideroxylon,"red ironbark, mugga",combination resprouter,yes,yes,yes,"NSW,Vic,Qld",O,C,G(2)m,E. sideroxylon subsp. improcera,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Melliodorae,NA,Eucalyptus tricarpa,southern red ironbark,combination resprouter,yes,yes,yes,"Vic,NSW",O,C,G(3)m,"E. tricarpa subsp. decora, E. sideroxylon subsp. tricarpa",NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Melliodorae,NA,Eucalyptus leucoxylon subsp. stephaniae,scrubby blue gum,combination resprouter,yes,yes,yes,"SA,Vic",O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Melliodorae,NA,Eucalyptus leucoxylon subsp. pruinosa,"South Australian blue gum, yellow gum",combination resprouter,yes,yes,yes,"Vic,SA,NSW",O,C,G(4)m,E. leucoxylon var. pauperita,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Melliodorae,NA,Eucalyptus leucoxylon subsp. bellarinensis,Bellerine Peninsula yellow gum,combination resprouter,yes,yes,yes,Vic,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Melliodorae,NA,Eucalyptus leucoxylon subsp. leucoxylon,"South Australian blue gum, yellow gum",combination resprouter,yes,yes,yes,"SA,Vic",O,C,G(3)m,E. leucoxylon subsp. connata,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Melliodorae,NA,Eucalyptus leucoxylon subsp. megalocarpa,large-fruited S.A. blue gum,combination resprouter,yes,yes,yes,"SA,Vic",O,C,G(2)m,E. leucoxylon var. macrocarpa,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),NA,ser. Melliodorae,NA,Eucalyptus petiolaris,Eyre Peninsula blue gum,combination resprouter,yes,yes,yes,SA,O,C,G(3)m,E. leucoxylon subsp. petiolaris,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Platysperma (snappy gums),NA,ser. Melliodorae,NA,Eucalyptus rupestris,Prince Regent gum,combination resprouter,yes,yes,yes,WA,O,C,G(2),NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Platysperma (snappy gums),NA,ser. Melliodorae,NA,Eucalyptus kenneallyi,Kenneallys white gum,combination resprouter,yes,yes,yes,WA,-,-,-,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Platysperma (snappy gums),NA,ser. Melliodorae,NA,Eucalyptus umbrawarrensis,Umbrawarra gum,combination resprouter,yes,yes,yes,NT,O,C,G(1),NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Platysperma (snappy gums),NA,ser. Melliodorae,NA,Eucalyptus confluens,Kimberley gum,combination resprouter,yes,yes,yes,"WA,NT?",O,C,G(1),NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Platysperma (snappy gums),NA,ser. Melliodorae,NA,Eucalyptus brevifolia,northern white gum,combination resprouter,yes,yes,yes,"NT,WA",O,C,G(3),NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Platysperma (snappy gums),NA,ser. Melliodorae,NA,Eucalyptus leucophloia subsp. euroa,snappy gum,combination resprouter,yes,yes,yes,"NT, Qld",O,C,G(2)m,E. leucophloia subsp. QQ in Brooker & Kleinig 1994,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Platysperma (snappy gums),NA,ser. Melliodorae,NA,Eucalyptus leucophloia subsp. leucophloia,snappy gum,combination resprouter,yes,yes,yes,WA,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Platysperma (snappy gums),NA,ser. Melliodorae,NA,Eucalyptus ordiana,NA,combination resprouter,yes,yes,yes,WA,O,C,G(2),NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Pumilio,NA,ser. Pumilae,NA,Eucalyptus pumila,Pokolbin mallee,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(1)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Pumilio,NA,ser. Lepidotae-Fimbriatia (large-fruited grey gums),NA,Eucalyptus canaliculata,large-fruited grey gum,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Pumilio,NA,ser. Lepidotae-Fimbriatia (large-fruited grey gums),NA,Eucalyptus punctata,grey gum,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(2)m,E. biturbinata,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Pumilio,NA,ser. Lepidotae-Fimbriatia (large-fruited grey gums),NA,?Eucalyptus grisea,grey gum,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,Dubious species (possibly = E. punctata),NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Pumilio,NA,ser. Lepidotae-Fimbriatia (large-fruited grey gums),NA,Eucalyptus longirostrata,grey gum,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,E. punctata var. longirostrata,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Connexentes,NA,Eucalyptus hallii,Goodwood gum,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Connexentes,NA,Eucalyptus broviniensis,NA,combination resprouter,yes,yes,yes,Qld,O,C,G(1),E. sp. Brovinia (A.R.Bean 11911),NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Connexentes,NA,Eucalyptus major,grey gum,combination resprouter,yes,yes,yes,"Qld,NSW",O,C,G(2)m,E. propinqua var. major,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Connexentes,NA,Eucalyptus propinqua,small-fruited grey gum,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Liberivalvae,NA,Eucalyptus prava,orange gum,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Liberivalvae,NA,Eucalyptus bancroftii,Bancrofts red gum,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Liberivalvae,NA,?Eucalyptus disclusa,Blackdown red gum,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,Dubious species (possibly = E. interstans),NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Liberivalvae,NA,Eucalyptus interstans,narrow-leaved cabbage gum,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Liberivalvae,NA,Eucalyptus seeana,narrow-leaved red gum,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Liberivalvae,NA,Eucalyptus parramattensis subsp. decadens,Earps dirty gum,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Liberivalvae,NA,Eucalyptus parramattensis subsp. parramattensis,Parramatta red gum,combination resprouter,yes,yes,yes,NSW,O,C,G(2)m,E. parramattensis var. sphaerocalyx,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Exsertae,subser. Exsertae (Queensland red gums),Eucalyptus brassiana,Cape York red gum,combination resprouter,yes,yes,yes,"Qld,PNG",O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Exsertae,subser. Exsertae (Queensland red gums),Eucalyptus lockyeri,Lockyers gum,combination resprouter,yes,yes,yes,Qld,O,C,G(2)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Exsertae,subser. Exsertae (Queensland red gums),Eucalyptus insulana,NA,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,E. lockyeri subsp. exuta,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Exsertae,subser. Exsertae (Queensland red gums),?Eucalyptus ammophila,sandplain red gum,combination resprouter,yes,yes,yes,Qld,O,C,G(3)m,Dubious species (possibly = E. insulana),NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Exsertae,subser. Exsertae (Queensland red gums),Eucalyptus exserta,Queensland peppermint,combination resprouter,yes,yes,yes,"Qld,NSW",O,C,G(5)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Exsertae,subser. Exsertae (Queensland red gums),Eucalyptus nudicaulis,Mount Isa mallee red gum,Lignotuber resprouter,yes,no,yes,Qld,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Exsertae,subser. Exsertae (Queensland red gums),Eucalyptus gillenii,central Australian mallee red gum,Lignotuber resprouter,yes,no,yes,"NT,WA,SA",O,C,G(3)m,E. incurva,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Exsertae,subser. Exsertae (Queensland red gums),Eucalyptus morrisii,grey mallee,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(2)m,NA,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus infera,Durikai mallee,Lignotuber resprouter,yes,no,yes,Qld,O,C,G(2)m,E. dealbata var. populnea,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus kabiana,Mount Beerwah mallee,Lignotuber resprouter,yes,no,yes,Qld,O,C,G(1)m,E. sp. TT in Brooker & Kleinig 1994,NA,lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus amplifolia subsp. sessiliflora,cabbage gum,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus amplifolia subsp. amplifolia,cabbage gum,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus rotunda ms,NA,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,"E. tereticornis subsp. rotunda, E. sp. Consuelo Tableland (Brooker 4880)",NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus tereticornis subsp. mediana,Gippsland red gum,combination resprouter,yes,yes,yes,Vic,O,C,G(1)m,E. tereticornis var. media,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus tereticornis subsp. tereticornis,forest red gum,combination resprouter,yes,yes,yes,"Qld,NSW,PNG",O,C,G(3)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus tereticornis ?subsp. basaltica,forest red gum,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,Dubious subspecies (possibly E. tereticornis subsp. tereticornis - E. blakelyi intergrade),NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus glaucina,slaty red gum,combination resprouter,yes,yes,yes,NSW,O,C,G(3)m,E. tereticornis var. glaucina,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus chloroclada,Baradine red gum,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(5)m,E. dealbata var. chloroclada,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus terrica,NA,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,NA,NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus blakelyi,Blakelys red gum,combination resprouter,yes,yes,yes,"NSW,Vic,Qld",O,C,G(2)m,E. sp. Warby Range (Nicolle 3796),NA,epicormic lignotuber
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),NA,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus dealbata,tumble-down red gum,Regenerative strategy uncertain or variable,NA,NA,NA,"NSW,Qld",O,C,G(4)m,E. sp. Glen Gallic (Nicolle & Bell 6242),NA,NA
