genus,subgenus,section,subsection,series,subseries,taxon,common_name,strategy_Nicolle,Resprouter,Epicormic,Lignotuber,distribution,observed_by_Nicolle,collected_by_Nicole,growing_at_CCA,alternate_names
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),,ser. Rhodoxyla,subser. Concolores ,Eucalyptus corynodes,,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),,ser. Heterophloiae ,,Eucalyptus lucens ,shiny-leaved mallee,Lignotuber resprouter,yes,no,yes,"NT,WA?",O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),,ser. Heterophloiae ,,Eucalyptus fasciculosa ,pink gum,combination resprouter,yes,yes,yes,"SA,Vic",O,C,G(3)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),,ser. Heterophloiae ,,Eucalyptus polyanthemos subsp. polyanthemos ,red box,combination resprouter,yes,yes,yes,NSW,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),,ser. Heterophloiae ,,Eucalyptus polyanthemos subsp. vestita ,red box,combination resprouter,yes,yes,yes,"Vic,NSW",O,C,G(2)m ,E. polyanthemos subsp. longior
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),,ser. Heterophloiae ,,Eucalyptus polyanthemos subsp. marginalis ,red box,combination resprouter,yes,yes,yes,Vic,O,C,G(2)m,
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),,ser. Heterophloiae ,,Eucalyptus baueriana ,blue box,combination resprouter,yes,yes,yes,"Vic,NSW",O,C,G(3)m,"E. baueriana subsp. thalassina, E. baueriana subsp. deddickensis"
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),,ser. Heterophloiae ,,Eucalyptus dalveenica ,Dalveen blue box,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m,
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),,ser. Heterophloiae ,,Eucalyptus magnificata ,Enmore blue box,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),,ser. Heterophloiae ,,Eucalyptus conica ,fuzzy box,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),,ser. Heterophloiae ,,Eucalyptus rudderi ,Rudders box,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m , 
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),,ser. Heterophloiae ,,?Eucalyptus hypostomatica ,Pokolbin box,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m ,Dubious species (possibly = E. rudderi)
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),,ser. Melliodorae,,Eucalyptus porosa ,mallee box ,combination resprouter,yes,yes,yes,"SA,Vic,NSW",O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),,ser. Melliodorae,,Eucalyptus bosistoana ,coast grey box,combination resprouter,yes,yes,yes,"Vic,NSW",O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),,ser. Melliodorae,,Eucalyptus melliodora,"yellow box, honey box",combination resprouter,yes,yes,yes,"NSW,Vic,Qld",O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),,ser. Melliodorae,,Eucalyptus sideroxylon,"red ironbark, mugga",combination resprouter,yes,yes,yes,"NSW,Vic,Qld",O,C,G(2)m ,E. sideroxylon subsp. improcera
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),,ser. Melliodorae,,Eucalyptus tricarpa ,southern red ironbark,combination resprouter,yes,yes,yes,"Vic,NSW",O,C,G(3)m ,"E. tricarpa subsp. decora, E. sideroxylon subsp. tricarpa"
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),,ser. Melliodorae,,Eucalyptus leucoxylon subsp. stephaniae ,scrubby blue gum,combination resprouter,yes,yes,yes,"SA,Vic",O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),,ser. Melliodorae,,Eucalyptus leucoxylon subsp. pruinosa,"South Australian blue gum, yellow gum",combination resprouter,yes,yes,yes,"Vic,SA,NSW",O,C,G(4)m ,E. leucoxylon var. pauperita 
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),,ser. Melliodorae,,Eucalyptus leucoxylon subsp. bellarinensis ,Bellerine Peninsula yellow gum,combination resprouter,yes,yes,yes,Vic,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),,ser. Melliodorae,,Eucalyptus leucoxylon subsp. leucoxylon,"South Australian blue gum, yellow gum",combination resprouter,yes,yes,yes,"SA,Vic",O,C,G(3)m ,E. leucoxylon subsp. connata
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),,ser. Melliodorae,,Eucalyptus leucoxylon subsp. megalocarpa ,large-fruited S.A. blue gum,combination resprouter,yes,yes,yes,"SA,Vic",O,C,G(2)m ,E. leucoxylon var. macrocarpa 
Eucalyptus,subg. Symphyomyrtus,sect. Adnataria (boxes & ironbarks),,ser. Melliodorae,,Eucalyptus petiolaris ,Eyre Peninsula blue gum,combination resprouter,yes,yes,yes,SA,O,C,G(3)m ,E. leucoxylon subsp. petiolaris 
Eucalyptus,subg. Symphyomyrtus,sect. Platysperma (snappy gums),,ser. Melliodorae,,Eucalyptus rupestris ,Prince Regent gum,combination resprouter,yes,yes,yes,WA,O,C,G(2) ,
Eucalyptus,subg. Symphyomyrtus,sect. Platysperma (snappy gums),,ser. Melliodorae,,Eucalyptus kenneallyi ,Kenneallys white gum,combination resprouter,yes,yes,yes,WA,-,-,-,
Eucalyptus,subg. Symphyomyrtus,sect. Platysperma (snappy gums),,ser. Melliodorae,,Eucalyptus umbrawarrensis ,Umbrawarra gum ,combination resprouter,yes,yes,yes,NT,O,C,G(1) ,
Eucalyptus,subg. Symphyomyrtus,sect. Platysperma (snappy gums),,ser. Melliodorae,,Eucalyptus confluens ,Kimberley gum,combination resprouter,yes,yes,yes,"WA,NT?",O,C,G(1),
Eucalyptus,subg. Symphyomyrtus,sect. Platysperma (snappy gums),,ser. Melliodorae,,Eucalyptus brevifolia ,northern white gum,combination resprouter,yes,yes,yes,"NT,WA",O,C,G(3),
Eucalyptus,subg. Symphyomyrtus,sect. Platysperma (snappy gums),,ser. Melliodorae,,Eucalyptus leucophloia subsp. euroa ,snappy gum,combination resprouter,yes,yes,yes,"NT, Qld",O,C,G(2)m ,E. leucophloia subsp. QQ in Brooker & Kleinig 1994
Eucalyptus,subg. Symphyomyrtus,sect. Platysperma (snappy gums),,ser. Melliodorae,,Eucalyptus leucophloia subsp. leucophloia ,snappy gum,combination resprouter,yes,yes,yes,WA,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Platysperma (snappy gums),,ser. Melliodorae,,Eucalyptus ordiana,,combination resprouter,yes,yes,yes,WA,O,C,G(2) ,
Eucalyptus,subg. Symphyomyrtus,sect. Pumilio,,ser. Pumilae,,Eucalyptus pumila ,Pokolbin mallee,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(1)m,
Eucalyptus,subg. Symphyomyrtus,sect. Pumilio,,ser. Lepidotae-Fimbriatia (large-fruited grey gums),,Eucalyptus canaliculata ,large-fruited grey gum,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Pumilio,,ser. Lepidotae-Fimbriatia (large-fruited grey gums),,Eucalyptus punctata ,grey gum,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(2)m ,E. biturbinata
Eucalyptus,subg. Symphyomyrtus,sect. Pumilio,,ser. Lepidotae-Fimbriatia (large-fruited grey gums),,?Eucalyptus grisea ,grey gum,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m ,Dubious species (possibly = E. punctata)
Eucalyptus,subg. Symphyomyrtus,sect. Pumilio,,ser. Lepidotae-Fimbriatia (large-fruited grey gums),,Eucalyptus longirostrata ,grey gum,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m ,E. punctata var. longirostrata
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Connexentes,,Eucalyptus hallii ,Goodwood gum,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Connexentes,,Eucalyptus broviniensis,,combination resprouter,yes,yes,yes,Qld,O,C,G(1) ,E. sp. Brovinia (A.R.Bean 11911)
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Connexentes,,Eucalyptus major ,grey gum,combination resprouter,yes,yes,yes,"Qld,NSW",O,C,G(2)m ,E. propinqua var. major
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Connexentes,,Eucalyptus propinqua ,small-fruited grey gum,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Liberivalvae,,Eucalyptus prava ,orange gum,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Liberivalvae,,Eucalyptus bancroftii ,Bancrofts red gum,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Liberivalvae,,?Eucalyptus disclusa ,Blackdown red gum,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m ,Dubious species (possibly = E. interstans)
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Liberivalvae,,Eucalyptus interstans ,narrow-leaved cabbage gum,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Liberivalvae,,Eucalyptus seeana ,narrow-leaved red gum,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1)m,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Liberivalvae,,Eucalyptus parramattensis subsp. decadens ,Earps dirty gum,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Liberivalvae,,Eucalyptus parramattensis subsp. parramattensis ,Parramatta red gum,combination resprouter,yes,yes,yes,NSW,O,C,G(2)m ,E. parramattensis var. sphaerocalyx 
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Exsertae (Queensland red gums) ,Eucalyptus brassiana ,Cape York red gum,combination resprouter,yes,yes,yes,"Qld,PNG",O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Exsertae (Queensland red gums) ,Eucalyptus lockyeri ,Lockyers gum,combination resprouter,yes,yes,yes,Qld,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Exsertae (Queensland red gums) ,Eucalyptus insulana,,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m ,E. lockyeri subsp. exuta 
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Exsertae (Queensland red gums) ,?Eucalyptus ammophila ,sandplain red gum,combination resprouter,yes,yes,yes,Qld,O,C,G(3)m ,Dubious species (possibly = E. insulana)
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Exsertae (Queensland red gums) ,Eucalyptus exserta ,Queensland peppermint,combination resprouter,yes,yes,yes,"Qld,NSW",O,C,G(5)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Exsertae (Queensland red gums) ,Eucalyptus nudicaulis ,Mount Isa mallee red gum,Lignotuber resprouter,yes,no,yes,Qld,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Exsertae (Queensland red gums) ,Eucalyptus gillenii ,central Australian mallee red gum,Lignotuber resprouter,yes,no,yes,"NT,WA,SA",O,C,G(3)m ,E. incurva
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Exsertae (Queensland red gums) ,Eucalyptus morrisii ,grey mallee,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus infera ,Durikai mallee,Lignotuber resprouter,yes,no,yes,Qld,O,C,G(2)m ,E. dealbata var. populnea 
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus kabiana ,Mount Beerwah mallee,Lignotuber resprouter,yes,no,yes,Qld,O,C,G(1)m ,E. sp. TT in Brooker & Kleinig 1994
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus amplifolia subsp. sessiliflora ,cabbage gum,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus amplifolia subsp. amplifolia ,cabbage gum,combination resprouter,yes,yes,yes,NSW,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus rotunda ms,,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m ,"E. tereticornis subsp. rotunda, E. sp. Consuelo Tableland (Brooker 4880)"
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus tereticornis subsp. mediana ,Gippsland red gum,combination resprouter,yes,yes,yes,Vic,O,C,G(1)m ,E. tereticornis var. media 
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus tereticornis subsp. tereticornis ,forest red gum,combination resprouter,yes,yes,yes,"Qld,NSW,PNG",O,C,G(3)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus tereticornis ?subsp. basaltica ,forest red gum,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m ,Dubious subspecies (possibly E. tereticornis subsp. tereticornis - E. blakelyi intergrade)
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus glaucina ,slaty red gum,combination resprouter,yes,yes,yes,NSW,O,C,G(3)m ,E. tereticornis var. glaucina 
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus chloroclada ,Baradine red gum,combination resprouter,yes,yes,yes,"NSW,Qld",O,C,G(5)m ,E. dealbata var. chloroclada 
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus terrica,,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus blakelyi ,Blakelys red gum,combination resprouter,yes,yes,yes,"NSW,Vic,Qld",O,C,G(2)m ,E. sp. Warby Range (Nicolle 3796)
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus dealbata ,tumble-down red gum,Regenerative strategy uncertain or variable,,,,"NSW,Qld",O,C,G(4)m ,E. sp. Glen Gallic (Nicolle & Bell 6242)
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus nandewarica ,mallee red gum,Regenerative strategy uncertain or variable,,,,NSW,O,C,G(2) ,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus vicina ,Manara Hills red gum,Lignotuber resprouter,yes,no,yes,NSW,O,C,G(5)m ,E. sp. X in Brooker & Kleinig 1990
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus dwyeri ,Dwyers red gum,Regenerative strategy uncertain or variable,,,,NSW,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Erythroxylon (eastern red gums),Eucalyptus flindersii ,Flinders Ranges mallee red gum,Lignotuber resprouter,yes,no,yes,SA,O,C,G(3)m,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Erythroxylon (eastern red gums),[Eucalyptus x subviridis],,,,,,NSW,-,-,-,E. blakelyi x E. cinerea hybrid
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Rostratae (river red gums),Eucalyptus rudis subsp. rudis ,flooded gum,combination resprouter,yes,yes,yes,WA,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Rostratae (river red gums),Eucalyptus rudis subsp. Cratyantha ,flooded gum,combination resprouter,yes,yes,yes,WA,O,C,G(2)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Rostratae (river red gums),Eucalyptus camaldulensis subsp. refulgens ,shiny-leaved river red gum,combination resprouter,yes,yes,yes,WA,O,C,G(2)m ,E. sp. North Pilbara (Nicolle 4258)
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Rostratae (river red gums),Eucalyptus camaldulensis subsp. obtusa ,northern river red gum,combination resprouter,yes,yes,yes,"Qld,NT,WA",O,C,G(3)m ,E. camaldulensis var. obtusa 
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Rostratae (river red gums),Eucalyptus camaldulensis subsp. arida ,Centralian river red gum,combination resprouter,yes,yes,yes,"WA,NT,Qld,SA,NSW",O,C,G(5)m ,"E. camaldulensis var. subcinerea, E. camaldulensis var. pendula "
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Rostratae (river red gums),Eucalyptus camaldulensis subsp. minima ,Flinders Ranges river red gum,combination resprouter,yes,yes,yes,SA,O,C,G(4)m,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Rostratae (river red gums),Eucalyptus camaldulensis subsp. camaldulensis ,river red gum,combination resprouter,yes,yes,yes,"Vic,NSW,SA,Qld",O,C,G(3)m ,"E. camaldulensis var. brevistostris, E. rostrata "
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Rostratae (river red gums),Eucalyptus camaldulensis subsp. acuta ,river red gum,combination resprouter,yes,yes,yes,"Qld,NSW",O,C,G(2)m ,E. camaldulensis var. acuminata 
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Rostratae (river red gums),Eucalyptus camaldulensis subsp. simulata ,Laura red gum,combination resprouter,yes,yes,yes,Qld,O,C,G(1)m ,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Rostratae (river red gums),[Eucalyptus x mcintyrensis],,combination resprouter,yes,yes,yes,SA,O,-,-,E. camaldulensis subsp. camaldulensis x E. ovata subsp. grandiflora hybrid
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Rostratae (river red gums),[Eucalyptus x oxypoma],,combination resprouter,yes,yes,yes,"NSW,Vic,SA?",O,-,G(1),E. camaldulensis subsp. camaldulensis x E. largiflorens hybrid
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Rostratae (river red gums),[Eucalyptus x studleyensis],,combination resprouter,yes,yes,yes,"Vic,SA?",-,-,-,E. camaldulensis subsp. camaldulensis x E. ovata subsp. ovata hybrid
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Subexsertae (tropical red gums),Eucalyptus glomericassis ,scarp white gum,combination resprouter,yes,yes,yes,"NT,WA?",O,C,G(1) ,E. sp. SS in Brooker & Kleinig 1994
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Subexsertae (tropical red gums),Eucalyptus herbertiana ,Kalumburu gum,combination resprouter,yes,yes,yes,"NT,WA,Qld",O,C,G(4)m ,E. sp. Pitta Creek (Barrett & Barrett 1677)
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Subexsertae (tropical red gums),?Eucalyptus gregoriensis,,combination resprouter,yes,yes,yes,NT,O,C,G(1)m ,Dubious species (possibly = E. herbertiana)
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Subexsertae (tropical red gums),Eucalyptus cupularis ,Halls Creek white gum,combination resprouter,yes,yes,yes,"WA,NT",O,C,G(2) ,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Subexsertae (tropical red gums),Eucalyptus revelata,,combination resprouter,yes,yes,yes,WA,O,C,G(1) ,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Subexsertae (tropical red gums),Eucalyptus mooreana ,mountain white gum,combination resprouter,yes,yes,yes,WA,-,-,-,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Subexsertae (tropical red gums),Eucalyptus pantoleuca ,round-leaved gum,combination resprouter,yes,yes,yes,WA,O,C,G(1) ,"E. sp. RR in Brooker & Kleinig 1994, E. sp. I in Rye et al. 1992"
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Subexsertae (tropical red gums),Eucalyptus apodophylla ,whitebark,combination resprouter,yes,yes,yes,"NT,WA",O,C,G(1),
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Subexsertae (tropical red gums),Eucalyptus houseana ,Kimberley white gum,combination resprouter,yes,yes,yes,WA,O,C,G(1) ,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Subexsertae (tropical red gums),Eucalyptus alba var. alba ,Timor white gum,combination resprouter,yes,yes,yes,"TL,Indo",-,-,-  ,E. sp. Alor (Jaag 1145)
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Subexsertae (tropical red gums),Eucalyptus alba var. australasica ,white gum,combination resprouter,yes,yes,yes,NT,O,C,G(2) ,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Subexsertae (tropical red gums),Eucalyptus sp. Melville Island ,Melville Island white gum,combination resprouter,yes,yes,yes,"NT,WA",-,-,-,E. tiwiana ms
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Subexsertae (tropical red gums),Eucalyptus tintinnans ,hills salmon gum,combination resprouter,yes,yes,yes,NT,O,C,-,E. platyphylla var. tintinnans 
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Subexsertae (tropical red gums),Eucalyptus bigalerita ,northern salmon gum,combination resprouter,yes,yes,yes,"WA,NT",O,C,-,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Subexsertae (tropical red gums),Eucalyptus sp. Arnhem Land (Hill 3984),mealy white gum,combination resprouter,yes,yes,yes,NT,O,-,-,
Eucalyptus,subg. Symphyomyrtus,sect. Exsertaria (red gums),,ser. Exsertae,subser. Subexsertae (tropical red gums),Eucalyptus sp. Port Moresby (Darbyshire 601),,combination resprouter,yes,yes,yes,PNG,-,-,G(1),
