accepted_name,budlength_min,budlength_max,budwidth_min,budwidth_max,frtlength_min,frtlength_max,frtwidth_min,frtwidth_max,bud_n_min,bud_n_max,colours_all,flowering_time_all,leaflength_min,leaflength_max,leafwidth_min,leafwidth_max,euclid_name,juvleaflength_min,juvleaflength_max,juvleaflength_unit,juvleafwidth_min,juvleafwidth_max,juvleafwidth_unit,leaf_length_minimum,leaf_length_maximum,leaf_width_minimum,leaf_width_maximum,leaflength_min2,leaflength_max2,leafwidth_min2,leafwidth_max2
Eucalyptus laeliae,0.6,0.7,0.3,0.5,0.5,0.7,0.4,0.6,7,11,white_cream,YNNNNNNNNNNN,8.5,13.5,1,2.5,eucalyptus_laeliae,6.5,12.5,cm,2.3,4.5,cm,85,135,10,25,NA,NA,NA,NA
Eucalyptus laevis,0.6,0.9,0.3,0.4,0.5,0.8,0.4,0.6,11,11,white_cream,NNNNNNNNNNNN,6.5,10.5,0.5,1,eucalyptus_laevis,NA,NA,NA,NA,NA,NA,65,105,5,14,NA,NA,NA,1
Eucalyptus laevopinea,0.5,0.7,0.4,NA,0.4,0.9,0.7,1.5,7,11,white_cream,YNYYNYYYYNNN,7,20,1.4,4,eucalyptus_laevopinea,3,12,cm,1,4,cm,70,200,14,40,NA,NA,NA,NA
Eucalyptus lane-poolei,0.6,1.1,0.5,1,0.7,1.4,1.1,1.6,7,7,white_cream,NNNYNNNNNNNN,6.5,10,1,1.7,eucalyptus_lanepoolei,3,9,cm,1,3.5,cm,50,110,7,17,6.5,10,1,NA
Eucalyptus langleyi,0.7,0.9,0.4,0.5,0.7,1,0.8,1.2,7,7,white_cream,NNNNYNNNYNYN,8,16.5,1.8,5,eucalyptus_langleyi,9,14,cm,2,5.5,cm,80,165,18,50,NA,NA,NA,NA
Eucalyptus lansdowneana,0.7,0.9,0.4,0.7,0.9,1.2,0.7,1.1,7,7,red_brown,NNYNNNNYYYNN,8.5,15.5,1.5,2.7,eucalyptus_lansdowneana,7,10,cm,2.5,3.5,cm,85,155,15,27,NA,NA,NA,NA
Eucalyptus largeana,0.5,NA,0.3,NA,0.3,0.4,0.2,0.4,7,7,white_cream,NNNNYYYNNNNN,11,19,0.8,2,eucalyptus_largeana,4.8,12,cm,1.5,5.5,cm,110,190,8,20,NA,NA,NA,NA
Eucalyptus largiflorens,0.2,0.5,0.2,0.3,0.3,0.5,0.2,0.5,7,11,white_cream,YYYYYYYYYYYY,6,18,0.8,2,eucalyptus_largiflorens,4,15.5,cm,0.4,1.8,cm,60,180,8,20,NA,NA,NA,NA
Eucalyptus largiflorens,0.2,0.5,0.2,0.3,0.3,0.5,0.2,0.5,7,11,white_cream,YYYYYYYYYYYY,6,18,0.8,2,eucalyptus_sp._cockburn,7,16,cm,0.5,1.5,cm,60,180,8,20,NA,NA,NA,NA
Eucalyptus latens,0.5,0.7,0.2,0.3,0.4,0.5,0.3,0.4,9,11,white_cream,YYNNNNNNNNNN,4,9.5,0.5,0.8,eucalyptus_latens,2,7,cm,0.5,1,cm,40,95,5,8,NA,NA,NA,NA
Eucalyptus latisinensis,0.4,0.6,0.3,0.4,0.3,0.7,0.5,0.9,7,15,white_cream,NNNNNNNYNNNN,6,16,1,4,eucalyptus_latisinensis,5,15,cm,3,7,cm,60,160,10,40,NA,NA,NA,NA
Eucalyptus lehmannii,NA,NA,NA,NA,NA,NA,NA,NA,7,21,green,YYNYYNNNYYYN,3.5,8,0.7,2.7,NA,NA,NA,NA,NA,NA,NA,37,95,7,28,3.5,8,NA,2.7
Eucalyptus leprophloia,0.7,0.9,0.5,NA,0.5,0.6,0.6,0.7,7,11,white_cream,NNNNNNNNNNNN,7,10.5,1.5,3,eucalyptus_leprophloia,NA,NA,NA,NA,NA,NA,70,105,15,30,NA,NA,NA,NA
Eucalyptus leptocalyx,0.8,1.3,0.4,0.6,0.7,1.2,0.6,0.8,7,15,white_cream,YNYNNNNNYYYY,7.5,12,1,2.8,eucalyptus_leptocalyx,5,8.5,cm,3,4.5,cm,75,120,10,28,NA,NA,NA,NA
Eucalyptus leptophleba,0.7,1.1,0.4,0.6,0.6,1,0.7,1.1,7,7,white_cream,YYYYNYNNNNNN,10,25,1.2,3,eucalyptus_leptophleba,4.5,13,cm,2.5,5.8,cm,100,250,12,40,NA,NA,NA,3
Eucalyptus leptophylla,0.4,0.7,0.25,0.35,0.3,0.6,0.3,0.6,7,13,white_cream,YYYNNNNNNNYY,3,9,0.3,1.3,eucalyptus_leptophylla,1.5,6,cm,0.5,2.5,cm,30,90,3,13,NA,NA,NA,NA
Eucalyptus leptopoda,0.7,1.3,0.4,0.7,0.3,0.6,0.5,1.3,7,11,white_cream,YYYNNNYNYNYY,6.5,12.5,0.3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,12.5,0.3,1.5
Eucalyptus lesouefii,1.1,2.2,0.6,1.2,0.6,1,0.8,1.4,7,9,white_cream,NNNNNNNNNNYN,8.8,18.7,1,2.7,eucalyptus_lesouefii,9,13,cm,4.5,7,cm,88,187,10,27,NA,NA,NA,NA
Eucalyptus leucophloia,0.3,0.7,0.3,0.5,0.2,0.5,0.4,0.6,7,7,white_cream,NNYYYYYYYNNN,4,9,0.9,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,0.9,3.5
Eucalyptus leucophylla,0.6,0.7,0.3,0.4,0.4,0.7,0.5,0.6,7,7,white_cream,NNYNNNNYNNNN,8,14,1.2,2.6,eucalyptus_leucophylla,6.5,12,cm,3.5,5,cm,80,175,12,26,NA,14,NA,NA
Eucalyptus leucoxylon,0.5,1.8,0.4,0.9,0.5,1.5,0.6,1.6,3,3,pink white_cream,YYYYYYYYYYYY,4.8,20,0.8,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,20,0.8,5.2
Eucalyptus ligulata,1,1.4,0.4,0.5,0.7,1.3,0.8,1.4,9,13,white_cream,NNYYNYNNNYNN,3.5,8.5,0.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,8.5,0.7,2
Eucalyptus ligustrina,0.3,0.5,0.2,0.3,0.3,0.6,0.5,1,9,11,white_cream,NNNYYYNNYYNN,3,10,0.5,2,eucalyptus_ligustrina,1,3.8,cm,0.7,2.2,cm,30,100,5,20,NA,NA,NA,NA
Eucalyptus limitaris,0.7,0.8,0.4,NA,0.5,1.1,0.5,0.9,3,7,NA,NNNNNNNNNNNY,7,25,1,3.5,eucalyptus_limitaris,NA,NA,NA,NA,NA,NA,70,250,10,35,NA,NA,NA,NA
Eucalyptus lirata,0.7,1.1,0.4,0.5,0.7,1.1,0.5,1,3,3,white_cream,YNNNNNNNYNYN,6.5,14,0.7,2.6,eucalyptus_lirata,NA,NA,NA,NA,NA,NA,65,140,7,26,NA,NA,NA,NA
Eucalyptus litoralis,1,1.4,0.4,0.6,0.7,1.1,0.7,1.1,7,7,white_cream,NNYNNNNNNNNN,12,21,2,3.3,eucalyptus_litoralis,3.5,12.5,cm,3,11.5,cm,120,350,20,45,NA,21,NA,3.3
Eucalyptus litorea,1.1,NA,0.4,0.5,0.8,1,0.6,0.8,7,7,white_cream,NNNNNNNNNNNN,5.5,12,0.8,2.5,eucalyptus_litorea,3.5,7.5,cm,2,4,cm,55,120,8,25,NA,NA,NA,NA
Eucalyptus livida,0.9,1.5,0.3,0.4,0.5,0.7,0.4,0.5,11,15,white_cream,NNNNNNNNNNNN,7,11.5,1,2.5,eucalyptus_livida,NA,NA,NA,NA,NA,NA,70,115,8,25,NA,NA,1,NA
Eucalyptus lockyeri,0.8,1.3,0.4,0.7,0.3,0.7,0.6,1,7,7,white_cream,NNYNYNNNNNNY,8,19,0.8,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,19,0.8,3.5
Eucalyptus longicornis,0.9,1.5,0.3,0.6,0.4,0.6,0.4,0.7,7,7,white_cream,YYYNNNNNNNYY,6,13,0.6,1.3,eucalyptus_longicornis,2,8.5,cm,0.9,2.6,cm,60,130,6,15,NA,NA,NA,1.3
Eucalyptus longifolia,1.6,2.7,0.75,1.3,0.8,1.5,0.9,1.6,3,3,white_cream,NNYYYYNNNYYN,9,25,0.8,3.5,eucalyptus_longifolia,6.5,20,cm,2,9,cm,90,250,8,35,NA,NA,NA,NA
Eucalyptus longirostrata,0.7,1.5,0.4,0.8,0.3,0.8,0.6,1,7,7,white_cream,NYYNNNNNNNNN,8,18,1.3,3.5,eucalyptus_longirostrata,4,10,cm,1.2,2.7,cm,80,180,13,35,NA,NA,NA,NA
Eucalyptus longissima,0.7,1.2,0.2,0.6,0.4,0.6,0.4,0.6,7,15,white_cream,YYNYNYNYYNYN,5.5,11,0.7,1.6,eucalyptus_longissima,NA,NA,NA,NA,NA,NA,55,110,7,20,NA,NA,NA,1.6
Eucalyptus loxophleba,0.5,1,0.3,0.6,0.4,1,0.4,0.9,7,11,white_cream,YYNNYYYYYYYY,7,16,1,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,16,1,3.3
Eucalyptus lucasii,0.3,0.6,0.2,0.4,0.5,0.8,0.4,0.6,7,11,white_cream,NNNYNNNNNNYN,8,15,1,3,eucalyptus_lucasii,8.5,14.5,cm,3.5,5.5,cm,75,150,10,30,8,NA,NA,NA
Eucalyptus lucens,0.4,0.5,0.3,0.4,0.4,0.7,0.4,0.6,7,7,white_cream,NYYNNNNNNNNY,5.3,14,0.8,2.1,eucalyptus_lucens,8,10,cm,1.5,2.5,cm,53,140,8,21,NA,NA,NA,NA
Eucalyptus luculenta,1.4,1.9,0.6,0.9,0.7,1,0.7,0.8,7,7,white_cream,NNNNNNNNNYYN,6,16,1.5,3.5,eucalyptus_luculenta,6,15,cm,2.5,4.5,cm,60,160,15,45,NA,NA,NA,3.5
Eucalyptus luehmanniana,0.6,1,0.4,0.7,0.8,1.3,0.9,1.2,11,15,white_cream,NNNNNYYYYYYY,10,20,2,4.5,eucalyptus_luehmanniana,7,17.5,cm,3,7.5,cm,100,200,20,45,NA,NA,NA,NA
Eucalyptus luteola,1.8,1.9,0.3,0.4,0.6,0.8,0.5,0.7,9,13,white_cream,NNNNNNNNNNNN,6,9.5,0.8,1.5,eucalyptus_luteola,NA,NA,NA,NA,NA,NA,60,95,8,15,NA,NA,NA,NA
Eucalyptus macarthurii,0.25,0.5,0.2,0.35,0.2,0.5,0.4,0.6,7,7,white_cream,YNNNYNNNNNNN,9,18,1,2.5,eucalyptus_macarthurii,3.5,7,cm,2.5,4.5,cm,90,180,10,25,NA,NA,NA,NA
Eucalyptus mackintii,0.7,0.8,0.3,0.5,0.5,0.7,0.9,1.3,7,11,white_cream,NNNNNYNNNNNN,8.5,23,1.7,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,23,1.7,5.5
Eucalyptus macrandra,1.5,3.6,0.2,0.7,0.6,1,0.7,1,13,31,yellow_orange,NYNNYNYNNNYY,5.5,12.2,1,2.5,eucalyptus_macrandra,4,7,cm,1.5,3,cm,55,122,9,31,NA,NA,1,2.5
Eucalyptus macrocarpa,4,5.5,2.5,4,1.2,2.6,3.3,6.5,1,1,red_brown,NNNNNNNYYYNN,5.5,13.5,3.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,13.5,3.5,8.5
Eucalyptus macrorhyncha,0.5,1.2,0.4,0.7,0.3,0.8,0.6,1.6,7,11,white_cream,YYYYYYYNNNNN,7,15,1.2,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,15,1.2,3.8
Eucalyptus magnificata,0.5,NA,0.3,0.5,0.5,0.9,0.5,0.9,7,7,white_cream,NNNNNYNNNNYN,5,15,3,6.5,eucalyptus_magnificata,3.5,8,cm,3.5,6.5,cm,50,150,30,65,NA,NA,NA,NA
Eucalyptus major,0.6,0.9,0.4,0.5,0.3,0.5,0.45,0.8,7,7,white_cream,NNNNNNNNNNYN,9,20,2,4,eucalyptus_major,7.5,10,cm,2.5,4,cm,90,200,15,50,NA,NA,2,4
Eucalyptus malacoxylon,0.6,NA,0.5,NA,0.4,0.7,0.7,1,7,7,white_cream,NNNNNNNNNNNN,9,30,2,4,eucalyptus_malacoxylon,4,7,cm,3,7,cm,90,300,20,40,NA,NA,NA,NA
Eucalyptus mannensis,0.5,0.8,0.3,0.5,0.3,0.8,0.5,0.9,7,11,white_cream,YNYYYNNYNNYN,6.3,14,0.5,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,14,0.5,2.3
Eucalyptus mannifera,0.4,0.6,0.2,0.4,0.3,0.6,0.4,0.7,7,7,white_cream,YYYYYYYNYYYY,5.5,18.5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,18.5,1,3
Eucalyptus marginata,0.9,1.7,0.3,0.5,0.8,1.6,1,1.6,7,15,white_cream,YYNNNYYYYYYY,5.5,12.5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,12.5,1,3
Eucalyptus mckieana,0.5,0.6,0.3,NA,0.4,0.6,0.5,0.7,11,11,white_cream,NNYYYNYNNNNN,6,11.5,1,2.2,eucalyptus_mckieana,3,7,cm,0.2,1.3,cm,60,115,10,22,NA,NA,NA,NA
Eucalyptus mcquoidii,NA,NA,NA,NA,NA,NA,NA,NA,21,50,yellow_orange,NNNYNNNNNNYN,4.5,8,0.5,1,eucalyptus_mcquoidii,NA,NA,NA,NA,NA,NA,45,80,5,10,NA,NA,NA,NA
Eucalyptus mediocris,0.7,0.8,0.3,0.4,0.5,0.8,0.5,1,9,11,white_cream,NNNNNNYNNYNN,6,17,1,2.5,eucalyptus_mediocris,6,13,cm,1,5.3,cm,60,170,10,25,NA,NA,NA,NA
Eucalyptus megacarpa,1.5,2.2,1.2,1.7,1.2,1.9,1.8,3,3,3,white_cream,NNNYNYNYNNNN,7,14,1.5,3.3,eucalyptus_megacarpa,10,13,cm,3.5,5,cm,70,140,15,33,NA,NA,NA,NA
Eucalyptus megacornuta,3,6,0.5,1.6,1.8,2.7,2.3,3.5,3,7,green,YNNNNYNNNNYN,6,10,1,2.5,eucalyptus_megacornuta,3.5,8,cm,2.5,6,cm,60,110,10,25,NA,10,NA,NA
Eucalyptus megasepala,1,1.3,0.5,0.8,1.3,2.3,0.9,1.6,3,3,white_cream,NNNYYYYYYYNN,10.5,19.5,1.5,3,eucalyptus_megasepala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,19.5,1.5,3
Eucalyptus melanoleuca,0.5,0.9,0.3,0.6,0.4,0.7,0.4,0.6,7,7,white_cream,NYNNNYYYYNNN,8.5,14.5,1.5,3.5,eucalyptus_melanoleuca,4.5,8.5,cm,2,4,cm,70,150,15,35,8.5,14.5,NA,NA
Eucalyptus melanophitra,1.3,1.5,0.3,NA,0.6,0.7,0.4,0.5,9,11,white_cream,NYYYNNNNNNNN,5.8,9.5,0.9,1.5,eucalyptus_melanophitra,NA,NA,NA,NA,NA,NA,45,95,7,15,5.8,NA,0.9,NA
Eucalyptus melanophloia,0.5,0.7,0.3,0.4,0.3,0.7,0.3,0.8,7,7,white_cream,NNNNNNNNNNNN,3.5,9,2,5.3,NA,NA,NA,NA,NA,NA,NA,35,90,20,50,NA,NA,NA,5.3
Eucalyptus melanoxylon,0.5,0.8,0.3,0.5,0.4,0.6,0.5,0.6,11,15,white_cream,NNNNNNNNNNYN,7.2,11,0.7,1.2,eucalyptus_melanoxylon,4,7.5,cm,1.2,3,cm,72,140,7,17,NA,11,NA,1.2
Eucalyptus melliodora,0.4,0.8,0.3,0.5,0.3,0.8,0.3,0.7,7,7,white_cream,YYNNYYYYYYYY,6,14,0.8,3,eucalyptus_melliodora,2.5,6.5,cm,0.9,3.5,cm,60,140,8,30,NA,NA,NA,NA
Eucalyptus merrickiae,0.7,1.2,0.5,0.6,0.6,1,0.6,0.8,3,3,white_cream,NNNNNNNNNNYN,5,8.5,0.4,0.8,eucalyptus_merrickiae,NA,NA,NA,NA,NA,NA,50,85,4,8,NA,NA,NA,NA
Eucalyptus michaeliana,0.5,0.6,0.3,0.4,0.3,0.5,0.4,0.6,3,7,white_cream,NNYNNYYYNNNN,9,18,1,2.3,eucalyptus_michaeliana,5,15,cm,1.2,5.5,cm,90,180,10,23,NA,NA,NA,NA
Eucalyptus micranthera,0.7,1,0.4,0.7,0.6,1,0.7,1,7,9,white_cream,NNNYYNYYYNNN,6,11.5,0.8,2.5,eucalyptus_micranthera,NA,9,cm,NA,1.5,cm,57,120,8,25,6,11.5,NA,NA
Eucalyptus microcarpa,0.5,0.9,0.2,0.4,0.3,0.9,0.3,0.5,7,7,white_cream,NYYYYYNNNNNN,6,15,1,3,eucalyptus_microcarpa,6,15,cm,3,5.5,cm,60,150,10,20,NA,NA,NA,3
Eucalyptus microcorys,0.3,0.5,0.25,0.3,0.5,0.9,0.5,0.6,7,9,white_cream,YNNNNNNYYYYN,6,15,1.5,3.5,eucalyptus_microcorys,4,11,cm,1.5,5,cm,60,150,15,35,NA,NA,NA,NA
Eucalyptus microneura,0.6,0.8,0.4,NA,0.4,0.7,0.4,0.7,7,7,white_cream,YYNNNNNNNNNN,5,11,1.6,3,eucalyptus_microneura,NA,NA,NA,NA,NA,NA,50,135,16,40,NA,11,NA,3
Eucalyptus microschema,0.7,1,0.2,0.35,0.4,0.7,0.4,0.5,9,11,white_cream,NNNNYNNNNNYN,5.5,11,0.5,1,eucalyptus_microschema,NA,NA,NA,NA,NA,NA,55,110,5,10,NA,NA,NA,NA
Eucalyptus microtheca,0.3,0.4,0.2,0.3,0.2,0.5,0.3,0.7,7,7,white_cream,YYNNNNNNYNYY,5,19.5,0.6,3,eucalyptus_microtheca,5,15,cm,0.5,2.5,cm,50,195,6,45,NA,NA,NA,3
Eucalyptus mimica,1.2,1.9,0.4,0.6,0.7,1.7,0.6,1.2,3,3,white_cream,NNNNNNNNNNNN,3.5,8.5,0.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,8.5,0.4,0.9
Eucalyptus miniata,1,2.3,0.9,1.2,3.3,6,2,4,7,7,yellow_orange,YNNYYYYYYNNN,7,16,2.5,4.5,eucalyptus_miniata,5.5,12,cm,3.5,6.5,cm,70,180,20,60,NA,16,2.5,4.5
Eucalyptus minniritchi,0.6,1,0.5,0.8,0.7,1,0.8,1.6,7,7,white_cream yellow_orange,NA,1.8,4.6,1,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,4.6,1,3.5
Eucalyptus misella,0.6,NA,0.45,0.5,0.4,0.5,0.6,0.8,7,11,white_cream,NNNYNNNNNNYN,4,8.5,0.8,1.5,eucalyptus_misella,6.5,9.5,cm,1.2,1.5,cm,40,85,8,15,NA,NA,NA,NA
Eucalyptus mitchelliana,0.7,1,0.3,0.4,0.5,0.7,0.5,0.7,7,11,white_cream,YNNNNNNNNNYY,7.5,15,0.6,2,eucalyptus_mitchelliana,6.5,11.5,cm,0.9,2,cm,75,150,6,20,NA,NA,NA,NA
Eucalyptus moderata,1.4,2,0.5,0.6,0.6,1,0.5,0.8,7,7,white_cream,YNNNNNYNYYNY,5,13,1,2.2,eucalyptus_moderata,5.5,12,cm,2,4.5,cm,50,130,8,25,NA,NA,1,2.2
Eucalyptus moluccana,0.4,0.8,0.2,0.4,0.4,0.7,0.3,0.6,7,7,white_cream,YYYYYYNYNYYY,7,17,1.5,6.5,eucalyptus_moluccana,4,8,cm,2.5,5.5,cm,70,170,15,65,NA,NA,NA,NA
Eucalyptus mooreana,1,1.2,0.5,0.7,0.6,0.8,0.6,0.8,7,7,white_cream,NNNNNNNNNNNN,6,13,3,8,eucalyptus_mooreana,NA,NA,NA,NA,NA,NA,30,130,30,80,6,NA,NA,NA
Eucalyptus moorei,0.5,0.7,0.2,0.3,0.3,0.5,0.3,0.6,7,15,white_cream,NYYYYNNNYYNN,3,11,0.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,0.3,1.3
Eucalyptus morrisbyi,0.7,0.8,0.5,0.6,0.6,0.9,0.7,0.8,3,3,white_cream,YNNYNNNNYNNN,4.7,10,1.5,4,eucalyptus_morrisbyi,1,4.5,cm,1,3.5,cm,47,100,15,40,NA,NA,NA,NA
Eucalyptus morrisii,0.8,0.9,0.5,NA,0.3,0.6,0.7,1.2,3,3,white_cream,NNNNNNNNNNNY,5.5,14.5,0.8,2.1,eucalyptus_morrisii,6,15,cm,0.5,2,cm,55,145,8,21,NA,NA,NA,NA
Eucalyptus muelleriana,0.5,0.7,0.3,0.4,0.6,1,0.7,1.2,7,11,white_cream,YYYYYNNNNNNN,8,20,1.5,4.5,eucalyptus_muelleriana,5.5,13.5,cm,1,5,cm,80,200,15,45,NA,NA,NA,NA
Eucalyptus multicaulis,0.3,0.4,0.3,NA,0.7,0.9,0.6,0.8,7,15,white_cream,NNNNNNNNYYYN,7,15,1.4,3,eucalyptus_multicaulis,5,9.5,cm,2,4.5,cm,70,150,14,30,NA,NA,NA,NA
Eucalyptus myriadena,0.3,0.7,0.15,0.3,0.3,0.6,0.3,0.4,9,13,white_cream,YNNYNNNYNYNN,5,10,0.6,1.2,eucalyptus_myriadena,NA,NA,NA,NA,NA,NA,50,100,6,12,NA,NA,NA,NA
Eucalyptus nandewarica,0.6,0.9,0.3,0.35,0.3,0.4,0.5,0.6,3,7,white_cream,NNNNNNNNNNNY,5,15,0.8,3,eucalyptus_nandewarica,6,12.5,cm,1,5,cm,50,150,8,30,NA,NA,NA,NA
Eucalyptus nebulosa,0.3,0.5,0.2,0.3,0.3,0.5,0.3,0.6,7,7,white_cream,NNYNNNNNNNNY,4.5,11,0.8,1.5,eucalyptus_nebulosa,2.5,4.5,cm,1,2.5,cm,NA,NA,NA,NA,4.5,11,0.8,1.5
Eucalyptus neglecta,0.3,0.6,0.3,0.5,0.3,0.4,0.4,0.7,7,15,white_cream,YYYYYNNNNNYY,7,18,2.4,9,eucalyptus_neglecta,4.8,7.5,cm,4,5.2,cm,70,180,24,90,NA,NA,NA,NA
Eucalyptus neutra,1.1,1.7,0.3,0.6,0.5,1,0.5,0.8,7,7,white_cream,NNNNNNNNNYYN,5,11,1,2,eucalyptus_neutra,3.5,8,cm,1.8,4,cm,50,135,7,20,NA,11,1,NA
Eucalyptus newbeyi,5.2,6,1.1,1.6,1,2.7,1.8,2.8,7,7,green,NNNNNNNNNNNN,4,8,0.5,1.5,eucalyptus_newbeyi,NA,NA,NA,NA,NA,NA,40,80,5,15,NA,NA,NA,NA
Eucalyptus nicholii,0.3,0.5,0.2,0.3,0.3,0.4,0.3,0.5,7,7,white_cream,NNYNNNNNNNNN,6,14,0.5,1.2,eucalyptus_nicholii,2,6.5,cm,0.2,1,cm,60,140,5,12,NA,NA,NA,NA
Eucalyptus nigrifunda,0.9,1.2,0.2,0.3,0.4,0.9,0.3,0.5,9,9,white_cream,NNNNNNYNNNNN,6,11,0.7,1.5,eucalyptus_nigrifunda,NA,NA,NA,NA,NA,NA,65,110,9,20,6,NA,0.7,1.5
Eucalyptus nitens,0.6,0.7,0.3,0.4,0.4,0.7,0.4,0.7,7,7,white_cream,YYYNNNNNNNNN,10,30,1.5,4,eucalyptus_nitens,6.5,11,cm,2.8,5.5,cm,100,300,15,40,NA,NA,NA,NA
Eucalyptus nitida,0.3,0.5,0.3,0.4,0.4,0.8,0.5,0.9,9,15,white_cream,YNNNNNNNNNYY,5.5,13,0.6,1.7,eucalyptus_nitida,4.5,8.5,cm,1,3,cm,55,130,6,17,NA,NA,NA,NA
Eucalyptus nobilis,0.4,0.7,0.3,0.5,0.3,0.6,0.4,0.9,7,7,white_cream,NYYNYNNYNNYN,8.5,21,1,3,eucalyptus_nobilis,5,15,cm,1.4,6.5,cm,85,210,10,30,NA,NA,NA,NA
Eucalyptus normantonensis,0.3,0.4,0.2,0.3,0.3,0.5,0.3,0.4,7,11,white_cream,YYYNYYYYNYNN,5,11,0.7,2,eucalyptus_normantonensis,4,9.5,cm,1.2,4,cm,50,157,7,32,NA,11,NA,2
Eucalyptus nortonii,0.7,1.3,0.3,0.6,0.5,0.9,0.5,0.7,7,7,white_cream,YYYYNNYYYYNN,8.5,30,1.5,4,eucalyptus_nortonii,2.5,9,cm,3,8,cm,85,300,15,40,NA,NA,NA,NA
Eucalyptus notabilis,0.8,1.2,0.5,0.7,0.4,0.9,0.6,1,7,11,white_cream,YNNNNNNNNYNN,7,19,1.5,3.3,eucalyptus_notabilis,7,13,cm,1.8,4.5,cm,70,190,15,33,NA,NA,NA,NA
Eucalyptus notactites,1,1.3,0.5,0.6,0.5,0.8,0.7,1.2,11,19,white_cream,YNNNYNNNNNYY,7.5,15,1.5,4,eucalyptus_notactites,3,12,cm,2.5,11,cm,75,150,15,40,NA,NA,NA,NA
Eucalyptus nova-anglica,0.4,0.5,0.2,0.4,0.3,0.4,0.3,0.6,7,7,white_cream,NYYYYNNNNNNN,9,19,1.2,2.5,eucalyptus_novaanglica,4,6,cm,3.5,6.5,cm,90,190,12,25,NA,NA,NA,NA
Eucalyptus nudicaulis,0.7,1.1,0.6,0.9,0.6,0.9,0.6,0.9,7,7,white_cream,NYYNNNNNNNNN,7,18,1,2,eucalyptus_nudicaulis,NA,NA,NA,NA,NA,NA,70,190,10,25,NA,18,NA,2
Eucalyptus nutans,1.8,NA,0.8,1,1.2,1.6,1.4,1.9,7,7,red_brown,NNYNNNNNNNNN,2.4,7,2.5,6,eucalyptus_nutans,NA,NA,NA,NA,NA,NA,24,62,25,56,NA,7,NA,6
Eucalyptus obconica,0.4,0.5,0.3,0.4,0.2,0.4,0.3,0.5,7,7,white_cream,NNYNNNNNNNNN,6,15.5,0.5,2,eucalyptus_obconica,NA,13,cm,NA,3.5,cm,53,155,5,20,6,NA,NA,NA
Eucalyptus obesa,0.6,0.8,0.4,0.5,0.4,0.7,0.6,1.1,11,13,white_cream,YNNNNNNNNNYY,6.5,10.5,0.8,2,eucalyptus_obesa,3,5.5,cm,1.5,3,cm,50,117,8,20,6.5,10.5,NA,NA
Eucalyptus obliqua,0.4,0.9,0.3,0.5,0.6,1.2,0.5,1.1,11,15,white_cream,YYYNYYNNYYNY,6,22,1.5,7,eucalyptus_obliqua,6,21,cm,2.3,8.5,cm,60,220,15,70,NA,NA,NA,NA
Eucalyptus obtusiflora,0.7,1.2,0.5,0.8,0.7,1.2,0.7,1,7,9,white_cream,YYYNYNNYYYYY,7,13,1,2.5,eucalyptus_obtusiflora,4,8,cm,2.5,5,cm,55,155,10,33,7,13,NA,2.5
Eucalyptus occidentalis,1.6,3.3,0.5,1,0.9,1.5,0.8,1.3,7,13,white_cream,NNNYYNNYYYYN,6.5,16,1,3.5,eucalyptus_occidentalis,6,13.5,cm,3,6.5,cm,65,160,10,35,NA,NA,NA,NA
Eucalyptus ochrophloia,1,1.7,0.4,0.5,0.8,1.7,0.5,0.8,7,7,white_cream,NNNNYYYYYYYY,7,20,1,2.5,eucalyptus_ochrophloia,8.5,16,cm,0.5,2,cm,70,200,10,25,NA,NA,NA,NA
Eucalyptus odontocarpa,0.45,0.6,0.4,0.6,0.7,1.4,0.5,0.7,3,3,white_cream,NNNYNYYYNNNN,9,15,0.5,1.8,eucalyptus_odontocarpa,3.5,10,cm,2,5.5,cm,55,195,5,18,9,15,NA,NA
Eucalyptus odorata,0.4,0.8,0.2,0.4,0.4,0.8,0.4,0.7,7,11,white_cream,NNYYYYYYYYNN,5.5,14,0.6,2,eucalyptus_odorata,4,10.5,cm,0.4,2.3,cm,55,140,6,20,NA,NA,NA,NA
