Species,Replicate,Date_leaf_traits,leaf angle (degrees from horizontal),Leaf fresh mass (g),Leaf length (cm),Leaf width (cm),Leaf area (mm2),Specific leaf area (mm2.g-1),Leaf perimeter (mm),Leaf dry mass (g),Leaf Dry Matter Content (LDMC; dry mass / fresh mass),Date_plant_traits,Plant height (cm),Plant width (cm),Diameter of the thickest root (mm),Number of primary root axes,Tap root (yes/no),Root fresh mass (g),Root projected area (mm2),Root perimeter (mm),Root dry mass (g),Root Dry Matter Content (RDMC: dry mass / fresh mass),Specific Root Area (SRA: root surface area / dry mass) (mm2.g-1),Total root length (cm),Specific Root Length (SRL: root length/root dry weight) (cm.g-1),Root Projected Area (cm2),Root Surface Area (cm2) [winrhizo],Average root diameter (cm),Total root volume (cm3),Number of root tips,Number of root forks,fine:coarse root ratio (volume of fine root (<0.5mm diametre) / volume of coarse root (>0.5mm diametre)),Root Biomass (g) 0-10cm depth,Green shoot biomass (g),Non-green shoot biomass (g),Total shoot biomass (g),Root:Shoot ratio,leaf_mass_fraction,leaf_mass_to_stem_mass,Life form (1 = phanerophytes; 2 = chamaephytes; 3 = hemicryptophytes; 4 = geophytes; 5 = therophytes),"N-fixation (0=N, 1=Y)","Photosynthetic pathway (1=C3, 2=C4, 3=CAM,)",Specific Root Area (SRA) (m2.kg-1),Root Dry Matter Content (RDMC),B (root biomass depth distribution coefficient (Gale and Grigal 1987)),Diameter thickest root (mm),tap_root2,site
Wahlenbergia communis,1,13/10/2005,55,0.0248,4.5,0.329,101.55,18805.55556,88.805,0.0054,0.217741935,13/10/2005,31.9,16.8,5.62,1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,1.77,0.074,1.844,0.254880694,0.764909248,0.959869848,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Wahlenbergia communis,2,13/10/2005,48,0.017,4.4,0.19,79.469,24834.0625,96.807,0.0032,0.188235294,17/10/2005,12.7,7.3,2.86,1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.252,0.04,0.292,0.342465753,0.642857143,0.863013699,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Wahlenbergia communis,3,17/10/2005,79,0.0304,4,0.376,121.23,20547.45763,86.605,0.0059,0.194078947,17/10/2005,9.4,11.6,4.15,1,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134,0.392,0,0.392,0.341836735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Wurmbia dioica,1,20/09/2005,NA,0.0403,8.5,0.6,139,18783.78378,187.43,0.0074,0.183622829,20/09/2005,7.6,2.8,0.46,10,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132,0.017,0.026,0.043,3.069767442,0.097142857,0.395348837,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Wurmbia dioica,2,21/09/2005,NA,0.0471,7.4,0.8,162.43,19569.87952,165.26,0.0083,0.176220807,21/09/2005,7.9,4.3,0.79,12,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169,0.0228,0.037,0.0598,2.826086957,0.09965035,0.381270903,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Wurmbia dioica,3,21/09/2005,NA,0.0424,7.8,0.7,146.77,18346.25,172.24,0.008,0.188679245,21/09/2005,6.9,5.6,0.42,23,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119,0.032,0.038,0.07,1.7,0.169312169,0.457142857,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Microtis unifolia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/12/2005,15.3,5.3,1.11,8,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048,0.0223,0.3265,0.3488,0.137614679,0.056199597,0.063933486,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Bromus horeaceus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0048,0.0121,0.0275,0.0396,0.121212121,0.272522523,0.305555556,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Bromus horeaceus,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0057,0.0096,0.0256,0.0352,0.161931818,0.234718826,0.272727273,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Bromus horeaceus,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0032,0.0031,0.0252,0.0283,0.113074205,0.098412698,0.109540636,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Bromus horeaceus,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0044,0.0036,0.0365,0.0401,0.109725686,0.080898876,0.089775561,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Bromus horeaceus,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0045,0.0028,0.0367,0.0395,0.113924051,0.063636364,0.070886076,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Euchiton spp,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0027,0.0125,0.0323,0.0448,0.060267857,0.263157895,0.279017857,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Euchiton spp,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0049,0.0358,0.1566,0.1924,0.025467775,0.181449569,0.186070686,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Euchiton spp,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0016,0.0062,0.0135,0.0197,0.081218274,0.291079812,0.314720812,NA,NA,NA,NA,NA,NA,NA,NA,field site north of Canberra
Acacia decurrens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0.018,0.315,0.947,25,NA,Australian National University glasshouse
Acaena ovina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0.006,0.232,0.869,4,1,Australian National University glasshouse
Acetosella vulgaris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0.013,0.164,0.816,1.2,2,Australian National University glasshouse
Aira elegantissima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,NA,NA,0.836,0.2,0,Australian National University glasshouse
Anagallis arvensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0.024,0.179,0.809,0.9,1,Australian National University glasshouse
Arctotheca calendula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0.004,0.166,0.838,1.6,2,Australian National University glasshouse
Aristida ramosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,NA,NA,0.908,1,0,Australian National University glasshouse
Asperula conferta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0.052,0.182,0.818,1.2,0,Australian National University glasshouse
Austrodanthonia caespitosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,NA,NA,0.897,1,0,Australian National University glasshouse
Austrodanthonia carphoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,NA,NA,0.906,0.9,0,Australian National University glasshouse
Avena barbata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0.01,0.201,0.823,0.7,0,Australian National University glasshouse
Bothriochloa macra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,NA,NA,0.908,0.9,0,Australian National University glasshouse
Briza maxima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0.013,0.183,0.803,0.6,0,Australian National University glasshouse
Briza minor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0.028,0.156,0.79,0.3,0,Australian National University glasshouse
Bromus horeaceus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0.022,0.168,0.788,0.4,NA,Australian National University glasshouse
Centaurium erythraea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,0.013,0.159,0.829,2.4,2,Australian National University glasshouse
Cheilanthes austrotenuifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0.002,0.215,0.896,0.7,0,Australian National University glasshouse
Cheiranthera cyanea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0.011,0.216,0.89,7,NA,Australian National University glasshouse
Convolvulus erubescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0.01,0.196,0.869,8.9,1,Australian National University glasshouse
Crassula sieberiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,2,0.075,0.097,0.781,0.4,1,Australian National University glasshouse
Cymbonotus lawsonianus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0.002,0.147,0.862,1.4,0,Australian National University glasshouse
Cynosurus echinatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0.009,0.198,0.824,0.6,0,Australian National University glasshouse
Daucus glochidiatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0.023,0.146,0.789,1.2,1,Australian National University glasshouse
Davesia mimosoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0.006,0.335,0.906,11.3,NA,Australian National University glasshouse
Desmodium varians,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,0.007,0.223,0.89,8.5,1,Australian National University glasshouse
Dichelachne crinita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0.011,0.242,0.849,0.5,0,Australian National University glasshouse
Drosera pelata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0.029,0.147,0.833,1.5,1,Australian National University glasshouse
Elymus scaber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,0.008,0.25,0.868,0.6,0,Australian National University glasshouse
Enneapogon nigricans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,0.015,0.255,0.869,0.6,0,Australian National University glasshouse
Eragrostis brownii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,0.007,0.262,0.869,0.6,0,Australian National University glasshouse
Eryngium ovinum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0.005,0.235,0.885,6.1,2,Australian National University glasshouse
Euchiton spp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0.04,0.167,0.781,0.4,NA,Australian National University glasshouse
Galium divaricatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0.06,0.162,0.776,0.5,1,Australian National University glasshouse
Geranium solanderi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0.002,0.179,0.856,1.3,2,Australian National University glasshouse
Gonocarpus tetragynus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0.021,0.201,0.851,2.4,1,Australian National University glasshouse
Goodenia hederacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0.005,0.215,0.849,2.1,1,Australian National University glasshouse
Hibbertia obtusiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0.011,0.216,0.89,7.3,1,Australian National University glasshouse
Holcus lanatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,0.006,0.222,0.859,0.6,0,Australian National University glasshouse
Hydrocotyle laxiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0.01,0.175,0.852,2.4,NA,Australian National University glasshouse
Hypericum graminium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0.031,0.202,0.818,1.5,1,Australian National University glasshouse
Hypochaeris glabra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0.02,0.114,0.8,2,1,Australian National University glasshouse
Hypochaeris radicata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,NA,NA,0.909,5.6,1,Australian National University glasshouse
Joycea pallida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,NA,NA,0.899,2.3,0,Australian National University glasshouse
Liniaria pelisserana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0.043,0.145,0.795,0.9,1,Australian National University glasshouse
Lolium rigidum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0.008,0.205,0.828,0.6,0,Australian National University glasshouse
Lomandra filiformis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,NA,NA,0.905,3.6,2,Australian National University glasshouse
Luzula merionalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0.011,0.196,0.881,0.3,NA,Australian National University glasshouse
Melichrus urceolatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0.005,0.316,0.938,11.2,2,Australian National University glasshouse
Microlaena stipoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,0.013,0.249,0.892,1.1,0,Australian National University glasshouse
Microtis unifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0.006,0.18,0.827,1.1,0,Australian National University glasshouse
Moenchia erecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0.046,0.142,0.764,0.3,NA,Australian National University glasshouse
Myosotis discolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0.026,0.144,0.787,0.8,1,Australian National University glasshouse
Nassella trichotoma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,0.007,0.306,0.917,0.8,0,Australian National University glasshouse
Ophioglossum lusitanicum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0.02,0.167,0.896,0.7,NA,Australian National University glasshouse
Oxalis perennans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0.024,0.157,0.851,2.3,2,Australian National University glasshouse
Panicum effusium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,0.007,0.248,0.88,0.7,0,Australian National University glasshouse
Parentucellia latifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0.041,0.137,0.792,1.1,NA,Australian National University glasshouse
Petrorhagia nanteuilii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0.027,0.182,0.812,1.5,1,Australian National University glasshouse
Plantago varia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,NA,NA,0.903,5,1,Australian National University glasshouse
Poa bulbosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0.058,0.182,0.804,1.4,0,Australian National University glasshouse
Poa labillardieri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,NA,NA,0.904,1.2,0,Australian National University glasshouse
Solenogyne dominii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,0.012,0.166,0.869,1.5,0,Australian National University glasshouse
Stipa scabra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,0.01,0.279,0.888,1,0,Australian National University glasshouse
Themeda australis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,NA,NA,0.91,1.3,0,Australian National University glasshouse
Tolpis umbellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0.02,0.149,0.802,1.4,1,Australian National University glasshouse
