taxon_name,family,plant_growth_form_to_use,woodiness_to_use
Ptilotus drummondii var. elongatus,Amaranthaceae,herb,herbaceous
Ptilotus drummondii var. minor,Amaranthaceae,herb,herbaceous
Ptilotus drummondii var. scaposus,Amaranthaceae,herb,herbaceous
Ptilotus eremita,Amaranthaceae,herb,herbaceous
Ptilotus eriotrichus,Amaranthaceae,subshrub shrub,semi_woody
Ptilotus erubescens,Amaranthaceae,herb,herbaceous
Ptilotus esquamatus,Amaranthaceae,herb,herbaceous
Ptilotus exaltatus,Amaranthaceae,herb,herbaceous
Ptilotus exiliflorus,Amaranthaceae,herb,herbaceous
Ptilotus extenuatus,Amaranthaceae,herb,herbaceous
Ptilotus falcatus,Amaranthaceae,herb,herbaceous
Ptilotus fasciculatus,Amaranthaceae,herb,herbaceous
Ptilotus fusiformis,Amaranthaceae,herb,herbaceous
Ptilotus gardneri,Amaranthaceae,herb,herbaceous
Ptilotus gaudichaudii,Amaranthaceae,herb,herbaceous
Ptilotus gaudichaudii subsp. gaudichaudii,Amaranthaceae,herb,herbaceous
Ptilotus giganteus,Amaranthaceae,herb,herbaceous
Ptilotus gomphrenoides,Amaranthaceae,herb,herbaceous
Ptilotus gomphrenoides var. gomphrenoides,Amaranthaceae,herb,herbaceous
Ptilotus grandiflorus,Amaranthaceae,herb,herbaceous
Ptilotus halophilus,Amaranthaceae,herb,herbaceous
Ptilotus helichrysoides,Amaranthaceae,shrub,woody
Ptilotus helipteroides,Amaranthaceae,herb,herbaceous
Ptilotus holosericeus,Amaranthaceae,herb,herbaceous
Ptilotus humilis,Amaranthaceae,herb,herbaceous
Ptilotus incanus,Amaranthaceae,herb shrub,herbaceous woody
Ptilotus indivisus,Amaranthaceae,herb,herbaceous
Ptilotus johnstonianus,Amaranthaceae,herb,herbaceous
Ptilotus kenneallyanus,Amaranthaceae,herb shrub,herbaceous woody
Ptilotus lanatus,Amaranthaceae,herb,herbaceous
Ptilotus latifolius,Amaranthaceae,herb subshrub,herbaceous woody_base
Ptilotus lazaridis,Amaranthaceae,herb shrub,herbaceous woody
Ptilotus leucocoma,Amaranthaceae,herb,herbaceous
Ptilotus lophotrichus,Amaranthaceae,herb,herbaceous
Ptilotus luteolus,Amaranthaceae,herb shrub,herbaceous woody
Ptilotus maconochiei,Amaranthaceae,shrub,woody
Ptilotus macrocephalus,Amaranthaceae,herb,herbaceous woody_root
Ptilotus manglesii,Amaranthaceae,herb,herbaceous
Ptilotus marduguru,Amaranthaceae,shrub,woody
Ptilotus mitchellii,Amaranthaceae,herb,woody
Ptilotus modestus,Amaranthaceae,herb,herbaceous
Ptilotus mollis,Amaranthaceae,herb shrub,herbaceous woody
Ptilotus murrayi,Amaranthaceae,herb,herbaceous
Ptilotus nobilis,Amaranthaceae,herb,herbaceous
Ptilotus obovatus,Amaranthaceae,shrub,semi_woody
Ptilotus parvifolius,Amaranthaceae,shrub,woody
Ptilotus pedleyanus,Amaranthaceae,shrub,woody
Ptilotus polakii,Amaranthaceae,shrub,woody
Ptilotus polakii subsp. juxta,Amaranthaceae,shrub,woody
Ptilotus polakii subsp. polakii,Amaranthaceae,shrub,woody
Ptilotus polystachyus,Amaranthaceae,herb,herbaceous
Ptilotus procumbens,Amaranthaceae,herb,herbaceous
Ptilotus propinquus,Amaranthaceae,shrub,woody
Ptilotus pseudohelipteroides,Amaranthaceae,herb,herbaceous
Ptilotus pyramidatus,Amaranthaceae,herb,herbaceous
Ptilotus remotiflorus,Amaranthaceae,shrub,woody
Ptilotus rigidus,Amaranthaceae,shrub,woody
Ptilotus robynsianus,Amaranthaceae,shrub,woody
Ptilotus roei,Amaranthaceae,herb,herbaceous
Ptilotus rotundatus,Amaranthaceae,herb,herbaceous
Ptilotus rotundifolius,Amaranthaceae,shrub,woody
Ptilotus royceanus,Amaranthaceae,herb shrub,herbaceous woody
Ptilotus schwartzii,Amaranthaceae,shrub,woody
Ptilotus schwartzii var. georgei,Amaranthaceae,shrub,woody
Ptilotus schwartzii var. schwartzii,Amaranthaceae,shrub,woody
Ptilotus semilanatus,Amaranthaceae,herb,herbaceous
Ptilotus seminudus,Amaranthaceae,herb,herbaceous
Ptilotus senarius,Amaranthaceae,shrub,woody
Ptilotus sericostachyus,Amaranthaceae,herb,herbaceous
Ptilotus sericostachyus subsp. roseus,Amaranthaceae,herb,herbaceous
Ptilotus sericostachyus subsp. sericostachyus,Amaranthaceae,herb,herbaceous
Ptilotus sessilifolius,Amaranthaceae,shrub,semi_woody
Ptilotus sp. Beaufort River (G.J.Keighery 16554),Amaranthaceae,herb,herbaceous
Ptilotus sp. Mt Narryer (A.S.George 17484),Amaranthaceae,shrub,woody
Ptilotus sp. Porongurup (R.Davis 10805),Amaranthaceae,herb,herbaceous
Ptilotus sp. Sandstone (J.Russell-Smith 1071),Amaranthaceae,,
Ptilotus spathulatus,Amaranthaceae,herb,herbaceous
Ptilotus spicatus,Amaranthaceae,herb,herbaceous
Ptilotus stipitatus,Amaranthaceae,herb shrub,herbaceous woody
Ptilotus stirlingii,Amaranthaceae,herb,herbaceous
Ptilotus stirlingii subsp. australis,Amaranthaceae,herb,herbaceous
Ptilotus stirlingii subsp. stirlingii,Amaranthaceae,herb,herbaceous
Ptilotus subspinescens,Amaranthaceae,shrub,woody
Ptilotus symonii,Amaranthaceae,herb,herbaceous
Ptilotus tetrandrus,Amaranthaceae,herb,herbaceous
Ptilotus trichocephalus,Amaranthaceae,herb,herbaceous
Ptilotus unguiculatus,Amaranthaceae,herb,herbaceous
Ptilotus villosiflorus,Amaranthaceae,herb,herbaceous
Ptilotus whitei,Amaranthaceae,shrub,woody
Ptilotus wilsonii,Amaranthaceae,shrub,woody
Ptilotus yapukaratja,Amaranthaceae,shrub,woody
Pupalia lappacea,Amaranthaceae,herb,herbaceous
Pupalia micrantha,Amaranthaceae,herb,herbaceous
Surreya diandra,Amaranthaceae,herb subshrub shrub,herbaceous woody
Surreya mesembryanthema,Amaranthaceae,shrub,woody
Amaryllis belladonna,Amaryllidaceae,herb,herbaceous
Calostemma abdicatum,Amaryllidaceae,herb,herbaceous
Calostemma luteum,Amaryllidaceae,herb,herbaceous
Calostemma purpureum,Amaryllidaceae,herb,herbaceous
Crinum arenarium,Amaryllidaceae,herb,herbaceous
Crinum asiaticum,Amaryllidaceae,herb,herbaceous
Crinum flaccidum,Amaryllidaceae,herb,herbaceous
Crinum joesmithii,Amaryllidaceae,herb,herbaceous
Crinum kakaduense,Amaryllidaceae,herb,herbaceous
Crinum lakefieldense,Amaryllidaceae,herb,herbaceous
Crinum luteolum,Amaryllidaceae,herb,herbaceous
Crinum moorei,Amaryllidaceae,herb,herbaceous
Crinum muelleri,Amaryllidaceae,herb,herbaceous
Crinum pedunculatum,Amaryllidaceae,herb,herbaceous
Crinum roperense,Amaryllidaceae,herb,herbaceous
Crinum uniflorum,Amaryllidaceae,herb,herbaceous
Crinum venosum,Amaryllidaceae,herb,herbaceous
Crinum yorkense,Amaryllidaceae,herb,herbaceous
Habranthus robustus,Amaryllidaceae,herb,herbaceous
Hippeastrum carinatum,Amaryllidaceae,herb,herbaceous
Hippeastrum carneum,Amaryllidaceae,herb,herbaceous
Hippeastrum drummondii,Amaryllidaceae,herb,herbaceous
Hippeastrum puniceum,Amaryllidaceae,herb,herbaceous
Hippeastrum zephyranthum,Amaryllidaceae,herb,herbaceous
Hymenocallis caribaea,Amaryllidaceae,herb,herbaceous
Leucojum aestivum,Amaryllidaceae,herb,herbaceous
Narcissus bulbocodium,Amaryllidaceae,herb,herbaceous
Narcissus jonquilla,Amaryllidaceae,herb,herbaceous
Narcissus odorus,Amaryllidaceae,herb,herbaceous
Narcissus papyraceus,Amaryllidaceae,herb,herbaceous
Narcissus poeticus,Amaryllidaceae,herb,herbaceous
Narcissus poeticus subsp. poeticus,Amaryllidaceae,herb,herbaceous
Narcissus pseudonarcissus,Amaryllidaceae,herb,herbaceous
Narcissus tazetta,Amaryllidaceae,herb,herbaceous
Narcissus tazetta subsp. aureus,Amaryllidaceae,herb,herbaceous
Narcissus tazetta subsp. italicus,Amaryllidaceae,herb,herbaceous
Narcissus tazetta subsp. tazetta,Amaryllidaceae,herb,herbaceous
Narcissus x incomparabilis,Amaryllidaceae,herb,herbaceous
Narcissus x intermedius,Amaryllidaceae,herb,herbaceous
Narcissus x medioluteus,Amaryllidaceae,herb,herbaceous
Nerine bowdenii,Amaryllidaceae,herb,herbaceous
Nerine filifolia,Amaryllidaceae,herb,herbaceous
Nerine flexuosa,Amaryllidaceae,herb,herbaceous
Nerine sarniensis,Amaryllidaceae,herb,herbaceous
Pancratium maritimum,Amaryllidaceae,herb,herbaceous
Proiphys alba,Amaryllidaceae,herb,herbaceous
Proiphys amboinensis,Amaryllidaceae,herb,herbaceous
Proiphys cunninghamii,Amaryllidaceae,herb,herbaceous
Proiphys infundibularis,Amaryllidaceae,herb,herbaceous
Proiphys kimberleyensis,Amaryllidaceae,herb,herbaceous
Sternbergia lutea,Amaryllidaceae,herb,herbaceous
Sternbergia lutea subsp. lutea,Amaryllidaceae,herb,herbaceous
Anacardium occidentale,Anacardiaceae,tree,woody
Blepharocarya depauperata,Anacardiaceae,tree,woody
Blepharocarya involucrigera,Anacardiaceae,tree,woody
Buchanania arborescens,Anacardiaceae,tree,woody
Buchanania mangoides,Anacardiaceae,tree,woody
Buchanania obovata,Anacardiaceae,shrub tree,woody
Euroschinus falcata,Anacardiaceae,tree,woody
Euroschinus falcata var. angustifolia,Anacardiaceae,tree,woody
Euroschinus falcata var. falcata,Anacardiaceae,tree,woody
Harpephyllum caffrum,Anacardiaceae,tree,woody
Mangifera indica,Anacardiaceae,tree,woody
Mangifera x odorata,Anacardiaceae,tree,woody
Pistacia chinensis,Anacardiaceae,tree,woody
Pleiogynium timoriense,Anacardiaceae,tree,woody
Rhodosphaera rhodanthema,Anacardiaceae,tree,woody
Rhus taitensis,Anacardiaceae,tree,woody
Rhus typhina,Anacardiaceae,shrub tree,woody
Schinus molle,Anacardiaceae,tree,woody
Schinus molle var. areira,Anacardiaceae,tree,woody
Schinus terebinthifolia,Anacardiaceae,shrub tree,woody
Semecarpus australiensis,Anacardiaceae,tree,woody
Spondias dulcis,Anacardiaceae,tree,woody
Toxicodendron diversilobum,Anacardiaceae,shrub climber_woody,woody
Toxicodendron radicans,Anacardiaceae,shrub climber_woody,woody
Toxicodendron succedaneum,Anacardiaceae,shrub tree,woody
Anarthria gracilis,Anarthriaceae,herb,herbaceous
Anarthria humilis,Anarthriaceae,herb,herbaceous
Anarthria laevis,Anarthriaceae,herb,herbaceous
Anarthria polyphylla,Anarthriaceae,herb,herbaceous
Anarthria prolifera,Anarthriaceae,herb,herbaceous
Anarthria scabra,Anarthriaceae,herb,herbaceous
Lyginia barbata,Anarthriaceae,herb,herbaceous
Lyginia excelsa,Anarthriaceae,herb,herbaceous
Lyginia imberbis,Anarthriaceae,herb,herbaceous
Annona glabra,Annonaceae,tree,woody
Annona muricata,Annonaceae,tree,woody
Annona reticulata,Annonaceae,tree,woody
Annona squamosa,Annonaceae,tree,woody
Artabotrys carnosipetalus,Annonaceae,climber_woody,woody
Cananga odorata,Annonaceae,tree,woody
Desmos goezeanus,Annonaceae,climber_woody,woody
Desmos polycarpus,Annonaceae,climber_woody shrub,woody
Desmos wardianus,Annonaceae,climber_woody shrub,woody
Goniothalamus australis,Annonaceae,tree,woody
Huberantha nitidissima,Annonaceae,tree shrub,woody
Meiogyne bidwillii,Annonaceae,shrub tree,woody
Meiogyne cylindrocarpa,Annonaceae,tree,woody
Meiogyne heteropetala,Annonaceae,shrub tree,woody
Meiogyne hirsuta,Annonaceae,shrub,woody
Meiogyne stenopetala,Annonaceae,shrub,woody
Meiogyne trichocarpa,Annonaceae,tree shrub,woody
Meiogyne verrucosa,Annonaceae,tree shrub,woody
Miliusa brahei,Annonaceae,tree,woody
Miliusa horsfieldii,Annonaceae,tree,woody
Miliusa sp. Monsoon Forest (K.F.Kenneally 10193 & B.P.M.Hyland),Annonaceae,tree,woody
Miliusa traceyi,Annonaceae,tree,woody
Mitrella tiwiensis,Annonaceae,climber_woody,woody
Mitrephora diversifolia,Annonaceae,tree,woody
Monoon australe,Annonaceae,tree,woody
Monoon michaelii,Annonaceae,tree,woody
Monoon patinatum,Annonaceae,tree,woody
Polyalthia fruticosa,Annonaceae,shrub,woody
Polyalthia hispida,Annonaceae,shrub,woody
Polyalthia johnsonii,Annonaceae,shrub,woody
Polyalthia submontana,Annonaceae,shrub,woody
Polyalthia submontana subsp. sessiliflora,Annonaceae,shrub,woody
Polyalthia submontana subsp. submontana,Annonaceae,shrub,woody
Polyalthia xanthocarpa,Annonaceae,shrub,woody
Pseuduvaria froggattii,Annonaceae,tree,woody
Pseuduvaria hylandii,Annonaceae,tree,woody
Pseuduvaria mulgraveana,Annonaceae,tree,woody
Pseuduvaria mulgraveana var. glabrescens,Annonaceae,tree,woody
Pseuduvaria mulgraveana var. mulgraveana,Annonaceae,tree shrub,woody
Pseuduvaria villosa,Annonaceae,tree shrub,woody
Uvaria concava,Annonaceae,climber_woody shrub,woody
Uvaria glabra,Annonaceae,climber_woody,woody
Uvaria holtzei,Annonaceae,climber_woody,woody
Uvaria leichhardtii,Annonaceae,climber_woody,woody
Uvaria micrantha,Annonaceae,climber_woody,woody
Uvaria rufa,Annonaceae,climber_woody shrub,woody
Uvaria rupestre,Annonaceae,shrub,woody
Uvaria sankowskyi,Annonaceae,shrub,woody
Uvaria scabridula,Annonaceae,climber_woody,woody
Uvaria topazensis,Annonaceae,climber_woody,woody
Uvaria uhrii,Annonaceae,climber_woody,woody
Uvaria unguiculata,Annonaceae,climber_woody,woody
Xylopia maccreae,Annonaceae,tree,woody
Xylopia monosperma,Annonaceae,tree,woody
Aphanopetalum clematideum,Aphanopetalaceae,shrub climber_woody,woody
Aphanopetalum resinosum,Aphanopetalaceae,shrub climber_woody,woody
Aciphylla glacialis,Apiaceae,herb,herbaceous
Aciphylla simplicifolia,Apiaceae,herb,herbaceous
Actinotus bellidioides,Apiaceae,herb,herbaceous
Actinotus forsythii,Apiaceae,herb,herbaceous
Actinotus gibbonsii,Apiaceae,herb,herbaceous
Actinotus glomeratus,Apiaceae,herb,herbaceous
Actinotus helianthi,Apiaceae,herb,herbaceous
Actinotus humilis,Apiaceae,herb,herbaceous
Actinotus laxus,Apiaceae,herb,herbaceous
Actinotus leucocephalus,Apiaceae,herb,herbaceous
Actinotus minor,Apiaceae,herb,herbaceous
Actinotus moorei,Apiaceae,herb,herbaceous
Actinotus omnifertilis,Apiaceae,herb,herbaceous
Actinotus paddisonii,Apiaceae,herb,herbaceous
Actinotus periculosus,Apiaceae,herb,herbaceous
Actinotus repens,Apiaceae,herb,herbaceous
Actinotus rhomboideus,Apiaceae,herb,herbaceous
Actinotus schwarzii,Apiaceae,shrub,woody
Actinotus sp. Comet Vale (A.V.Milewski AVM1093),Apiaceae,herb,herbaceous
Actinotus suffocatus,Apiaceae,herb,herbaceous
Actinotus superbus,Apiaceae,herb,herbaceous
Actinotus whicheranus,Apiaceae,herb,herbaceous
Aegopodium podagraria,Apiaceae,herb,herbaceous
Ammi majus,Apiaceae,herb,herbaceous
Ammi visnaga,Apiaceae,herb,herbaceous
Anethum graveolens,Apiaceae,herb,herbaceous
Anisotome procumbens,Apiaceae,herb,herbaceous
Anthriscus caucalis,Apiaceae,herb,herbaceous
Apium annuum,Apiaceae,herb,herbaceous
Apium graveolens,Apiaceae,herb,herbaceous
Apium insulare,Apiaceae,herb,herbaceous
Apium prostratum,Apiaceae,herb,herbaceous
Apium prostratum subsp. howense,Apiaceae,herb,herbaceous
Apium prostratum subsp. Porongurup Range (G.J.Keighery 8631),Apiaceae,herb,herbaceous
Apium prostratum subsp. prostratum,Apiaceae,herb,herbaceous
Apium prostratum var. filiforme,Apiaceae,herb,herbaceous
Apium prostratum var. prostratum,Apiaceae,herb,herbaceous
Azorella fragosea,Apiaceae,herb,herbaceous
Azorella macquariensis,Apiaceae,herb,herbaceous
Azorella polaris,Apiaceae,herb,herbaceous
Azorella selago,Apiaceae,herb,herbaceous
Berula erecta,Apiaceae,herb,herbaceous
Bifora testiculata,Apiaceae,herb,herbaceous
Brachyscias verecundus,Apiaceae,herb,herbaceous
Bupleurum glumaceum,Apiaceae,herb,herbaceous
Bupleurum lancifolium,Apiaceae,herb,herbaceous
Bupleurum odontites,Apiaceae,herb,herbaceous
Bupleurum rotundifolium,Apiaceae,herb,herbaceous
Bupleurum semicompositum,Apiaceae,herb,herbaceous
Capnophyllum africanum,Apiaceae,herb,herbaceous
Carum carvi,Apiaceae,herb,herbaceous
Centella asiatica,Apiaceae,herb,herbaceous
Centella cordifolia,Apiaceae,herb,herbaceous
Centella uniflora,Apiaceae,herb,herbaceous
Chlaenosciadium gardneri,Apiaceae,herb,herbaceous
Conium maculatum,Apiaceae,herb,herbaceous
Coriandrum sativum,Apiaceae,herb,herbaceous
Crithmum maritimum,Apiaceae,herb,herbaceous
Cryptotaenia canadensis,Apiaceae,herb,herbaceous
Cyclospermum leptophyllum,Apiaceae,herb,herbaceous
Daucus carota,Apiaceae,herb,herbaceous
Daucus glochidiatus,Apiaceae,herb,herbaceous
Dichosciadium ranunculaceum,Apiaceae,herb,herbaceous
Dichosciadium ranunculaceum var. ranunculaceum,Apiaceae,herb,herbaceous
Dichosciadium ranunculaceum var. tasmanicum,Apiaceae,herb,herbaceous
Diplaspis cordifolia,Apiaceae,herb,herbaceous
Diplaspis hydrocotyle,Apiaceae,herb,herbaceous
Diplaspis nivis,Apiaceae,herb,herbaceous
Eryngium campestre,Apiaceae,herb,herbaceous
Eryngium expansum,Apiaceae,herb,herbaceous
Eryngium foetidum,Apiaceae,herb,herbaceous
Eryngium fontanum,Apiaceae,herb,herbaceous
Eryngium maritimum,Apiaceae,herb,herbaceous
Eryngium ovinum,Apiaceae,herb,herbaceous
Eryngium paludosum,Apiaceae,herb,herbaceous
Eryngium pandanifolium,Apiaceae,herb,herbaceous
Eryngium pinnatifidum,Apiaceae,herb,herbaceous
Eryngium pinnatifidum subsp. Inland Swamp (G.J.Keighery 16551),Apiaceae,herb,herbaceous
Eryngium pinnatifidum subsp. Palustre (G.J.Keighery 13459),Apiaceae,herb,herbaceous
Eryngium pinnatifidum subsp. Umbraphilum (G.J.Keighery 13967),Apiaceae,herb,herbaceous
Eryngium plantagineum,Apiaceae,herb,herbaceous
Eryngium sp. Ferox (G.J.Keighery 16034),Apiaceae,herb,herbaceous
Eryngium sp. Lake Muir (E.Wittwer 2293),Apiaceae,herb,herbaceous
Eryngium sp. Subdecumbens (G.J.Keighery 5390),Apiaceae,herb,herbaceous
Eryngium supinum,Apiaceae,herb,herbaceous
Eryngium vesiculosum,Apiaceae,herb,herbaceous
Ferula communis,Apiaceae,herb,herbaceous
Ferula communis subsp. communis,Apiaceae,herb,herbaceous
Foeniculum vulgare,Apiaceae,herb,herbaceous
Gingidia algens,Apiaceae,herb,herbaceous
Gingidia harveyana,Apiaceae,herb,herbaceous
Gingidia rupicola,Apiaceae,herb,herbaceous
Helosciadium nodiflorum,Apiaceae,herb,herbaceous
Homalosciadium homalocarpum,Apiaceae,herb,herbaceous
Lilaeopsis brisbanica,Apiaceae,herb,herbaceous
Lilaeopsis polyantha,Apiaceae,herb,herbaceous
Lilaeopsis sp. West Coast (A.Moscal 5655),Apiaceae,herb,herbaceous
Neosciadium glochidiatum,Apiaceae,herb,herbaceous
Oenanthe javanica,Apiaceae,herb,herbaceous
Oenanthe pimpinelloides,Apiaceae,herb,herbaceous
Oreomyrrhis argentea,Apiaceae,herb,herbaceous
Oreomyrrhis brevipes,Apiaceae,herb,herbaceous
Oreomyrrhis ciliata,Apiaceae,herb,herbaceous
Oreomyrrhis eriopoda,Apiaceae,herb,herbaceous
Oreomyrrhis gunnii,Apiaceae,herb,herbaceous
Oreomyrrhis pulvinifica,Apiaceae,herb,herbaceous
Oreomyrrhis sessiliflora,Apiaceae,herb,herbaceous
Oschatzia cuneifolia,Apiaceae,herb,herbaceous
Oschatzia saxifraga,Apiaceae,herb,herbaceous
Pastinaca sativa,Apiaceae,herb,herbaceous
Pastinaca sativa subsp. sativa,Apiaceae,herb,herbaceous
Pentapeltis peltigera,Apiaceae,herb,herbaceous
Pentapeltis silvatica,Apiaceae,herb,herbaceous
Petroselinum crispum,Apiaceae,herb,herbaceous
Platysace arnhemica,Apiaceae,shrub,woody
Platysace cirrosa,Apiaceae,climber_herbaceous herb,herbaceous
Platysace clelandii,Apiaceae,shrub,woody
Platysace commutata,Apiaceae,shrub,woody
Platysace compressa,Apiaceae,herb,herbaceous
Platysace deflexa,Apiaceae,herb shrub,herbaceous woody
Platysace effusa,Apiaceae,herb shrub,herbaceous woody
Platysace ericoides,Apiaceae,shrub subshrub,woody
Platysace filiformis,Apiaceae,herb shrub,herbaceous woody
Platysace haplosciadia,Apiaceae,shrub,woody
Platysace heterophylla,Apiaceae,herb shrub,herbaceous woody
Platysace heterophylla var. heterophylla,Apiaceae,herb subshrub,herbaceous woody
Platysace heterophylla var. tepperi,Apiaceae,herb subshrub,herbaceous woody
Platysace juncea,Apiaceae,herb,herbaceous
Platysace lanceolata,Apiaceae,shrub,woody
Platysace linearifolia,Apiaceae,shrub,woody
Platysace maxwellii,Apiaceae,shrub,woody
Platysace pendula,Apiaceae,herb,herbaceous
Platysace ramosissima,Apiaceae,herb,herbaceous
Platysace saxatilis,Apiaceae,shrub,woody
Platysace sp. Eneabba (R.Hnatiuk 770001),Apiaceae,herb shrub,herbaceous woody
Platysace sp. Kalbarri (D. & B.Bellairs 1383),Apiaceae,shrub,woody
Platysace sp. Kennedy (P.G.Wilson 8450),Apiaceae,shrub,woody
Platysace sp. Mt Ninderry (P.R.Sharpe+ 2092),Apiaceae,,
Platysace sp. Stirling (J.M.Fox 88/262),Apiaceae,shrub,woody
Platysace sp. Watsonville (P.I.Forster PIF6259),Apiaceae,shrub,woody
Platysace stephensonii,Apiaceae,subshrub,woody
Platysace tenuissima,Apiaceae,herb shrub,herbaceous woody
Platysace trachymenioides,Apiaceae,shrub,woody
Platysace valida,Apiaceae,shrub,woody
Platysace xerophila,Apiaceae,herb,herbaceous
Scandix pecten-veneris,Apiaceae,herb,herbaceous
Schoenolaena juncea,Apiaceae,herb,herbaceous
Tordylium apulum,Apiaceae,herb,herbaceous
Torilis arvensis,Apiaceae,herb,herbaceous
Torilis nodosa,Apiaceae,herb,herbaceous
Xanthosia atkinsoniana,Apiaceae,herb,herbaceous
Xanthosia candida,Apiaceae,herb,herbaceous
Xanthosia ciliata,Apiaceae,shrub,woody
Xanthosia collina,Apiaceae,herb,herbaceous
Xanthosia dissecta,Apiaceae,herb shrub,herbaceous woody
Xanthosia eichleri,Apiaceae,shrub subshrub,woody
Xanthosia fruticulosa,Apiaceae,shrub subshrub,woody
Xanthosia huegelii,Apiaceae,herb subshrub,herbaceous woody
Xanthosia kochii,Apiaceae,shrub,woody
Xanthosia leiophylla,Apiaceae,herb subshrub,herbaceous woody
Xanthosia peduncularis,Apiaceae,herb,herbaceous
Xanthosia pilosa,Apiaceae,shrub subshrub,woody
Xanthosia rotundifolia,Apiaceae,shrub,woody
Xanthosia scopulicola,Apiaceae,subshrub,woody
Xanthosia singuliflora,Apiaceae,herb,herbaceous
Xanthosia sp. Dardanup (B.J.Keighery & N.Gibson 174),Apiaceae,herb,herbaceous
