Taxon,Vegetative persistence,Propagule persistence,Eco Source,Fire Response Adult,Resprout Type,Seed Bank,Fire_Response_Adult,Resprout_Type,stem buds
Eremophila goodwinii subsp. ecapitata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremophila goodwinii subsp. goodwinii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremophila hughesii subsp. A28811 Bloods Range,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremophila hughesii subsp. hughesii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremophila latrobei subsp. indeterminate,NA,NA,NA,NA,NA,NA,2,2,NA
Eremophila longiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremophila maculata subsp. brevifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremophila maculata subsp. maculata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremophila neglecta,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremophila obovata subsp. glabriuscula,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremophila obovata subsp. obovata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremophila paisleyi subsp. glandulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremophila paisleyi subsp. indeterminate*,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremophila platythamnos subsp. A80384 Mereeni,NA,NA,NA,NA,NA,NA,2,2,NA
Eremophila polyclada,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremophila rotundifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremophila serrulata,NA,NA,NA,NA,NA,NA,2,NA,NA
Eremophila sp. MacDonnell Ranges (M.J.A.Barritt 693),NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremophila sp. Rainbow Valley (T.S.Henshall 1181),NA,NA,NA,NA,NA,NA,3,2,NA
Eremophila tietkensii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremophila willsii subsp. integrifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eremophila willsii subsp. Katapata (D.E.Albrecht 6677),NA,NA,NA,NA,NA,NA,2,NA,NA
Eremophila willsii subsp. willsii,NA,NA,NA,NA,NA,NA,2,2,NA
Eremophila youngii subsp. lepidota,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne agrostidea,NA,NA,NA,NA,NA,NA,1,5,NA
Eriachne aristidea,NA,NA,NA,NA,NA,NA,1,5,NA
Eriachne armittii,NA,NA,NA,NA,NA,NA,1,5,NA
Eriachne avenacea,NA,NA,NA,NA,NA,NA,1,5,NA
Eriachne axillaris,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne basalis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne basedowii,NA,NA,NA,NA,NA,NA,3,NA,NA
Eriachne benthamii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne bleeseri,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne burkittii,NA,NA,NA,NA,NA,NA,3,NA,NA
Eriachne capillaris,NA,NA,NA,NA,NA,NA,1,5,NA
Eriachne ciliata,NA,NA,NA,NA,NA,NA,1,5,NA
Eriachne compacta,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne fastigiata,NA,NA,NA,NA,NA,NA,1,5,NA
Eriachne festucacea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne filiformis,NA,NA,NA,NA,NA,NA,1,5,NA
Eriachne flaccida,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne glandulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne glauca var. barbinodis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne glauca var. glauca,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne glauca var. indeterminate,NA,NA,NA,NA,NA,NA,3,NA,NA
Eriachne helmsii,NA,NA,NA,NA,NA,NA,2,2,NA
Eriachne humilis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne major,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne melicacea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne minuta,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne mucronata,NA,NA,NA,NA,NA,NA,2,2,NA
Eriachne nervosa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne nodosa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne obtusa,NA,NA,NA,NA,NA,NA,2,2,NA
Eriachne ovata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne pallescens var. pallescens,NA,NA,NA,NA,NA,NA,3,2,NA
Eriachne pauciflora,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne pulchella subsp. dominii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne pulchella subsp. pulchella,NA,NA,NA,NA,NA,NA,1,5,NA
Eriachne schultziana,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne scleranthoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne semiciliata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne squarrosa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne stipacea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne sulcata,NA,NA,NA,NA,NA,NA,3,NA,NA
Eriachne triodioides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne triseta,NA,NA,NA,NA,NA,NA,3,NA,NA
Eriachne vesiculosa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulon australe,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulon brunonis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulon carpentariae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulon cinereum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulon concretum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulon depressum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulon fistulosum,NA,NA,NA,NA,NA,NA,1,5,NA
Eriocaulon inapertum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulon lividum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulon monoscapum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulon nematophyllum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulon odontospermum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulon patericola,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulon pusillum,NA,NA,NA,NA,NA,NA,1,5,NA
Eriocaulon pygmaeum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulon schultzii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulon scullionii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulon setaceum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulon sp. Arid Zone (D.Schunke 28/Aug/90),NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulon spectabile,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulon tortuosum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulon tricornum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulon willdenovianum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocaulon zollingerianum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriochiton sclerolaenoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriochlamys behrii,NA,NA,NA,NA,NA,NA,1,NA,NA
Eriochloa australiensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriochloa crebra,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriochloa decumbens,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriochloa procera,NA,NA,NA,NA,NA,NA,1,5,NA
Eriochloa pseudoacrotricha,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriosema chinense,NA,NA,NA,NA,NA,NA,2,2,NA
Erodium angustilobum,NA,NA,NA,NA,NA,NA,1,NA,NA
Erodium aureum,NA,NA,NA,NA,NA,NA,1,NA,NA
Erodium botrys,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erodium carolinianum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erodium cicutarium,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erodium crinitum,NA,NA,NA,NA,NA,NA,1,NA,NA
Erodium cygnorum,NA,NA,NA,NA,NA,NA,1,5,NA
Erycibe coccinea,NA,NA,NA,NA,NA,NA,3,2,NA
Eryngium supinum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erythrina variegata var. orientalis,NA,NA,NA,NA,NA,NA,3,2,NA
Erythrophleum chlorostachys,NA,NA,NA,NA,NA,NA,2,6,NA
Erythroxylum ellipticum,NA,NA,NA,NA,NA,NA,2,6,NA
Eucalyptus alba var. australasica,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus apodophylla subsp. apodophylla,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus apodophylla subsp. indeterminate,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus apodophylla subsp. provecta,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus arenaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus argillacea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus barklyensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus bigalerita,NA,NA,NA,NA,NA,NA,2,3,NA
Eucalyptus brachyandra,NA,NA,NA,NA,NA,NA,2,3,NA
Eucalyptus byrnesii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus camaldulensis subsp. camaldulensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus camaldulensis subsp. indeterminate,NA,NA,NA,NA,NA,NA,2,3,NA
Eucalyptus ceracea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus chlorophylla,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus confluens,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus cupularis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus cyanoclada,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus deglupta,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus distans,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus eucentrica,NA,NA,NA,NA,NA,NA,2,2,NA
Eucalyptus fitzgeraldii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus gigantangion,NA,NA,NA,NA,NA,NA,2,3,NA
Eucalyptus glomericassis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus gongylocarpa,NA,NA,NA,NA,NA,NA,5,10,VI
Eucalyptus gregoriensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus gymnoteles,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus helenae,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus herbertiana,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus intermedia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus jensenii,NA,NA,NA,NA,NA,NA,2,3,NA
Eucalyptus koolpinensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus lamprocalyx,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus limitaris,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus lirata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus lucasii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus lucens,NA,NA,NA,NA,NA,NA,2,2,NA
Eucalyptus mannensis,NA,NA,NA,NA,NA,NA,2,2,NA
Eucalyptus microtheca var. microtheca,NA,NA,NA,NA,NA,NA,2,3,NA
Eucalyptus miniata,NA,NA,NA,NA,NA,NA,5,NA,NA
Eucalyptus obconica,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus oligantha subsp. oligantha,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus orbifolia subsp. orbifolia,NA,NA,NA,NA,NA,NA,2,2,NA
Eucalyptus ordiana,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus pantoleuca,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus patellaris,NA,NA,NA,NA,NA,NA,2,3,NA
Eucalyptus perfoliata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus phoenicea,NA,NA,NA,NA,NA,NA,5,NA,NA
Eucalyptus pruinosa subsp. indeterminate,NA,NA,NA,NA,NA,NA,2,3,NA
Eucalyptus pruinosa subsp. pruinosa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus sparsa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus tectifica,NA,NA,NA,NA,NA,NA,5,NA,NA
Eucalyptus tephrodes,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eucalyptus tetrodonta,NA,NA,NA,NA,NA,NA,2,3,NA
Eucalyptus tintinnans,NA,NA,NA,NA,NA,NA,2,3,NA
Eucalyptus umbrawarrensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euchiton sphaericus,NA,NA,NA,NA,NA,NA,1,NA,NA
Eulalia annua,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eulalia aurea,NA,NA,NA,NA,NA,NA,5,2,NA
Eulalia mackinlayi,NA,NA,NA,NA,NA,NA,3,NA,NA
Eulophia bicallosa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eulophia graminea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia alsiniflora,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia armstrongiana,NA,NA,NA,NA,NA,NA,1,5,NA
Euphorbia atoto,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia australis subsp. australis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia australis subsp. indeterminate,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia australis subsp. vaccaria,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia biconvexa,NA,NA,NA,NA,NA,NA,1,5,NA
Euphorbia boophthona,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia carinifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia centralis,NA,NA,NA,NA,NA,NA,2,NA,NA
Euphorbia chamaesyce,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia comans,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia cyathophora,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia dallachyana,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia distans,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia drummondii subsp. drummondii,NA,NA,NA,NA,NA,NA,1,5,NA
Euphorbia drummondii subsp. inappendiculata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia drummondii subsp. indeterminate,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia drummondii subsp. verrucosa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia heterophylla,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia hirta,NA,NA,NA,NA,NA,NA,1,5,NA
Euphorbia hyssopifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia kimberleyensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia macgillivrayi,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia maconochieana,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia mitchelliana,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia muelleri,NA,NA,NA,NA,NA,NA,1,5,NA
Euphorbia myrtoides subsp. myrtoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia parvicaruncula,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia peplus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia petala,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia plumerioides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia prostrata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia schizolepis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia schultzii,NA,NA,NA,NA,NA,NA,1,5,NA
Euphorbia sp. Nitmiluk large (C.R.Michell 4186),NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia sp. Nitmiluk small (C.R.Michell 4181),NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia stevenii,NA,NA,NA,NA,NA,NA,2,4,NA
Euphorbia supina,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia tannensis subsp. eremophila,NA,NA,NA,NA,NA,NA,2,1,NA
Euphorbia tannensis subsp. indeterminate,NA,NA,NA,NA,NA,NA,1,5,NA
Euphorbia tannensis subsp. tannensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia vachellii,NA,NA,NA,NA,NA,NA,1,5,NA
Euphorbia wheeleri,NA,NA,NA,NA,NA,NA,1,5,NA
Evolvulus alsinoides var. alsinoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evolvulus alsinoides var. decumbens,NA,NA,NA,NA,NA,NA,3,NA,NA
Evolvulus alsinoides var. indeterminate,NA,NA,NA,NA,NA,NA,2,2,NA
Evolvulus alsinoides var. sericeus,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evolvulus alsinoides var. villosicalyx,NA,NA,NA,NA,NA,NA,3,NA,NA
Evolvulus nummularis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Exacum tetragonum,NA,NA,NA,NA,NA,NA,NA,NA,NA
Excoecaria agallocha,NA,NA,NA,NA,NA,NA,NA,NA,NA
Excoecaria ovalis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Excoecaria parvifolia,NA,NA,NA,NA,NA,NA,2,6,NA
Exocarpos latifolius,NA,NA,NA,NA,NA,NA,2,6,NA
Fagraea racemosa,NA,NA,NA,NA,NA,NA,2,6,NA
Fatoua pilosa,NA,NA,NA,NA,NA,NA,1,5,NA
Festuca elatior,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ficus aculeata var. aculeata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ficus aculeata var. indeterminate,NA,NA,NA,NA,NA,NA,2,6,NA
Ficus aculeata var. orbicularis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ficus adenosperma,NA,NA,NA,NA,NA,NA,3,2,NA
Ficus atricha,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ficus benjamina,NA,NA,NA,NA,NA,NA,3,2,NA
Ficus benjamina var. benjamina,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ficus cerasicarpa,NA,NA,NA,NA,NA,NA,3,2,NA
Ficus congesta,NA,NA,NA,NA,NA,NA,3,2,NA
Ficus congesta var. congesta,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ficus coronulata,NA,NA,NA,NA,NA,NA,3,2,NA
Ficus hispida,NA,NA,NA,NA,NA,NA,3,2,NA
Ficus hispida var. hispida,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ficus lilliputiana f. indeterminate,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ficus lilliputiana f. lilliputiana,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ficus lilliputiana f. pilosa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ficus opposita var. indecora,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ficus opposita var. indeterminate,NA,NA,NA,NA,NA,NA,2,2,NA
Ficus opposita var. micrantha,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ficus opposita var. opposita,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ficus platypoda,NA,NA,NA,NA,NA,NA,4,20,NA
Ficus podocarpifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ficus racemosa var. racemosa,NA,NA,NA,NA,NA,NA,3,2,NA
Ficus scobina,NA,NA,NA,NA,NA,NA,2,6,NA
Ficus sp. carpentariensis (W.B.Spencer 01/Jul/11),NA,NA,NA,NA,NA,NA,3,2,NA
Ficus subpuberula,NA,NA,NA,NA,NA,NA,4,20,NA
Ficus superba var. henneana,NA,NA,NA,NA,NA,NA,3,2,NA
Ficus tinctoria,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ficus virens var. dasycarpa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ficus virens var. indeterminate,NA,NA,NA,NA,NA,NA,3,2,NA
Ficus virens var. sublanceolata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ficus virens var. virens,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis acicularis,NA,NA,NA,NA,NA,NA,1,5,NA
Fimbristylis acuminata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis aestivalis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis albovirides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis ammobia,NA,NA,NA,NA,NA,NA,1,5,NA
Fimbristylis arnhemensis,NA,NA,NA,NA,NA,NA,1,5,NA
Fimbristylis arthrostyloides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis bisumbellata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis blakei,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis brownii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis caespitosa,NA,NA,NA,NA,NA,NA,2,2,NA
Fimbristylis caloptera,NA,NA,NA,NA,NA,NA,1,5,NA
Fimbristylis cardiocarpa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis carolinii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis cephalophora,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis cinnamometorum,NA,NA,NA,NA,NA,NA,6,5,NA
Fimbristylis clavata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis compacta,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis complanata,NA,NA,NA,NA,NA,NA,8,2,NA
Fimbristylis composita,NA,NA,NA,NA,NA,NA,2,2,NA
Fimbristylis corynocarya,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis costiglumis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis cymosa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis densa,NA,NA,NA,NA,NA,NA,1,5,NA
Fimbristylis denudata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis depauperata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis dichotoma,NA,NA,NA,NA,NA,NA,8,20,NA
Fimbristylis dictyocolea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis dipsacea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis distincta,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis dolera,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis dunlopii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis elegans,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis eremophila,NA,NA,NA,NA,NA,NA,2,2,NA
Fimbristylis ferruginea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis fimbristyloides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis furva,NA,NA,NA,NA,NA,NA,1,5,NA
Fimbristylis fusca,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis insignis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis lanceolata,NA,NA,NA,NA,NA,NA,1,5,NA
Fimbristylis laxiglumis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis leucocolea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis littoralis var. littoralis,NA,NA,NA,NA,NA,NA,1,5,NA
Fimbristylis macassarensis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis macrantha,NA,NA,NA,NA,NA,NA,3,NA,NA
Fimbristylis merrillii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis microcarya,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis miliacea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis modesta,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis neilsonii,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis nuda,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis nutans,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis ovata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis oxystachya,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis pachyptera,NA,NA,NA,NA,NA,NA,1,5,NA
Fimbristylis pallida,NA,NA,NA,NA,NA,NA,1,5,NA
Fimbristylis pauciflora,NA,NA,NA,NA,NA,NA,1,5,NA
Fimbristylis phaeoleuca,NA,NA,NA,NA,NA,NA,1,5,NA
Fimbristylis pilifera,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis polytrichoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis pterygosperma,NA,NA,NA,NA,NA,NA,1,5,NA
Fimbristylis pubisquama,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis punctata,NA,NA,NA,NA,NA,NA,1,5,NA
Fimbristylis rara,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis recta,NA,NA,NA,NA,NA,NA,1,5,NA
Fimbristylis rupestris,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis schoenoides,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis schultzii,NA,NA,NA,NA,NA,NA,1,5,NA
Fimbristylis sericea,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis sieberiana,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis signata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis simplex,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis simulans,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis solidifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis sp. Deaf Adder Gorge (C.R.Dunlop 4403),NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis sp. Howard River (P.G.Wilson 10719),NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis sp. Latz sp.B (C.R.Dunlop 5354),NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis sp. Latz sp.F (C.R.Michell 2619),NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis sp. Mount Brockman (R.C.Hinz 362),NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis sphaerocephala,NA,NA,NA,NA,NA,NA,1,5,NA
Fimbristylis spiralis,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis squarrulosa,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis stenostachya,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis subaristata,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fimbristylis tetragona,NA,NA,NA,NA,NA,NA,3,NA,NA
Fimbristylis tomentosa,NA,NA,NA,NA,NA,NA,NA,NA,NA
