find,dataset_id,replace,reason,taxonomic_resolution
"Telmatoblechnum indicum (Burm.f.) Perrie, D.J.Ohlsen & Brownsey",Nano_2011,Telmatoblechnum indicum,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Templetonia egena (F.Muell.) Benth.,Nano_2011,Templetonia egena,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Templetonia hookeri (F.Muell.) Benth.,Nano_2011,Templetonia hookeri,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia arnhemica C.T.White,Nano_2011,Tephrosia arnhemica,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia bifacialis Cowie,Nano_2011,Tephrosia bifacialis,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia brachycarpa F.Muell. ex Benth.,Nano_2011,Tephrosia brachycarpa,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia brachyodon Domin var. longifolia (Benth.) Domin,Nano_2011,Tephrosia brachyodon,match_14. Automatic alignment with species-level canonical name in APC accepted when notes are ignored (2023-06-18),Species
Tephrosia carriemichelliae Cowie,Nano_2011,Tephrosia carriemichelliae,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia conspicua W.Fitzg.,Nano_2011,Tephrosia conspicua,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia coriacea Benth.,Nano_2011,Tephrosia coriacea,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia crocea Benth.,Nano_2011,Tephrosia crocea,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia delestangii Pedley,Nano_2011,Tephrosia delestangii,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia ephippioides Cowie,Nano_2011,Tephrosia ephippioides,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia eriocarpa Benth.,Nano_2011,Tephrosia eriocarpa,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia filipes Benth.,Nano_2011,Tephrosia filipes,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia forrestiana F.Muell.,Nano_2011,Tephrosia forrestiana,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia gyropoda Cowie,Nano_2011,Tephrosia gyropoda,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia humifusa Cowie,Nano_2011,Tephrosia humifusa,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia insolens R.Butcher & Cowie,Nano_2011,Tephrosia insolens,match_19. Automatic alignment with species-level canonical name in APNI when notes are ignored (2023-06-18),Species
Tephrosia juncea R.Br. ex Benth.,Nano_2011,Tephrosia juncea,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia lamprolobioides F.Muell.,Nano_2011,Tephrosia lamprolobioides,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia lasiochlaena Cowie,Nano_2011,Tephrosia lasiochlaena,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia leptoclada Benth.,Nano_2011,Tephrosia leptoclada,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia lithosperma R.Butcher & Cowie,Nano_2011,Tephrosia lithosperma,match_19. Automatic alignment with species-level canonical name in APNI when notes are ignored (2023-06-18),Species
Tephrosia macrocarpa Benth.,Nano_2011,Tephrosia macrocarpa,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia maculata Merr. & L.M.Perry,Nano_2011,Tephrosia maculata,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia nana Kotschy ex Schweinf.,Nano_2011,Tephrosia nana,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia nematophylla F.Muell.,Nano_2011,Tephrosia nematophylla,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia oblongata R.Br. ex Benth.,Nano_2011,Tephrosia oblongata,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia oligophylla Benth.,Nano_2011,Tephrosia oligophylla,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia phaeosperma F.Muell. ex Benth.,Nano_2011,Tephrosia phaeosperma,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia polyzyga F.Muell. ex Benth.,Nano_2011,Tephrosia polyzyga,match_14. Automatic alignment with species-level canonical name in APC accepted when notes are ignored (2023-06-18),Species
Tephrosia porrecta R.Br. ex Benth.,Nano_2011,Tephrosia porrecta,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia procera Cowie,Nano_2011,Tephrosia procera,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia pumila (Lam.) Pers.,Nano_2011,Tephrosia pumila,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia remotiflora F.Muell. ex Benth.,Nano_2011,Tephrosia remotiflora,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia reticulata Benth.,Nano_2011,Tephrosia reticulata,match_14. Automatic alignment with species-level canonical name in APC accepted when notes are ignored (2023-06-18),Species
Tephrosia simplicifolia F.Muell. ex Benth.,Nano_2011,Tephrosia simplicifolia,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia sp. conduplicate (B.L.Rice 3139) I.D.Cowie,Nano_2011,Tephrosia sp. Conduplicate (B.L.Rice 3139),match_12. Automatic alignment with infraspecific canonical name in APC accepted when notes are ignored (2023-06-18),Species
Tephrosia sp. D Kimberley Flora (R.D.Royce 1848) WA Herbarium,Nano_2011,Tephrosia sp. D Kimberley Flora (R.D.Royce 1848),match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia sp. dunes (J.R.Maconochie 938),Nano_2011,Tephrosia sp. Dunes (J.R.Maconochie 938),match_07_fuzzy. Fuzzy alignment with accepted canonical name in APC (2023-06-18),Species
Tephrosia sp. G Kimberley Flora (G.J.Keighery 4828) WA Herbarium,Nano_2011,Tephrosia sp. G Kimberley Flora (G.J.Keighery 4828),match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia sp. Kununurra (T.Handesyde Th00 250) Cowie & Butcher,Nano_2011,Tephrosia sp. Kununurra (T.Handesyde TH00 250),match_12. Automatic alignment with infraspecific canonical name in APC accepted when notes are ignored (2023-06-18),Species
Tephrosia sp. Pentecost River (I.D.Cowie 4168) I.D.Cowie,Nano_2011,Tephrosia sp. Pentecost River (I.D.Cowie 4168),match_12. Automatic alignment with infraspecific canonical name in APC accepted when notes are ignored (2023-06-18),Species
Tephrosia spechtii Pedley,Nano_2011,Tephrosia spechtii,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia stipuligera W.Fitzg.,Nano_2011,Tephrosia stipuligera,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia stuartii Benth.,Nano_2011,Tephrosia stuartii,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia subpectinata Domin,Nano_2011,Tephrosia subpectinata,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia valleculata Cowie,Nano_2011,Tephrosia valleculata,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tephrosia virens Pedley,Nano_2011,Tephrosia virens,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Terminalia arostrata Ewart & O.B.Davies,Nano_2011,Terminalia arostrata,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Terminalia canescens (DC.) Radlk. ex T.Durand,Nano_2011,Terminalia canescens,match_14. Automatic alignment with species-level name known by APC when notes are ignored (2023-06-18),Species
Terminalia carpentariae C.T.White,Nano_2011,Terminalia carpentariae,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Terminalia catappa L.,Nano_2011,Terminalia catappa,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Terminalia erythrocarpa F.Muell.,Nano_2011,Terminalia erythrocarpa,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Terminalia ferdinandiana Exell,Nano_2011,Terminalia ferdinandiana,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Terminalia grandiflora F.Muell.,Nano_2011,Terminalia grandiflora,match_14. Automatic alignment with species-level canonical name in APC accepted when notes are ignored (2023-06-18),Species
Terminalia latipes Benth.,Nano_2011,Terminalia latipes,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Terminalia microcarpa Decne.,Nano_2011,Terminalia microcarpa,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Terminalia platyphylla F.Muell.,Nano_2011,Terminalia platyphylla,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Terminalia platyptera F.Muell.,Nano_2011,Terminalia platyptera,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Terminalia pterocarya F.Muell.,Nano_2011,Terminalia pterocarya,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Terminalia subacroptera Domin,Nano_2011,Terminalia subacroptera,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Terminalia volucris R.Br. ex Benth.,Nano_2011,Terminalia volucris,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Ternstroemia cherryi (F.M.Bailey) Merr.,Nano_2011,Ternstroemia cherryi,match_14. Automatic alignment with species-level canonical name in APC accepted when notes are ignored (2023-06-18),Species
Teucrium disjunctum K.R.Thiele & K.A.Sheph.,Nano_2011,Teucrium disjunctum,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Teucrium grandiusculum F.Muell. subsp. grandiusculum,Nano_2011,Teucrium grandiusculum,match_14. Automatic alignment with species-level canonical name in APC accepted when notes are ignored (2023-06-18),Species
Teucrium racemosum R.Br.,Nano_2011,Teucrium racemosum,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Teucrium teucriiflorum (F.Muell.) Kattari & Salmaki,Nano_2011,Teucrium teucriiflorum,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Thaumastochloa major S.T.Blake,Nano_2011,Thaumastochloa major,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Themeda arguens (L.) Hack.,Nano_2011,Themeda arguens,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Themeda avenacea (F.Muell.) Maiden & Betche,Nano_2011,Themeda avenacea,match_14. Automatic alignment with species-level canonical name in APC accepted when notes are ignored (2023-06-18),Species
Themeda triandra Forssk.,Nano_2011,Themeda triandra,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Thespesia populneoides (Roxb.) Kostel.,Nano_2011,Thespesia populneoides,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Thrixspermum congestum (F.M.Bailey) Dockrill,Nano_2011,Thrixspermum congestum,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Thryptomene remota A.R.Bean,Nano_2011,Thryptomene remota,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Thunbergia arnhemica F.Muell.,Nano_2011,Thunbergia arnhemica,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Thyridolepis mitchelliana (Nees) S.T.Blake,Nano_2011,Thyridolepis mitchelliana,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Thyridolepis multiculmis (Pilg.) S.T.Blake,Nano_2011,Thyridolepis multiculmis,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Thyridolepis xerophila (Domin) S.T.Blake,Nano_2011,Thyridolepis xerophila,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Thysanotus banksii R.Br.,Nano_2011,Thysanotus banksii,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Thysanotus exiliflorus F.Muell.,Nano_2011,Thysanotus exiliflorus,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tiliacora australiana Forman,Nano_2011,Tiliacora australiana,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Timonius timon (Spreng.) Merr.,Nano_2011,Timonius timon,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tinospora esiangkara (F.M.Bailey) Forman,Nano_2011,Tinospora esiangkara,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
Tinospora smilacina Benth.,Nano_2011,Tinospora smilacina,match_05. Automatic alignment with scientific name in APC accepted list (2023-06-18),Species
