name_original,fruit type,seed_volume_mm3,crypto,cata,node,hypo,coty,emb
Elaeocarpus largiflorens,NA,NA,2,NA,NA,NA,NA,NA
Elaeocarpus linsmithii,NA,NA,1,NA,NA,NA,NA,NA
Elaeocarpus obovatus,NA,NA,1,1,1,1,1,NA
Elaeocarpus seriopetalus,NA,NA,1,NA,NA,NA,NA,NA
Elaeocarpus stellaris,NA,NA,1,NA,NA,NA,NA,NA
Elaeocarpus thelmae,NA,NA,2,NA,NA,NA,NA,NA
Peripentadenia measii,NA,NA,1,NA,NA,NA,NA,NA
Peripentadenia phelpsii,NA,NA,1,NA,NA,NA,NA,NA
Sloanea australis,NA,NA,1,NA,NA,NA,NA,NA
Sloanea langei,NA,NA,1,NA,NA,NA,NA,NA
Sloanea macbrydei,NA,NA,1,NA,NA,NA,NA,NA
Sloanea woolsii,NA,NA,1,1,1,2,1,NA
Apodytes brachystylis,NA,NA,1,NA,NA,NA,NA,NA
Citronella moorei,NA,NA,1,NA,NA,NA,NA,NA
Citronella smithii,NA,NA,1,NA,NA,NA,2,NA
Gomphandra australiana,NA,NA,1,NA,NA,NA,NA,NA
Irvingbaileya australis,NA,NA,1,NA,NA,NA,NA,NA
Pennantia cunninghamii,NA,NA,1,NA,1,1,NA,NA
Cassine melanocarpa,NA,NA,1,NA,NA,NA,NA,NA
Denhamia obscura,NA,NA,1,NA,NA,NA,NA,NA
Denhamia oleaster,NA,NA,1,1,1,1,1,NA
Denhamia viridissima,NA,NA,1,NA,NA,NA,NA,NA
Elaeodendron australe,NA,NA,1,1,1,1,1,NA
Euonymus australasiana,NA,NA,1,NA,NA,NA,NA,NA
Hedraianthera porphyropetala,NA,NA,1,NA,NA,NA,NA,NA
Hippocratea barbarta,NA,NA,2,2,1,1,1,1
Hypsophila dielsiana,NA,NA,1,NA,NA,NA,NA,NA
Hypsophila holleyana,NA,NA,1,NA,NA,NA,NA,NA
Lophopetalum arnhemicum,NA,NA,2,NA,NA,NA,NA,NA
Maytenus bilocularis,NA,NA,1,1,1,1,1,NA
Maytenus disperma,NA,NA,1,NA,NA,NA,NA,NA
Maytenus fasciculiflora,NA,NA,1,NA,NA,NA,NA,2
Perrottetia arborescens,NA,NA,1,NA,NA,NA,NA,NA
Pleurostylia opposita,NA,NA,1,NA,NA,NA,NA,NA
Siphonodon membranaceus,NA,NA,1,NA,NA,NA,NA,NA
Geranium potentilloides,NA,NA,1,NA,1,NA,NA,NA
Geranium solanderi,NA,NA,1,1,1,2,2,2
Cephalotis follicularis,NA,NA,1,1,1,1,1,NA
Acsmithia davidsonii,NA,NA,1,NA,NA,NA,2,NA
Bauera rubioides,NA,NA,1,NA,NA,2,NA,NA
Caldcluvia australiensis,NA,NA,1,NA,NA,NA,NA,2
Caldcluvia paniculosa,NA,NA,1,1,2,2,1,NA
Ceratopetalum gummiferum,NA,NA,1,1,2,1,NA,NA
Ceratopetalum succirubrum,NA,NA,1,NA,NA,NA,NA,NA
Ceratopetalum virchowii,NA,NA,1,NA,NA,NA,NA,NA
Ceratophyllum macrophyllym,NA,NA,1,NA,NA,NA,NA,NA
Geisosis benthamiana,NA,NA,1,1,2,2,2,NA
Geisosis biagiana,NA,NA,1,NA,NA,NA,NA,NA
Gillbeea adenopetala,NA,NA,1,NA,NA,NA,NA,NA
Pseudoweinmanni lachno,NA,NA,1,NA,NA,2,2,NA
Pullea stutzeri,NA,NA,1,NA,NA,NA,NA,NA
Schizomeria ovata,NA,NA,1,NA,NA,NA,NA,NA
Schizomeria whitei,NA,NA,1,NA,NA,NA,NA,NA
Tetratheca thymifolia,NA,NA,1,1,2,2,2,NA
Alphitonia petriei,NA,NA,1,NA,NA,NA,NA,NA
Alphitonia philippensis,NA,NA,1,NA,NA,NA,NA,NA
Alphitonia whitei,NA,NA,1,NA,NA,NA,NA,NA
Cryptandra amara,NA,NA,1,2,NA,1,NA,NA
Emmenosperma alphitonioides,NA,NA,1,1,1,2,1,NA
Schistocarpaea johnsonii,NA,NA,2,NA,NA,NA,NA,NA
Ziziphus quarilocularis,NA,NA,1,NA,NA,NA,NA,NA
Tribulus terrestris,NA,NA,1,1,1,1,1,NA
Alangium villosum,NA,NA,1,NA,NA,NA,NA,NA
Saurauia andrena,NA,NA,1,NA,NA,NA,NA,NA
Diospyros cupulosa,NA,NA,1,NA,NA,NA,NA,NA
Diospyros fasciculosa,NA,NA,1,NA,NA,NA,NA,NA
Diospyros hebecarpa,NA,NA,1,NA,NA,NA,NA,NA
Diospyros maritima,NA,NA,1,NA,NA,NA,NA,NA
Diospyros pentamera,NA,NA,1,NA,NA,NA,NA,NA
Cosmelia rubra,NA,NA,1,1,2,1,1,NA
Dracophyllum sayeri,NA,NA,1,NA,NA,NA,NA,NA
Barringtonia acutangula,NA,NA,2,2,NA,NA,NA,NA
Barringtonia asiatica,NA,NA,2,2,NA,NA,NA,NA
Barringtonia calyptrata,NA,NA,2,2,NA,NA,NA,NA
Barringtonia racemosa,NA,NA,2,2,NA,NA,NA,NA
Planchonia careya,NA,NA,1,NA,NA,NA,NA,NA
Chrysophyllum lanceolatum,NA,NA,1,NA,NA,NA,NA,NA
Chrysophyllum pruiniferum,NA,NA,2,2,1,NA,NA,NA
Mimusops elengi,NA,NA,1,NA,NA,NA,NA,NA
Niemeyera sp,NA,NA,2,NA,NA,NA,NA,NA
Palaquium galactoxylum,NA,NA,2,NA,NA,NA,NA,NA
Planchonella australe,NA,NA,1,1,2,NA,NA,NA
Planchonella brownlessiana,NA,NA,1,NA,NA,NA,NA,NA
Planchonella chartacea,NA,NA,1,NA,NA,NA,NA,NA
Planchonella euphlebia,NA,NA,1,NA,NA,NA,NA,NA
Planchonella macrocarpa,NA,NA,1,NA,NA,NA,NA,NA
Planchonella obovata,NA,NA,1,NA,NA,NA,NA,NA
Planchonella obovoidea,NA,NA,1,NA,NA,NA,NA,NA
Planchonella papyracea,NA,NA,1,NA,NA,NA,NA,NA
Planchonella pohlmaniana,NA,NA,1,NA,NA,NA,NA,NA
Planchonella ribicola,NA,NA,1,NA,NA,NA,NA,NA
Planchonella sp.3240,NA,NA,1,NA,NA,NA,NA,NA
Planchonella xerocarpa,NA,NA,1,NA,NA,NA,NA,NA
Pouteria castanosperma,NA,NA,2,NA,NA,NA,NA,NA
Pouteria sericea,NA,NA,2,NA,NA,NA,NA,NA
Symplocos cochinchinensis,NA,NA,1,NA,NA,NA,NA,NA
Symplocos paucistaminea,NA,NA,1,NA,NA,NA,NA,NA
Ternstroemia cherryi,NA,NA,1,NA,NA,NA,NA,NA
Ardisia pachyrrhachis,NA,NA,1,NA,NA,NA,NA,NA
Myrsine variabilis,NA,NA,1,1,1,2,2,NA
Rapanea achradifolia,NA,NA,1,NA,NA,NA,NA,NA
Rapanea howittiana,NA,NA,1,NA,NA,NA,NA,NA
Rapanea porosa,NA,NA,1,NA,NA,NA,NA,NA
Alstonia actinophylla,NA,NA,1,NA,NA,NA,NA,NA
Alstonia muelleriana,NA,NA,1,NA,NA,NA,NA,NA
Alstonia scholaris,NA,NA,1,NA,NA,NA,NA,NA
Alstonia spectabilis,NA,NA,1,NA,NA,NA,NA,NA
Alyxia orophila,NA,NA,2,NA,NA,NA,NA,NA
Carissa ovata,NA,NA,1,1,2,1,1,NA
Cerbera floribunda,NA,NA,1,NA,NA,NA,NA,NA
Cerbera inflata,NA,NA,2,NA,NA,NA,NA,NA
Cerbera mangas,NA,NA,2,2,1,NA,NA,NA
Hoya australis,NA,NA,1,1,1,1,1,NA
Kopsia arborea,NA,NA,NA,1,2,NA,NA,NA
Leichardtia leptophylla,NA,NA,1,1,2,1,1,NA
Marsdenia australis,NA,NA,1,NA,NA,NA,NA,NA
Marsdenia cinerascens,NA,NA,1,1,2,1,1,NA
Marsdenia rostrata,NA,NA,1,1,2,1,1,NA
Melodinus sp,NA,NA,1,1,2,2,1,NA
Neisosperma poweri,NA,NA,1,NA,NA,NA,NA,NA
Ochrosia poweri,NA,NA,1,1,2,NA,NA,NA
Parsonsia fulva,NA,NA,1,1,1,2,1,NA
Rhyncharrhena linearis,NA,NA,1,NA,NA,NA,NA,NA
Secamone elliptica,NA,NA,1,NA,NA,1,1,NA
Tabernaemontana pubescens,NA,NA,1,NA,NA,NA,NA,NA
Wrightia laevis,NA,NA,1,NA,NA,NA,NA,NA
Wrightia pubescens,NA,NA,1,NA,NA,NA,NA,NA
Centaurium australe,NA,NA,1,1,2,1,1,NA
Fagraea berteriana,NA,NA,1,NA,NA,NA,NA,NA
Fagraea fagraeacea,NA,NA,1,NA,NA,NA,NA,NA
Fagraea gracilipes,NA,NA,1,NA,NA,NA,NA,NA
Mitrasacme paludosa,NA,NA,1,1,2,1,1,NA
Strychnos axillaris,NA,NA,1,2,2,1,1,NA
Aidia racemosa,NA,NA,1,NA,NA,NA,NA,NA
Anthocephalus chinensis,NA,NA,1,NA,NA,NA,NA,NA
Canthium attenuatum,NA,NA,1,NA,NA,NA,NA,NA
Canthium coprosmoides,NA,NA,1,NA,NA,NA,NA,1
Canthium odoratum,NA,NA,1,NA,NA,NA,NA,NA
Gardenia ovularis,NA,NA,1,NA,NA,NA,NA,NA
Hedyotis trachymenioides,NA,NA,1,1,2,NA,NA,NA
Ixora biflora,NA,NA,1,NA,NA,NA,NA,NA
Ixora klanderiana,NA,NA,1,NA,NA,NA,NA,NA
Kailarsenia ochreata,NA,NA,1,NA,NA,NA,NA,NA
Morinda citrifolia,NA,NA,1,NA,NA,NA,NA,NA
Morinda jasminoides,NA,NA,1,1,2,1,1,NA
Myrmecodia echinata,NA,NA,1,NA,NA,NA,NA,NA
Nauclea orientalis,NA,NA,1,1,2,NA,NA,NA
Neonauclea glabra,NA,NA,1,NA,NA,NA,2,NA
Randia audasii,NA,NA,1,NA,NA,NA,NA,NA
Randia fitzalanii,NA,NA,1,NA,NA,NA,NA,NA
Sarcocephalus cordatus,NA,NA,1,NA,NA,1,1,NA
Spermacoce brachystema,NA,NA,NA,NA,NA,NA,NA,1
Tarenna dallachiana,NA,NA,1,NA,NA,NA,NA,NA
Timonius singularis,NA,NA,1,NA,NA,NA,NA,NA
Timonius timon,NA,NA,1,NA,NA,NA,NA,NA
Wendlandia urceolata,NA,NA,1,NA,NA,NA,NA,NA
Acanthus ilicifolius,NA,NA,1,1,2,1,1,NA
Justicia procumbens,NA,NA,1,1,2,2,1,NA
Pandorea pandorina,NA,NA,1,1,NA,1,1,NA
Deplanchea tetraphylla,NA,NA,1,1,2,NA,2,NA
Byblis linifolia,NA,NA,1,1,1,2,2,1
Callitriche stagnalis,NA,NA,1,1,2,1,1,NA
Boea hygroscopica,NA,NA,1,NA,NA,1,2,NA
Fieldia australis,NA,NA,1,NA,2,NA,NA,NA
Ocimum sanctum,NA,NA,1,1,2,2,NA,NA
Stachys arvensis,NA,NA,1,1,2,2,2,NA
Eremophila gilesii,NA,NA,1,1,NA,NA,NA,NA
Eremophila maculata,NA,NA,1,1,1,1,1,1
Myoporum insulare,NA,NA,1,1,2,2,2,2
Myoporum parvifolium,NA,NA,1,1,1,2,2,1
Chionanthus axillaris,NA,NA,2,NA,NA,NA,NA,NA
Chionanthus ramiflorus,NA,NA,2,NA,NA,NA,NA,NA
Ligustrum australianum,NA,NA,1,NA,NA,NA,NA,NA
Linociera sleumeri,NA,NA,2,NA,NA,NA,NA,NA
Notelaea longifolia,NA,NA,1,NA,NA,NA,NA,NA
Notelaea microcarpa,NA,NA,1,NA,NA,NA,NA,NA
Olea paniculata,NA,NA,1,NA,NA,NA,NA,NA
Veronica NA,NA,NA,1,1,2,NA,NA,NA
Aegiceras corniculatus,NA,NA,1,1,2,2,1,2
Avicennia resinifera,NA,NA,1,1,2,2,2,2
Clerodendrum floribundum,NA,NA,2,1,2,NA,NA,NA
Clerodendrum tracyanum,NA,NA,2,NA,NA,NA,NA,NA
Faradaya NA,NA,NA,1,1,2,NA,NA,NA
Gmelina dalrympleana,NA,NA,1,NA,NA,NA,2,NA
Gmelina fasciculiflora,NA,NA,1,NA,NA,NA,2,NA
Gmelina leichhardtii,NA,NA,1,1,2,NA,NA,NA
Gmelina schlechteri,NA,NA,2,NA,NA,NA,NA,NA
Premna serratifolia,NA,NA,1,NA,NA,NA,NA,NA
Vitex acuminata,NA,NA,1,1,1,2,1,NA
Vitex helogiton,NA,NA,1,NA,NA,NA,NA,NA
Vitex melicopea,NA,NA,2,NA,NA,NA,NA,NA
Vitex trifolia,NA,NA,1,NA,NA,NA,NA,NA
Viticipremna queenslandica,NA,NA,1,NA,NA,NA,NA,NA
Cordia dichotoma,NA,NA,1,NA,NA,NA,NA,NA
Cordia subcordata,NA,NA,1,1,1,2,2,NA
Ehrhetia acuminata,NA,NA,1,1,1,2,2,NA
Ehrhetia membranifolia,NA,NA,1,NA,NA,NA,2,NA
Bonamia dietrichiana,NA,NA,1,NA,NA,NA,NA,NA
Bonamia media,NA,NA,1,NA,NA,NA,NA,NA
Breweria media,NA,NA,1,1,1,1,1,NA
Convolvulus erubescens,NA,NA,1,NA,NA,NA,NA,NA
Convolvulus microsepalus,NA,NA,1,NA,NA,NA,NA,NA
Dichondra repens,NA,NA,1,1,NA,1,1,2
Ipomaea calabra,NA,NA,1,NA,NA,NA,NA,NA
Ipomaea eriocarpa,NA,NA,1,NA,NA,NA,NA,NA
Ipomaea lonchophylla,NA,NA,1,NA,NA,NA,NA,NA
Ipomaea muelleri,NA,NA,1,1,NA,NA,NA,NA
Ipomaea pescaprae,NA,NA,1,NA,NA,1,NA,2
Ipomaea plebia,NA,NA,1,NA,NA,NA,NA,NA
Ipomaea polymorpha,NA,NA,1,NA,NA,NA,NA,NA
Merremia peltata,NA,NA,1,NA,NA,NA,NA,NA
Operculina aequisepala,NA,NA,1,NA,NA,NA,NA,NA
Operculina brownii,NA,NA,1,NA,NA,NA,NA,NA
Operculina riedeliana,NA,NA,1,NA,NA,NA,NA,NA
Operculina turpethum,NA,NA,1,NA,NA,NA,NA,NA
Polymeria pusilla,NA,NA,1,NA,NA,NA,NA,NA
Porana sericea,NA,NA,1,NA,NA,NA,NA,NA
Wilsonia backhousei,NA,NA,1,NA,NA,NA,NA,NA
Solanum shanesii,NA,NA,1,NA,NA,NA,2,NA
Solanum viridifolium,NA,NA,1,NA,NA,NA,2,NA
Actinotus helianthii,NA,NA,1,NA,NA,1,1,NA
Centella asiatica,NA,NA,1,1,1,1,1,1
Cephalaralia cephalobotrys,NA,NA,1,1,1,1,1,NA
Delarbrea micheana,NA,NA,1,1,1,1,1,NA
Gastonia sp,NA,NA,1,NA,NA,NA,NA,NA
Hydrocotyle hirta,NA,NA,1,1,1,2,2,1
Polyscias bellendenkerens,NA,NA,1,NA,NA,NA,NA,NA
Polyscias mollis,NA,NA,1,NA,NA,NA,NA,NA
Polyscias mulgraveana,NA,NA,2,NA,NA,NA,NA,NA
Polyscias murrayi,NA,NA,1,NA,1,NA,NA,NA
Polyscias willmottii,NA,NA,1,NA,NA,NA,NA,NA
Schefflera actinophylla,NA,NA,1,1,1,1,1,1
Schefflera versteigii,NA,NA,1,NA,NA,NA,NA,NA
Trachymene caerulea,NA,NA,1,1,1,1,1,NA
Trachymene incisa,NA,NA,1,1,1,1,1,NA
Xanthosia pilosa,NA,NA,1,1,1,1,1,NA
Billardiera fusiformis,NA,NA,1,1,2,1,1,NA
Billardiera largiflora,NA,NA,1,1,2,1,1,NA
Bursaria tenuifolia,NA,NA,1,NA,NA,NA,NA,NA
Citriobatus multiflorus,NA,NA,1,1,1,2,1,NA
Citriobatus spinescens,NA,NA,1,NA,NA,NA,NA,NA
Pittosporum phyllyraeoides,NA,NA,1,1,1,2,2,NA
Pittosporum rhombifolium,NA,NA,1,1,1,2,2,NA
Pittosporum rubiginosum,NA,NA,1,NA,NA,NA,NA,NA
Pittosporum venulosum,NA,NA,1,NA,NA,NA,NA,NA
Sollya heterophylla,NA,NA,1,1,1,1,1,NA
Actites sp.,NA,NA,1,NA,NA,NA,NA,NA
Ageratum houstonianum,NA,NA,1,NA,NA,1,1,NA
Aster subulatus,NA,NA,1,NA,NA,1,1,NA
Baccharis halmifolia,NA,NA,1,1,1,1,1,NA
Bidens pilosa,NA,NA,1,NA,NA,NA,NA,NA
Brachyscome iberidifolia,NA,NA,1,1,1,1,1,NA
Brachyscome microcarpa,NA,NA,1,NA,NA,1,1,NA
Centrantherum muticum,NA,NA,1,NA,NA,NA,2,NA
Cirsium vulgare,NA,NA,1,NA,NA,NA,NA,NA
Conyza canadensis,NA,NA,1,1,1,1,1,NA
Emilia sonchifolia,NA,NA,1,1,1,1,1,1
Epaltes australis,NA,NA,1,NA,NA,1,2,1
Glossogyne tenuifolia,NA,NA,1,1,1,1,1,1
Helichrysum diosmifolium,NA,NA,NA,NA,NA,NA,NA,1
Hypocharis radicata,NA,NA,1,NA,NA,1,1,NA
Ixodia achilloides,NA,NA,1,NA,NA,NA,NA,NA
Jaegera dasyantha,NA,NA,2,NA,NA,NA,NA,NA
Jaegera javanica,NA,NA,1,NA,NA,NA,NA,NA
Jaegera pseudorhus,NA,NA,1,1,2,2,1,1
Olearia argophylla,NA,NA,1,NA,NA,NA,NA,NA
Senecio lautus,NA,NA,1,1,1,NA,NA,NA
Soliva anthemifolia,NA,NA,1,1,2,NA,NA,NA
Sonchus oleraceus,NA,NA,1,1,1,1,1,1
Verbesina encelioides,NA,NA,1,NA,NA,1,1,NA
Veronia gracilis,NA,NA,1,NA,NA,NA,NA,NA
Vittadinia dissecta,NA,NA,1,NA,NA,1,1,1
Isotoma petraea,NA,NA,1,NA,NA,NA,NA,NA
Lobelia dentata,NA,NA,1,2,1,1,1,1
Lobelia gibbosa,NA,NA,1,2,1,1,1,1
Wahlenbergia gracilis,NA,NA,1,1,2,1,1,1
Wahlenbergia quadrifida,NA,NA,1,1,2,NA,NA,NA
Brunonia australis,NA,NA,1,1,1,NA,NA,NA
Goodenia glabra,NA,NA,1,1,1,2,1,NA
Goodenia ovata,NA,NA,1,NA,NA,NA,NA,NA
Scaevola taccada,NA,NA,1,NA,NA,NA,NA,1
Velleia paradoxa,NA,NA,1,NA,NA,1,NA,NA
Ilex arnhemensis,NA,NA,1,NA,NA,NA,NA,NA
Sphenostemon lobosporus,NA,NA,1,NA,NA,NA,NA,NA
Amyema sp,NA,NA,2,1,2,NA,NA,NA
Amylotheca sp.R,NA,NA,1,1,2,NA,NA,NA
Atkinsonia sp,NA,NA,2,1,2,NA,NA,NA
Decaisnina sp,NA,NA,1,1,2,NA,NA,NA
Diplatia sp,NA,NA,2,1,2,NA,NA,NA
Lysiana exocarpi,NA,NA,1,1,2,2,1,2
Nuytsia floribunda,NA,NA,1,1,2,NA,1,NA
Piliostigma malabaricum,NA,NA,1,NA,NA,NA,NA,NA
Olax retusa,NA,NA,1,1,1,NA,NA,NA
Ximenia americana,NA,NA,2,2,NA,NA,NA,NA
Exocarpos aphyllus,NA,NA,1,1,1,NA,NA,NA
Exocarpos latifolius,NA,NA,1,NA,NA,NA,NA,NA
Santalum lanceolatum,NA,NA,1,1,2,NA,NA,NA
Dillenia alata,NA,NA,1,NA,NA,NA,NA,NA
Hibbertia dentata,NA,NA,1,1,1,1,1,NA
Hibbertia obtusifolia,NA,NA,1,1,1,1,1,NA
Gonocarpus teucroides,NA,NA,1,NA,NA,NA,NA,NA
Haloragis micranthum,NA,NA,1,1,2,1,1,NA
Haloragis tetragyna,NA,NA,1,1,2,1,1,NA
Neostrearia fleckeri,NA,NA,1,NA,NA,NA,NA,NA
Noahdendron nicholasii,NA,NA,1,NA,NA,NA,NA,NA
Ostrearia australina,NA,NA,1,NA,NA,NA,NA,NA
Leea indica,NA,NA,1,1,1,1,1,1
Ampelocissus R,NA,NA,1,NA,NA,NA,NA,NA
Cayratia clematidea,NA,NA,1,1,1,1,1,NA
Cayratia eurynemum,NA,NA,1,1,1,2,1,NA
Cissus adnata,NA,NA,1,NA,NA,NA,NA,NA
Cissus antarctica,NA,NA,1,1,1,1,1,NA
Cissus cordifolia,NA,NA,1,NA,NA,NA,NA,NA
Cissus hastat?,NA,NA,1,NA,NA,NA,NA,NA
Cissus hypoglauca,NA,NA,1,1,1,NA,1,NA
Cissus penninervis,NA,NA,1,NA,NA,NA,NA,NA
Tetrastigma nitens,NA,NA,1,1,1,1,1,NA
Tetrastigma thorbornianum,NA,NA,1,1,1,1,1,NA
