floyd id,C&C id,family,family (old),genus,species,synonym,form,height,stem diameter,start of flower,end of flower,fruits,start of fruit season,end of fruit season,dispersers,dispersers_detailed,dispersers_simple,min fruit length,max fruit length,min fruit width,max fruti width,min seed length,max seed length,page Williams et al,page Floyd,page C&C,Note,"distribution (1=cosmopolitan & pantropical, 2=FNQ endemic, 2.1=endemic to SE Qld/NE NSW, 2.2=endemic to Dorrigo & Barrington Tops, 2.5=Oz endemic, 3= Oz & NG, 4= Oz & Asia, 5= Oz & Pacific Ocean Islands, 6= Gondowanan)",habitat,rainforest margins,cool temperate rainforest,warm temperate rainforest,subtropical rainforest,riverine rainforest,"dry rainforest (vine thicet, gallary forest & monsoon)","coastal (mangrove, littoral forest & coastal habitats)",tropical rainforest,gallary forest,littoral forest,mangroves,monsoon forest,swamp forest,vine thickets,wet sclerophyll forest,open forest,woodland,mountain heath,heath,coastal habitats,min alt,max alt,elevation range,"biogeographic affiliation (N) (1=Cape York, 2=NWT, 3=AT&LR, 4=Twonsville, 5=Mackay, 5.5=Eungella, 6=Rockhampton)",locality code (north),locality (north),lat (decimal),long (decimal),"biogeographic affinity (S) (1=Cape York, 2=NWT, 3=AT&LR, 4=Twonsville, 5=Mackay, 5.5=Eungella, 6=Rockhampton, 7=SE Qld, 8=NSW&VIC)",locality code (south),locality (south),lat (decimal),long (decimal),other (Oz),other (overseas),extra lat (north),extra lat (south),lat range (Oz),lat range (all),lat range (diff),lat (N) Oz int,lat (N) int,lat (S) Oz int,lat (S) int,lat range (Oz) int,lat range int
,1068,Lauraceae,,Beilschmiedia,collina,,tree,30,,November,December,drupe,August,January,Cassowary,cassowary,birds,20,23,12,13,15,19,,,243,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,350,1300,950,2,57,Mt Misery near Cooktown,16.43333333,145.2166667,5.5,141,Eungella,21.1,148.4333333,,,,,4.7,4.7,0,16,16,21,21,4,4
109,,Lauraceae,,Beilschmiedia,elliptica,,tree,30,0.9,August,October,drupe,February,April,"Topknot Pigeon, White-headed Pigeon & Rose-crowned Fruite-dove",topknot_pigeon white-headed_pigeon rose-crowned_fruit-dove,birds,12,12,12,12,8,10,84,170,,ORE18,2.1,warm temperate/subtropical rainforest,,,1,1,,,,,,,,,,,,,,,,,,,,7,149,"Fraser Island, SE Qld",25.25,153.1666667,9,150,"Forster, NSW",32.2,152.5166667,,,,,7,7,0,9,9,36,36,27,27
110,1069,Lauraceae,,Beilschmiedia,obtusifolia,Nesodaphne obtusifolia,tree,35,0.9,November,June,drupe,July,November,"Pied Imperial-Pigeon, Metallic Starling, Magnificent Riflebird, Figbird, Spotted Catbird, bowerbirds & fruit-doves",pied_imperial-pigeon metallic_starling magnificent_riflebird figbird spotted_catbird bowerbirds fruit_doves,birds,18,24,11,15,14,20,84,170,243,Davies Creek,3,subtropical/tropical rainforest,,,,1,,,,1,,,,,,,,,,,,,0,1260,1260,1,2,Cape York,10.68333333,142.5166667,9,150,"Port Macquarie, NSW",31.41666667,152.9166667,,New Guinea,8,,20.7,23.4,2.7,9,9,36,36,27,27
,1070,Lauraceae,,Beilschmiedia,oligandra,,tree,30,,October,November,drupe,June,October,"Cassowary, Pied Imperial-Pigeon & Musky Rat-kangaroo",cassowary pied_imperial-pigeon musky_rat-kangaroo,birds mammals,37,60,34,60,30,50,,,243,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,60,720,660,2,58,Bloomfield River,15.91666667,145.35,3,104,Johnstone River,17.51666667,146.0666667,,,,,1.6,1.6,0,15,15,17,17,1,1
,1071,Lauraceae,,Beilschmiedia,penisularis,,tree,20,,January,March,drupe,October,November,,,,20,28,13,15,16,20,,,244,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,600,600,1,8,Heathlands NP,11.61666667,142.5833333,1,28,McIlwraith Range,13.75,143.3333333,,,,,2.1,2.1,0,11,11,13,13,2,2
,1072,Lauraceae,,Beilschmiedia,recurva,,tree,35,,December,March,drupe,August,December,"Tooth-billed Bowerbird, Musky Rat-kangaroo, fruit-doves, native rats & pig",tooth-billed_bowerbird musky_rat-kangaroo fruit_doves native_rats pig,birds mammals,23,32,15,21,20,26,,,244,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,1200,1200,2,58,Bloomfield River,15.91666667,145.35,5,126,Townsville area,19.25,146.8166667,,,,,3.3,3.3,0,15,15,19,19,3,3
,1073,Lauraceae,,Beilschmiedia,tooram,Endiandra tooram,tree,30,,November,February,drupe,August,December (May),"Cassowary, Muski Rat-kangaroo, parrots, Bush Rat & Giant White-tailed Rat",cassowary musky_rat-kangaroo parrots bush_rat giant_white-tailed_rat,birds mammals,25,57,28,55,25,50,,,244,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,1100,1100,1,43,McIvor River near Cooktown,15.15,145.2333333,3,112,Tully,17.91666667,145.9166667,,,,,2.8,2.8,0,15,15,17,17,2,2
,1074,Lauraceae,,Beilschmiedia,volckii,,tree,35,,December,February,drupe,September,December,"Cassowary, Musky Rat-kangaroo & Giant White-tailed Rat",cassowary musky_rat-kangaroo giant_white-tailed_rat,birds mammals,45,67,43,65,32,55,,,244,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,860,860,2,60,Cape Tribulation,16.06666667,145.4666667,3,102,Millaa Millaa,17.5,145.6,,,,,1.4,1.4,0,16,16,17,17,1,1
,1075,Lauraceae,,Cassytha,capillaris,,vine,,,June,November,nut disguised as a drupe,May,May,,,,4,6,3,4,,,,,245,,4,dry rainforest,,,,,,1,,,,,,,,1,,,1,,,,0,600,600,1,2,Cape York,10.68333333,142.5166667,7,149,SE Qld,28,0,NT & WA,"New Guinea, Indonesia & Sri Lanka",-8,,17.3,36,18.7,10,-8,28,28,17,36
,1076,Lauraceae,,Cassytha,filiformis,Cassytha americana,vine,,,August,April,nut disguised as a drupe,March,September,"Lewin's Honeyeater, Satin Bowerbird & Crimson Rosella",Lewins_honeyeater satin_bowerbird crimson_rosella,birds,4,8,3,6,,,,,245,,1,dry rainforest,,,,,,1,,,,,,1,,1,,,1,,,,0,800,800,1,1,Torres Strait Islands,9.3,0,9,150,"Gloucester, NSW",31.98333333,151.9666667,NT & WA,pantropical,-10,,22.7,42,19.3,9,-10,31,31,22,43
,1077,Lauraceae,,Cinnamomum,baileyanum,,tree,20,,March,May,drupe,November,December,,,,18,20,10,13,13,15,107,,245,,2,subtropical/tropical/dry rainforest,,,,,,1,,1,,,,,,1,,,,,,,0,600,600,1,2,Cape York,10.68333333,142.5166667,7,149,"Gympie, SE Qld",26.18333333,152.65,,,,,15.5,15.5,0,9,9,36,36,27,27
,1078,Lauraceae,,Cinnamomum,camphora,,tree,20,,August,October,drupe,January,March,many bird species,many_birds,birds,8,9,8,10,,,80,,245,Introduced,,warm temperate/subtropical/tropical rainforest,1,,,,,,,1,,,,,,,1,,,,,,650,1000,350,3,93,Atherton Tableland,17.26666667,145.4666667,10,150,"Illawarra, NSW",34.33333333,150.8333333,,"Japan, China & Taiwan",,,17.1,17.1,0,17,17,29,29,12,12
,1079,Lauraceae,,Cinnamomum,laubatii,Cinnamomum tamala,tree,35,,February,June,drupe,July,November,"Cassowary, Pied Currawong, Musky Rat-kangaroo, Bush Rat, pigeons & fruit-doves",cassowary pied_currawong musky_rat-kangaroo bush_rat pigeons fruit_doves,birds mammals,16,22,13,14,13,17,,,246,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,1300,1300,1,43,McIvor River near Cooktown,15.15,145.2333333,5.5,141,Eungella,21.1,148.4333333,,,,,6,6,0,15,15,21,21,6,6
111,1080,Lauraceae,,Cinnamomum,oliveri,Cryptocarya camphorata,tree,25,0.75,October,October,drupe,October,December,many bird species,many_birds,birds,12,18,10,14,12,14,"84, 114",171,246,ORE21,2,warm temperate/subtropical/tropical/dry rainforest,,,1,1,,1,,1,,,,1,,,,,,,,,0,1100,1100,1,16,Bromley Station near Bolt Head,12.38333333,142.8,10,150,"Illawarra, NSW",34.33333333,150.8333333,,,,,22,22,0,9,9,36,36,27,27
,1081,Lauraceae,,Cinnamomum,propinquum,,tree,12,,October,November,drupe,March,March,,,,14,14,12,12,9,9,,,246,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,690,1650,960,3,90,Mt Bellenden Ker & Mt Bartle Frere,17.23333333,145.8666667,3,96,Mt Bellenden Ker & Mt Bartle Frere,17.36666667,145.8166667,,,,,0.1,0.1,0,17,17,17,17,0.5,0.5
112,,Lauraceae,,Cinnamomum,virens,,tree,30,0.6,February,July,drupe,August,December,,,,10,12,6,8,8,8,"107, 114",172,,ORE22,2.1,subtropical rainforest,,,,1,,,,,,,,,,,,,,,,,,,,7,149,"McPherson Range, Qld",28.35,153,9,150,"Coneac, NSW",31.86666667,151.8166667,,,,,3.5,3.5,0,9,9,36,36,27,27
,1114,Lauraceae,,Cryptocarya,(Boonjee),,tree,10,,July,July,berry,February,February,,,,16,20,11,13,8,10,,,252,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,600,680,80,3,97,Boonjee towards Russell River,17.4,145.7333333,3,97,Boonjee towards Russell River,17.4,145.7333333,,,,,0,0,0,17,17,17,17,0,0
,1115,Lauraceae,,Cryptocarya,(Gadgara),,tree,20,,August,November,berry,February,(July),,,,10,15,8,10,9,13,,,252,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,500,720,220,3,82,Lamb Range,17.11666667,145.6333333,3,92,Lake Eacham,17.28333333,145.6333333,,,,,0.2,0.2,0,17,17,17,17,0.5,0.5
,1082,Lauraceae,,Cryptocarya,angulata,,tree,30,,November,January,berry,July,December,,,,24,30,14,20,19,25,,,247,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,1300,1300,2,64,Windsor Tableland,16.21666667,145.0333333,6,142,Clarke Range near Mackay,20.58333333,148.25,,,,,4.4,4.4,0,16,16,20,20,4,4
,1083,Lauraceae,,Cryptocarya,bamagana,,tree,15,,November,December,berry,September,December,,,,9,10,9,10,6,7,,,247,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,100,100,1,1,Torres Strait Islands,9.3,0,1,30,Rocky River east of Coen,13.78333333,143.7,,,,,4.5,4.5,0,9,9,13,13,4,4
,1084,Lauraceae,,Cryptocarya,bellendenkerana,,tree,25,,June,January,berry,October,January (June),,,,10,11,11,13,7,9,,,247,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,1000,1600,600,2,55,Mt Finnigan near Cooktown,15.81666667,145.2833333,4,118,Hinchinbrook Island,18.35,146.2333333,,,,,2.5,2.5,0,15,15,18,18,2,2
113,1085,Lauraceae,,Cryptocarya,bidwillii,,tree,20,0.5,November,February,berry,November,February,"Wompoo Fruit-dove, Regent Bowerbird, Satin Bowerbird, Topknot Pigeon, King Parrot & Lewin's Honeyeater",Wompoo_fruit-dove regent_bowerbird satin_bowerbird topknot_pigeon king_parrot Lewins_honeyeater,birds,11,16,8,13,9,13,84,172,247,,2,tropical/dry rainforest,,,,,,1,,1,,,,,,1,,,,,,,110,850,740,5,124,Paluma,19,146.2,8,150,"Lismore, NSW",28.8,153.2666667,,,,,9.8,9.8,0,9,9,36,36,27,27
,1086,Lauraceae,,Cryptocarya,brassii,,tree,20,,September,September,drupe,November,February,,,,14,15,11,11,10,10,,,247,,2,rainforest/dry rainforest,,,,,,1,,1,1,,,1,,,,,,,,,5,160,155,1,2,Cape York,10.68333333,142.5166667,1,30,Rocky River east of Coen,13.78333333,143.7,,,,,3.1,3.1,0,10,10,13,13,3,3
,1087,Lauraceae,,Cryptocarya,burckiana,,tree,10,,November,November,berry,October,December,,,,13,15,11,13,9,10,,,248,,4,rainforest,,,,,,,,1,,,,,,,,,,,,,0,100,100,1,22,Iron Range,12.76666667,143.3166667,1,30,Rocky River east of Coen,13.78333333,143.7,,Malesia,-10,,1,23.8,22.8,12,-10,13,13,1,23
,1088,Lauraceae,,Cryptocarya,clarksoniana,,tree,19,,December,March,berry,January,December,,,,14,15,11,13,10,12,,,248,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,1100,1100,1,50,Isabella Falls near Cooktown,15.5,0,4,121,Ingham,18.65,146.15,,,,,3.2,3.2,0,15,15,18,18,3,3
,1089,Lauraceae,,Cryptocarya,claudiana,,tree,10,,January,January,berry,December,December,,,,14,16,11,13,11,12,,,248,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,520,520,1,2,Cape York,10.68333333,142.5166667,1,30,Rocky River east of Coen,13.78333333,143.7,,,,,3.1,3.1,0,10,10,13,13,3,3
,1090,Lauraceae,,Cryptocarya,cocosoides,,tree,30,,January,February,berry,September,December,,,,14,15,16,17,10,10,,,248,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,500,1150,650,3,81,Davies Creek,17.01666667,145.6333333,3,116,Walter Hill Range near Cardwell,17.83333333,145.9833333,,,,,0.8,0.8,0,17,17,17,17,0.5,0.5
,1091,Lauraceae,,Cryptocarya,corrugata,,tree,40,,November,January,berry,June,January,"Cassowary, Figbird, pigeons & fruit-doves",cassowary figbird pigeons fruit_doves,birds,15,25,22,40,15,23,,,248,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,60,1300,1240,1,53,Big Tableland near Cooktown,15.58333333,0,5.5,141,Eungella,21.1,148.4333333,,,,,5.5,5.5,0,15,15,21,21,5,5
,1092,Lauraceae,,Cryptocarya,cunnighamii,,tree,25,,May,October,berry,March,November,"Cassowary, Metallic Starling, Magnificent Riflebird, Topknot Pigeon & fruit-dove",cassowary metallic_starling magnificent_riflebird topknot_pigeon fruit-dove,birds,13,15,13,16,9,12,,,248,,3,rainforest,,,,,,,,1,,,,,,,,,,,,,0,620,620,1,1,Torres Strait Islands,9.3,0,4,118,Hinchinbrook Island,18.35,146.2333333,NT & WA,New Guinea,8,,9.1,10.4,1.3,9,9,18,18,9,10
,1093,Lauraceae,,Cryptocarya,densiflora,Cryptocarya cinnamomifolia,tree,30,,October,January,berry,August,March,,,,11,14,13,20,7,10,,,249,Davies Creek,4,rainforest,,,,,,,,1,,,,,,,,,,,,,300,1570,1270,1,28,McIlwraith Range,13.75,143.3333333,5.5,141,Eungella,21.1,148.4333333,,Malesia,-10,,7.4,31.1,23.8,13,-10,21,21,7,31
,1094,Lauraceae,,Cryptocarya,endiandrifolia,,tree,15,,November,December,berry,November,December,,,,10,13,8,11,7,8,,,249,,3,rainforest/dry rainforest,,,,,,1,,1,,,,1,,,,,,,,,0,150,150,1,2,Cape York,10.68333333,142.5166667,1,50,Mt Webb near Cooktown,15.08333333,145.1333333,,New Guinea,8,,4.4,7.1,2.7,10,10,15,15,4,7
115,,Lauraceae,,Cryptocarya,erythroxylon,,tree,35,1.2,November,December,drupe,April,October,"Topknot Pigeon, Cicadabird & Wompoo Fruit-dove",topknot_pigeon cicadabird Wompoo_fruit-dove,birds,12,18,,,9,15,82,175,,ORE108,2.1,warm temperate/subtropical rainforest,,,1,1,,,,,,,,,,,,,,,,,,,,7,149,"Gladstone area, SE Qld",23.83333333,151.25,9,150,"Barrington Tops, NSW",31.98333333,151.5333333,,,,,8.2,8.2,0,9,9,36,36,27,27
,1095,Lauraceae,,Cryptocarya,exfoliata,,tree,20,,January,March,berry,July,December,Wompoo Fruit-dove,Wompoo_fruit-dove,birds,10,13,9,11,7,11,,,249,,3,rainforest/dry rainforest,,,,,,1,,1,,,,1,,1,,,,,,,0,700,700,1,1,Torres Strait Islands,9.3,0,3,80,Cairns,16.91666667,145.7666667,NT,New Guinea,8,,7.6,8.9,1.3,9,9,16,16,7,8
116,,Lauraceae,,Cryptocarya,floydii,,tree,15,0.25,October,November,drupe,February,April,,,,12,12,12,12,,,84,175,,,2.1,dry rainforest,,,,,,1,,,,,,,,,,,,,,,,,,7,149,"Bunya Mountains, SE Qld",26.85,151.5666667,8,150,"Grafton, NSW",29.66666667,152.9333333,,,,,2.8,2.8,0,9,9,36,36,27,27
117,,Lauraceae,,Cryptocarya,foetida,,tree,20,0.2,December,February,drupe,June,August,Pied Currawong & Grey Currawond,pied_currawong grey_currawong,birds,8,10,8,10,7,9,84,176,,,2.1,littoral rainforest,,,,,,,,,,1,,,,,,,,,,,,,,7,149,"Fraser Island, SE Qld",25.25,153.1666667,8,150,"Iluka, NSW",29.4,153.35,,,,,4.2,4.2,0,9,9,36,36,27,27
118,,Lauraceae,,Cryptocarya,foveolata,,tree,45,1.2,December,February,drupe,October,January,,,,12,15,12,15,10,10,80,177,,,2.1,warm temperate/subtropical rainforest,,,1,1,,,,,,,,,,,,,,,,,,,,7,149,"McPherson Range, Qld",28.35,153,9,150,"Barrington Tops, NSW",31.98333333,151.5333333,,,,,3.6,3.6,0,9,9,36,36,27,27
119,1096,Lauraceae,,Cryptocarya,glaucescens,Crypotocarya moretoniana,tree,30,0.9,October,December,berry,March,August,Topknot Pigeon & Wompoo Fruit-dove,topknot_pigeon Wompoo_fruit-dove,birds,10,21,12,25,9,14,82,178,249,ORE29,2,warm temperate/subtropical/tropical/riverine rainforest,,,1,1,1,,,1,,,,,,,,,,,,,0,1200,1200,5,126,Mt Elliot near Townsville,19.81666667,146.9666667,10,150,"Mt Dromedary, NSW",36.28333333,150.0333333,,,,,16.5,16.5,0,9,9,36,36,27,27
,1097,Lauraceae,,Cryptocarya,glaucocarpa,,tree,10,,,,drupe,November,December,,,,13,17,10,12,10,13,,,249,,2,dry rainforest,,,,,,1,,,1,,,,,,,,,,,,0,100,100,1,22,Iron Range,12.76666667,143.3166667,1,22,Iron Range,12.76666667,143.3166667,,,,,0,0,0,12,12,12,12,0,0
,1098,Lauraceae,,Cryptocarya,grandis,,tree,35,,November,February,berry,July,December,,,,13,20,14,22,9,13,,,249,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,1160,1160,1,28,McIlwraith Range,13.75,143.3333333,5.5,141,Eungella,21.1,148.4333333,,,,,7.4,7.4,0,13,13,21,21,7,7
,1099,Lauraceae,,Cryptocarya,hypospodia,,tree,30,,November,May,berry,September,December,"Cassowary, Metallic Starling, Figbird & fruit-dove",cassowary metallic_starling figbird fruit-dove,birds,13,18,12,17,8,16,82,,249,,3,subtropical/tropical/dry rainforest,,,,,,1,,1,1,,,,,,,,,,,,0,900,900,1,2,Cape York,10.68333333,142.5166667,7,149,Brisbane,27.46666667,153.0166667,,New Guinea,8,,16.8,19.5,2.7,9,9,36,36,27,27
120,1100,Lauraceae,,Cryptocarya,laevigata,"Cryptocarya australis, Cryptocarya bowiei, Cryptocarya laevigata var. bowiei",tree,7,0.05,September,February,nut disguised as a drupe,November,March,,,,17,33,17,38,11,24,81,179,250,,4,subtropical/tropical rainforest,,,,1,,,,1,,,,,,,,,,,,,0,750,750,1,16,Carron Hill near Bolt Head,12.48333333,143.2333333,8,150,"Richmond River, NSW",28.48333333,152.9666667,,Malesia,-10,,16,38.5,22.5,9,9,36,36,27,27
,1101,Lauraceae,,Cryptocarya,leucophylla,,tree,25,,January,March,berry,September,January,,,,13,18,12,13,9,13,,,250,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,300,1300,1000,1,50,Isabella Falls near Cooktown,15.5,0,5,126,Mt Elliot near Townsville,19.81666667,146.9666667,,,,,4.3,4.3,0,15,15,19,19,4,4
,1102,Lauraceae,,Cryptocarya,lividula,,tree,25,,November,January,berry,October,November,Cassowary,cassowary,birds,10,14,10,14,9,11,,,250,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,180,1200,1020,1,50,Cooktown,15.46666667,145.25,4,121,Ingham,18.65,146.15,,,,,3.2,3.2,0,15,15,18,18,3,3
,1103,Lauraceae,,Cryptocarya,macdonaldii,"Cryptocarya sp. 1, Cryptocarya (Cooloola)",tree,30,,January,March,berry,August,November (April),,,,15,15,11,11,11,11,85,,250,,2.1,subtropical/tropical rainforest,,,,,,,,1,,,,,,,,,,,,,0,1000,1000,6,142,Mackay,21.13333333,149.1833333,7,149,Brisbane,27.46666667,153.0166667,,,,,6.3,6.3,0,9,9,36,36,27,27
,1104,Lauraceae,,Cryptocarya,mackinnoniana,,tree,25,,October,May,nut disguised as a drupe,August,November,many bird species & native rats,many_birds native_rats,birds mammals,19,28,13,17,15,20,,,250,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,1100,1100,1,22,Iron Range,12.76666667,143.3166667,5,124,Paluma,19,146.2,,,,,6.2,6.2,0,12,12,19,19,6,6
121,,Lauraceae,,Cryptocarya,meissneriana,Cryptocarya meissneri,tree,10,0.25,October,January,drupe,March,April,,,,15,15,,,,,"82, 83",179,,,2.1,warm temperate/subtropical rainforest,,,1,1,,,,,,,,,,,,,,,,,,,,7,149,"Logan River, Qld",27.7,153.3166667,9,150,"Barrington Tops, NSW",31.98333333,151.5333333,,,,,4.3,4.3,0,9,9,36,36,27,27
,1105,Lauraceae,,Cryptocarya,melanocarpa,,tree,20,,January,March,berry,September,February,"Metallic Starling, King Parrot & fruit-doves",metallic_starling king_parrot fruit_doves,birds,8,10,9,11,5,7,,,250,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,180,1170,990,2,64,Windsor Tableland,16.21666667,145.0333333,5,124,Paluma,19,146.2,,,,,2.8,2.8,0,16,16,19,19,2,2
122,,Lauraceae,,Cryptocarya,microneura,,tree,25,0.3,September,November,drupe,December,July,Topknot Pigeon,topknot_pigeon,birds,12,12,12,12,6,6,83,180,,,2.5,warm temperate/subtropical/littoral rainforest,,,1,1,,,,,,1,,,,,,,,,,,,,,7,149,"Mapleton, Qld",26.61666667,152.8666667,10,150,"Batemans Bay, NSW",35.68333333,150.1833333,,,,,9.1,9.1,0,9,9,36,36,27,27
,1106,Lauraceae,,Cryptocarya,murrayi,,tree,30,,December,July,berry,August,November,Cassowary,cassowary,birds,12,18,12,15,8,14,,,251,Davies Creek,2,subtropical/tropical rainforest,,,,,,,,1,,,,,,,,,,,,,0,1000,1000,2,55,Mt Finnigan near Cooktown,15.81666667,145.2833333,7,149,"Maleny, SE Qld",26.76666667,152.85,,,,,11,11,0,9,9,36,36,27,27
,1107,Lauraceae,,Cryptocarya,oblata,,tree,35,,November,February,nut disguised as a drupe,March,December,"Cassowary, Musky Rat-kangaroo, Giant White-tailed Rat & Bush Rat",cassowary musky_rat-kangaroo giant_white-tailed_rat bush_rat,birds mammals,29,44,32,53,19,34,,,251,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,1300,1300,1,50,Cooktown,15.46666667,145.25,3,112,Tully,17.91666667,145.9166667,,,,,2.5,2.5,0,15,15,17,17,2,2
124,,Lauraceae,,Cryptocarya,obvata,,tree,40,0.9,February,May,drupe,March,May,"Topknot Pigeon, Figbird, Rose-crowned Fruit-dove & Wompoo Fruit-dove",topknot_pigeon figbird rose-crowned_fruit-dove Wompoo_fruit-dove,birds,12,12,12,12,8,8,82,181,,ORE30,2.5,warm temperate/subtropical rainforest,,,1,1,,,,,,,,,,,,,,,,,,,,7,149,"Gympie, SE Qld",26.18333333,152.65,10,150,"Wyong, NSW",34.26666667,,,,,,8.1,8.1,0,9,9,36,36,27,27
,1108,Lauraceae,,Cryptocarya,onoprienkana,,tree,35,,September,December,berry,April,November,,,,13,22,11,15,13,16,,,251,,2,subtropical/tropical rainforest,,,,,,,,1,,,,,,,,,,,,,50,1040,990,2,64,Windsor Tableland,16.21666667,145.0333333,7,149,"Burnett Range west of Maryborough, SE Qld",25.9,152.1666667,,,,,9.7,9.7,0,9,9,36,36,27,27
,1109,Lauraceae,,Cryptocarya,pleurosperma,Cryptocarya glabella,tree,30,,January,March,nut disguised as a drupe,September,March,"Cassowary, Musky Rat-kangaroo & native rats",cassowary musky_rat-kangaroo native_rats,birds mammals,41,62,27,49,25,35,,,251,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,750,750,2,58,Bloomfield River,15.91666667,145.35,3,112,Tully,17.91666667,145.9166667,,,,,2,2,0,15,15,17,17,2,2
,1110,Lauraceae,,Cryptocarya,putida,,tree,25,,November,December,berry,September,February,,,,14,20,12,15,10,13,,,252,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,570,1100,530,3,79,Kuranda,16.81666667,145.6333333,5,124,Paluma,19,146.2,,,,,2.2,2.2,0,16,16,19,19,2,2
,1111,Lauraceae,,Cryptocarya,rhodosperma,,tree,25,,January,May,berry,June,December,,,,16,27,9,17,12,22,,,252,,2,rainforest/dry rainforest,,,,,,1,,1,,,,1,,,,,,,,,0,300,300,1,2,Cape York,10.68333333,142.5166667,3,89,Mulgrave River,17.23333333,145.95,,,,,6.6,6.6,0,10,10,17,17,6,6
125,,Lauraceae,,Cryptocarya,ridiga,,tree,10,0.2,June,October,drupe,January,May,Rose-crowned Fruit-dove,rose-crowned_fruit-dove,birds,21,24,11,15,9,11,82,182,,,2.5,warm temperate/subtropical rainforest,,,1,1,,,,,,,,,,,,,,,,,,,,7,149,"McPherson Range, Qld",28.35,153,10,150,"Wyong, NSW",35.26666667,,,,,,6.9,6.9,0,9,9,36,36,27,27
,1112,Lauraceae,,Cryptocarya,saccharata,,tree,35,,November,December,berry,March,June,Victoria's Riflebird & Stain Bowerbird,Victorias_riflebird satin_bowerbird,birds,17,24,11,16,13,22,,,252,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,1260,1260,2,60,Cape Tribulation,16.06666667,145.4666667,5,124,Paluma,19,146.2,,,,,2.9,2.9,0,16,16,19,19,2,2
,1113,Lauraceae,,Cryptocarya,smaragdina,,tree,25,,September,November,berry,March,April,,,,9,12,10,11,7,8,,,252,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,60,1200,1140,3,81,Davies Creek,17.01666667,145.6333333,3,108,Tully River,18.01666667,146.05,,,,,1,1,0,17,17,18,18,1,1
,,Lauraceae,,Cryptocarya,sclerophylla,Cryptocarya (Booha),tree,,,,,,,,,,,,,,,,,85,,,,2.1,dry rainforest,,,,,,1,,,,,,,,,,,,,,,,,,7,149,SE Qld,28,0,7,149,"Boonah, SE Qld",28,152.6666667,,,,,0,0,0,,,,,,
114,,Lauraceae,,Cryptocarya,dorrigoensis,Cryptocarya (Dorrigo),tree,20,0.1,October,November,drupe,February,May,,,,13,17,13,17,10,10,82,174,,,2.2,warm temperate rainforest,,,1,,,,,,,,,,,,,,,,,,600,700,,9,150,"Dorrigo, NSW",31.28333333,149.6333333,9,150,"Dorrigo, NSW",31.28333333,149.6333333,,,,,0,0,0,9,9,36,36,27,27
123,,Lauraceae,,Cryptocarya,nova-anglica,"Cryptocarya (New England), Cryptocarya (Point Lookout)",tree,20,0.45,December,January,drupe,March,April,,,,10,12,,,7,7,82,181,,,2.1,cool temperate rainforest,,1,,,,,,,,,,,,,,,,,,,1100,1350,,7,149,"McPherson Range, Qld",28.35,153,9,150,"Hastings River, NSW",31.41666667,152.3666667,,,,,3.1,3.1,0,9,9,36,36,27,27
127,,Lauraceae,,Cryptocarya,williwilliana,Cryptocarya (Willi Willi),tree,6,0.1,October,January,drupe,March,April,,,,8,10,8,10,6,8,81,183,,,2.1,dry rainforest,,,,,,1,,,,,,,,,,,,,,,,,,9,150,"Macleay River Valley, NSW",30.7,0,9,150,"Macleay River, NSW",32.15,152.2333333,,,,,1.5,1.5,0,9,9,36,36,27,27
