Family,Genera,Species,Sex ('D'ioecious/'N'on-'D'ioecious),Growth Form,Binary GF,Pollination,pollination_new,Binary Pollination,Seed dispersal,seed_dispersal_new,Binary Seed Dispersal,Growth Form Reference,Pollination Reference,Seed Dispersal Reference,dispersal_syndrome,dispersers,dispersal_unit,latitude (deg),longitude (deg),Sex,Height (cm),Diameter (cm),Site,Date,replicates
Amaranthaceae,Amaranthus,Amaranthus grandiflorus,ND,Herb,Non-woody,Wind,wind,Abiotic,"Water and attached to animals, ingestion. Seeds can float for up to 10 days without waterlogging, but can also be fed to captive ducks and remain viable after gut passage, sufficient for the birds to fly great distances. I've selected abiotic, as this appears to make the most sense due to the aquatic habitat.",ingest water biotic abiotic attach bird gut,Abiotic,Flora of South Australia Online 4th Edition,"Liu J, Davis AS, Tranel PJ (2012) Pollenation biology and dispersal dynamics of waterhemp (Amaranthus tuberculatus). Weed Science 60(3), 416 - 422.","Sauer JD (1972) The dioecious amaranths: A new species name and major range extensions. Madrono 21(6), 426 - 434.",endozoochory hydrochory zoochory epizoochory,vertebrates water animals abiotic birds,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaranthaceae,Amaranthus,Amaranthus interruptus,ND,Herb,Non-woody,Wind,wind,Abiotic,"Water and attached to animals, ingestion. Seeds can float for up to 10 days without waterlogging, but can also be fed to captive ducks and remain viable after gut passage, sufficient for the birds to fly great distances. I've selected abiotic, as this appears to make the most sense due to the aquatic habitat.",ingest water biotic abiotic attach bird gut,Abiotic,Flora of South Australia Online 4th Edition,"Liu J, Davis AS, Tranel PJ (2012) Pollenation biology and dispersal dynamics of waterhemp (Amaranthus tuberculatus). Weed Science 60(3), 416 - 422.","Sauer JD (1972) The dioecious amaranths: A new species name and major range extensions. Madrono 21(6), 426 - 434.",endozoochory hydrochory zoochory epizoochory,vertebrates water animals abiotic birds,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaranthaceae,Amaranthus,Amaranthus macrocarpus,ND,Herb,Non-woody,Wind,wind,Abiotic,"Water and attached to animals, ingestion. Seeds can float for up to 10 days without waterlogging, but can also be fed to captive ducks and remain viable after gut passage, sufficient for the birds to fly great distances. I've selected abiotic, as this appears to make the most sense due to the aquatic habitat.",ingest water biotic abiotic attach bird gut,Abiotic,Flora of South Australia Online 4th Edition,"Liu J, Davis AS, Tranel PJ (2012) Pollenation biology and dispersal dynamics of waterhemp (Amaranthus tuberculatus). Weed Science 60(3), 416 - 422.","Sauer JD (1972) The dioecious amaranths: A new species name and major range extensions. Madrono 21(6), 426 - 434.",endozoochory hydrochory zoochory epizoochory,vertebrates water animals abiotic birds,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaranthaceae,Amaranthus,Amaranthus mtchellii,ND,Herb,Non-woody,Wind,wind,Abiotic,"Water and attached to animals, ingestion. Seeds can float for up to 10 days without waterlogging, but can also be fed to captive ducks and remain viable after gut passage, sufficient for the birds to fly great distances. I've selected abiotic, as this appears to make the most sense due to the aquatic habitat.",ingest water biotic abiotic attach bird gut,Abiotic,Flora of South Australia Online 4th Edition,"Liu J, Davis AS, Tranel PJ (2012) Pollenation biology and dispersal dynamics of waterhemp (Amaranthus tuberculatus). Weed Science 60(3), 416 - 422.","Sauer JD (1972) The dioecious amaranths: A new species name and major range extensions. Madrono 21(6), 426 - 434.",endozoochory hydrochory zoochory epizoochory,vertebrates water animals abiotic birds,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaranthaceae,Einadia,Einadia hastata,ND,Perennial,Woody,Wind (ref for family),wind,Abiotic,Ingestion (ref for other species in genus),ingest,Biotic,Flora of New South Wales,"Townsend CC (1993) Amaranthus. In 'The Families and Genera of Vascular Plants. Vol. II Flowering Plants . Dicotyledons' Eds K Kubitzki, JG Rohwer, V Bittrich, Springer-Verlag, Heidelburg, Berlin. Shepherd KA, Waycott M, Calladine A (2004) Radiation of the Australian Salicornioideae (Chenopodiaceae) - Based on evidence from nuclear and chloroplast DNA sequences. American Journal of Botany 91, 1387-1397., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Gosper CR, Whelan RJ, French K (2006) The effect of invasive plant management on the rate of removal of vertebrate-dispersed fruits. Plant Ecology 184, 351 - 363.",endozoochory,vertebrates,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaranthaceae,Gomphrena,Gomphrena cunninghamii,ND,Herb,Non-woody,Wind (ref for family),wind,Abiotic,Wind (ref for family),wind,Abiotic,Flora of Western Australia Online,"Townsend CC (1993) Amaranthus. In 'The Families and Genera of Vascular Plants. Vol. II Flowering Plants . Dicotyledons' Eds K Kubitzki, JG Rohwer, V Bittrich, Springer-Verlag, Heidelburg, Berlin. Shepherd KA, Waycott M, Calladine A (2004) Radiation of the Australian Salicornioideae (Chenopodiaceae) - Based on evidence from nuclear and chloroplast DNA sequences. American Journal of Botany 91, 1387-1397., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Townsend CC (1993) Amaranthus. In 'The Families and Genera of Vascular Plants. Vol. II Flowering Plants . Dicotyledons' Eds K Kubitzki, JG Rohwer, V Bittrich, Springer-Verlag, Heidelburg, Berlin.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaranthaceae,Gomphrena,Gomphrena lanata,ND,Herb,Non-woody,Wind (ref for family),wind,Abiotic,Abiotic (ref for family),biotic abiotic,Abiotic,Flora of South Australia Online 4th Edition,"Townsend CC (1993) Amaranthus. In 'The Families and Genera of Vascular Plants. Vol. II Flowering Plants . Dicotyledons' Eds K Kubitzki, JG Rohwer, V Bittrich, Springer-Verlag, Heidelburg, Berlin. Shepherd KA, Waycott M, Calladine A (2004) Radiation of the Australian Salicornioideae (Chenopodiaceae) - Based on evidence from nuclear and chloroplast DNA sequences. American Journal of Botany 91, 1387-1397., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Townsend CC (1993) Amaranthus. In 'The Families and Genera of Vascular Plants. Vol. II Flowering Plants . Dicotyledons' Eds K Kubitzki, JG Rohwer, V Bittrich, Springer-Verlag, Heidelburg, Berlin.",zoochory,animals abiotic,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaranthaceae,Gomphrena,Gomphrena leptophylla,ND,Herb,Non-woody,Wind (ref for family),wind,Abiotic,Wind (ref for family),wind,Abiotic,Flora of Western Australia Online,"Townsend CC (1993) Amaranthus. In 'The Families and Genera of Vascular Plants. Vol. II Flowering Plants . Dicotyledons' Eds K Kubitzki, JG Rohwer, V Bittrich, Springer-Verlag, Heidelburg, Berlin. Shepherd KA, Waycott M, Calladine A (2004) Radiation of the Australian Salicornioideae (Chenopodiaceae) - Based on evidence from nuclear and chloroplast DNA sequences. American Journal of Botany 91, 1387-1397., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Townsend CC (1993) Amaranthus. In 'The Families and Genera of Vascular Plants. Vol. II Flowering Plants . Dicotyledons' Eds K Kubitzki, JG Rohwer, V Bittrich, Springer-Verlag, Heidelburg, Berlin.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaranthaceae,Hemichroa,Hemichroa diandra,ND,Herb,Non-woody,Wind (ref for family),wind,Abiotic,Abiotic (ref for family),biotic abiotic,Abiotic,Flora of South Australia Online 4th Edition,"Townsend CC (1993) Amaranthus. In 'The Families and Genera of Vascular Plants. Vol. II Flowering Plants . Dicotyledons' Eds K Kubitzki, JG Rohwer, V Bittrich, Springer-Verlag, Heidelburg, Berlin. Shepherd KA, Waycott M, Calladine A (2004) Radiation of the Australian Salicornioideae (Chenopodiaceae) - Based on evidence from nuclear and chloroplast DNA sequences. American Journal of Botany 91, 1387-1397., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Townsend CC (1993) Amaranthus. In 'The Families and Genera of Vascular Plants. Vol. II Flowering Plants . Dicotyledons' Eds K Kubitzki, JG Rohwer, V Bittrich, Springer-Verlag, Heidelburg, Berlin.",zoochory,animals abiotic,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaranthaceae,Hemichroa,Hemichroa mesembryanthema,ND,Herb,Non-woody,Wind (ref for family),wind,Abiotic,Abiotic (ref for family),biotic abiotic,Abiotic,Flora of South Australia Online 4th Edition,"Townsend CC (1993) Amaranthus. In 'The Families and Genera of Vascular Plants. Vol. II Flowering Plants . Dicotyledons' Eds K Kubitzki, JG Rohwer, V Bittrich, Springer-Verlag, Heidelburg, Berlin. Shepherd KA, Waycott M, Calladine A (2004) Radiation of the Australian Salicornioideae (Chenopodiaceae) - Based on evidence from nuclear and chloroplast DNA sequences. American Journal of Botany 91, 1387-1397., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Townsend CC (1993) Amaranthus. In 'The Families and Genera of Vascular Plants. Vol. II Flowering Plants . Dicotyledons' Eds K Kubitzki, JG Rohwer, V Bittrich, Springer-Verlag, Heidelburg, Berlin.",zoochory,animals abiotic,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaranthaceae,Hemichroa,Hemichroa pentandra,ND,Herb,Non-woody,Wind (ref for family),wind,Abiotic,Abiotic (ref for family),biotic abiotic,Abiotic,Flora of South Australia Online 4th Edition,"Townsend CC (1993) Amaranthus. In 'The Families and Genera of Vascular Plants. Vol. II Flowering Plants . Dicotyledons' Eds K Kubitzki, JG Rohwer, V Bittrich, Springer-Verlag, Heidelburg, Berlin. Shepherd KA, Waycott M, Calladine A (2004) Radiation of the Australian Salicornioideae (Chenopodiaceae) - Based on evidence from nuclear and chloroplast DNA sequences. American Journal of Botany 91, 1387-1397., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Townsend CC (1993) Amaranthus. In 'The Families and Genera of Vascular Plants. Vol. II Flowering Plants . Dicotyledons' Eds K Kubitzki, JG Rohwer, V Bittrich, Springer-Verlag, Heidelburg, Berlin.",zoochory,animals abiotic,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaranthaceae,Ptilotus,Ptilostus angustifolius,ND,Perennial,Non-woody,Wind (ref for family),wind,Abiotic,Wind (ref for genus),wind,Abiotic,Flora of South Australia Online 4th Edition,"Townsend CC (1993) Amaranthus. In 'The Families and Genera of Vascular Plants. Vol. II Flowering Plants . Dicotyledons' Eds K Kubitzki, JG Rohwer, V Bittrich, Springer-Verlag, Heidelburg, Berlin. Shepherd KA, Waycott M, Calladine A (2004) Radiation of the Australian Salicornioideae (Chenopodiaceae) - Based on evidence from nuclear and chloroplast DNA sequences. American Journal of Botany 91, 1387-1397., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Hammer TA, Zhong X, Francs-Small CD, Nevill PG, Small IG, Thiele KR (2019) Resolving intergeneric relationships in the aervoid clad and the backbone of Ptilotus (Amaranthaceae): Evidence from whole plant genomes and morphology. Taxon 68(2), 297 - 314.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaranthaceae,Ptilotus,Ptilostus aristatus,ND,Perennial,Non-woody,Wind (ref for family),wind,Abiotic,Wind (ref for genus),wind,Abiotic,Flora of Western Australia Online,"Townsend CC (1993) Amaranthus. In 'The Families and Genera of Vascular Plants. Vol. II Flowering Plants . Dicotyledons' Eds K Kubitzki, JG Rohwer, V Bittrich, Springer-Verlag, Heidelburg, Berlin. Shepherd KA, Waycott M, Calladine A (2004) Radiation of the Australian Salicornioideae (Chenopodiaceae) - Based on evidence from nuclear and chloroplast DNA sequences. American Journal of Botany 91, 1387-1397., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Hammer TA, Zhong X, Francs-Small CD, Nevill PG, Small IG, Thiele KR (2019) Resolving intergeneric relationships in the aervoid clad and the backbone of Ptilotus (Amaranthaceae): Evidence from whole plant genomes and morphology. Taxon 68(2), 297 - 314.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaranthaceae,Ptilotus,Ptilotus aervoides,ND,Herb,Non-woody,Wind (ref for family),wind,Abiotic,Wind (ref for genus),wind,Abiotic,Flora of South Australia Online 4th Edition,"Townsend CC (1993) Amaranthus. In 'The Families and Genera of Vascular Plants. Vol. II Flowering Plants . Dicotyledons' Eds K Kubitzki, JG Rohwer, V Bittrich, Springer-Verlag, Heidelburg, Berlin. Shepherd KA, Waycott M, Calladine A (2004) Radiation of the Australian Salicornioideae (Chenopodiaceae) - Based on evidence from nuclear and chloroplast DNA sequences. American Journal of Botany 91, 1387-1397., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Hammer TA, Zhong X, Francs-Small CD, Nevill PG, Small IG, Thiele KR (2019) Resolving intergeneric relationships in the aervoid clad and the backbone of Ptilotus (Amaranthaceae): Evidence from whole plant genomes and morphology. Taxon 68(2), 297 - 314.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaranthaceae,Ptilotus,Ptilotus arthrolasius,ND,Shrub,Woody,Wind (ref for family),wind,Abiotic,Wind (ref for family),wind,Abiotic,Flora of Western Australia Online,"Townsend CC (1993) Amaranthus. In 'The Families and Genera of Vascular Plants. Vol. II Flowering Plants . Dicotyledons' Eds K Kubitzki, JG Rohwer, V Bittrich, Springer-Verlag, Heidelburg, Berlin. Shepherd KA, Waycott M, Calladine A (2004) Radiation of the Australian Salicornioideae (Chenopodiaceae) - Based on evidence from nuclear and chloroplast DNA sequences. American Journal of Botany 91, 1387-1397., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Hammer TA, Zhong X, Francs-Small CD, Nevill PG, Small IG, Thiele KR (2019) Resolving intergeneric relationships in the aervoid clad and the backbone of Ptilotus (Amaranthaceae): Evidence from whole plant genomes and morphology. Taxon 68(2), 297 - 314.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaranthaceae,Ptilotus,Ptilotus barkeri,ND,Perennial,Non-woody,Wind (ref for family),wind,Abiotic,Wind (ref for genus),wind,Abiotic,Flora of Western Australia Online,"Townsend CC (1993) Amaranthus. In 'The Families and Genera of Vascular Plants. Vol. II Flowering Plants . Dicotyledons' Eds K Kubitzki, JG Rohwer, V Bittrich, Springer-Verlag, Heidelburg, Berlin. Shepherd KA, Waycott M, Calladine A (2004) Radiation of the Australian Salicornioideae (Chenopodiaceae) - Based on evidence from nuclear and chloroplast DNA sequences. American Journal of Botany 91, 1387-1397., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Hammer TA, Zhong X, Francs-Small CD, Nevill PG, Small IG, Thiele KR (2019) Resolving intergeneric relationships in the aervoid clad and the backbone of Ptilotus (Amaranthaceae): Evidence from whole plant genomes and morphology. Taxon 68(2), 297 - 314.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaranthaceae,Ptilotus,Ptilotus beckerianus,ND,Perennial,Non-woody,Wind (ref for family),wind,Abiotic,Wind (ref for genus),wind,Abiotic,Flora of Western Australia Online,"Townsend CC (1993) Amaranthus. In 'The Families and Genera of Vascular Plants. Vol. II Flowering Plants . Dicotyledons' Eds K Kubitzki, JG Rohwer, V Bittrich, Springer-Verlag, Heidelburg, Berlin. Shepherd KA, Waycott M, Calladine A (2004) Radiation of the Australian Salicornioideae (Chenopodiaceae) - Based on evidence from nuclear and chloroplast DNA sequences. American Journal of Botany 91, 1387-1397., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Hammer TA, Zhong X, Francs-Small CD, Nevill PG, Small IG, Thiele KR (2019) Resolving intergeneric relationships in the aervoid clad and the backbone of Ptilotus (Amaranthaceae): Evidence from whole plant genomes and morphology. Taxon 68(2), 297 - 314.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaranthaceae,Ptilotus,Ptilotus calostachyus,ND,Shrub,Woody,Wind (ref for family),wind,Abiotic,Wind (ref for family),wind,Abiotic,Flora of Western Australia Online,"Townsend CC (1993) Amaranthus. In 'The Families and Genera of Vascular Plants. Vol. II Flowering Plants . Dicotyledons' Eds K Kubitzki, JG Rohwer, V Bittrich, Springer-Verlag, Heidelburg, Berlin. Shepherd KA, Waycott M, Calladine A (2004) Radiation of the Australian Salicornioideae (Chenopodiaceae) - Based on evidence from nuclear and chloroplast DNA sequences. American Journal of Botany 91, 1387-1397., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Hammer TA, Zhong X, Francs-Small CD, Nevill PG, Small IG, Thiele KR (2019) Resolving intergeneric relationships in the aervoid clad and the backbone of Ptilotus (Amaranthaceae): Evidence from whole plant genomes and morphology. Taxon 68(2), 297 - 314.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaranthaceae,Ptilotus,Ptilotus carlsonii,ND,Herb,Non-woody,Wind (ref for family),wind,Abiotic,Wind (ref for family),wind,Abiotic,Flora of Western Australia Online,"Townsend CC (1993) Amaranthus. In 'The Families and Genera of Vascular Plants. Vol. II Flowering Plants . Dicotyledons' Eds K Kubitzki, JG Rohwer, V Bittrich, Springer-Verlag, Heidelburg, Berlin. Shepherd KA, Waycott M, Calladine A (2004) Radiation of the Australian Salicornioideae (Chenopodiaceae) - Based on evidence from nuclear and chloroplast DNA sequences. American Journal of Botany 91, 1387-1397., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Hammer TA, Zhong X, Francs-Small CD, Nevill PG, Small IG, Thiele KR (2019) Resolving intergeneric relationships in the aervoid clad and the backbone of Ptilotus (Amaranthaceae): Evidence from whole plant genomes and morphology. Taxon 68(2), 297 - 314.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amaranthaceae,Ptilotus,Ptilotus chamaecladus,ND,Herb,Non-woody,Wind (ref for family),wind,Abiotic,Wind (ref for genus),wind,Abiotic,Flora of Western Australia Online,"Townsend CC (1993) Amaranthus. In 'The Families and Genera of Vascular Plants. Vol. II Flowering Plants . Dicotyledons' Eds K Kubitzki, JG Rohwer, V Bittrich, Springer-Verlag, Heidelburg, Berlin. Shepherd KA, Waycott M, Calladine A (2004) Radiation of the Australian Salicornioideae (Chenopodiaceae) - Based on evidence from nuclear and chloroplast DNA sequences. American Journal of Botany 91, 1387-1397., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Hammer TA, Zhong X, Francs-Small CD, Nevill PG, Small IG, Thiele KR (2019) Resolving intergeneric relationships in the aervoid clad and the backbone of Ptilotus (Amaranthaceae): Evidence from whole plant genomes and morphology. Taxon 68(2), 297 - 314.",anemochory,wind,NA,NA,NA,NA,NA,NA,NA,NA,NA
