"Species","Trait","Value","Unit","Citation_author","Citation_full"
"Archidendron grandiflorum","wood.density","0.538","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Archidendron muellerianum","wood.density","0.6","g/cm^3","Poropat, 2013","Poropat, P. 2013. Barks and Trunks. Rainforest Trees of Eastern Australia, Volume 2. Dragonwick Publishing, Goonellabah."
"Archidendropsis thozetiana","wood.density","0.827","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Archirhodomyrtus beckleri","wood.density","0.53","g/cm^3","Tng, 2013","Tng, D. Y. P., G. J. Jordan, and D. M. J. S. Bowman. 2013. Plant traits demonstrate that temperate and tropical giant eucalypt forests are ecologically convergent with rainforest not savanna. PLoS ONE 8."
"Archontophoenix cunninghamiana","wood.density","0.827","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Argusia argentea","wood.density","0.35","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Argyrodendron actinophyllum","wood.density","0.79","g/cm^3","Boland, 2006","Boland, D. J., M. I. H. Brooker, G. M. Chippendale, N. Hall, B. P. M. Hyland, R. D. Johnson, D. A. Kleinig, M. W. McDonald, and J. D. Turner. 2006. Forest Trees of Australia. Fifth edition. CSIRO Publishing, Collingwood VIC."
"Argyrodendron actinophyllum","wood.density","0.8","g/cm^3","Cause, 1989","Cause, M. L., E. J. Rudder, and W. T. Kynaston. 1989. Queensland Timbers: Their Nomenclature, Density and Lyctid Susceptibility. Department of Forestry, Queensland, Brisbane, Australia."
"Argyrodendron trifoliolatum","wood.density","0.925","g/cm^3","Pohlman, 2006","Pohlman, C. L. 2006. Internal fragmentation in the rainforest: edge effects of highways, powerlines and watercourses on tropical rainforest understorey microclimate, vegetation structure and composition, physical disturbance and seedling regeneration. James Cook University."
"Arytera distylis","wood.density","0.75","g/cm^3","Poropat, 2013","Poropat, P. 2013. Barks and Trunks. Rainforest Trees of Eastern Australia, Volume 2. Dragonwick Publishing, Goonellabah."
"Arytera divaricata","wood.density","0.633","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Atalaya hemiglauca","wood.density","0.77","g/cm^3","Kamminga, 2002","Kamminga, J. 2002. Australian Aboriginal Timber Quick Search. Institute of Canberra: Aboriginal and Torres Strait Islander Studies (AIATSIS), Canberra, Australia."
"Atalaya multiflora","wood.density","0.85","g/cm^3","Smith, 1991","Smith, W. J., W. T. Kynaston, M. L. Cause, and J. G. Grimmett. 1991. Building Timbers: Properties and Recommendations for their Use in Queensland. Queensland Forest Service, Brisbane."
"Atalaya salicifolia","wood.density","0.758","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Atractocarpus benthamianus","wood.density","1","g/cm^3","Kooyman, 2009","Kooyman, R. M., and M. Westoby. 2009. Costs of height gain in rainforest saplings: Main-stem scaling, functional traits and strategy variation across 75 species. Annals of Botany 104:987-993."
"Atractocarpus benthamianus","wood.density","1","g/cm^3","Kooyman, 2009","Kooyman, R. M., and M. Westoby. 2009. Costs of height gain in rainforest saplings: Main-stem scaling, functional traits and strategy variation across 75 species. Annals of Botany 104:987-993."
"Auranticarpa rhombifolia","wood.density","0.745","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Austrobuxus swainii","wood.density","0.8","g/cm^3","Lake, 2015","Lake, M. 2015. Australian Rainforest Woods. CSIRO Publishing, Clayton."
"Austromatthaea elegans","wood.density","0.73","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Avicennia marina","wood.density","0.689","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Avicennia marina","wood.density","0.8","g/cm^3","Cause, 1989","Cause, M. L., E. J. Rudder, and W. T. Kynaston. 1989. Queensland Timbers: Their Nomenclature, Density and Lyctid Susceptibility. Department of Forestry, Queensland, Brisbane, Australia."
"Backhousia citriodora","wood.density","0.827","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Backhousia myrtifolia","wood.density","0.851","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Backhousia subargentea","wood.density","0.825","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Baeckea frutescens","wood.density","0.81","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Baloghia inophylla","wood.density","0.614","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Banksia aemula","wood.density","0.551","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Banksia integrifolia","wood.density","0.482","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Banksia integrifolia","wood.density","0.482","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Banksia integrifolia","wood.density","0.482","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Banksia serrata","wood.density","0.514","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Banksia spinulosa","wood.density","0.61","g/cm^3","Knox, 2011","Knox, K. J. E., and P. J. Clarke. 2011. Fire severity and nutrient availability do not constrain resprouting in forest shrubs. Plant Ecology 212:1967-1978."
"Banksia spinulosa","wood.density","0.61","g/cm^3","Knox, 2011","Knox, K. J. E., and P. J. Clarke. 2011. Fire severity and nutrient availability do not constrain resprouting in forest shrubs. Plant Ecology 212:1967-1978."
"Banksia spinulosa","wood.density","0.61","g/cm^3","Knox, 2011","Knox, K. J. E., and P. J. Clarke. 2011. Fire severity and nutrient availability do not constrain resprouting in forest shrubs. Plant Ecology 212:1967-1978."
"Bauhinia purpurea","wood.density","0.72","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Beilschmiedia elliptica","wood.density","0.702","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Beilschmiedia obtusifolia","wood.density","0.654","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Bertya cunninghamii","wood.density","0.624","g/cm^3","Onoda, 2010","Onoda, Y., A. E. Richards, and M. Westoby. 2010. The relationship between stem biomechanics and wood density is modified by rainfall in 32 Australian woody plant species. New Phytologist 185:493-501."
"Bosistoa transversa","wood.density","0.839","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Brachychiton acerifolius","wood.density","0.337","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Brachychiton australis","wood.density","0.25","g/cm^3","Choat, 2005","Choat, B., M. C. Ball, J. G. Luly, and J. A. M. Holtum. 2005. Hydraulic architecture of deciduous and evergreen dry rainforest tree species from north-eastern Australia. Trees - Structure and Function 19:305-311."
"Brachychiton discolor","wood.density","0.263","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Brachychiton populneus","wood.density","0.387","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Brachychiton populneus","wood.density","0.387","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Brachychiton populneus","wood.density","0.387","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Brachychiton rupestris","wood.density","0.425","g/cm^3","Poropat, 2013","Poropat, P. 2013. Barks and Trunks. Rainforest Trees of Eastern Australia, Volume 2. Dragonwick Publishing, Goonellabah."
"Bridelia exaltata","wood.density","0.659","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Bruguiera gymnorhiza","wood.density","0.839","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Buckinghamia celsissima","wood.density","0.793","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Bursaria incana","wood.density","0.89","g/cm^3","Fairbairn, 1997","Fairbairn, E. 1997. Australian Timbers: Western Queensalnd Trees and Their Timbers. State of Queensland, Department of Natural Resources, Brisbane, Australia."
"Bursaria spinosa","wood.density","0.72","g/cm^3","Tng, 2013","Tng, D. Y. P., G. J. Jordan, and D. M. J. S. Bowman. 2013. Plant traits demonstrate that temperate and tropical giant eucalypt forests are ecologically convergent with rainforest not savanna. PLoS ONE 8."
"Bursaria spinosa","wood.density","0.72","g/cm^3","Tng, 2013","Tng, D. Y. P., G. J. Jordan, and D. M. J. S. Bowman. 2013. Plant traits demonstrate that temperate and tropical giant eucalypt forests are ecologically convergent with rainforest not savanna. PLoS ONE 8."
"Caldcluvia paniculosa","wood.density","0.545","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Callicarpa pedunculata","wood.density","0.69","g/cm^3","Tng, 2013","Tng, D. Y. P., G. J. Jordan, and D. M. J. S. Bowman. 2013. Plant traits demonstrate that temperate and tropical giant eucalypt forests are ecologically convergent with rainforest not savanna. PLoS ONE 8."
"Callicoma serratifolia","wood.density","0.495","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Callitris columellaris","wood.density","0.58","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Callitris endlicheri","wood.density","0.57","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Callitris glaucophylla","wood.density","0.655","g/cm^3","Boland, 2006","Boland, D. J., M. I. H. Brooker, G. M. Chippendale, N. Hall, B. P. M. Hyland, R. D. Johnson, D. A. Kleinig, M. W. McDonald, and J. D. Turner. 2006. Forest Trees of Australia. Fifth edition. CSIRO Publishing, Collingwood VIC."
"Callitris rhomboidea","wood.density","0.469","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Calytrix tetragona","wood.density","0.92","g/cm^3","Knox, 2011","Knox, K. J. E., and P. J. Clarke. 2011. Fire severity and nutrient availability do not constrain resprouting in forest shrubs. Plant Ecology 212:1967-1978."
"Canarium australasicum","wood.density","0.652","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Canarium australianum","wood.density","0.501","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
"Capparis arborea","wood.density","0.762","g/cm^3","Zanne, 2009","Zanne, A. E., G. Lopez-Gonzalez, D. A. Coomes, J. Ilic, S. Jansen, S. L. Lewis, R. B. Miller, N. G. Swenson, M. C. Wiemann, and J. Chave. 2009. Data from: Towards a worldwide wood economics spectrum. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.234."
