taxon_name,scientificNameAuthorship,genus_APC,genus_Sjostrom,habit_to_use,lifespan_to_use,sex_type_to_use,fruit_to_use,original_name
Blumea axillaris,(Lam.) DC.,Blumea,Blumea,NA,NA,3,1,NA
Blumea balsamifera,(L.) DC.,Blumea,Blumea,NA,NA,3,1,NA
Blumea diffusa,R.Br. ex Benth.,Blumea,Blumea,NA,NA,3,1,NA
Blumea integrifolia,DC.,Blumea,Blumea,NA,NA,3,1,NA
Blumea lacera,(Burm.f.) DC.,Blumea,Blumea,NA,NA,3,1,NA
Blumea lanceolaria,(Wall. ex Roxb.) Druce,Blumea,Blumea,NA,NA,3,1,NA
Blumea milnei,Seem.,Blumea,Blumea,NA,NA,3,1,NA
Blumea psammophila,Dunlop,Blumea,Blumea,NA,NA,3,1,NA
Blumea pungens,W.Fitzg.,Blumea,Blumea,NA,NA,3,1,NA
Blumea riparia,DC.,Blumea,Blumea,NA,NA,3,1,NA
Blumea saxatilis,Zoll. & Moritzi,Blumea,Blumea,NA,NA,3,1,NA
Blumea tenella,DC.,Blumea,Blumea,NA,NA,3,1,NA
Brachyscome abercrombiensis,P.S.Short,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome aculeata,(Labill.) Less.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome ascendens,G.L.Davis,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome barkerae,P.S.Short,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome basaltica,F.Muell.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome bellidioides,Steetz,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome billabongensis,P.S.Short,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome blackii,G.L.Davis,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome breviscapis,C.R.Carter,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome brownii,P.S.Short,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome campylocarpa,J.M.Black,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome casstiana,P.S.Short,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome chrysoglossa,F.Muell.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome ciliaris,(Labill.) Less.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome cuneifolia,Tate,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome curvicarpa,G.L.Davis,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome dalbyensis,P.S.Short,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome debilis,Sond.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome decipiens,Hook.f.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome dentata,Gaudich.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome dichromosomatica,C.R.Carter,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome dissectifolia,G.L.Davis,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome diversifolia,(Graham ex Hook.) Fisch. & C.A.Mey.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome eriogona,(J.M.Black) G.L.Davis,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome exilis,Sond.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome eyrensis,J.H.Willis ex G.L.Davis,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome foliosa,P.S.Short,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome formosa,P.S.Short,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome georginensis,P.S.Short,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome gilesii,P.S.Short,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome glandulosa,(Steetz) Benth.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome goniocarpa,Sond. & F.Muell.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome gracilis,G.L.Davis,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome graminea,(Labill.) F.Muell.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome iberidifolia,Benth.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome kaputarensis,P.S.Short,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome lineariloba,(DC.) Druce,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome melanocarpa,Sond. & F.Muell.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome microcarpa,F.Muell.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome mittagongensis,P.S.Short,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome muelleroides,G.L.Davis,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome multifida,DC.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome nivalis,F.Muell.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome nodosa,P.S.Short & Watan.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome nova-anglica,G.L.Davis,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome obovata,G.L.Davis,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome paludicola,P.S.Short,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome papillosa,G.L.Davis,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome parvula,Hook.f.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome perpusilla,(Steetz) J.M.Black,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome petrophila,G.L.Davis,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome procumbens,G.L.Davis,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome ptychocarpa,F.Muell.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome pusilla,Steetz,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome radicans,Steetz,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome radicata,Hook.f.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome rara,G.L.Davis,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome readeri,G.L.Davis,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome rigidula,(DC.) G.L.Davis,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome riparia,G.L.Davis,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome rudallensis,P.S.Short,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome salkiniae,P.S.Short,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome scapigera,(Sieber ex Spreng.) DC.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome segmentosa,C.Moore & F.Muell.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome sieberi,DC.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome simulans,P.S.Short,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome smithwhitei,P.S.Short & Watan.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome spathulata,Gaudich.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome sp. Kings Billabong (J.H.Browne 397),P.S.Short,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome staceae,P.S.Short,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome stolonifera,G.L.Davis,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome stuartii,Benth.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome tadgellii,Tovey & P.Morris,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome tamworthensis,P.S.Short,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome tasmanica,P.S.Short,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome tatei,J.M.Black,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome tenuiscapa,Hook.f.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome tesquorum,J.M.Black,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome tetrapterocarpa,G.L.Davis,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome trachycarpa,F.Muell.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome triloba,Gaudich.,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome trisecta,P.S.Short,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome walshii,P.S.Short,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome watanabei,P.S.Short,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome whitei,G.L.Davis,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome willisii,P.S.Short,Brachyscome,Brachyscome,NA,NA,3,1,NA
Brachyscome xanthocarpa,D.A.Cooke,Brachyscome,Brachyscome,NA,NA,3,1,NA
Calocephalus badmanii,P.S.Short,Calocephalus,Calocephalus,1,NA,1,1,NA
Calocephalus beardii,P.S.Short,Calocephalus,Calocephalus,1,NA,1,1,NA
Calocephalus citreus,Less.,Calocephalus,Calocephalus,1,NA,1,1,NA
Calocephalus francisii,(F.Muell.) Benth.,Calocephalus,Calocephalus,1,NA,1,1,NA
Calocephalus glabratus,P.S.Short,Calocephalus,Calocephalus,1,NA,1,1,NA
Calocephalus knappii,(F.Muell.) Ewart & Jean White,Calocephalus,Calocephalus,1,NA,1,1,NA
Calocephalus lacteus,Less.,Calocephalus,Calocephalus,1,NA,1,1,NA
Calocephalus multiflorus,(Turcz.) Benth.,Calocephalus,Calocephalus,1,NA,1,1,NA
Calocephalus pilbarensis,P.S.Short,Calocephalus,Calocephalus,1,NA,1,1,NA
Calocephalus platycephalus,(F.Muell.) Benth.,Calocephalus,Calocephalus,1,NA,1,1,NA
Calocephalus sonderi,F.Muell.,Calocephalus,Calocephalus,1,NA,1,1,NA
Calomeria amaranthoides,Vent.,Calomeria,Calomeria,1,2,1,1,NA
Calotis ancyrocarpa,J.M.Black,Calotis,Calotis,NA,NA,3,1,NA
Calotis anthemoides,F.Muell.,Calotis,Calotis,NA,NA,3,1,NA
Calotis breviradiata,(Ising) G.L.Davis,Calotis,Calotis,NA,NA,3,1,NA
Calotis breviseta,Benth.,Calotis,Calotis,NA,NA,3,1,NA
Calotis cuneata,(Benth.) G.L.Davis,Calotis,Calotis,NA,NA,3,1,NA
Calotis cuneifolia,R.Br.,Calotis,Calotis,NA,NA,3,1,NA
Calotis cymbacantha,F.Muell.,Calotis,Calotis,NA,NA,3,1,NA
Calotis dentex,R.Br.,Calotis,Calotis,NA,NA,3,1,NA
Calotis erinacea,Steetz,Calotis,Calotis,NA,NA,3,1,NA
Calotis glabrescens,C.T.White,Calotis,Calotis,NA,NA,3,1,NA
Calotis glandulosa,F.Muell.,Calotis,Calotis,NA,NA,3,1,NA
Calotis hispidula,(F.Muell.) F.Muell.,Calotis,Calotis,NA,NA,3,1,NA
Calotis inermis,Maiden & Betche,Calotis,Calotis,NA,NA,3,1,NA
Calotis kempei,F.Muell.,Calotis,Calotis,NA,NA,3,1,NA
Calotis lappulacea,Benth.,Calotis,Calotis,NA,NA,3,1,NA
Calotis latiuscula,F.Muell. & Tate,Calotis,Calotis,NA,NA,3,1,NA
Calotis multicaulis,(Turcz.) Druce,Calotis,Calotis,NA,NA,3,1,NA
Calotis plumulifera,F.Muell.,Calotis,Calotis,NA,NA,3,1,NA
Calotis porphyroglossa,F.Muell. ex Benth.,Calotis,Calotis,NA,NA,3,1,NA
Calotis pubescens,(F.Muell. ex Benth.) N.G.Walsh & K.L.McDougall,Calotis,Calotis,NA,NA,3,1,NA
Calotis scabiosifolia,Sond. & F.Muell.,Calotis,Calotis,NA,NA,3,1,NA
Calotis scapigera,Hook.,Calotis,Calotis,NA,NA,3,1,NA
Calotis sp. Carnarvon Range (D.J.Edinger & K.F.Kenneally D 2708 K 12243),WA Herbarium,Calotis,Calotis,NA,NA,3,1,NA
Calotis sp. Lake Buchanan (J.Kemp+ 3384H),Qld Herbarium,Calotis,Calotis,NA,NA,3,1,NA
Calotis sp. Normanton (P.Ollerenshaw 1480),Qld Herbarium,Calotis,Calotis,NA,NA,3,1,NA
Calotis sp. Perrinvale Station (R.J.Cranfield 7096),WA Herbarium,Calotis,Calotis,NA,NA,3,1,NA
Calotis squamigera,C.T.White,Calotis,Calotis,NA,NA,3,1,NA
Calotis suffruticosa,Domin,Calotis,Calotis,NA,NA,3,1,NA
Calotis xanthosioidea,Domin,Calotis,Calotis,NA,NA,3,1,NA
Camptacra barbata,N.T.Burb.,Camptacra,Camptacra,1,2,3,1,NA
Camptacra gracilis,(Benth.) Lander,Camptacra,Camptacra,1,2,3,1,NA
Cassinia accipitrum,Orchard,Cassinia,Cassinia,2,2,1,1,NA
Cassinia aculeata,(Labill.) R.Br.,Cassinia,Cassinia,2,2,1,1,NA
Cassinia x adunca,F.Muell. ex Sond.,Cassinia,Cassinia,2,2,1,1,NA
Cassinia arcuata,R.Br.,Cassinia,Cassinia,2,2,1,1,NA
Cassinia aureonitens,N.A.Wakef.,Cassinia,Cassinia,2,2,1,1,NA
Cassinia cinerea,Orchard,Cassinia,Cassinia,2,2,1,1,NA
Cassinia collina,C.T.White,Cassinia,Cassinia,2,2,1,1,NA
Cassinia compacta,F.Muell.,Cassinia,Cassinia,2,2,1,1,NA
Cassinia complanata,J.M.Black,Cassinia,Cassinia,2,2,1,1,NA
Cassinia copensis,Orchard,Cassinia,Cassinia,2,2,1,1,NA
Cassinia cunninghamii,DC.,Cassinia,Cassinia,2,2,1,1,NA
Cassinia decipiens,Orchard,Cassinia,Cassinia,2,2,1,1,NA
Cassinia denticulata,R.Br.,Cassinia,Cassinia,2,2,1,1,NA
Cassinia diminuta,Orchard,Cassinia,Cassinia,2,2,1,1,NA
Cassinia furtiva,Orchard,Cassinia,Cassinia,2,2,1,1,NA
Cassinia heleniae,Orchard,Cassinia,Cassinia,2,2,1,1,NA
Cassinia hewsoniae,Orchard,Cassinia,Cassinia,2,2,1,1,NA
Cassinia laevis,R.Br.,Cassinia,Cassinia,2,2,1,1,NA
Cassinia lepschii,Orchard,Cassinia,Cassinia,2,2,1,1,NA
Cassinia leptocephala,F.Muell.,Cassinia,Cassinia,2,2,1,1,NA
Cassinia longifolia,R.Br.,Cassinia,Cassinia,2,2,1,1,NA
Cassinia macrocephala,Orchard,Cassinia,Cassinia,2,2,1,1,NA
Cassinia maritima,Orchard,Cassinia,Cassinia,2,2,1,1,NA
Cassinia monticola,Orchard,Cassinia,Cassinia,2,2,1,1,NA
Cassinia nivalis,Orchard,Cassinia,Cassinia,2,2,1,1,NA
Cassinia ochracea,Orchard,Cassinia,Cassinia,2,2,1,1,NA
Cassinia ozothamnoides,(F.Muell.) Orchard,Cassinia,Cassinia,2,2,1,1,NA
Cassinia quinquefaria,R.Br.,Cassinia,Cassinia,2,2,1,1,NA
Cassinia rugata,N.G.Walsh,Cassinia,Cassinia,2,2,1,1,NA
Cassinia scabrida,Orchard,Cassinia,Cassinia,2,2,1,1,NA
Cassinia straminea,(Benth.) Orchard,Cassinia,Cassinia,2,2,1,1,NA
Cassinia subtropica,F.Muell.,Cassinia,Cassinia,2,2,1,1,NA
Cassinia tegulata,Orchard,Cassinia,Cassinia,2,2,1,1,NA
Cassinia telfordii,Orchard,Cassinia,Cassinia,2,2,1,1,NA
Cassinia tenuifolia,Benth.,Cassinia,Cassinia,2,2,1,1,NA
Cassinia theodorii,F.Muell.,Cassinia,Cassinia,2,2,1,1,NA
Cassinia theresae,Orchard,Cassinia,Cassinia,2,2,1,1,NA
Cassinia thinicola,Orchard,Cassinia,Cassinia,2,2,1,1,NA
Cassinia trinerva,N.A.Wakef.,Cassinia,Cassinia,2,2,1,1,NA
Cassinia uncata,A.Cunn. ex DC.,Cassinia,Cassinia,2,2,1,1,NA
Cassinia venusta,Orchard,Cassinia,Cassinia,2,2,1,1,NA
Cassinia wilsoniae,Orchard,Cassinia,Cassinia,2,2,1,1,NA
Cassinia wyberbensis,Orchard,Cassinia,Cassinia,2,2,1,1,NA
Celmisia asteliifolia,Hook.f.,Celmisia,Celmisia,1,2,3,1,NA
Celmisia costiniana,M.Gray & Given,Celmisia,Celmisia,1,2,3,1,NA
Celmisia latifolia,(F.Muell. ex Benth.) M.Gray & Given,Celmisia,Celmisia,1,2,3,1,NA
Celmisia longifolia,Cass.,Celmisia,Celmisia,1,2,3,1,NA
Celmisia pugioniformis,M.Gray & Given,Celmisia,Celmisia,1,2,3,1,NA
Celmisia saxifraga,(Benth.) W.M.Curtis,Celmisia,Celmisia,1,2,3,1,NA
Celmisia sericophylla,J.H.Willis,Celmisia,Celmisia,1,2,3,1,NA
Celmisia sp. Pulchella (M.Gray & C.Totterdell 7079),Australian National Herbarium,Celmisia,Celmisia,1,2,3,1,NA
Celmisia tomentella,M.Gray & Given,Celmisia,Celmisia,1,2,3,1,NA
Centipeda borealis,N.G.Walsh,Centipeda,Centipeda,1,NA,1,1,NA
Centipeda crateriformis,N.G.Walsh,Centipeda,Centipeda,1,NA,1,1,NA
Centipeda cunninghamii,(DC.) A.Braun & Asch.,Centipeda,Centipeda,1,NA,1,1,NA
Centipeda elatinoides,(Less.) Benth. & Hook.f. ex O.Hoffm.,Centipeda,Centipeda,1,NA,1,1,NA
Centipeda minima,(L.) A.Braun & Asch.,Centipeda,Centipeda,1,NA,1,1,NA
Centipeda nidiformis,N.G.Walsh,Centipeda,Centipeda,1,NA,1,1,NA
Centipeda pleiocephala,N.G.Walsh,Centipeda,Centipeda,1,NA,1,1,NA
Centipeda racemosa,(Hook.) F.Muell.,Centipeda,Centipeda,1,NA,1,1,NA
Centipeda thespidioides,F.Muell.,Centipeda,Centipeda,1,NA,1,1,NA
Centratherum punctatum,Cass.,Centratherum,Centratherum,1,1,1,1,NA
Centratherum riparium,(DC.) A.R.Bean,Centratherum,Centratherum,1,1,1,1,NA
Centropappus brunonis,Hook.f.,Centropappus,Brachyglottis,3,2,1,1,NA
Cephalipterum drummondii,A.Gray,Cephalipterum,Cephalipterum,1,1,1,1,NA
Cephalosorus carpesioides,(Turcz.) P.S.Short,Cephalosorus,Cephalosorus,1,1,1,1,NA
Ceratogyne obionoides,Turcz.,Ceratogyne,Ceratogyne,1,1,1,1,NA
Chondropyxis halophila,D.A.Cooke,Chondropyxis,Chondropyxis,1,1,3,1,NA
Chrysocephalum apiculatum,(Labill.) Steetz,Chrysocephalum,Chrysocephalum,NA,2,1,1,NA
Chrysocephalum baxteri,(A.Cunn. ex DC.) Anderb.,Chrysocephalum,Chrysocephalum,NA,2,1,1,NA
Chrysocephalum eremaeum,(Haegi) Anderb.,Chrysocephalum,Chrysocephalum,NA,2,1,1,NA
Chrysocephalum gilesii,(F.Muell.) Paul G.Wilson,Chrysocephalum,Chrysocephalum,NA,2,1,1,NA
Chrysocephalum pterochaetum,F.Muell.,Chrysocephalum,Chrysocephalum,NA,2,1,1,NA
Chrysocephalum puteale,(S.Moore) Paul G.Wilson,Chrysocephalum,Chrysocephalum,NA,2,1,1,NA
Chrysocephalum semipapposum,(Labill.) Steetz,Chrysocephalum,Chrysocephalum,NA,2,1,1,NA
Chrysocephalum sericeum,Paul G.Wilson,Chrysocephalum,Chrysocephalum,NA,2,1,1,NA
Chrysocephalum sp. Ebor Falls (B.R.Paterson Feb/1958),NE Herbarium,Chrysocephalum,Chrysocephalum,NA,2,1,1,NA
Chrysocephalum sp. Inland Plains (B.J.Conn 2530),Vic. Herbarium,Chrysocephalum,Chrysocephalum,NA,2,1,1,NA
Chrysocephalum vitellinum,Sond. & F.Muell. ex Sond.,Chrysocephalum,Chrysocephalum,NA,2,1,1,NA
Chthonocephalus muellerianus,P.S.Short,Chthonocephalus,Chthonocephalus,1,1,1,1,NA
Chthonocephalus multiceps,J.H.Willis,Chthonocephalus,Chthonocephalus,1,1,1,1,NA
Chthonocephalus oldfieldianus,P.S.Short,Chthonocephalus,Chthonocephalus,1,1,1,1,NA
Chthonocephalus pseudevax,Steetz,Chthonocephalus,Chthonocephalus,1,1,1,1,NA
Chthonocephalus spathulatus,P.S.Short,Chthonocephalus,Chthonocephalus,1,1,1,1,NA
Chthonocephalus tomentellus,(F.Muell.) Benth.,Chthonocephalus,Chthonocephalus,1,1,1,1,NA
Chthonocephalus viscosus,P.S.Short,Chthonocephalus,Chthonocephalus,1,1,1,1,NA
Cotula alpina,(Hook.f.) Hook.f.,Cotula,Cotula,1,NA,3,1,NA
Cotula australis,(Sieber ex Spreng.) Hook.f.,Cotula,Cotula,1,NA,3,1,NA
Cotula bipinnata,Thunb.,Cotula,Cotula,1,NA,3,1,NA
Cotula coronopifolia,L.,Cotula,Cotula,1,NA,3,1,NA
Cotula cotuloides,(Steetz) Druce,Cotula,Cotula,1,NA,3,1,NA
Cotula turbinata,L.,Cotula,Cotula,1,NA,3,1,NA
Cotula vulgaris,Levyns,Cotula,Cotula,1,NA,3,1,NA
Craspedia adenophora,K.L.McDougall & N.G.Walsh,Craspedia,Craspedia,1,2,1,1,NA
Craspedia alba,J.Everett & Joy Thomps.,Craspedia,Craspedia,1,2,1,1,NA
Craspedia aurantia,J.Everett & Joy Thomps.,Craspedia,Craspedia,1,2,1,1,NA
Craspedia canens,J.Everett & Doust,Craspedia,Craspedia,1,2,1,1,NA
Craspedia costiniana,J.Everett & Joy Thomps.,Craspedia,Craspedia,1,2,1,1,NA
Craspedia crocata,J.Everett & Joy Thomps.,Craspedia,Craspedia,1,2,1,1,NA
Craspedia cynurica,Rozefelds & A.M.Buchanan,Craspedia,Craspedia,1,2,1,1,NA
Craspedia glabrata,(Hook.f.) Rozefelds,Craspedia,Craspedia,1,2,1,1,NA
Craspedia glauca,(Labill.) Spreng.,Craspedia,Craspedia,1,2,1,1,NA
Craspedia gracilis,Hook.f.,Craspedia,Craspedia,1,2,1,1,NA
Craspedia haplorrhiza,J.Everett & Doust,Craspedia,Craspedia,1,2,1,1,NA
Craspedia lamicola,J.Everett & Joy Thomps.,Craspedia,Craspedia,1,2,1,1,NA
Craspedia leucantha,F.Muell.,Craspedia,Craspedia,1,2,1,1,NA
Craspedia macrocephala,Hook.,Craspedia,Craspedia,1,2,1,1,NA
Craspedia maxgrayi,J.Everett & Joy Thomps.,Craspedia,Craspedia,1,2,1,1,NA
Craspedia paludicola,J.Everett & Doust,Craspedia,Craspedia,1,2,1,1,NA
Craspedia preminghana,Rozefelds,Craspedia,Craspedia,1,2,1,1,NA
Craspedia rosulata,Rozefelds & A.M.Buchanan,Craspedia,Craspedia,1,2,1,1,NA
Craspedia sp. Derrinallum (N.G.Walsh 5591),Vic. Herbarium,Craspedia,Craspedia,1,2,1,1,NA
Craspedia sp. Subalpine (N.G.Walsh 5149),Vic. Herbarium,Craspedia,Craspedia,1,2,1,1,NA
Craspedia sp. Waterloo (G.J.Keighery 13724),WA Herbarium,Craspedia,Craspedia,1,2,1,1,NA
Craspedia sp. Yalgorup (G.J.Keighery 14449),WA Herbarium,Craspedia,Craspedia,1,2,1,1,NA
Craspedia variabilis,J.Everett & Doust,Craspedia,Craspedia,1,2,1,1,NA
Cratystylis centralis,Albr. & Paul G.Wilson,Cratystylis,Cratystylis,2,2,8,1,NA
Cratystylis conocephala,(F.Muell.) S.Moore,Cratystylis,Cratystylis,2,2,8,1,NA
Cratystylis microphylla,S.Moore,Cratystylis,Cratystylis,2,2,8,1,NA
Cratystylis subspinescens,S.Moore,Cratystylis,Cratystylis,2,2,8,1,NA
Cratystylis conocephala x Cratystylis microphylla,(F.Muell.) S.Moore x Cratystylis microphylla S.Moore,Cratystylis,Cratystylis,2,2,8,1,NA
Cymbonotus lawsonianus,Gaudich.,Cymbonotus,Cymbonotus,1,NA,3,1,NA
Cymbonotus maidenii,(Beauverd) A.E.Holland & V.A.Funk,Cymbonotus,Cymbonotus,1,NA,3,1,NA
Cymbonotus preissianus,Steetz,Cymbonotus,Cymbonotus,1,NA,3,1,NA
Dichrocephala integrifolia,(L.f.) Kuntze,Dichrocephala,Dichrocephala,1,1,3,1,NA
Dichromochlamys dentatifolia,(F.Muell.) Dunlop,Dichromochlamys,Dichromochlamys,1,1,3,1,NA
Dithyrostegia amplexicaulis,A.Gray,Dithyrostegia,Dithyrostegia,1,1,1,1,NA
Dithyrostegia gracilis,P.S.Short,Dithyrostegia,Dithyrostegia,1,1,1,1,NA
Eclipta alatocarpa,Melville,Eclipta,Eclipta,1,NA,3,1,NA
Eclipta platyglossa,F.Muell.,Eclipta,Eclipta,1,NA,3,1,NA
Eclipta prostrata,(L.) L.,Eclipta,Eclipta,1,NA,3,1,NA
Elachanthus glaber,Paul G.Wilson,Elachanthus,Elachanthus,1,1,3,1,NA
Elachanthus pusillus,F.Muell.,Elachanthus,Elachanthus,1,1,3,1,NA
Emilia fosbergii,Nicolson,Emilia,Emilia,1,1,1,1,NA
Emilia sonchifolia,(L.) DC.,Emilia,Emilia,1,1,1,1,NA
Enydra fluctuans,Lour.,Enydra,Enydra,1,2,3,1,NA
Enydra woollsii,F.Muell.,Enydra,Enydra,1,2,3,1,NA
Epitriche demissus,(A.Gray) P.S.Short,Epitriche,Epitriche,1,1,1,1,NA
Erigeron bilbaoanus,(J.Remy) Cabrera,Erigeron,Erigeron,1,NA,3,1,NA
Erigeron bonariensis,L.,Erigeron,Erigeron,1,NA,3,1,NA
Erigeron canadensis,L.,Erigeron,Erigeron,1,NA,3,1,NA
Erigeron conyzoides,F.Muell.,Erigeron,Erigeron,1,NA,3,1,NA
Erigeron karvinskianus,DC.,Erigeron,Erigeron,1,NA,3,1,NA
Erigeron primulifolius,(Lam.) Greuter,Erigeron,Erigeron,1,NA,3,1,NA
Erigeron sumatrensis,Retz.,Erigeron,Erigeron,1,NA,3,1,NA
Eriochlamys behrii,Sond. & F.Muell. ex Sond.,Eriochlamys,Eriochlamys,1,1,1,1,NA
Eriochlamys cupularis,N.G.Walsh,Eriochlamys,Eriochlamys,1,1,1,1,NA
Eriochlamys eremaea,N.G.Walsh,Eriochlamys,Eriochlamys,1,1,1,1,NA
Eriochlamys squamata,N.G.Walsh,Eriochlamys,Eriochlamys,1,1,1,1,NA
Erodiophyllum acanthocephalum,Stapf,Erodiophyllum,Erodiophyllum,1,2,3,1,NA
Erodiophyllum elderi,F.Muell.,Erodiophyllum,Erodiophyllum,1,2,3,1,NA
Ewartia catipes,(DC.) Beauverd,Ewartia,Ewartia,1,2,8,1,NA
Ewartia meredithiae,(F.Muell.) Beauverd,Ewartia,Ewartia,1,2,8,1,NA
Ewartia nubigena,(F.Muell.) Beauverd,Ewartia,Ewartia,1,2,8,1,NA
Ewartia planchonii,(Hook.f.) Beauverd,Ewartia,Ewartia,1,2,8,1,NA
Flaveria sp. Tom Price (M.E. Trudgen 11246),WA Herbarium,Flaveria,Flaveria,1,1,3,1,NA
Flaveria trinervia,(Spreng.) C.Mohr,Flaveria,Flaveria,1,1,3,1,NA
Glossocardia bidens,(Retz.) Veldkamp,Glossocardia,Glossocardia,1,2,3,1,NA
Glossocardia orthochaeta,(F.Muell.) Veldkamp,Glossocardia,Glossocardia,1,2,3,1,NA
Glossocardia refracta,Veldkamp,Glossocardia,Glossocardia,1,2,3,1,NA
Gnephosis acicularis,Benth.,Gnephosis,Gnephosis,1,1,1,1,NA
Gnephosis angianthoides,(Steetz) Anderb.,Gnephosis,Gnephosis,1,1,1,1,NA
