trip identifier,Species,Individual,Replicate,Trait,Value,Unit,latitude (deg),longitude (deg),Coordinate uncertainty (m),site_name
MtEdwards etc,Carissa ovata,4,1,wood.density,0.7,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Leptospermum microcarpum,1,1,wood.density,0.68,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Leptospermum microcarpum,2,1,wood.density,0.79,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Leptospermum microcarpum,3,1,wood.density,0.72,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Leptospermum microcarpum,4,1,wood.density,0.76,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Acacia falcata,1,1,wood.density,0.55,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Acacia falcata,2,1,wood.density,0.59,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Acacia falcata,3,1,wood.density,0.65,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Acacia falcata,4,1,wood.density,0.54,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Acacia falcata,5,1,wood.density,0.58,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Mallotus claoxyloides,3,1,wood.density,0.57,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Muehlenbeckia rhyticarya,2,1,wood.density,0.43,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Marsdenia lloydii,1,1,wood.density,0.35,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Marsdenia lloydii,2,1,wood.density,0.38,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Marsdenia lloydii,3,1,wood.density,0.4,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Marsdenia lloydii,4,1,wood.density,0.43,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Marsdenia lloydii,5,1,wood.density,0.39,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Cupaniopsis serrata,4,1,wood.density,0.68,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Bossiaea rupicola,1,1,wood.density,0.76,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Bossiaea rupicola,2,1,wood.density,0.67,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Bossiaea rupicola,3,1,wood.density,0.71,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Bossiaea rupicola,4,1,wood.density,0.73,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Bossiaea rupicola,5,1,wood.density,0.72,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Toechima tenax,2,1,wood.density,0.67,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Cissus antarctica,2,1,wood.density,0.46,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Cissus antarctica,3,1,wood.density,0.5,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Melaleuca groveana,1,1,wood.density,0.58,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Melaleuca groveana,2,1,wood.density,0.51,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Melaleuca groveana,3,1,wood.density,0.61,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Melaleuca groveana,4,1,wood.density,0.54,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Melaleuca groveana,5,1,wood.density,0.57,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Jasminum didymum,1,1,wood.density,0.53,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Jasminum didymum,2,1,wood.density,0.53,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Jasminum didymum,3,1,wood.density,0.58,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Jasminum didymum,4,1,wood.density,0.5,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Jasminum didymum,5,1,wood.density,0.52,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Mallotus claoxyloides,4,1,wood.density,0.6,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Embelia australiana,1,1,wood.density,0.6,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Geitonoplesium cymosum,1,1,wood.density,0.33,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Geitonoplesium cymosum,2,1,wood.density,0.4,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Maclura cochinchinensis,1,1,wood.density,0.51,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Secamone elliptica,2,1,wood.density,0.43,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Secamone elliptica,3,1,wood.density,0.4,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Secamone elliptica,4,1,wood.density,0.42,g/cm^3,NA,NA,NA,MtEdwards etc
MtEdwards etc,Secamone elliptica,5,1,wood.density,0.39,g/cm^3,NA,NA,NA,MtEdwards etc
John,Arytera distylis,1,1,wood.density,0.67,g/cm^3,NA,NA,NA,John
John,Cupaniopsis shirleyana,1,1,wood.density,0.68,g/cm^3,NA,NA,NA,John
John,Planchonella eerwah,1,1,wood.density,0.56,g/cm^3,NA,NA,NA,John
John,Toechima tenax,3,1,wood.density,0.58,g/cm^3,NA,NA,NA,John
Lamington_2,Melodorum leichhardtii,4,1,wood.density,0.41,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Homalanthus nutans,1,1,wood.density,0.41,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Homalanthus nutans,2,1,wood.density,0.45,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Homalanthus nutans,3,1,wood.density,0.32,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Homalanthus nutans,4,1,wood.density,0.47,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Homalanthus nutans,5,1,wood.density,0.27,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Cissus hypoglauca,2,1,wood.density,0.33,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Cissus hypoglauca,3,1,wood.density,0.35,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Cissus hypoglauca,4,1,wood.density,0.29,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Cissus hypoglauca,5,1,wood.density,0.35,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Alyxia ruscifolia,3,1,wood.density,0.68,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Hibiscus heterophyllus,1,1,wood.density,0.36,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Citrus australasica,1,1,wood.density,0.67,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Citrus australasica,2,1,wood.density,0.59,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Acronychia oblongifolia,1,1,wood.density,0.47,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Acronychia oblongifolia,2,1,wood.density,0.49,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Acronychia oblongifolia,3,1,wood.density,0.46,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Acronychia oblongifolia,4,1,wood.density,0.48,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Acronychia oblongifolia,5,1,wood.density,0.49,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Carissa ovata,5,1,wood.density,0.59,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Pittosporum oreillyanum,1,1,wood.density,0.46,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Pittosporum oreillyanum,2,1,wood.density,0.54,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Streptothamnus moorei,1,1,wood.density,0.33,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Melodinus acutiflorus,1,1,wood.density,0.36,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Cayratia eurynema,1,1,wood.density,0.2,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Gossia hillii,1,1,wood.density,0.69,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Solanum aviculare,2,1,wood.density,0.22,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Solanum aviculare,3,1,wood.density,0.17,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Cephalaralia cephalobotrys,1,1,wood.density,0.34,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Cephalaralia cephalobotrys,2,1,wood.density,0.29,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Triunia youngiana,1,1,wood.density,0.67,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Triunia youngiana,2,1,wood.density,0.7,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Triunia youngiana,3,1,wood.density,0.72,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Triunia youngiana,4,1,wood.density,0.7,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Alloxylon pinnatum,1,1,wood.density,0.53,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Celastrus subspicata,1,1,wood.density,0.5,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Melodinus acutiflorus,2,1,wood.density,0.56,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Solanum aviculare,4,1,wood.density,0.28,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Pittosporum oreillyanum,3,1,wood.density,0.57,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Planchonella myrsinifolia,1,1,wood.density,0.52,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Solanum semiarmatum,1,1,wood.density,0.46,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Solanum semiarmatum,2,1,wood.density,0.45,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
Lamington_2,Solanum semiarmatum,3,1,wood.density,0.39,g/cm^3,-28.229881000000002,153.146648,5000,site_at_-28.229881_degS_153.146648_degE
FraserIsland,Hibbertia linearis,1,1,wood.density,0.57,g/cm^3,NA,NA,NA,FraserIsland
FraserIsland,Hibbertia linearis,2,1,wood.density,0.53,g/cm^3,NA,NA,NA,FraserIsland
FraserIsland,Hibbertia linearis,3,1,wood.density,0.54,g/cm^3,NA,NA,NA,FraserIsland
FraserIsland,Hibbertia linearis,4,1,wood.density,0.52,g/cm^3,NA,NA,NA,FraserIsland
FraserIsland,Aegialitis annulata,1,1,wood.density,0.59,g/cm^3,-25.448640999999995,152.987443,10,site_at_-25.448641_degS_152.987443_degE
FraserIsland,Aegialitis annulata,2,1,wood.density,0.58,g/cm^3,-25.448640999999995,152.987443,10,site_at_-25.448641_degS_152.987443_degE
FraserIsland,Aegialitis annulata,3,1,wood.density,0.51,g/cm^3,-25.448640999999995,152.987443,10,site_at_-25.448641_degS_152.987443_degE
FraserIsland,Aegialitis annulata,4,1,wood.density,0.55,g/cm^3,-25.448640999999995,152.987443,10,site_at_-25.448641_degS_152.987443_degE
FraserIsland,Aegialitis annulata,5,1,wood.density,0.53,g/cm^3,-25.448640999999995,152.987443,10,site_at_-25.448641_degS_152.987443_degE
FraserIsland,Austromyrtus dulcis,1,1,wood.density,0.76,g/cm^3,NA,NA,NA,FraserIsland
FraserIsland,Austromyrtus dulcis,2,1,wood.density,0.79,g/cm^3,NA,NA,NA,FraserIsland
FraserIsland,Austromyrtus dulcis,3,1,wood.density,0.78,g/cm^3,NA,NA,NA,FraserIsland
FraserIsland,Austromyrtus dulcis,4,1,wood.density,0.78,g/cm^3,NA,NA,NA,FraserIsland
FraserIsland,Austromyrtus dulcis,5,1,wood.density,0.76,g/cm^3,NA,NA,NA,FraserIsland
FraserIsland,Phebalium woombye,1,1,wood.density,0.63,g/cm^3,NA,NA,NA,FraserIsland
FraserIsland,Phebalium woombye,2,1,wood.density,0.67,g/cm^3,NA,NA,NA,FraserIsland
FraserIsland,Phebalium woombye,3,1,wood.density,0.62,g/cm^3,NA,NA,NA,FraserIsland
FraserIsland,Phebalium woombye,4,1,wood.density,0.57,g/cm^3,NA,NA,NA,FraserIsland
FraserIsland,Phebalium woombye,5,1,wood.density,0.64,g/cm^3,NA,NA,NA,FraserIsland
FraserIsland,Acronychia imperforata,1,1,wood.density,0.53,g/cm^3,NA,NA,NA,FraserIsland
FraserIsland,Acronychia imperforata,2,1,wood.density,0.54,g/cm^3,NA,NA,NA,FraserIsland
FraserIsland,Acronychia imperforata,3,1,wood.density,0.53,g/cm^3,NA,NA,NA,FraserIsland
FraserIsland,Acronychia imperforata,4,1,wood.density,0.52,g/cm^3,NA,NA,NA,FraserIsland
FraserIsland,Acronychia imperforata,5,1,wood.density,0.51,g/cm^3,NA,NA,NA,FraserIsland
BahrsScrub,Hoya australis,1,1,wood.density,0.51,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Hoya australis,2,1,wood.density,0.54,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Hoya australis,3,1,wood.density,0.57,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Hoya australis,4,1,wood.density,0.56,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Hoya australis,5,1,wood.density,0.56,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Toohey,Acacia macradenia,1,1,wood.density,0.59,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Acacia macradenia,2,1,wood.density,0.52,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Acacia macradenia,3,1,wood.density,0.5,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Acacia macradenia,4,1,wood.density,0.61,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Acacia macradenia,5,1,wood.density,0.51,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
BahrsScrub,Alectryon tomentosus,1,1,wood.density,0.77,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Toohey,Daviesia villifera,1,1,wood.density,0.65,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia villifera,2,1,wood.density,0.71,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia villifera,3,1,wood.density,0.67,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia villifera,4,1,wood.density,0.69,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Daviesia villifera,5,1,wood.density,0.62,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Hovea acutifolia,1,1,wood.density,0.77,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Hovea acutifolia,2,1,wood.density,0.73,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Hovea acutifolia,3,1,wood.density,0.71,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Hovea acutifolia,4,1,wood.density,0.75,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Hovea acutifolia,5,1,wood.density,0.73,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
BahrsScrub,Everistia vacciniifolia,1,1,wood.density,0.76,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Everistia vacciniifolia,2,1,wood.density,0.66,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Everistia vacciniifolia,3,1,wood.density,0.62,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Fontainea venosa,1,1,wood.density,0.61,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Fontainea venosa,2,1,wood.density,0.65,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Fontainea venosa,3,1,wood.density,0.63,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Fontainea venosa,4,1,wood.density,0.62,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Fontainea venosa,5,1,wood.density,0.62,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Cayratia acris,2,1,wood.density,0.29,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Cayratia acris,3,1,wood.density,0.32,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Parsonsia paulforsteri,1,1,wood.density,0.48,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Parsonsia paulforsteri,2,1,wood.density,0.5,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Parsonsia paulforsteri,3,1,wood.density,0.69,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Parsonsia paulforsteri,4,1,wood.density,0.5,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Parsonsia paulforsteri,5,1,wood.density,0.4,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Toohey,Persoonia stradbrokensis,1,1,wood.density,0.43,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Persoonia stradbrokensis,2,1,wood.density,0.49,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Persoonia stradbrokensis,3,1,wood.density,0.41,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
BahrsScrub,Macadamia integrifolia,1,1,wood.density,0.74,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Macadamia integrifolia,2,1,wood.density,0.68,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Macadamia integrifolia,3,1,wood.density,0.62,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Alchornea ilicifolia,4,1,wood.density,0.56,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Alchornea ilicifolia,5,1,wood.density,0.57,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Cayratia acris,4,1,wood.density,0.28,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Psydrax lamprophylla,1,1,wood.density,0.67,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Barklya syringifolia,1,1,wood.density,0.64,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Barklya syringifolia,2,1,wood.density,0.67,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Barklya syringifolia,3,1,wood.density,0.66,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Barklya syringifolia,4,1,wood.density,0.68,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Barklya syringifolia,5,1,wood.density,0.67,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Pleogyne australis,1,1,wood.density,0.54,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Pleogyne australis,2,1,wood.density,0.51,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Pleogyne australis,3,1,wood.density,0.68,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Pleogyne australis,4,1,wood.density,0.63,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Pleogyne australis,5,1,wood.density,0.82,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Dissiliaria muelleri,1,1,wood.density,0.68,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Dissiliaria muelleri,2,1,wood.density,0.64,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Toohey,Acacia juncifolia,1,1,wood.density,0.52,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Acacia juncifolia,2,1,wood.density,0.49,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Acacia juncifolia,3,1,wood.density,0.51,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Acacia juncifolia,4,1,wood.density,0.5,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Acacia juncifolia,5,1,wood.density,0.57,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Gompholobium virgatum,1,1,wood.density,0.65,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Gompholobium virgatum,2,1,wood.density,0.7,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Gompholobium virgatum,3,1,wood.density,0.68,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Gompholobium virgatum,4,1,wood.density,0.66,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Gompholobium virgatum,5,1,wood.density,0.68,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
BahrsScrub,Bosistoa pentacocca,1,1,wood.density,0.71,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
BahrsScrub,Macadamia integrifolia,4,1,wood.density,0.61,g/cm^3,-27.733278000000002,153.180969,1000,site_at_-27.733278_degS_153.180969_degE
Toohey,Acacia complanata,1,1,wood.density,0.58,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Acacia complanata,2,1,wood.density,0.53,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Acacia complanata,3,1,wood.density,0.62,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Acacia complanata,4,1,wood.density,0.57,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Acacia complanata,5,1,wood.density,0.56,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Hakea florulenta,1,1,wood.density,0.69,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Hakea florulenta,2,1,wood.density,0.64,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Hakea florulenta,3,1,wood.density,0.68,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Hakea florulenta,4,1,wood.density,0.7,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Hakea florulenta,5,1,wood.density,0.65,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Notelaea ovata,1,1,wood.density,0.77,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Notelaea ovata,2,1,wood.density,0.74,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Notelaea ovata,3,1,wood.density,0.76,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Notelaea ovata,4,1,wood.density,0.78,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Eucalyptus curtisii,1,1,wood.density,0.59,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Eucalyptus curtisii,2,1,wood.density,0.63,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
Toohey,Eucalyptus curtisii,3,1,wood.density,0.63,g/cm^3,-27.543138999999996,153.054614,3000,site_at_-27.543139_degS_153.054614_degE
