Event ID,Accession Number,Scientific Name,Dataset Title,Locality,Decimal Latitude,Decimal Longitude,Seed/gm,Quantity (count),Quantity (g),Thousand Seed Weight,Storage Relative Humidity,Purity,Storage Temperature,Collection Date,Storage Date,Storage Seed Bank,Collector,Pre-Storage Treatment/History,Plant Form,Form in Storage,Cultivated,Duplicates / Replicates,Permit Number,Collection Fill Rate / X-Ray,Publication DOI,Date Tested,Test Length,Number Germinated,Number Full,Number Empty,Number Not Viable,Number Tested,Germination Rate,Adjusted Germination,Viability,Pre-test Processing Notes,Treatment Media/Substrate,Treatment Day Temp,Treatment Night Temp,Treatment Light Hours,Treatment Dark Hours,Treatment Pretreatment,location_name
003355-a-trial,003355-a,Rytidosperma geniculatum,Tasmanian Seed Conservation Centre,Flinders Island. Palana Road. 5km north of Airport.,-40.05225,147.950222,,,,,,,,1/13/2007,4/19/2007,,,,,,,,,,,4/19/2007,,,,,,20,,79,,,,,,,,,seeds_collected_at_-40.05225_lat_and_147.950222_long
003080-a,003080-a,Xerochrysum papillosum,Tasmanian Seed Conservation Centre,Flinders Island. Darling Range Conservation Reserve. Slope below Walkers Lookout.,-40.058611,148.076111,,24693,,0.7912,,,-20,,3/21/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.058611_lat_and_148.076111_long
003080-a,003080-a,Xerochrysum papillosum,Tasmanian Seed Conservation Centre,Flinders Island. Darling Range Conservation Reserve. Slope below Walkers Lookout.,-40.058611,148.076111,,24693,,0.7912,,,-20,,3/21/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.058611_lat_and_148.076111_long
003080-a-trial,003080-a,Xerochrysum papillosum,Tasmanian Seed Conservation Centre,Flinders Island. Darling Range Conservation Reserve. Slope below Walkers Lookout.,-40.058611,148.076111,,,,,,,,,3/21/2007,,,,,,,,,,,3/21/2007,,,,,,51,,100,,,,,,,,,seeds_collected_at_-40.058611_lat_and_148.076111_long
003080-a-trial-retest,003080-a,Xerochrysum papillosum,Tasmanian Seed Conservation Centre,Flinders Island. Darling Range Conservation Reserve. Slope below Walkers Lookout.,-40.058611,148.076111,,,,,,,,,3/21/2007,,,,,,,,,,,,,,,,,,,90,,,,,,,,,seeds_collected_at_-40.058611_lat_and_148.076111_long
003080-a-trial,003080-a,Xerochrysum papillosum,Tasmanian Seed Conservation Centre,Flinders Island. Darling Range Conservation Reserve. Slope below Walkers Lookout.,-40.058611,148.076111,,,,,,,,,3/21/2007,,,,,,,,,,,3/21/2007,,,,,,51,,100,,,,,,,,,seeds_collected_at_-40.058611_lat_and_148.076111_long
003080-a-trial-retest,003080-a,Xerochrysum papillosum,Tasmanian Seed Conservation Centre,Flinders Island. Darling Range Conservation Reserve. Slope below Walkers Lookout.,-40.058611,148.076111,,,,,,,,,3/21/2007,,,,,,,,,,,,,,,,,,,90,,,,,,,,,seeds_collected_at_-40.058611_lat_and_148.076111_long
008129-a,008129-a,Cotula australis,Tasmanian Seed Conservation Centre,Prime Seal Island. 100m south of shearing shed.,-40.061389,147.764722,,2950,,0.058,,,-20,10/18/2008,5/14/2009,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.061389_lat_and_147.764722_long
008129-a,008129-a,Cotula australis,Tasmanian Seed Conservation Centre,Prime Seal Island. 100m south of shearing shed.,-40.061389,147.764722,,2950,,0.058,,,-20,10/18/2008,5/14/2009,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.061389_lat_and_147.764722_long
008129-a-trial,008129-a,Cotula australis,Tasmanian Seed Conservation Centre,Prime Seal Island. 100m south of shearing shed.,-40.061389,147.764722,,,,,,,,10/18/2008,5/14/2009,,,,,,,,,,,5/14/2009,,,,,,20,,95,,,,,,,,,seeds_collected_at_-40.061389_lat_and_147.764722_long
008129-a-trial,008129-a,Cotula australis,Tasmanian Seed Conservation Centre,Prime Seal Island. 100m south of shearing shed.,-40.061389,147.764722,,,,,,,,10/18/2008,5/14/2009,,,,,,,,,,,5/14/2009,,,,,,20,,95,,,,,,,,,seeds_collected_at_-40.061389_lat_and_147.764722_long
018150-O,018150-O,Myoporum parvifolium,Tasmanian Seed Conservation Centre,Flinders Island. Long Point Road.,-40.067222,147.965528,,1791,,5.16464,,,-20,3/26/2014,8/27/2014,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.067222_lat_and_147.965528_long
018150-F,018150-F,Myoporum parvifolium,Tasmanian Seed Conservation Centre,Flinders Island. Long Point Road.,-40.067222,147.965528,,1485,,4.5652857,,,-20,3/26/2014,8/27/2014,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.067222_lat_and_147.965528_long
018150-F-trial,018150-F,Myoporum parvifolium,Tasmanian Seed Conservation Centre,Flinders Island. Long Point Road.,-40.067222,147.965528,,,,,,,,3/26/2014,8/27/2014,,,,,,,,,,,8/27/2014,,,,,,18,,14,,,,,,,,,seeds_collected_at_-40.067222_lat_and_147.965528_long
003245-a,003245-a,Stackhousia spathulata,Tasmanian Seed Conservation Centre,Flinders Island. Low dunes at mouth of Camerons Inlet.,-40.068056,148.285278,,20031,,5.0676,,,-20,1/11/2007,6/18/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.068056_lat_and_148.285278_long
003245-a-trial,003245-a,Stackhousia spathulata,Tasmanian Seed Conservation Centre,Flinders Island. Low dunes at mouth of Camerons Inlet.,-40.068056,148.285278,,,,,,,,1/11/2007,6/18/2007,,,,,,,,,,,6/18/2007,,,,,,60,,36,,,,,,,,,seeds_collected_at_-40.068056_lat_and_148.285278_long
010406-a,010406-a,Hackelia latifolia,Tasmanian Seed Conservation Centre,King Island. Seal River. Sullivan Property.,-40.072778,143.94,,433,,1.4068,,,-20,3/24/2009,4/21/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.072778_lat_and_143.94_long
008118-a,008118-a,Eucalyptus ovata var. ovata,Tasmanian Seed Conservation Centre,Prime Seal Island. Hill at north end of southern hummock.,-40.083056,147.759444,,251,,0.4348115,,,-20,10/14/2008,5/14/2009,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.083056_lat_and_147.759444_long
003454-a,003454-a,Spyridium parvifolium,Tasmanian Seed Conservation Centre,Flinders Island. Hines Road. 100m from intersection with Palana Road,-40.084333,148.000667,,2476,,0.5872,,,-20,1/14/2007,6/13/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.084333_lat_and_148.000667_long
003454-a-trial,003454-a,Spyridium parvifolium,Tasmanian Seed Conservation Centre,Flinders Island. Hines Road. 100m from intersection with Palana Road,-40.084333,148.000667,,,,,,,,1/14/2007,6/13/2007,,,,,,,,,,,6/13/2007,,,,,,35,,94,,,,,,,,,seeds_collected_at_-40.084333_lat_and_148.000667_long
010395-a,010395-a,Hedycarya angustifolia,Tasmanian Seed Conservation Centre,King Island. Seal River.,-40.091667,143.960556,,6811,,1.34,,,-20,3/24/2009,4/20/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.091667_lat_and_143.960556_long
010395-a-trial,010395-a,Hedycarya angustifolia,Tasmanian Seed Conservation Centre,King Island. Seal River.,-40.091667,143.960556,,,,,,,,3/24/2009,4/20/2010,,,,,,,,,,,4/20/2010,,,,,,25,,10,,,,,,,,,seeds_collected_at_-40.091667_lat_and_143.960556_long
015862-a,015862-a,Eucalyptus globulus,Tasmanian Seed Conservation Centre,"King Island. Seals Rock State Reserve. Near the Calcified (petrified) Forest, on the Seal Rocks road; south-west of the Island.",-40.104167,143.884722,,147,,,,,-20,6/25/1991,9/24/2018,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
015862-a-trial,015862-a,Eucalyptus globulus,Tasmanian Seed Conservation Centre,"King Island. Seals Rock State Reserve. Near the Calcified (petrified) Forest, on the Seal Rocks road; south-west of the Island.",-40.104167,143.884722,,,,,,,,6/25/1991,9/24/2018,,,,,,,,,,,9/24/2018,,,,,,20,,77,,,,,,,,,seeds_collected_at_-40.104167_lat_and_143.884722_long
003212-a,003212-a,Acacia mucronata subsp. mucronata,Tasmanian Seed Conservation Centre,Flinders Island. Whitemark. North end of esplanade.,-40.116389,148.013611,,4452,,8.198,,,-20,1/10/2007,3/21/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.116389_lat_and_148.013611_long
003223-a,003223-a,Boronia anemonifolia subsp. variabilis,Tasmanian Seed Conservation Centre,Flinders Island. Whitemark. North end of esplanade.,-40.116389,148.013611,,548,,0.7018248,,,-20,1/10/2007,6/13/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.116389_lat_and_148.013611_long
003212-a-trial,003212-a,Acacia mucronata subsp. mucronata,Tasmanian Seed Conservation Centre,Flinders Island. Whitemark. North end of esplanade.,-40.116389,148.013611,,,,,,,,1/10/2007,3/21/2007,,,,,,,,,,,3/21/2007,,,,,,25,,97,,,,,,,,,seeds_collected_at_-40.116389_lat_and_148.013611_long
003212-a-trial-retest,003212-a,Acacia mucronata subsp. mucronata,Tasmanian Seed Conservation Centre,Flinders Island. Whitemark. North end of esplanade.,-40.116389,148.013611,,,,,,,,1/10/2007,3/21/2007,,,,,,,,,,,,,,,,,,,93,,,,,,,,,seeds_collected_at_-40.116389_lat_and_148.013611_long
003443-a,003443-a,Cakile maritima subsp. maritima,Tasmanian Seed Conservation Centre,Flinders Island. Just north of Whitemark Warf.,-40.120611,148.014278,,4975,,26.1939047,,,-20,1/14/2007,4/19/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.120611_lat_and_148.014278_long
003443-a-trial,003443-a,Cakile maritima subsp. maritima,Tasmanian Seed Conservation Centre,Flinders Island. Just north of Whitemark Warf.,-40.120611,148.014278,,,,,,,,1/14/2007,4/19/2007,,,,,,,,,,,4/19/2007,,,,,,21,,52,,,,,,,,,seeds_collected_at_-40.120611_lat_and_148.014278_long
003465-a,003465-a,Modiola caroliniana,Tasmanian Seed Conservation Centre,Flinders Island. Outside Whitemark Council Depot.,-40.123722,148.017083,,5538,,0.8204,,,-20,1/14/2007,4/17/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.123722_lat_and_148.017083_long
003465-a-trial-retest,003465-a,Modiola caroliniana,Tasmanian Seed Conservation Centre,Flinders Island. Outside Whitemark Council Depot.,-40.123722,148.017083,,,,,,,,1/14/2007,4/17/2007,,,,,,,,,,,9/17/2018,,,,,,,,100,,,,,,,,,seeds_collected_at_-40.123722_lat_and_148.017083_long
003465-a-trial,003465-a,Modiola caroliniana,Tasmanian Seed Conservation Centre,Flinders Island. Outside Whitemark Council Depot.,-40.123722,148.017083,,,,,,,,1/14/2007,4/17/2007,,,,,,,,,,,4/17/2007,,,,,,20,,100,,,,,,,,,seeds_collected_at_-40.123722_lat_and_148.017083_long
022836-a,022836-a,Exocarpos strictus,Tasmanian Seed Conservation Centre,Flinders Island. Logan Lagoon Conservation Area.,-40.136361,148.295056,,5740,,13.4752,,,-20,12/14/2020,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.136361_lat_and_148.295056_long
008624-a,008624-a,Scaevola albida,Tasmanian Seed Conservation Centre,Flinders Island. Off Lime Pit Road.,-40.184217,148.256792,,951,,2.1716,,,-20,1/12/2009,7/29/2009,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.184217_lat_and_148.256792_long
015774-a,015774-a,Scaevola albida,Tasmanian Seed Conservation Centre,Flinders Island. Off Lime Pit Road.,-40.184217,148.256792,,1469,,1.8896,,,-20,3/30/2012,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.184217_lat_and_148.256792_long
018238-a,018238-a,Scaevola albida,Tasmanian Seed Conservation Centre,Flinders Island. Off Lime Pit Road.,-40.184217,148.256792,,4913,,3.2804,,,-20,4/24/2014,8/27/2014,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.184217_lat_and_148.256792_long
017072-a,017072-a,Scaevola albida,Tasmanian Seed Conservation Centre,Flinders Island. Off Lime Pit Road.,-40.184217,148.256792,,2338,,2.1408,,,-20,,8/14/2014,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.184217_lat_and_148.256792_long
018238-a-trial,018238-a,Scaevola albida,Tasmanian Seed Conservation Centre,Flinders Island. Off Lime Pit Road.,-40.184217,148.256792,,,,,,,,4/24/2014,8/27/2014,,,,,,,,,,,8/27/2014,,,,,,30,,12,,,,,,,,,seeds_collected_at_-40.184217_lat_and_148.256792_long
003366-a,003366-a,Mesembryanthemum cordifolium,Tasmanian Seed Conservation Centre,"Flinders Island. Logan Lagoon Road, 800m east of fuel depot on Pot Boil Point.",-40.2,148.283333,,1876,,0.5892,,,-20,1/13/2007,6/20/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.2_lat_and_148.283333_long
003377-a,003377-a,Solanum vescum,Tasmanian Seed Conservation Centre,"Flinders Island. Logan Lagoon Road, 800m east of fuel depot on Pot Boil Point.",-40.2,148.283333,,9991,,2.2628,,,-20,1/13/2007,6/18/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.2_lat_and_148.283333_long
003366-a-trial,003366-a,Mesembryanthemum cordifolium,Tasmanian Seed Conservation Centre,"Flinders Island. Logan Lagoon Road, 800m east of fuel depot on Pot Boil Point.",-40.2,148.283333,,,,,,,,1/13/2007,6/20/2007,,,,,,,,,,,6/20/2007,,,,,,10,,100,,,,,,,,,seeds_collected_at_-40.2_lat_and_148.283333_long
003377-a-trial,003377-a,Solanum vescum,Tasmanian Seed Conservation Centre,"Flinders Island. Logan Lagoon Road, 800m east of fuel depot on Pot Boil Point.",-40.2,148.283333,,,,,,,,1/13/2007,6/18/2007,,,,,,,,,,,6/18/2007,,,,,,20,,77,,,,,,,,,seeds_collected_at_-40.2_lat_and_148.283333_long
003322-a,003322-a,Zieria arborescens subsp. arborescens,Tasmanian Seed Conservation Centre,Flinders Island. Strezlecki National Park. Three quarters up Mt Strezlecki.,-40.200528,148.068556,,5196,,2.208,,,-20,1/12/2007,6/18/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.200528_lat_and_148.068556_long
003311-a,003311-a,Spyridium gunnii,Tasmanian Seed Conservation Centre,Flinders Island. Strezlechi National Park. Top quarter of walking track up Mt. Strezlechi.,-40.201625,148.069286,,5068,,2.3244,,,-20,1/12/2007,4/18/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.201625_lat_and_148.069286_long
003311-a-trial,003311-a,Spyridium gunnii,Tasmanian Seed Conservation Centre,Flinders Island. Strezlechi National Park. Top quarter of walking track up Mt. Strezlechi.,-40.201625,148.069286,,,,,,,,1/12/2007,4/18/2007,,,,,,,,,,,4/18/2007,,,,,,29,,54,,,,,,,,,seeds_collected_at_-40.201625_lat_and_148.069286_long
003344-a,003344-a,Dockrillia striolata,Tasmanian Seed Conservation Centre,Flinders Island. Strezlecki National Park. Lower quarter of Mt Strezlecki track.,-40.204278,148.053028,,64750,,0.0016,,,-20,1/12/2007,6/20/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.204278_lat_and_148.053028_long
003333-a,003333-a,Westringia rigida,Tasmanian Seed Conservation Centre,Flinders Island. Strezlecki National Park. Half way up Mt Strezlecki track.,-40.206306,148.061,,292,,1.1188,,,-20,1/12/2007,6/13/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.206306_lat_and_148.061_long
003069-a,003069-a,Beyeria lechenaultii,Tasmanian Seed Conservation Centre,Strzelecki National Park. Vicinity of car park at Fotheringate Bay.,-40.218056,148.025833,,740,,10.2108,,,-20,,3/21/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.218056_lat_and_148.025833_long
015631-a,015631-a,Swainsona lessertiifolia,Tasmanian Seed Conservation Centre,Flinders Island. Strezlecki National Park. Trousers Point.,-40.228528,148.0285,,1477,,2.3272,,,-20,2/17/2012,2/28/2013,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.228528_lat_and_148.0285_long
015631-a-trial,015631-a,Swainsona lessertiifolia,Tasmanian Seed Conservation Centre,Flinders Island. Strezlecki National Park. Trousers Point.,-40.228528,148.0285,,,,,,,,2/17/2012,2/28/2013,,,,,,,,,,,2/28/2013,,,,,,20,,100,,,,,,,,,seeds_collected_at_-40.228528_lat_and_148.0285_long
003102-a,003102-a,Poa poiformis var. poiformis,Tasmanian Seed Conservation Centre,Big Dog Island. Near summit of Central Island.,-40.247778,148.254583,,21835,,0.284,,,-20,,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.247778_lat_and_148.254583_long
003421-a,003421-a,Olearia phlogopappa subsp. phlogopappa,Tasmanian Seed Conservation Centre,Anderson Islands. Franklin Sound. South east side of Little Anderson Island.,-40.292556,148.114278,,9130,,0.4108,,,-20,,6/20/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.292556_lat_and_148.114278_long
003421-a,003421-a,Olearia phlogopappa subsp. phlogopappa,Tasmanian Seed Conservation Centre,Anderson Islands. Franklin Sound. South east side of Little Anderson Island.,-40.292556,148.114278,,9130,,0.4108,,,-20,,6/20/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.292556_lat_and_148.114278_long
003113-a,003113-a,Rumex brownii,Tasmanian Seed Conservation Centre,Flinders Island. Franklin Sound. Western side of Little Anderson Island.,-40.292556,148.114278,,6450,,1.4484,,,-20,,3/22/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.292556_lat_and_148.114278_long_2
003421-a-trial,003421-a,Olearia phlogopappa subsp. phlogopappa,Tasmanian Seed Conservation Centre,Anderson Islands. Franklin Sound. South east side of Little Anderson Island.,-40.292556,148.114278,,,,,,,,,6/20/2007,,,,,,,,,,,6/20/2007,,,,,,25,,78,,,,,,,,,seeds_collected_at_-40.292556_lat_and_148.114278_long
003421-a-trial-retest,003421-a,Olearia phlogopappa subsp. phlogopappa,Tasmanian Seed Conservation Centre,Anderson Islands. Franklin Sound. South east side of Little Anderson Island.,-40.292556,148.114278,,,,,,,,,6/20/2007,,,,,,,,,,,,,,,,,,,68,,,,,,,,,seeds_collected_at_-40.292556_lat_and_148.114278_long
003421-a-trial,003421-a,Olearia phlogopappa subsp. phlogopappa,Tasmanian Seed Conservation Centre,Anderson Islands. Franklin Sound. South east side of Little Anderson Island.,-40.292556,148.114278,,,,,,,,,6/20/2007,,,,,,,,,,,6/20/2007,,,,,,25,,78,,,,,,,,,seeds_collected_at_-40.292556_lat_and_148.114278_long
003421-a-trial-retest,003421-a,Olearia phlogopappa subsp. phlogopappa,Tasmanian Seed Conservation Centre,Anderson Islands. Franklin Sound. South east side of Little Anderson Island.,-40.292556,148.114278,,,,,,,,,6/20/2007,,,,,,,,,,,,,,,,,,,68,,,,,,,,,seeds_collected_at_-40.292556_lat_and_148.114278_long
003113-a-trial,003113-a,Rumex brownii,Tasmanian Seed Conservation Centre,Flinders Island. Franklin Sound. Western side of Little Anderson Island.,-40.292556,148.114278,,,,,,,,,3/22/2007,,,,,,,,,,,3/22/2007,,,,,,20,,100,,,,,,,,,seeds_collected_at_-40.292556_lat_and_148.114278_long_2
003113-a-trial-retest,003113-a,Rumex brownii,Tasmanian Seed Conservation Centre,Flinders Island. Franklin Sound. Western side of Little Anderson Island.,-40.292556,148.114278,,,,,,,,,3/22/2007,,,,,,,,,,,,,,,,,,,97,,,,,,,,,seeds_collected_at_-40.292556_lat_and_148.114278_long_2
003399-a,003399-a,Bulbine crassa,Tasmanian Seed Conservation Centre,Cape Barren Island. Franklin Sound. Neds Reef.,-40.332778,148.073806,,4076,,4.918,,,-20,,3/21/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.332778_lat_and_148.073806_long
003124-a,003124-a,Leucopogon esquamatus,Tasmanian Seed Conservation Centre,Cape Barren Island. Deep Bay. Side of track not far from beach to west of Rooks River.,-40.344722,148.158611,,1266,,4.232,,,-20,,3/22/2007,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.344722_lat_and_148.158611_long
005093-a,005093-a,Calystegia marginata,Tasmanian Seed Conservation Centre,Cape Barren Island. Mont Munro-Big Hill massif. Bull Scrub Creek.,-40.366667,148.1,,1365,,14.1536,,,-20,12/17/2007,7/17/2008,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.366667_lat_and_148.1_long
005093-a-trial,005093-a,Calystegia marginata,Tasmanian Seed Conservation Centre,Cape Barren Island. Mont Munro-Big Hill massif. Bull Scrub Creek.,-40.366667,148.1,,,,,,,,12/17/2007,7/17/2008,,,,,,,,,,,7/17/2008,,,,,,22,,96,,,,,,,,,seeds_collected_at_-40.366667_lat_and_148.1_long
010087-S34,010087-S34,Thelymitra erosa,Tasmanian Seed Conservation Centre,Three Hummock Island. Three Hummock Island State Reserve.,-40.451611,144.911056,,13500,,0.0024,,,-20,11/27/2008,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.451611_lat_and_144.911056_long
010076-a,010076-a,Prasophyllum atratum,Tasmanian Seed Conservation Centre,Three Hummock Island. Three Hummock Island State Reserve.,-40.451611,144.911056,,774,,0.049,,,-20,11/27/2008,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.451611_lat_and_144.911056_long
010098-S35,010098-S35,Caladenia latifolia,Tasmanian Seed Conservation Centre,Three Hummock Island. Three Hummock Island State Reserve.,-40.451611,144.911056,,6513,,0.00388,,,-20,11/27/2008,4/22/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.451611_lat_and_144.911056_long
008250-a,008250-a,Isopogon ceratophyllus,Tasmanian Seed Conservation Centre,Clarke Island. Start of Seal Point peninsula.,-40.506333,148.202139,,1068,,2.3636,,,-20,,7/21/2009,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.506333_lat_and_148.202139_long
008272-a,008272-a,Senecio pinnatifolius var. capillifolius,Tasmanian Seed Conservation Centre,Clarke Island. Dip Point.,-40.509472,148.116139,,3602,,0.37,,,-20,,7/21/2009,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.509472_lat_and_148.116139_long
008272-a,008272-a,Senecio pinnatifolius var. capillifolius,Tasmanian Seed Conservation Centre,Clarke Island. Dip Point.,-40.509472,148.116139,,3602,,0.37,,,-20,,7/21/2009,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-40.509472_lat_and_148.116139_long
