current full name without authority,Endemicity_level,Growth Form,Growth Form_1,Growth Form_2,Raunkier_life_form,Height_max (m),Clonality,Photosynthetic pathway,MIN length Leaf (mm),MAX length Leaf (mm),MIN width Leaf (mm),MAX width Leaf (mm),Leaf_type,Laminar Unit Area (mm2),1_Nutrient_uptake_strategy,1_Dispersal_mode,Fruit_type,Fruit_functional_type,Min_length_fruit(mm),Max_length_fruit(mm),Min_breadth_fruit(mm),Max_breadth_fruit(mm),Seed_mass (g),1_Pollination_syndrome,Sex habit,References,regen_strategy
Enneapogon polyphyllus,Australia,Tussock,NA,NA,Therophyte Hemicryophyte,0.48,not_vegetative,C4,NA,NA,1,3,simple,NA,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1,2,NA,NA,0.00222,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC,NA
Enneapogon purpurascens,Australia,Tussock,NA,NA,Therophyte Hemicryophyte,0.75,not_vegetative,C4,NA,NA,1,5,simple,NA,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1,2,NA,NA,NA,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Enneapogon robustissimus,Australia,Tussock,NA,NA,Hemicryophyte,1.07,not_vegetative,C4,NA,NA,2,5,simple,NA,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,1.3,NA,NA,NA,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Enneapogon truncatus,Australia,Tussock,NA,NA,Hemicryophyte,0.5,not_vegetative,C4,60,240,2,3,simple,225,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1.1,1.8,NA,NA,NA,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Enneapogon virens,Australia,Tussock,NA,NA,Hemicryophyte,0.6,not_vegetative,C4,NA,NA,1,3,simple,NA,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1.3,1.9,NA,NA,NA,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Enteropogon acicularis,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1,not_vegetative,C4,50,500,1.8,4,simple,478.5,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,5.8e-4,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC,NA
Enteropogon dolichostachyus,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1,not_vegetative,C4,80,300,2.5,8,simple,598.5,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Enteropogon minutus,Australia,Tussock,NA,NA,Hemicryophyte,0.9,not_vegetative,C4,50,150,2,3.5,simple,165,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1.8,2.3,NA,NA,NA,Wind,hermaphrodite,AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Enteropogon paucispiceus,Queensland,Tussock,NA,NA,Hemicryophyte,0.6,not_vegetative,C4,30,100,0.5,1.7,simple,42.9,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,2,5,NA,NA,NA,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Enteropogon ramosus,Australia,Tussock,NA,NA,Hemicryophyte,1,not_vegetative,C4,30,200,1.5,5,simple,224.25,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,2,5,NA,NA,7.35e-4,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC,NA
Enteropogon unispiceus,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,0.51,not_vegetative,C4,30,100,0.5,1.5,simple,39,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Entolasia,NA,NA,NA,NA,NA,NA,not_vegetative,NA,NA,NA,NA,NA,simple,NA,NA,NA,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,NA,NA,NA,NA
Entolasia marginata,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,2,vegetative,C3,30,200,2,15,simple,586.5,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal below ground
Entolasia stricta,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1.2,vegetative,C3,5,100,1,7,simple,126,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,8.25e-4,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC,Clonal below ground
Entolasia whiteana,Australia,Tussock,NA,NA,Hemicryophyte,0.8,vegetative,C3,10,100,1,5,simple,99,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,2.5,3,NA,NA,NA,Wind,hermaphrodite,AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal below ground
Eragrostiella bifaria var. bifaria,NA,Tussock,NA,NA,NA,NA,not_vegetative,NA,NA,NA,NA,NA,simple,NA,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,NA,AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Eragrostis,NA,NA,NA,NA,NA,NA,not_vegetative,NA,NA,NA,NA,NA,NA,NA,NA,NA,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,NA,NA,NA
Eragrostis amabilis,Cosmopolitan,Tussock,NA,NA,Therophyte,0.5,not_vegetative,C4,20,90,1,3,simple,66,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,0.5,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI,NA
Eragrostis basedowii,Australia,Tussock,NA,NA,Therophyte,0.55,not_vegetative,C4,30,260,2,5,simple,304.5,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase,NA
Eragrostis brownii,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,0.6,not_vegetative,C4,100,250,1,3,simple,210,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,0.7,NA,NA,7e-5,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI/ePIC,NA
Eragrostis capitula,Queensland,Tussock,NA,NA,Hemicryophyte,0.5,not_vegetative,C4,120,250,2,4,simple,333,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.5,0.6,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase,NA
Eragrostis cilianensis,NA,Tussock,NA,NA,Therophyte,0.9,not_vegetative,C4,50,200,2,8,simple,375,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.5,0.7,NA,NA,7.5e-5,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI/ePIC,NA
Eragrostis concinna,Australia,Tussock,NA,NA,Hemicryophyte,1.2,not_vegetative,C4,60,200,1,5,simple,234,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,0.5,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI,NA
Eragrostis cumingii,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1,not_vegetative,C4,50,100,1,3.5,simple,101.25,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,4,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI,NA
Eragrostis curvula,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1.2,not_vegetative,C4,100,300,1,3,simple,240,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,0.7,NA,NA,7.2e-5,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI/ePIC,NA
Eragrostis dielsii,Australia,Tussock,NA,NA,Therophyte Hemicryophyte,0.55,not_vegetative,C4,40,80,1,3.5,simple,81,arbuscular mycorrhiza,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,6.8e-5,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI/ePIC/Wang & Qiu 2006,NA
Eragrostis elongata,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,0.9,not_vegetative,C4,100,210,0.2,0.4,simple,27.9,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI,NA
Eragrostis exigua,Australia,Tussock,NA,NA,Therophyte,1.24,not_vegetative,C4,NA,NA,2,5,simple,NA,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.3,0.5,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase,NA
Eragrostis falcata,Australia,Tussock,NA,NA,Hemicryophyte,0.6,not_vegetative,C4,20,80,1,1,simple,30,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,1,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI,NA
Eragrostis fallax,Australia,Tussock,NA,NA,Hemicryophyte,0.9,not_vegetative,C4,150,300,2,5,simple,472.5,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.4,0.6,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI,NA
Eragrostis filicaulis,Australia,Tussock,NA,NA,Hemicryophyte,0.6,not_vegetative,C4,NA,NA,NA,1,simple,NA,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.3,0.5,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase,NA
Eragrostis interrupta,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1.5,not_vegetative,C4,NA,350,2,6,simple,840,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,0.6,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI,NA
Eragrostis jacobsiana,Australia,Tussock,NA,NA,Therophyte Hemicryophyte,0.6,not_vegetative,C4,50,90,2,3,simple,105,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,0.5,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/GrassBase,NA
Eragrostis lacunaria,Australia,Tussock,NA,NA,Therophyte Hemicryophyte,0.6,not_vegetative,C4,20,70,1,2,simple,40.5,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,0.5,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI,NA
Eragrostis leptocarpa,Australia,Tussock,NA,NA,Therophyte Hemicryophyte,0.85,not_vegetative,C4,100,150,2,3.8,simple,217.5,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.75,1.25,NA,NA,3.8e-5,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/ePIC,NA
Eragrostis leptostachya,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1,not_vegetative,C4,150,250,2,3,simple,300,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,1,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI,NA
Eragrostis longipedicellata,Queensland,Tussock,NA,NA,Hemicryophyte,0.8,not_vegetative,C4,50,100,1,1,simple,45,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,0.6,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase,NA
Eragrostis megalosperma,Australia,Tussock,NA,NA,Hemicryophyte,1.2,not_vegetative,C4,NA,NA,0.5,2.5,simple,NA,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI,NA
Eragrostis mexicana,Cosmopolitan,Tussock,NA,NA,Therophyte,1.2,not_vegetative,C4,50,300,3,10,simple,682.5,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.2,0.6,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI,NA
Eragrostis microcarpa,Australia,Tussock,NA,NA,Hemicryophyte,0.6,not_vegetative,C4,50,100,1,2,simple,67.5,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,0.4,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase,NA
Eragrostis minor,Cosmopolitan,Tussock,NA,NA,Therophyte,0.6,not_vegetative,C4,30,120,1,6,simple,157.5,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.7,0.8,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI,NA
Eragrostis parviflora,Cosmopolitan,Tussock,NA,NA,Therophyte,1.35,not_vegetative,C4,60,300,2,5,simple,378,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,0.5,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI,NA
Eragrostis pergracilis,Australia,Tussock,NA,NA,Therophyte Hemicryophyte,0.45,not_vegetative,C4,10,50,1,1.5,simple,22.5,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.45,0.55,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase,NA
Eragrostis pilosa,Cosmopolitan,Tussock,NA,NA,Therophyte,0.83,not_vegetative,C4,20,200,1,4,simple,165,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.6,1,NA,NA,4.5e-5,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI/ePIC,NA
Eragrostis pubescens,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,0.8,not_vegetative,C4,70,150,2,5.5,simple,247.5,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,5,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI,NA
Eragrostis rigidiuscula,Australia,Tussock,NA,NA,Hemicryophyte,1,not_vegetative,C4,200,300,1,5,simple,450,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI,NA
Eragrostis schultzii,Australia,Tussock,NA,NA,Hemicryophyte,1.5,not_vegetative,C4,100,300,3,8,simple,660,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI,NA
Eragrostis setifolia,Australia,Tussock,NA,NA,Hemicryophyte,0.6,vegetative,C4,40,130,1,2,simple,76.5,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,0.9,NA,NA,5.5e-5,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI/ePIC,Clonal below ground
Eragrostis sororia,Australia,Tussock,NA,NA,Hemicryophyte,0.7,not_vegetative,C4,NA,NA,2,3,simple,NA,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI,NA
Eragrostis spartinoides,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,0.85,not_vegetative,C4,NA,NA,1,3,simple,NA,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI,NA
Eragrostis speciosa,Australia,Tussock,NA,NA,Hemicryophyte,1.4,not_vegetative,C4,150,250,1,2,simple,180,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,0.5,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI,NA
Eragrostis stagnalis,Australia,Tussock,NA,NA,Hemicryophyte,0.95,not_vegetative,C4,NA,NA,1,2.8,simple,NA,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.5,0.8,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase,NA
Eragrostis stenostachya,Australia,Tussock,NA,NA,Hemicryophyte,0.6,not_vegetative,C4,50,150,1,2,simple,90,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI,NA
Eragrostis sterilis,Australia,Tussock,NA,NA,Hemicryophyte,0.9,not_vegetative,C4,100,160,1,2,simple,117,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,0.6,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase,NA
Eragrostis subtilis,Australia,Tussock,NA,NA,Hemicryophyte,0.6,not_vegetative,C4,NA,NA,1,1,simple,NA,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.4,0.5,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase,NA
Eragrostis tenellula,Australia,Tussock,NA,NA,Therophyte,0.96,not_vegetative,C4,NA,300,2,6,simple,720,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI,NA
Eragrostis tenuifolia,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,0.92,not_vegetative,C4,40,300,1,4,simple,255,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,1,NA,NA,1.63e-4,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/APNI,NA
Eragrostis triquetra,Queensland,Tussock,NA,NA,Hemicryophyte,0.3,not_vegetative,C4,NA,NA,1,1.5,simple,NA,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.3,0.6,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase,NA
Eragrostis unioloides,Cosmopolitan,Tussock,NA,NA,Therophyte,0.72,not_vegetative,C4,30,100,2,5,simple,136.5,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,0.7,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase/APNI,NA
Eragrostis xerophila,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,0.5,not_vegetative,C4,20,80,0.5,4.5,simple,75,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,Flora of NSW 1993/Flora of Australia 2002/AusGrass/GrassBase,NA
Eremochloa bimaculata,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,0.8,vegetative,C4,50,120,2,5,simple,178.5,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal below ground
Eremochloa muricata,Cosmopolitan,Tussock,Short Basal,NA,Hemicryophyte,0.6,vegetative,C4,10,170,2,6,simple,216,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI/NCA 2006/EPBC 1999,Clonal below ground
Eriachne,NA,NA,NA,NA,NA,NA,not_vegetative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriachne aristidea,Australia,Tussock,NA,NA,Therophyte Hemicryophyte,0.48,not_vegetative,C4,70,190,3,6,simple,351,arbuscular mycorrhiza,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,3,3.5,NA,NA,0.0014,Wind,hermaphrodite,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI/ePIC/Wang & Qiu 2006,NA
Eriachne armitii,Cosmopolitan,Tussock,NA,NA,Therophyte Hemicryophyte,0.5,not_vegetative,C4,NA,NA,2,6,simple,NA,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1.5,2,NA,NA,NA,Wind,hermaphrodite,AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Eriachne basalis,Australia,Tussock,NA,NA,Therophyte,0.6,not_vegetative,C4,100,200,2,3,simple,225,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,2,NA,NA,NA,Wind,hermaphrodite,AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Eriachne benthamii,Australia,Tussock,NA,NA,Hemicryophyte,0.9,not_vegetative,C4,90,180,2,4.5,simple,263.25,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1.5,3,NA,NA,NA,Wind,hermaphrodite,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI,NA
Eriachne burkittii,Australia,Tussock,NA,NA,Therophyte Hemicryophyte,1.25,not_vegetative,C4,100,350,3,5,simple,540,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI,NA
Eriachne ciliata,Australia,Tussock,NA,NA,Therophyte Hemicryophyte,0.35,not_vegetative,C4,NA,400,1,4,simple,600,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,3.6e-4,Wind,hermaphrodite,AusGrass/GrassBase/Watson & Dallwitz 1992/APNI/ePIC,NA
Eriachne filiformis,Australia,Tussock,NA,NA,Therophyte Hemicryophyte,0.6,not_vegetative,C4,20,50,0.5,0.5,simple,10.5,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1.5,3,NA,NA,NA,Wind,hermaphrodite,AusGrass/GrassBase/Watson & Dallwitz 1992,NA
