Family,Original taxon in paper ,Accepted taxon name in Plant List www.theplantlist.org/,Specific Location,Latitude,Longitude ,Country,Original source
Fabaceae,Hardenbergia violacea,Hardenbergia violacea,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Dilleniaceae,Hibbertia dentata,unresolved,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Apocynaceae,Marsdenia rostrata,Pergularia rostrata,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Rubiaceae,Morinda jasminoides,Morinda jasminoides,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Rubiaceae,Morinda jasminoides,Morinda jasminoides,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Rubiaceae,Morinda jasminoides,Morinda jasminoides,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Monimiaceae,Palmeria scandens,unresolved,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Bignoniaceae,Pandorea pandorana,Pandorea pandorana,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Bignoniaceae,Pandorea pandorana,Pandorea pandorana,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Bignoniaceae,Pandorea pandorana,Pandorea pandorana,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Apocynaceae,Parsonsia straminea,Parsonsia straminea,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Smilacaceae,Smilax australis,Smilax australis,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Smilacaceae,Smilax glyciphylla,Smilax glyciphylla,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Smilacaceae,Smilax glyciphylla,Smilax glyciphylla,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Smilacaceae,Smilax glyciphylla,Smilax glyciphylla,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Smilacaceae,Smilax glyciphylla,Smilax glyciphylla,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Menispermaceae,Stephania japonica,Stephania japonica,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Pittosporaceae,Billardiera scandens,Billardiera scandens,site location ask Michelle ,-34.00,151.00,Australia,"Lake, J. C., & Leishman, M. R. (2004). Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological conservation, 117(2), 215-226."
Fabaceae,Glycine clandestina,Glycine clandestina,Louth,-32.75,151.55,Australia,"Leishman, M. R., & Westoby, M. (1994). Hypotheses on seed size: tests using the semiarid flora of western New South Wales, Australia. American Naturalist, 890-906."
Oleaceae,Jasminum lineare,Jasminum didymum subsp. lineare ,Louth,-32.75,151.55,Australia,"Leishman, M. R., & Westoby, M. (1994). Hypotheses on seed size: tests using the semiarid flora of western New South Wales, Australia. American Naturalist, 890-906."
Apocynaceae,Marsdenia australis,Marsdenia australis,Louth,-32.75,151.55,Australia,"Leishman, M. R., & Westoby, M. (1994). Hypotheses on seed size: tests using the semiarid flora of western New South Wales, Australia. American Naturalist, 890-906."
Apocynaceae,Parsonsia eucalyptophylla,Parsonsia eucalyptophylla,Louth,-32.75,151.55,Australia,"Leishman, M. R., & Westoby, M. (1994). Hypotheses on seed size: tests using the semiarid flora of western New South Wales, Australia. American Naturalist, 890-906."
Philesiaceae,Eustrephus latifolius,Eustrephus latifolius,Dorrigo ,-30.32,152.71,Australia,"Leishman, M. R., Thomson, V. P., & Cooke, J. (2010). Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology, 98(1), 28-42."
Fabaceae,Glycine microphylla,Glycine microphylla,"Cumberland Plain Woodland, Scheyville",-33.61,150.88,Australia,"Leishman, M. R., Thomson, V. P., & Cooke, J. (2010). Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology, 98(1), 28-42."
Proteaceae,Grevillea laurifolia,Grevillea laurifolia,Blackheath,-33.63,150.28,Australia,"Leishman, M. R., Thomson, V. P., & Cooke, J. (2010). Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology, 98(1), 28-42."
Fabaceae,Hardenbergia violacea,Hardenbergia violacea,"Cumberland Plain Woodland, Scheyville",-33.61,150.88,Australia,"Leishman, M. R., Thomson, V. P., & Cooke, J. (2010). Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology, 98(1), 28-42."
Apocynaceae,Marsdenia rostrata,Pergularia rostrata,Dorrigo ,-30.32,152.71,Australia,"Leishman, M. R., Thomson, V. P., & Cooke, J. (2010). Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology, 98(1), 28-42."
Ripogonaceae,Ripogonum album,Not present in The Plant List,Dorrigo ,-30.32,152.71,Australia,"Leishman, M. R., Thomson, V. P., & Cooke, J. (2010). Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology, 98(1), 28-42."
Rosaceae,Rubus hillii,unresolved,Dorrigo ,-30.32,152.71,Australia,"Leishman, M. R., Thomson, V. P., & Cooke, J. (2010). Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology, 98(1), 28-42."
Smilacaceae,Smilax glyciphylla,Smilax glyciphylla,Pymble ,-33.75,151.14,Australia,"Leishman, M. R., Thomson, V. P., & Cooke, J. (2010). Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology, 98(1), 28-42."
Moraceae,Trophis scandens,Alchornea scandens,"Cape Tribulation, north Queensland,
Australia",-16.12,145.43,Australia,"Liddell, M. J., Nieullet, N., Campoe, O. C., & Freiberg, M. (2007). Assessing the above?ground biomass of a complex tropical rainforest using a canopy crane. Austral Ecology, 32(1), 43-58."
Vitaceae,Cayratia clematidea,Cayratia clematidea,"Ludovic Blackwood Sanctuary Reserve, Beecroft NSW",-33.75,151.07,Australia,"Llorens, A. M., & Leishman, M. R. (2008). Climbing strategies determine light availability for both vines and associated structural hosts. Australian Journal of Botany, 56(6), 527-534."
Ranunculaceae,Clematis aristata,Clematis aristata,"Ludovic Blackwood Sanctuary Reserve, Beecroft NSW",-33.75,151.07,Australia,"Llorens, A. M., & Leishman, M. R. (2008). Climbing strategies determine light availability for both vines and associated structural hosts. Australian Journal of Botany, 56(6), 527-534."
Ranunculaceae,Clematis glycinoides,Clematis glycinoides,"Ludovic Blackwood Sanctuary Reserve, Beecroft NSW",-33.75,151.07,Australia,"Llorens, A. M., & Leishman, M. R. (2008). Climbing strategies determine light availability for both vines and associated structural hosts. Australian Journal of Botany, 56(6), 527-534."
Philesiaceae,Eustrephus latifolius,Eustrephus latifolius,"Ludovic Blackwood Sanctuary Reserve, Beecroft NSW",-33.75,151.07,Australia,"Llorens, A. M., & Leishman, M. R. (2008). Climbing strategies determine light availability for both vines and associated structural hosts. Australian Journal of Botany, 56(6), 527-534."
Fabaceae,Kennedia rubicunda,Kennedia rubicunda,"Ludovic Blackwood Sanctuary Reserve, Beecroft NSW",-33.75,151.07,Australia,"Llorens, A. M., & Leishman, M. R. (2008). Climbing strategies determine light availability for both vines and associated structural hosts. Australian Journal of Botany, 56(6), 527-534."
Bignoniaceae,Pandorea pandorana,Pandorea pandorana,"Ludovic Blackwood Sanctuary Reserve, Beecroft NSW",-33.75,151.07,Australia,"Llorens, A. M., & Leishman, M. R. (2008). Climbing strategies determine light availability for both vines and associated structural hosts. Australian Journal of Botany, 56(6), 527-534."
Vitaceae,Cissus hypoglauca,unresolved,"Mitchell River, Victoria",-37.54,148.86,Australia,"Melick, D. R., & Ashton, D. H. (1991). The Effects of natural disturbances on warm temperate rain-forests in south-eastern Australia. Australian journal of botany, 39(1), 1-30."
Ranunculaceae,Clematis aristata,Clematis aristata,"Mitchell River, Victoria",-37.54,148.86,Australia,"Melick, D. R., & Ashton, D. H. (1991). The Effects of natural disturbances on warm temperate rain-forests in south-eastern Australia. Australian journal of botany, 39(1), 1-30."
Philesiaceae,Eustrephus latifolius,Eustrephus latifolius,"Mitchell River, Victoria",-37.54,148.86,Australia,"Melick, D. R., & Ashton, D. H. (1991). The Effects of natural disturbances on warm temperate rain-forests in south-eastern Australia. Australian journal of botany, 39(1), 1-30."
Gesneriaceae,Fieldia australis,Fieldia australis,"Mitchell River, Victoria",-37.54,148.86,Australia,"Melick, D. R., & Ashton, D. H. (1991). The Effects of natural disturbances on warm temperate rain-forests in south-eastern Australia. Australian journal of botany, 39(1), 1-30."
Philesiaceae,Geitonoplesium cymosum,Geitonoplesium cymosum,"Mitchell River, Victoria",-37.54,148.86,Australia,"Melick, D. R., & Ashton, D. H. (1991). The Effects of natural disturbances on warm temperate rain-forests in south-eastern Australia. Australian journal of botany, 39(1), 1-30."
Apocynaceae,Marsdenia rostrata,Pergularia rostrata,"Mitchell River, Victoria",-37.54,148.86,Australia,"Melick, D. R., & Ashton, D. H. (1991). The Effects of natural disturbances on warm temperate rain-forests in south-eastern Australia. Australian journal of botany, 39(1), 1-30."
Rubiaceae,Morinda jasminoides,Morinda jasminoides,"Mitchell River, Victoria",-37.54,148.86,Australia,"Melick, D. R., & Ashton, D. H. (1991). The Effects of natural disturbances on warm temperate rain-forests in south-eastern Australia. Australian journal of botany, 39(1), 1-30."
Bignoniaceae,Pandorea pandorana,Pandorea pandorana,"Mitchell River, Victoria",-37.54,148.86,Australia,"Melick, D. R., & Ashton, D. H. (1991). The Effects of natural disturbances on warm temperate rain-forests in south-eastern Australia. Australian journal of botany, 39(1), 1-30."
Apocynaceae,Parsonsia brownii,Parsonsia brownii,"Mitchell River, Victoria",-37.54,148.86,Australia,"Melick, D. R., & Ashton, D. H. (1991). The Effects of natural disturbances on warm temperate rain-forests in south-eastern Australia. Australian journal of botany, 39(1), 1-30."
Ripogonaceae,Ripogonum album,Not present in The Plant List,"Mitchell River, Victoria",-37.54,148.86,Australia,"Melick, D. R., & Ashton, D. H. (1991). The Effects of natural disturbances on warm temperate rain-forests in south-eastern Australia. Australian journal of botany, 39(1), 1-30."
Menispermaceae,Sarcopetalum harveyanum,unresolved,"Mitchell River, Victoria",-37.54,148.86,Australia,"Melick, D. R., & Ashton, D. H. (1991). The Effects of natural disturbances on warm temperate rain-forests in south-eastern Australia. Australian journal of botany, 39(1), 1-30."
Smilacaceae,Smilax australis,Smilax australis,"Mitchell River, Victoria",-37.54,148.86,Australia,"Melick, D. R., & Ashton, D. H. (1991). The Effects of natural disturbances on warm temperate rain-forests in south-eastern Australia. Australian journal of botany, 39(1), 1-30."
Apocynaceae,Tylophora barbata,Vincetoxicum barbatum,"Mitchell River, Victoria",-37.54,148.86,Australia,"Melick, D. R., & Ashton, D. H. (1991). The Effects of natural disturbances on warm temperate rain-forests in south-eastern Australia. Australian journal of botany, 39(1), 1-30."
Pandanaceae,Freycinetia excelsa,Freycinetia excelsa,"Mt. Spec State Forest, QLD",-18.95,146.18,Australia,"Talley, S. M., Setzer, W. N., & Jackes, B. R. (1996). Host associations of two adventitious-root-climbing vines in a North Queensland tropical rain forest.Biotropica."
Piperaceae,Piper caninum,Piper caninum,"Mt. Spec State Forest, QLD",-18.95,146.18,Australia,"Talley, S. M., Setzer, W. N., & Jackes, B. R. (1996). Host associations of two adventitious-root-climbing vines in a North Queensland tropical rain forest.Biotropica."
Lauraceae,Cassytha pubescens,Cassytha pubescens,"Girraween National Park, SE QLD",-28.83,151.92,Australia,"Watson, P., & Wardell?Johnson, G. (2004). Fire frequency and time?since?fire effects on the open?forest and woodland flora of Girraween National Park, south?east Queensland, Australia. Austral Ecology, 29(2), 225-236."
Fabaceae,Hardenbergia violacea,Hardenbergia violacea,"Girraween National Park, SE QLD",-28.83,151.92,Australia,"Watson, P., & Wardell?Johnson, G. (2004). Fire frequency and time?since?fire effects on the open?forest and woodland flora of Girraween National Park, south?east Queensland, Australia. Austral Ecology, 29(2), 225-236."
