site,date,Plant,InsectOrder,InsectGrouporFamily,Insectspecies,Individuals,PollinationVectorKnown,PollinationVectorSourceTerm,PollinationVectorSourceColumn,
1000m,11/7/2021,Acrothemnus hookeri,Diptera,Calliphoridae,nr. Calliphora (incertae sedis) sp. 4,1,carrion_fly,Calliphoridae,InsectGrouporFamily,
1000m,11/7/2021,Acrothemnus hookeri,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1000m,11/7/2021,Acrothemnus hookeri,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1000m,11/7/2021,Acrothemnus hookeri,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1000m,11/7/2021,Asperulla pusilla,Diptera,Tachinidae,cf. Cuphocera sp. 1 ,1,fly,Diptera,InsectOrder,
1000m,11/7/2021,Asperulla pusilla,Diptera,Exoristinae,indet. Exoristinae gen. 2 sp. 1,1,fly,Diptera,InsectOrder,
1400m,11/7/2021,Brachyscome spathulata,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1400m,11/7/2021,Brachyscome spathulata,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1400m,11/7/2021,Brachyscome spathulata,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1400m,11/7/2021,Brachyscome spathulata,Formicidae,Formicidae,Formicidae,1,ant,Formicidae,InsectOrder,
1400m,11/7/2021,Brachyscome spathulata,Hymenoptera,Chrysadidae,Chrysadidae sp.,1,wasp,Chrysididae,InsectOrder,error
1400m,11/7/2021,Brachyscome spathulata,Hymenoptera,Chrysadidae,Chrysadidae sp.,1,wasp,Chrysididae,InsectOrder,error
1400m,11/7/2021,Brachyscome spathulata,Hymenoptera,Chrysadidae,Chrysadidae sp.,1,wasp,Chrysididae,InsectOrder,error
1400m,11/7/2021,Brachyscome spathulata,Hymenoptera,Chrysadidae,Chrysadidae sp.,1,wasp,Chrysididae,InsectOrder,error
1400m,11/7/2021,Brachyscome spathulata,Hymenoptera,Chrysadidae,Chrysadidae sp.,1,wasp,Chrysididae,InsectOrder,error
1400m,11/7/2021,Brachyscome spathulata,Hymenoptera,Chrysadidae,Chrysadidae sp.,1,wasp,Chrysididae,InsectOrder,error
1400m,11/7/2021,Brachyscome spathulata,Hymenoptera,Chrysadidae,Chrysadidae sp.,1,wasp,Chrysididae,InsectOrder,error
1200m,11/7/2021,Daviesia mimosoides,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1200m,11/7/2021,Daviesia mimosoides,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1200m,11/7/2021,Daviesia mimosoides,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1200m,11/7/2021,Daviesia mimosoides,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1200m,11/7/2021,Daviesia mimosoides,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1200m,11/7/2021,Daviesia mimosoides,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1200m,11/7/2021,Daviesia mimosoides,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1200m,11/7/2021,Daviesia mimosoides,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1200m,11/7/2021,Daviesia mimosoides,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1200m,11/7/2021,Daviesia mimosoides,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1200m,11/7/2021,Daviesia mimosoides,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1200m,11/7/2021,Daviesia mimosoides,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1200m,11/7/2021,Daviesia mimosoides,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1200m,11/7/2021,Daviesia mimosoides,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1200m,11/7/2021,Daviesia mimosoides,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1200m,11/7/2021,Daviesia mimosoides,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1200m,11/7/2021,Daviesia mimosoides,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1200m,11/7/2021,Daviesia mimosoides,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1200m,11/7/2021,Daviesia mimosoides,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1200m,11/7/2021,Daviesia mimosoides,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1200m,11/7/2021,Daviesia mimosoides,Hymenoptera,Halictidae,Lasioglossum (Parasphecodes) sp. 1,1,sweat_bee,Halictidae,InsectGrouporFamily,
1200m,11/7/2021,Daviesia mimosoides,Hymenoptera,Colletidae,Leioproctus maculatus,1,bee,Colletidae,InsectGrouporFamily,
1200m,11/7/2021,Daviesia mimosoides,Hymenoptera,Colletidae,Trichocolletes fuscus,1,bee,Colletidae,InsectGrouporFamily,
1000m,11/7/2021,Geranium retrorsum,Hymenoptera,Halictidae,Lasioglossum (Austrevylaeus) sp. 2,1,sweat_bee,Halictidae,InsectGrouporFamily,
1200m,11/7/2021,Grevillea lanigera,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1200m,11/7/2021,Grevillea lanigera,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1200m,11/7/2021,Grevillea lanigera,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1200m,11/7/2021,Grevillea lanigera,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1200m,11/7/2021,Grevillea lanigera,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1200m,11/7/2021,Grevillea lanigera,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1000m,11/7/2021,Hypochaeris radicata,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1000m,11/7/2021,Hypochaeris radicata,Hymenoptera,Halictidae,Lasioglossum (Austrevylaeus) sp. 2,1,sweat_bee,Halictidae,InsectGrouporFamily,
1000m,11/7/2021,Hypochaeris radicata,Hymenoptera,Halictidae,Lasioglossum (Austrevylaeus) sp. 2,1,sweat_bee,Halictidae,InsectGrouporFamily,
1000m,11/7/2021,Mirbelia oxylobioides,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1000m,11/7/2021,Mirbelia oxylobioides,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1000m,11/7/2021,Mirbelia oxylobioides,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1000m,11/7/2021,Mirbelia oxylobioides,Hymenoptera,Halictidae,Homalictus sphecodoides,1,sweat_bee,Halictidae,InsectGrouporFamily,
1000m,11/7/2021,Mirbelia oxylobioides,Hymenoptera,Colletidae,Hylaeus daviesia,1,bee,Colletidae,InsectGrouporFamily,
1000m,11/7/2021,Mirbelia oxylobioides,Hymenoptera,Colletidae,Hylaeus probligenatus,1,bee,Colletidae,InsectGrouporFamily,
1000m,11/7/2021,Mirbelia oxylobioides,Hymenoptera,Halictidae,Lasioglossum (Austrevylaeus) sp. 2,1,sweat_bee,Halictidae,InsectGrouporFamily,
1000m,11/7/2021,Mirbelia oxylobioides,Hymenoptera,Halictidae,Lasioglossum (Austrevylaeus) sp. 2,1,sweat_bee,Halictidae,InsectGrouporFamily,
1000m,11/7/2021,Mirbelia oxylobioides,Hymenoptera,Halictidae,Lasioglossum (Chilalictus) imitans,1,sweat_bee,Halictidae,InsectGrouporFamily,
1000m,11/7/2021,Mirbelia oxylobioides,Hymenoptera,Colletidae,Leioproctus sp. 2,1,bee,Colletidae,InsectGrouporFamily,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Diptera,Muscidae,cf. Limnophora sp. 1,1,fly,Diptera,InsectOrder,
1000m,11/7/2021,Olearia phlogopappa,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1000m,11/7/2021,Olearia phlogopappa,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1000m,11/7/2021,Olearia phlogopappa,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1000m,11/7/2021,Olearia phlogopappa,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1000m,11/7/2021,Olearia phlogopappa,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1000m,11/7/2021,Olearia phlogopappa,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1000m,11/7/2021,Olearia phlogopappa,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1000m,11/7/2021,Olearia phlogopappa,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1000m,11/7/2021,Olearia phlogopappa,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1000m,11/7/2021,Olearia phlogopappa,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1000m,11/7/2021,Olearia phlogopappa,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1000m,11/7/2021,Olearia phlogopappa,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1000m,11/7/2021,Olearia phlogopappa,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1000m,11/7/2021,Olearia phlogopappa,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1000m,11/7/2021,Olearia phlogopappa,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1000m,11/7/2021,Olearia phlogopappa,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1000m,11/7/2021,Olearia phlogopappa,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1000m,11/7/2021,Oxalis perennans,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1000m,11/7/2021,Oxalis perennans,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1000m,11/7/2021,Oxalis perennans,Hymenoptera,Halictidae,Lasioglossum (Austrevylaeus) sp. 2,1,sweat_bee,Halictidae,InsectGrouporFamily,
1400m,11/7/2021,Ranunculus graniticola,Coleoptera,Cantharidae,Chaulignathus lugubris,1,beetle,Coleoptera,InsectOrder,
1200m,11/7/2021,Ranunculus graniticola,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1400m,11/7/2021,Ranunculus graniticola,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1400m,11/7/2021,Ranunculus graniticola,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1400m,11/7/2021,Ranunculus graniticola,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1400m,11/7/2021,Ranunculus graniticola,Hymenoptera,Chrysadidae,Chrysadidae sp.,1,wasp,Chrysididae,InsectOrder,error
1400m,11/7/2021,Ranunculus graniticola,Hymenoptera,Chrysadidae,Chrysadidae sp.,1,wasp,Chrysididae,InsectOrder,error
1400m,11/7/2021,Ranunculus graniticola,Hymenoptera,Chrysadidae,Chrysadidae sp.,1,wasp,Chrysididae,InsectOrder,error
1400m,11/7/2021,Ranunculus graniticola,Hymenoptera,Chrysadidae,Chrysadidae sp.,1,wasp,Chrysididae,InsectOrder,error
1400m,11/7/2021,Ranunculus graniticola,Hymenoptera,Chrysadidae,Chrysadidae sp.,1,wasp,Chrysididae,InsectOrder,error
1400m,11/7/2021,Ranunculus graniticola,Lepidoptera,Lycaenidae,Zizina otis,1,butterfly,Lycaenidae,InsectGrouporFamily,
1200m,11/8/2021,Acacia obliquinervia,Coleoptera,Carabidae ,Carabidae sp. 1,1,beetle,Coleoptera,InsectOrder,
1200m,11/8/2021,Acacia obliquinervia,Coleoptera,Carabidae ,Carabidae sp. 1,1,beetle,Coleoptera,InsectOrder,
1200m,11/8/2021,Acacia obliquinervia,Coleoptera,Carabidae ,Carabidae sp. 1,1,beetle,Coleoptera,InsectOrder,
1200m,11/8/2021,Acacia obliquinervia,Coleoptera,Carabidae ,Carabidae sp. 1,1,beetle,Coleoptera,InsectOrder,
1200m,11/8/2021,Acacia obliquinervia,Coleoptera,Carabidae ,Carabidae sp. 1,1,beetle,Coleoptera,InsectOrder,
1200m,11/8/2021,Daviesia mimosoides,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1200m,11/8/2021,Grevillea lanigera,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1200m,11/8/2021,Grevillea lanigera,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1200m,11/9/2021,Acacia obliquinervia,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1200m,11/9/2021,Acacia obliquinervia,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1200m,11/9/2021,Acacia obliquinervia,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1400m,11/9/2021,Brachyscome spathulata,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1200m,11/9/2021,Daviesia mimosoides,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1200m,11/9/2021,Daviesia mimosoides,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1200m,11/9/2021,Daviesia mimosoides,Hymenoptera,Apidae,Exoneura sp. 1,1,bee,Apidae,InsectGrouporFamily,
1200m,11/9/2021,Daviesia mimosoides,Hymenoptera,Hymenoptera,Hymenoptera,1,hymenoptera,Hymenoptera,InsectOrder,
1200m,11/9/2021,Daviesia mimosoides,Hymenoptera,Hymenoptera,Hymenoptera,1,hymenoptera,Hymenoptera,InsectOrder,
1200m,11/9/2021,Exocarpos strictus,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1200m,11/9/2021,Exocarpos strictus,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1200m,11/9/2021,Exocarpos strictus,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1200m,11/9/2021,Exocarpos strictus,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1200m,11/9/2021,Exocarpos strictus,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1200m,11/9/2021,Grevillea lanigera,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1200m,11/9/2021,Grevillea lanigera,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1200m,11/9/2021,Grevillea lanigera,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1200m,11/9/2021,Grevillea lanigera,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1200m,11/9/2021,Grevillea lanigera,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1200m,11/9/2021,Grevillea lanigera,Hymenoptera,Apidae,Apis mellifera,1,honeybee,Apis mellifera,Insectspecies,
1400m,11/9/2021,Hypochaeris radicata,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1400m,11/9/2021,Hypochaeris radicata,Diptera,Syrphidae,Melangyna viridiceps,1,hoverfly,Syrphidae,InsectGrouporFamily,
1400m,11/9/2021,Hypochaeris radicata,Lepidoptera,Pieridae,Pieris rapae,1,butterfly,Pieridae,InsectGrouporFamily,
1000m,11/9/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/9/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/9/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/9/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/9/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/9/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
1000m,11/9/2021,Olearia phlogopappa,Coleoptera,Tenebrionidae,Atoichus bicolor,1,beetle,Coleoptera,InsectOrder,
