taxon_name,authors
Pultenaea canaliculata,"Citation: F. Muell., J. Trans. Vic. Inst. 1:119 (1855)."
Pultenaea canaliculata canaliculata,Citation:
Pultenaea canaliculata latifolia,"Citation: H.B. Williamson, Proc. R. Soc. Vic. n.s. 35:97 (1922)."
Pultenaea tenuifolia,"Citation: R. Br. ex Sims, Curtis's Bot. Mag. 46:t. 2086 (1819)."
Pultenaea daphnoides,"Citation: Wendl., Bot. Beob. 49 (1798)."
Pultenaea densifolia,"Citation: F. Muell., J. Trans. Vict. Inst. 1:119 (1855)."
Pultenaea dentata,"Citation: Labill., Nov. Holl. Pl. Sp. 1:103 (1805)."
Pultenaea elachista,"Citation: Crisp, J. Adelaide Bot. Gard. 6:66 (1982)."
Pultenaea hispidula,"Citation: R. Br. ex Benth., Fl. Aust. 2:133 (1864)."
Pultenaea pedunculata,"Citation: Hook., Curtis's Bot. Mag. 55:t. 2859 (1828)."
Pultenaea involucrata,"Citation: Benth., Fl. Aust. 2:138 (1864)."
Pultenaea stricta,"Citation: Sims, Curtis's Bot. Mag. 38:t. 1588 (1813)."
Pultenaea largiflorens,"Citation: F. Muell. ex Benth., Fl. Aust. 2:134 (1864)."
Pultenaea laxiflora,"Citation: Benth., Fl. Aust. 2:133 (1864)."
Pultenaea quadricolor,"Citation: J. Black, Trans. R. Soc. S. Aust. 55:139 (1931)."
Pultenaea vestita,"Citation: R. Br. in W.T. Alton, Hort. Kew. edn 2, 3:19 (1811)."
Pultenaea prostrata,"Citation: Benth. ex Hook. f., Fl. Tasm. 1:89 (1856)."
Pultenaea rigida,"Citation: R. Br. ex Benth., Fl. Aust. 2:130 (1864)."
Pultenaea scabra,"Citation: R. Br. in W.T. Aiton, Hort. Kew. edn 2, 3:18 (1811)."
Pultenaea teretifolia,"Citation: H.B. Williamson, Proc. R. Soc. Vic. n.s. 35:101 (1922)."
Pultenaea teretifolia brachyphylla,"Citation: H.B. Williamson, Proc. R. Soc. Vic. n.s. 35:101 (1922)."
Pultenaea trichophylla,"Citation: H.B. Williamson ex J. Black, Fl. S. Aust. 301 (1924)."
Pultenaea trifida,"Citation: J. Black, Trans. R. Soc. S. Aust. 33:224 (1909)."
Pultenaea trinervis,"Citation: J. Black, Trans. R. Soc. S. Aust. 47:370 (1923)."
Pultenaea villifera,"Citation: Sieber ex DC., Prod. 2:111 (1825) var. glabrescens J. Black, Trans. R. Soc. S. Aust. 47:370 (1923)."
Pultenaea viscidula,"Citation: Tate, Trans. R. Soc. S. Aust. 7:69 (1885)."
Retama,"Citation: Raft, Sylva Tell. 2 (1838)."
Retama raetam,"Citation: Webb in Webb & Berth., Phyt. Canar. 2:56 (1842)."
Rhynchosia,"Citation: Lour., Fl. Cochinch. 2:460 (1790)."
Rhynchosia minima,"Citation: DC., Prod. 2:385 (1825)."
Robinia,"Citation: L., Sp.Pl. 722 (1753)."
Robinia pseudoacacia,"Citation: L., Sp. Pl. 722 (1753)."
Cassia nemophila,"Citation: Cunn. ex J. Vogel, Syn. Gen. Cassiae 47 (1837)."
Cassia nemophila coriacea,"Citation: Symon, Trans. R. Soc. S. Aust. 90:124 (1966)."
Cassia oligophylla,"Citation: F. Muell., Fragm. Phyt. Aust. 3:49 (1862)."
Cassia sturtii,"Citation: R. Br. in Sturt, Exped. Centr. Aust., Bot. App. 77 (1849)."
Cassia nemophila nemophila,"Citation: Ill. Cunningham et al. (1982) Plants of western New South Wales, p. 379."
Cassia desolata,"Citation: F. Muell., Linnaea 25:389 (1852)."
Cassia helmsii,"Citation: Symon in H. Eichler, Suppl. 180 (1965)."
Cassia desolata planipes,"Citation: Symon, Trans. R.Soc. S. Aust. 90:114 (1966)."
Cassia nemophila platypoda,Citation: Benth. Fl. Aust. 2:288 (1864).
Cassia nemophila zygophylla,"Citation: Benth., Fl. Aust. 2:288 (1864)."
Cassia glutinosa,"Citation: DC., Prod. 2:495 (1825)."
Cassia pruinosa,"Citation: F. Muell., Fragm. Phyt. Aust. 3:48 (1862)."
Cassia notabilis,"Citation: F. Muell., Fragm. Phyt. Aust. 3:28 (1862)."
Cassia phyllodinea,"Citation: R. Br. in Sturt, Exped. Centr. Aust., Bot. App. 78 (1849)."
Cassia planitiicola,"Citation: Domin, Biblthca Bot. 89:791 (1926)."
Cassia pleurocarpa,"Citation: F. Muell., Fragm. Phyt.Ausl. 1:223 (1859) var. pleurocarpa."
Sesbania,"Citation: Scop., Intr. Hist. Nat. 308 (1777)."
Sesbania cannabina,"Citation: Poiret, Encycl. 7:130 (1806) var. cannabina."
Spartium,"Citation: L., Sp. Pl. 708 (1753)."
Spartium junceum,"Citation: L., Sp. Pl. 708 (1753)."
Sphaerolobium,"Citation: Smith, Ann. Bot.(Koenig & Sims) 1:509 (1805)."
Swainsona,"Citation: Salisb., Parad. Lond. t. 28 (1806)."
Swainsona burkei,"Citation: F. Muell. ex Benth., Fl. Aust. 2:218 (1864) subsp. acuticarinata A. Lee, Contr. N.S.W. natn. Herb. 1:239 (1948)."
Swainsona microcalyx,"Citation: J. Black, Fl. S. Aust. 322 (1924)."
Swainsona microcalyx adenophylla,"Citation: A. Lee, Contr. N.S.W. natn. Herb. 1, 4:207 (1948)."
Swainsona microphylla,"Citation: A. Gray, U.S. Expl. Exped. 15:410 (1854)."
Swainsona microphylla affinis,"Citation: A. Lee, Contr. N.S.W. natn. Herb. 1, 4:256 (1948)."
Swainsona microphylla glabrescens,"Citation: A. Lee, Contr. N.S.W. natn. Herb. 1, 4:255 (1948)."
Swainsona microphylla pallescens,"Citation: A. Lee, Contr. N.S.W. natn. Herb. 1, 4:255 (1948)."
Swainsona oroboides,"Citation: F. Muell. ex Benth., Fl. Aust. 2:222 (1864)."
Swainsona burkittii,"Citation: F. Muell. ex Benth., Fl. Aust. 2:218 (1864)."
Swainsona campestris,"Citation: F. Muell., Enum. Greg. Pl. 6 (1859)."
Swainsona campylantha,"Citation: F. Muell., Enum. Greg. Pl. 6 (1859)."
Swainsona canescens,"Citation: F. Muell., Fragm. Phyt. Aust. 3:46 (1862)."
Swainsona canescens horniana,"Citation: J. Black, Fl. S. Aust. 318 (1924)."
Swainsona colutoides,"Citation: F. Muell., Fragm. Phyt. Aust. 10:6 (1876)."
Swainsona dictyocarpa,"Citation: J. Black, Trans. R. Soc. S. Aust. 54:60 (1930)."
Swainsona fissimontana,"Citation: J. Black, Trans. R.Soc. S. Aust. 51:381 (1927)."
Swainsona murrayana,"Citation: Wawra, Oesterr. Bot. Zeitschr. 31:69 (1881)."
Swainsona flavicarinata,"Citation: J. Black, Fl. S. Aust. 319 (1924)."
Clianthus formosus,"Citation: Ford & Vick., Contr. N.S.W. natn. Herb. 1:303 (1950)."
Swainsona greyana,"Citation: Lindley, Edwards' Bot. Reg. 32:t. 66 (1846) subsp. greyana."
Swainsona laxa,"Citation: R. Br. in Sturt, Exped. Centr. Aust., Bot.App. 18 (1849) var. laxa."
Swainsona rigida,"Citation: J. Black, Trans. R. Soc. S. Aust. 51:380 (1927)."
Swainsona leeana,"Citation: J. Weber, J. Adelaide Bot. Gard. 7:301 (1985). Small prostrate slender apparently annual herb; stems to 20 cm long, radiating from a central tap root; indumentum of soft white basifixed hairs, moderately appressed, rather spreading, sparse on the stems and peduncles, denser on the leaves; leaves 10-25 mm long, with 5-7 leaflets; leaflets oblong-ovate, 5-10 x 2.5-4 mm, more densely pubescent underneath; stipules narrow-triangular, 3-4 mm long, leafy, pubescent on both sides."
Swainsona lessertiifolia,"Citation: DC., Ann. Sci. nat. s r. 1, 4:99 (1825)."
Swainsona microphylla minima,"Citation: A. Lee, Contr. N.S.W. natn. Herb. 1, 4:259 (1948)."
Swainsona microphylla tomentosa,"Citation: A. Lee, Contr. N.S.W. natn. Herb. 1, 4:259 (1948)."
Swainsona minutiflora,"Citation: A. Lee, Contr. N.S.W. natn. Herb. 1, 4:208 (1948)."
Swainsona murrayana eciliata,"Citation: A. Lee, Contr. N.S.W. natn. Herb. 1, 4:219 (1948)."
Swainsona oligophylla,"Citation: F. Muell. ex Benth., Fl. Aust. 2:219 (1864)."
Swainsona oliveri,"Citation: F. Muell., Wing's South Sci. Rec. 2:152 (1882)."
Swainsona phacoides,"Citation: Benth. in T.L. Mitchell, J. Trop. Austral. 363 (1948) subsp. phacoides."
Swainsona procumbens,"Citation: J. Black, Trans. R. Soc. S. Aust. 51:380 (1927)."
Swainsona stipularis,"Citation: F. Muell., Linnaea 25:393 (1853)."
Swainsona swainsonioides,"Citation: A. Lee ex J. Black, Fl. S. Aust. 470 (1948)."
Swainsona tephrotricha,"Citation: F. Muell., Linnaea 25:392 (1853)."
Swainsona villosa,"Citation: J. Black, Fl. S. Aust. 319 (1924)."
Swainsona viridis,"Citation: J. Black, Fl. S. Aust. 321 (1924)."
Templetonia,"Citation: R. Br., in W.T. Aiton, Hort. Kew. edn 2, 4:269 (1812)."
Templetonia aculeata,"Citation: Benth., Fl. Aust. 2:170 (1864)."
Templetonia battii,"Citation: F. Muell., Chem.& Drugg. Australas. 2:31 (1887)."
Templetonia egena,"Citation: Benth., Fl. Aust. 2:170 (1864)."
Templetonia retusa,"Citation: R. Br. in W.T. Aiton, Hort. Kew. edn 2, 4:269 (1812)."
Templetonia sulcata,"Citation: Benth., Fl. Aust. 2:171 (1864)."
Templetonia stenophylla,"Citation:  J. Black, Fl. S. Aust. 304 (1924)."
Tephrosia,"Citation: Pers., Syn. Pl. 2:328 (1807)."
Tephrosia sphaerospora,"Citation: F. Muell., Wing's South Sci. Rec. 3:128 (1883)."
Tephrosia supina,"Citation: Domin, Biblthca Bot. 89:755 (1926)."
Trifolium,"Citation: L., Sp. Pl. 764 (1753)."
Trifolium angustifolium,"Citation: L., Sp. Pl. 769 (1753)."
Trifolium arvense,"Citation: L., Sp. Pl. 769 (1753) var. arvense."
Trifolium campestre,"Citation: Schreber in Sturm, Deutschl. Fl. 1, 16:13 (1804)."
Trifolium cernuum,"Citation: Brot., Phyt. Lusit. edn 3, 1:150 (1816)."
Trifolium cherleri,"Citation: L., Demonstr. Pl. 21 (1753)."
Trifolium dubium,"Citation: Sibth., Fl. Oxon. 231 (1794)."
Trifolium fragiferum,"Citation: L., Sp. Pl. 772 (1753) var. fragiferum."
Trifolium glomeratum,"Citation: L., Sp. Pl. 768 (1753)."
Trifolium lappaceum,"Citation: L., Sp. Pl. 768 (1753)."
Trifolium micranthum,"Citation: Viv., Fl. Lib. 45 (1824)."
Trifolium ornithopodioides,"Citation: L., Sp. Pl. 766 (1753)."
Trifolium pratense,"Citation: L., Sp. Pl. 768 (1753)."
Trifolium repens,"Citation: L., Sp. Pl. 767 (1753)."
Trifolium resupinatum,"Citation: L., Sp. Pl. 771 (1753) var. resupinatum."
Trifolium scabrum,"Citation: L., Sp. Pl. 770 (1753)."
Trifolium stellatum,"Citation: L., Sp. Pl. 769 (1753)."
Trifolium striatum,"Citation: L., Sp. Pl. 770 (1753)."
Trifolium subterraneum,"Citation: L., Sp. Pl. 767 (1753)."
Trifolium suffocatum,"Citation: L., Mant. Alt. 276 (1771)."
Trifolium tomentosum,"Citation: L., Sp. Pl. 771 (1753)."
Trigonella,"Citation: L., Sp. Pl. 776 (1753)."
Trigonella monspeliaca,"Citation: L., Sp. Pl. 777 (1753)."
Trigonella suavissima,"Citation: Lindley in T.L. Mitchell, Three Exped. Int. eastern Austral. 1:253 (1838)."
Ulex,"Citation: L., Sp. Pl. 741 (1753)."
Ulex europaeus,"Citation: L., Sp. Pl. 741 (1753)."
Acacia farnesiana,"Citation: C. L. Willdenow, Sp. Plant. ed. 4, 4:1083 (1806). Mimosa farnesiana L., Sp. Plant. ed. 1:521 (1753)."
Vicia,"Citation: L., Sp. Pl. 734 (1753)."
Vicia cracca,"Citation: Gray, Nat. arr. Brit. Pl. 2:614 (1821)."
Vicia hirsuta,"Citation: Gray, Nat. arr. Brit. Pl. 2:614 (1821)."
Vicia monantha,"Citation: Retz., Obs. Bot. 3:39 (1783)."
Vicia sativa,"Citation: L., Sp. Pl. 736 (1753)."
Vicia sativa cordata,"Citation: Asch. & Graebner, Syn. Mitteleur. Fl. 6, 2:968 (1909)."
Vicia sativa nigra,"Citation: Ehrh., Hannover. Mag. 15:229 (1780)."
Vicia tetrasperma,"Citation: Schreber, Spicil. Fl. Lips. 26 (1771)."
Vigna,"Citation: Savi, Nuovo Giorn. Lett. 8:113 (1824)."
Vigna lanceolata,"Citation: Benth. in T.L. Mitchell, J. Trop. Austral. 350 (1848)."
Viminaria,"Citation: Smith, Ann. Bot.(Koenig & Sims) 1:507 (1805)."
Viminaria juncea,"Citation: Hoffsgg., Verz. Pfl. Kult. 200 (1824)."
Oxalidaceae,Author:Prepared by T. W. Jaspars
Oxalis,"Citation: L., Sp. Pl. 433 (1753)."
Oxalis articulata,"Citation: Savigny in Lam., EncycL 4:686 (1798)."
Oxalis bowiei,"Citation: Herbert in Lindley, Edwards' Bot. Reg. 19:t. 1585 (1834)."
Oxalis brasiliensis,"Citation: Lodd., Bot. Cab. 20:t. 1962 (1833)."
Oxalis compressa,"Citation: L.f., Suppl. 243 (1782)."
Oxalis corniculata,"Citation: L., Sp. Pl. 435 (1753)."
Oxalis debilis,"Citation: Kunth in Humb., Bonpl. & Kunth, Nov. Gen.et Sp. Pl. 5:236 t. 466 (1822) var. corymbosa (DC.)Lourt. in Woodson et al., Ann. Miss. Bot. Gard. 67:840 (1980)."
Oxalis perennans,"Citation: Haw., Misc. Nat. 181 (1803)."
Oxalis flava,"Citation: L., Sp. Pl. 433 (1753)."
Oxalis hirta,"Citation: L., Sp. Pl. 434 (1753)."
Oxalis incarnata,"Citation: L., Sp. Pl. 433 (1753)."
Oxalis latifolia,"Citation: Kunth in Humb., Bonpl. & Kunth, Nov. Gen. et Sp. Pl. 5:237, t. 467 (1822)."
Oxalis pes-caprae,"Citation: -caprae, L., Sp. Pl. 434 (1753)."
Oxalis purpurea,"Citation: L., Sp. Pl. 433 (1753)."
Oxalis radicosa,"Citation: A. Rich., Tent. Fl. Abyss. 123 (1847)."
Geraniaceae,Author:Prepared by R. C. Carolin
Erodium,"Citation: L'H r. ex Aiton, Hort. Kew. 2:414 (1789)."
Erodium aureum,"Citation: Carolin, Proc. Linn. Soc. N.S.W. 83:92 (1958)."
Erodium moschatum,"Citation: L'H r. ex Alton, Hort. Kew. 2:414 (1789)."
Erodium botrys,"Citation: Bertol., Amoen.ltal. 35 (1819)."
Erodium brachycarpum,"Citation: Thell., Rep. Botl Soc. Exch. Club Br. Isl. 1917, 5:17 (1918)."
Erodium cygnorum,"Citation: Nees in Lehm., Pl. Preiss. 1:162 (1845)."
Erodium cygnorum glandulosum,"Citation: Carolin, Proc. Linn. Soc. N.S.W. 83:97 (1958)."
Erodium malacoides,"Citation: Willd., Phyt. 1:10 (1794)."
Erodium cicutarium,"Citation: L'H r. ex Aiton, Hort. Kew. 2:414 (1789)."
Erodium crinitum,"Citation: Carolin, Proc. Linn. Soc. N.S.W. 83:93 (1958)."
Erodium angustilobum,"Citation: Carolin, Proc. Linn. Soc. N.S.W. 94:212 (1970)."
Geranium,"Citation: L., Sp. Pl. 676 (1753)."
Geranium dissectum,"Citation: L., Cent. l. Pl. 21 (1755)."
Geranium molle,"Citation: L., Sp. Pl. 682 (1753) var. molle."
Geranium potentilloides,"Citation: L'H r. ex DC., Prod. 1:639 (1824) var. potentilloides."
Geranium retrorsum,"Citation: L'H r. ex DC., Prod. 1:644 (1824)."
Geranium solanderi,"Citation: Carolin, Proc. Linn. Soc. N.S.W. 89:350 (1964) var. solanderi."
Pelargonium,"Citation: L'H r. ex Aiton, Hort. Kew. 2:417 (1789)."
Pelargonium asperum,"Citation: Ehrh. ex Willd., Sp. Pl. 3:678 (1800)."
Pelargonium australe,"Citation: Willd., Sp. Pl. 3:675 (1800)."
Pelargonium domesticum,"Citation: L. Bailey, Standard Cyclop. Hort. 2532 (1916)."
Pelargonium littorale,"Citation: Huegel, Bot. Arch. t. 5 (1837)."
Pelargonium rodneyanum,"Citation: T.L. Mitchell ex Lindley in T.L. Mitchell, Three Exped. Int. eastern Austral. 2:143 (1838)."
Tropaeolaceae,Author:Prepared by J.P. Jessop
Tropaeolum,"Citation: L., Sp. Pl. 345 (1753)."
Tropaeolum majus,"Citation: L., Sp. Pl. 345 (1753)."
Zygophyllaceae,Author:Prepared by Hj. Eichler
Nitraria,"Citation: L., Syst. Nat. edn 10, 2:1044 (1759)."
Nitraria billardierei,"Citation: DC., Prod. 3:456 (1828)."
Peganum,"Citation: L., Sp. Pl. 444 (1753)."
Peganum harmala,"Citation: L., Sp. Pl. 444 (1753)."
Zygophyllum ammophilum,"Citation: F. Muell., Fragm. Phyt. Aust. 11:28 (1878)."
Zygophyllum billardierei,"Citation: DC., Prod. 1:705 (1824)."
Zygophyllum apiculatum,"Citation: F. Muell., Linnaea 25:373 (1853)."
Zygophyllum aurantiacum,"Citation: F. Muell., Linnaea 25:376 (1853)."
Zygophyllum compressum,"Citation: J. Black, Fl.S. Aust. 333 (1924)."
Zygophyllum crassissimum,"Citation: Ising, Trans. R.Soc. S. Aust. 81:167, figs 10-14 (1958)."
Zygophyllum crenatum,"Citation: F. Muell., Linnaea 25:374 (1853)."
Zygophyllum iodocarpum,"Citation: F. Muell., Linnaea 25:372 (1853)."
Zygophyllum eremaeum,"Citation: Ostenf., Biol. Meddel. Kongel. Danske Vidensk. Selk. 3, 2:76, fig. lib (1921)."
Zygophyllum glaucum,"Citation: F. Muell., J. Trans. Vict. Inst. 1:29 (1855)."
Zygophyllum howittii,"Citation: F. Muell., Fragm. Phyt. Aust. 3:150 (1863)."
Zygophyllum humillimum,"Citation: M. Koch, Trans. R.Soc. S. Aust. 24:82 (1900)"
Zygophyllum hybridum,"Citation: Tate, Trans. R. Soc. S. Aust. 23:291 (1899)."
Zygophyllum kochii,"Citation: Tare, Trans. R. Soc. S. Aust. 23:291 (1899)."
Zygophyllum prismatothecum,"Citation: F. Muell., Linnaea 25:375 (1853)."
Zygophyllum ovatum,"Citation: Ewart & J. White, J.R.Soc. N.S.W. 42:197, t. 36 (1909)."
Tribulus,"Citation: L., Sp. Pl. 386 (1753)."
Tribulus astrocarpus,"Citation: F. Muell., Fragm. Phyt. Aust. 12:4 (1882)."
Tribulus occidentalis,"Citation: R. Br. in Sturt, Exped. Centr. Aust., Bot. App. 69 (1849)."
Tribulus hystrix,"Citation: R. Br. in Sturt, Exped. Centr. Aust., Bot. App. 69 (1849)."
Tribulus macrocarpus,"Citation: F. Muell. ex Benth., Fl. Aust. 1:289 (1863)."
Tribulus terrestris,"Citation: L., Sp. Pl. 387 (1753)."
Linaceae,Author:Prepared by J. P. Jessop
Linum,"Citation: L., Sp. Pl. 277 (1753)."
Linum marginale,"Citation: Cunn. ex Planchon, London J. Bot. 7:169 (1848)."
Linum strictum,"Citation: L., Sp. Pl. 279 (1753) subsp. strictum."
Linum trigynum,"Citation: L., Sp. Pl. 279 (1753)."
Euphorbiaceae,Author:Prepared by J. Z. Weber
Adriana,"Citation: Gaudich., Annls Sci. nat. 5:223 (1825)."
Adriana quadripartita,"Citation: Gaudich., Voy. aut. Monde (Bot.) 489 (1830)."
Adriana klotzschii,"Citation: Muell.-Arg. in A. DC., Prod. 15:893 (1866)."
Adriana hookeri,"Citation: Muell.-Arg. in A. DC., Prod. 15:891 (1866)."
Amperea,"Citation: Adr. Juss., Euphorb. Gen. 35 (1824)."
Amperea xiphoclada,"Citation:  Druce, Rep. Botl Soc. Exch. Club Br. Isl. 1916:604 (1917)."
Bertya,"Citation: Planchon, London J. Bot. 4:472, t. 16A (1845)."
Bertya rotundifolia,"Citation: F. Muell., Fragm. Phyt. Aust. 4:34 (1863)."
Bertya mitchellii,"Citation: Muell.-Arg., Linnaea 34:63 (1865). Mitchell bertya."
Beyeria,"Citation: Miq., Annls Sci. nat. s r. 3, 1:350 (1844)."
Beyeria lechenaultii,"Citation: Baillon, Adansonia 6:307 (1866)."
Beyeria opaca,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:16 (1854)."
Beyeria subtecta,"Citation: J. Black, Fl.S. Aust. 357 (1924)."
Chrozophora,"Citation: Andrews, in Adr. Juss., Euphorb. Gen. 27 (1824)."
Chrozophora tinctoria,"Citation: Andrews in Adr. Juss., Euphorb. Gen. 84 (1824)."
Eremocarpus setigerus,"Citation: Benth., Bot. Voy. H.M.S. Sulphur 53 (1844)."
Euphorbia,"Citation: L., Sp. Pl. 450 (1753)."
Euphorbia australis,"Citation: Boiss., Cent. Euph. 15 (1860)."
Euphorbia coghlanii,"Citation: Bailey, Bot. Bull. Dept Agric. Qld 13:12 (1896)."
Euphorbia cyparissias,"Citation: L., Sp. Pl. 461 (1753)."
Euphorbia drummondii,"Citation: Boiss., Cent. Euph. 14 (1860)."
Euphorbia dendroides,"Citation: L., Sp. Pl. 462 (1753)."
Euphorbia exigua,"Citation: L., Sp. Pl. (1753)."
Euphorbia falcata,"Citation: L., Sp. PL 456 (1753)."
Euphorbia inappendiculata,"Citation: Domin, Biblthca Bot. 89, 4:863 (1927)."
Euphorbia helioscopia,"Citation: L., Sp. Pl. 459 (1753)."
Euphorbia mitchelliana,"Citation: Boiss. in A. DC., Prod. 15, 2:25 (1866) var. mitchelliana."
Euphorbia lathyrus,"Citation: L., Sp. Pl. 457 (i753)."
Euphorbia maculata,"Citation: L., Sp. Pl. 455 (1753)."
Euphorbia paralias,"Citation: L., Sp. Pl. 458 (1753)."
Euphorbia parvicaruncula,"Citation: Hassall, Aust. J. Bot. 25:441 (1977)."
Euphorbia peplus,"Citation: L., Sp. Pl. 456 (1753)."
Euphorbia segetalis,"Citation: L., Sp. Pl. 458 (1753)."
Euphorbia schultzii,"Citation: Benth., Fl. Aust. 6:47 (1873)."
Euphorbia stevenii,"Citation: Bailey, Qld Agric. J. 25:288 (1910)."
Euphorbia tannensis,"Citation: Sprengel, Fl. Hal. Mant. 42 (1807) subsp. eremophila (Cunn. ex Hook.)Hassall, Aust. J. Bot. 25:439 (1977)."
Euphorbia planiticola,"Citation: Hassall, Aust. J. Bot. 25:446 (1977)."
Euphorbia terracina,"Citation: L., Sp. Pl. edn 2:654 (1762)."
Euphorbia wheeleri,"Citation: Baillon, Adansonia 6:286 (1866)."
Micrantheum,"Citation: Desf., M m. Mus. Hist. Nat. Paris 4:253 (1818)."
Micrantheum demissum,"Citation: F. Muell., Victorian Nat. 7:67 (1890)."
Monotaxis,"Citation: Brongn., in Duperrey, Voy. la Coquille 223 (71834)."
Monotaxis luteiflora,"Citation: F. Muell., Fragm. Phyt. Aust. 10:51 (1876)."
Phyllanthus,"Citation: L., Sp. Pl. 981 (1753)."
Phyllanthus calycinus,"Citation: Labill., Nov. Holl. Pl. Sp. 2:75 (1806)."
Phyllanthus lacunarius,"Citation: F. Muell., J. Trans. Vict. Inst. 1:14 (1854)."
Phyllanthus fuernrohrii,"Citation: F. Muell., J. Trans. Vict. Inst. 1:15 (1855)."
Phyllanthus maderaspatensis,"Citation: L., Sp. Pl. 982 (1753) var. angustifolius Benth., Fl. Aust. 6:103 (1873)."
Phyllanthus australis,"Citation: Hook. f., London J. Bot. 6:284 (1847)."
Phyllanthus saxosus,"Citation: F. Muell., Linnaea 25:441 (1852)."
Poranthera,"Citation: Rudge, Trans. Linn. Soc. 10:302 (1811)."
Poranthera ericoides,"Citation: Klotzsch in Lehm., Pl. Preiss. 232 (1848)."
Poranthera microphylla,"Citation: Brongn. in Duperrey, Voy. la Coquille 219 (71834)."
Poranthera triandra,"Citation: J. Black, Trans. R.Soc. S. Aust. 40:00 (1916)."
Pseudanthus,"Citation: Sieber ex A. Sprengel, in Sprengel, Syst. Veg. 4, 2:22 (1827)."
Pseudanthus micranthus,"Citation: Benth., Fl. Aust. 6:59 (1873)."
Ricinus,"Citation: L., Sp. Pl. 1:1007 (1753)."
Ricinus communis,"Citation: L., Sp. Pl. 1007 (1753)."
Sauropus ramosissimus,"Citation: Airy Shaw, Kew Bull. 35:682 (1980)."
Sauropus trachyspermus,"Citation: Airy Shaw, Kew Bull. 35:685 (1980)."
Sauropus rigens,"Citation: Airy Shaw, Kew Bull. 35:683 (1980)."
Rutaceae,Author:Prepared by J. A. Armstrong and I. R. Telford; Correa by R. Anderson
Asterolasia,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:9 (1854)."
Asterolasia muricata,"Citation: J. Black, Trans. Roy. Soc. S. Aust. 36:22 (1912)."
Asterolasia phebalioides,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:10 (1854)."
Boronia,"Citation: Smith, Tracts Nat. Hist. 288 (1798)."
Boronia coerulescens,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:11 (1854) subsp. coerulescens."
Boronia edwardsii,"Citation: Benth., Fl. Aust. 1:312 (1863)."
Boronia filifolia,"Citation: F. Muell., Fragm. Phyt. Aust. 1:3 (1858)."
Boronia inornata,"Citation: Turcz., Bull. Soc. Nat. Mosc. 25:164 (1852) subsp. leptophylla (Turcz.) Burgman, Aust. J. Bot. 33:423 (1985)."
Boronia nana,"Citation: Hook., Hook. Ic. 3:t. 270 (1840)."
Boronia parviflora,"Citation: Smith, Tracts Nat. Hist. 295:t. 6 (1798)."
Boronia pilosa,"Citation: Labill., Nov. Holl. Pl. Sp. 1:97, t. 124 (1805)."
Eremocitrus glauca,"Citation: Swingle, J. Agric. Res. 2:86 (1914)."
Correa,"Author:Prepared by R. Anderson; Citation: Andrews, Bot. Rep. l:t. 18 (1798)."
Correa aemula,"Citation: F. Muell., Fragm. Phyt. Aust. 1:3 (1858)."
Correa alba,"Citation: Andrews, Bot. Rep. 1:t. 18 (1798) var. pannosa Paul G. Wilson, Trans. R.Soc. S. Aust. 85:40 (1961)."
Correa reflexa,"Citation: Vent., Jard. Malm. t. 13 (1803)."
Correa reflexa coriacea,"Citation: Paul G. Wilson, Trans. R. Soc. S. Aust. 85:30 (1961)."
Correa calycina,"Citation: J. Black, Trans. R. Soc. S. Aust. 49:273 (1925)."
Correa decumbens,"Citation: F. Muell., J. Trans. Vict. Inst. 1:30 (1855)."
Correa glabra,"Citation: Lindley in T.L. Mitchell, Three Exped. Int. eastern Austral. 2:48 (1838)."
Correa schlechtendalii,"Citation: Behr in Schldl., Linnaea 20:630 (1847)."
Correa pulchella,"Citation: Mackay ex Sweet, Fl. Austr. t. 1 (1827)."
Correa reflexa nummulariifolia,"Citation: Paul G. Wilson, Trans. R. Soc. S. Aust. 85:30 (1961)."
